"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/cpu.csv --bytes --time --cpu 1 600",,,,"Date:","23 Mar 2023 13:32:03 -03"
"system","total cpu usage",,,,
Mar-23 13:34:20,11.261,2.570,86.047,0.122,0
Mar-23 13:34:21,11.070,3.075,85.732,0.123,0
Mar-23 13:34:22,10.488,2.805,86.585,0.122,0
Mar-23 13:34:23,10.974,3.453,85.450,0.123,0
Mar-23 13:34:24,9.023,3.461,87.515,0,0
Mar-23 13:34:25,12.360,1.623,85.893,0.125,0
Mar-23 13:34:26,11.193,2.952,85.486,0.369,0
Mar-23 13:34:27,11.314,3.163,85.523,0,0
Mar-23 13:34:28,9.582,3.931,86.364,0.123,0
Mar-23 13:34:29,9.741,3.329,86.930,0,0
Mar-23 13:34:30,9.453,4.229,85.697,0.622,0
Mar-23 13:34:31,10.319,3.808,85.627,0.246,0
Mar-23 13:34:32,12.979,2.843,84.178,0,0
Mar-23 13:34:33,9.630,2.963,87.284,0.123,0
Mar-23 13:34:34,10.771,2.448,86.781,0,0
Mar-23 13:34:35,10.442,2.703,86.609,0.246,0
Mar-23 13:34:36,11.614,3.056,85.330,0,0
Mar-23 13:34:37,9.890,3.297,86.691,0.122,0
Mar-23 13:34:38,9.360,4.433,86.207,0,0
Mar-23 13:34:39,12.855,2.225,84.672,0.247,0
Mar-23 13:34:40,13.861,3.094,82.921,0.124,0
Mar-23 13:34:41,9.512,3.902,86.341,0.244,0
Mar-23 13:34:42,10.037,3.672,86.291,0,0
Mar-23 13:34:43,11.286,4.369,84.223,0.121,0
Mar-23 13:34:44,9.406,3.094,87.376,0.124,0
Mar-23 13:34:45,10.883,3.748,85.127,0.242,0
Mar-23 13:34:46,14.091,2.225,83.436,0.247,0
Mar-23 13:34:47,10.161,3.841,85.874,0.124,0
Mar-23 13:34:48,10,4.146,85.732,0.122,0
Mar-23 13:34:49,9.394,3.337,87.268,0,0
Mar-23 13:34:50,9.939,3.313,86.626,0.123,0
Mar-23 13:34:51,9.729,4.680,85.468,0.123,0
Mar-23 13:34:52,12.669,3.444,83.764,0.123,0
Mar-23 13:34:53,12.438,2.709,84.729,0.123,0
Mar-23 13:34:54,9.080,4.172,86.626,0.123,0
Mar-23 13:34:55,10.719,3.532,85.627,0.122,0
Mar-23 13:34:56,9.951,3.440,86.486,0.123,0
Mar-23 13:34:57,10.037,3.550,84.455,1.958,0
Mar-23 13:34:58,9.113,3.941,85.468,1.478,0
Mar-23 13:34:59,10.811,3.563,85.627,0,0
Mar-23 13:35:00,12.361,2.101,85.414,0.124,0
Mar-23 13:35:01,10.409,4.213,85.378,0,0
Mar-23 13:35:02,10.294,3.554,85.172,0.980,0
Mar-23 13:35:03,10.332,3.075,86.470,0.123,0
Mar-23 13:35:04,10.976,3.537,85.366,0.122,0
Mar-23 13:35:05,10.949,4.380,84.672,0,0
Mar-23 13:35:06,11.071,3.528,85.280,0.122,0
Mar-23 13:35:07,13.038,2.952,83.641,0.369,0
Mar-23 13:35:08,9.147,4.450,86.279,0.124,0
Mar-23 13:35:09,8.856,3.936,87.208,0,0
Mar-23 13:35:10,10.123,2.963,86.790,0.123,0
Mar-23 13:35:11,9.842,3.645,86.513,0,0
Mar-23 13:35:12,9.080,3.804,86.626,0.491,0
Mar-23 13:35:13,10.675,3.313,86.012,0,0
Mar-23 13:35:14,12.422,2.236,85.217,0.124,0
Mar-23 13:35:15,11.044,4.490,84.345,0.121,0
Mar-23 13:35:16,9.729,3.202,87.069,0,0
Mar-23 13:35:17,9.547,3.427,86.781,0.245,0
Mar-23 13:35:18,10.197,4.300,85.504,0,0
Mar-23 13:35:19,10.366,3.659,85.854,0.122,0
Mar-23 13:35:20,9.902,4.156,85.819,0.122,0
Mar-23 13:35:21,14.005,2.211,83.784,0,0
Mar-23 13:35:22,9.646,4.396,85.836,0.122,0
Mar-23 13:35:23,9.988,3.898,85.993,0.122,0
Mar-23 13:35:24,10.391,3.178,86.430,0,0
Mar-23 13:35:25,9.642,4.079,86.156,0.124,0
Mar-23 13:35:26,9.816,3.313,86.748,0.123,0
Mar-23 13:35:27,10.244,2.805,86.829,0.122,0
Mar-23 13:35:28,14.076,4.039,81.763,0.122,0
Mar-23 13:35:29,9.113,4.187,86.576,0.123,0
Mar-23 13:35:30,9.852,3.571,86.576,0,0
Mar-23 13:35:31,10.294,3.554,86.029,0.123,0
Mar-23 13:35:32,9.901,2.970,87.129,0,0
Mar-23 13:35:33,10.086,3.690,85.978,0.246,0
Mar-23 13:35:34,9.471,3.567,86.962,0,0
Mar-23 13:35:35,13.990,2.676,83.090,0.243,0
Mar-23 13:35:36,11.098,2.927,85.976,0,0
Mar-23 13:35:37,10.062,2.609,87.205,0.124,0
Mar-23 13:35:38,10.307,3.926,85.767,0,0
Mar-23 13:35:39,10.111,3.206,86.560,0.123,0
Mar-23 13:35:40,9.337,3.931,86.609,0.123,0
Mar-23 13:35:41,9.314,4.167,86.520,0,0
Mar-23 13:35:42,13.011,1.983,84.882,0.124,0
Mar-23 13:35:43,8.755,3.453,87.793,0,0
Mar-23 13:35:44,9.193,3.354,87.329,0.124,0
Mar-23 13:35:45,9.840,3.321,86.716,0.123,0
Mar-23 13:35:46,10.086,3.198,86.716,0,0
Mar-23 13:35:47,9.618,3.946,86.313,0.123,0
Mar-23 13:35:48,10.049,3.554,86.397,0,0
Mar-23 13:35:49,19.802,3.465,76.485,0.248,0
Mar-23 13:35:50,9.951,3.563,86.486,0,0
Mar-23 13:35:51,8.978,3.491,87.406,0.125,0
Mar-23 13:35:52,10.147,3.178,86.553,0.122,0
Mar-23 13:35:53,10.209,3.690,86.101,0,0
Mar-23 13:35:54,8.712,3.926,87.239,0.123,0
Mar-23 13:35:55,10.657,3.222,86.121,0,0
Mar-23 13:35:56,17.770,3.922,78.064,0.245,0
Mar-23 13:35:57,9.271,3.214,87.515,0,0
Mar-23 13:35:58,9.371,4.192,86.313,0.123,0
Mar-23 13:35:59,10.468,3.571,85.961,0,0
Mar-23 13:36:00,9.406,3.342,87.129,0.124,0
Mar-23 13:36:01,10.864,3.580,85.432,0.123,0
Mar-23 13:36:02,9.170,2.974,87.732,0.124,0
Mar-23 13:36:03,13.027,2.481,84.367,0.124,0
Mar-23 13:36:04,9.046,2.974,87.980,0,0
Mar-23 13:36:05,9.777,3.094,87.005,0.124,0
Mar-23 13:36:06,10.332,2.829,86.716,0.123,0
Mar-23 13:36:07,10.934,4.423,84.644,0,0
Mar-23 13:36:08,10.161,3.098,86.617,0.124,0
Mar-23 13:36:09,8.468,3.113,88.294,0.125,0
Mar-23 13:36:10,13.243,2.104,84.653,0,0
Mar-23 13:36:11,8.532,2.886,88.331,0.251,0
Mar-23 13:36:12,8.717,2.491,88.792,0,0
Mar-23 13:36:13,9.729,2.956,87.192,0.123,0
Mar-23 13:36:14,10.123,3.951,85.926,0,0
Mar-23 13:36:15,9.387,2.879,87.610,0.125,0
Mar-23 13:36:16,9.181,2.978,87.717,0.124,0
Mar-23 13:36:17,11.875,1.625,86.375,0.125,0
Mar-23 13:36:18,9.429,2.233,88.337,0,0
Mar-23 13:36:19,9.518,4.821,85.538,0.124,0
Mar-23 13:36:20,9.618,3.206,87.053,0.123,0
Mar-23 13:36:21,8.922,2.726,88.352,0,0
Mar-23 13:36:22,8.820,2.733,88.323,0.124,0
Mar-23 13:36:23,9.317,3.230,87.453,0,0
Mar-23 13:36:24,11.663,3.598,84.615,0.124,0
Mar-23 13:36:25,9.801,2.730,87.345,0.124,0
Mar-23 13:36:26,10.285,3.717,85.750,0.248,0
Mar-23 13:36:27,8.543,2.136,89.322,0,0
Mar-23 13:36:28,9.091,2.740,88.045,0.125,0
Mar-23 13:36:29,9.988,4.245,85.643,0.125,0
Mar-23 13:36:30,8.761,3.504,87.735,0,0
Mar-23 13:36:31,11.860,2.122,85.893,0.125,0
Mar-23 13:36:32,8.614,2.372,88.889,0.125,0
Mar-23 13:36:33,9.011,2.253,88.611,0.125,0
Mar-23 13:36:34,7.905,4.517,87.453,0.125,0
Mar-23 13:36:35,9.750,2.250,88,0,0
Mar-23 13:36:36,9,3.500,87.375,0.125,0
Mar-23 13:36:37,9.838,2.491,87.671,0,0
Mar-23 13:36:38,12.919,2.733,84.224,0.124,0
Mar-23 13:36:39,8.989,3.995,86.891,0.125,0
Mar-23 13:36:40,8.886,3.379,87.735,0,0
Mar-23 13:36:41,8.240,3.371,88.265,0.125,0
Mar-23 13:36:42,9.158,2.970,87.871,0,0
Mar-23 13:36:43,9.926,2.481,87.469,0.124,0
Mar-23 13:36:44,8.772,4.762,85.714,0.752,0
Mar-23 13:36:45,11.567,2.736,85.448,0.249,0
Mar-23 13:36:46,9.182,2.516,88.302,0,0
Mar-23 13:36:47,8.706,2.985,88.184,0.124,0
Mar-23 13:36:48,8.511,2.753,88.736,0,0
Mar-23 13:36:49,7.905,3.890,87.704,0.502,0
Mar-23 13:36:50,7.134,3.880,88.861,0.125,0
Mar-23 13:36:51,9.159,3.513,87.327,0,0
Mar-23 13:36:52,11.500,2.125,86.250,0.125,0
Mar-23 13:36:53,8.625,2.875,88.375,0.125,0
Mar-23 13:36:54,8.614,2.871,88.514,0,0
Mar-23 13:36:55,8.564,2.897,88.161,0.378,0
Mar-23 13:36:56,9.045,2.764,88.065,0.126,0
Mar-23 13:36:57,8.271,3.258,88.346,0.125,0
Mar-23 13:36:58,8.229,3.367,88.404,0,0
Mar-23 13:36:59,11.236,3.121,85.518,0.125,0
Mar-23 13:37:00,9.750,2.250,88,0,0
Mar-23 13:37:01,8.712,4.167,86.869,0.253,0
Mar-23 13:37:02,8.460,2.652,88.889,0,0
Mar-23 13:37:03,7.663,3.015,89.196,0.126,0
Mar-23 13:37:04,9.125,3.125,87.750,0,0
Mar-23 13:37:05,8.717,3.487,87.547,0.249,0
Mar-23 13:37:06,10.566,2.390,86.918,0.126,0
Mar-23 13:37:07,10.533,2.850,86.493,0.124,0
Mar-23 13:37:08,8.953,2.522,88.525,0,0
Mar-23 13:37:09,9.182,2.390,88.176,0.252,0
Mar-23 13:37:10,8.511,4.130,87.359,0,0
Mar-23 13:37:11,8.886,2.879,88.110,0.125,0
Mar-23 13:37:12,8.532,3.262,88.206,0,0
Mar-23 13:37:13,10.737,2.372,86.767,0.125,0
Mar-23 13:37:14,8.931,2.138,88.679,0.252,0
Mar-23 13:37:15,8.582,4.726,86.443,0.249,0
Mar-23 13:37:16,8.920,2.764,88.317,0,0
Mar-23 13:37:17,8.240,3.496,88.140,0.125,0
Mar-23 13:37:18,8.657,2.886,88.331,0.125,0
Mar-23 13:37:19,8.636,2.879,88.486,0,0
Mar-23 13:37:20,11.347,2.868,85.661,0.125,0
Mar-23 13:37:21,9.398,2.381,88.095,0.125,0
Mar-23 13:37:22,9.102,3.990,86.783,0.125,0
Mar-23 13:37:23,9.332,3.026,87.642,0,0
Mar-23 13:37:24,9.500,2.500,87.875,0.125,0
Mar-23 13:37:25,8.897,4.010,86.967,0.125,0
Mar-23 13:37:26,9,3.375,87.625,0,0
Mar-23 13:37:27,10.579,2.393,86.902,0.126,0
Mar-23 13:37:28,8.543,2.513,88.945,0,0
Mar-23 13:37:29,8.313,3.474,88.089,0.124,0
Mar-23 13:37:30,8.679,3.522,87.673,0.126,0
Mar-23 13:37:31,8.010,3.379,88.486,0.125,0
Mar-23 13:37:32,8.166,3.141,88.568,0.126,0
Mar-23 13:37:33,8.156,3.513,88.331,0,0
Mar-23 13:37:34,11.404,2.005,86.466,0.125,0
Mar-23 13:37:35,9.068,2.519,88.413,0,0
Mar-23 13:37:36,8.772,3.133,87.845,0.251,0
Mar-23 13:37:37,9.148,2.381,88.471,0,0
Mar-23 13:37:38,7.566,2.900,89.407,0.126,0
Mar-23 13:37:39,8.071,2.900,89.029,0,0
Mar-23 13:37:40,8.728,3.491,87.656,0.125,0
Mar-23 13:37:41,10.861,3.745,85.019,0.375,0
Mar-23 13:37:42,9.045,2.261,88.693,0,0
Mar-23 13:37:43,7.935,3.023,88.917,0.126,0
Mar-23 13:37:44,8.942,2.645,88.413,0,0
Mar-23 13:37:45,9.398,2.632,87.845,0.125,0
Mar-23 13:37:46,8.783,4.266,86.700,0.251,0
Mar-23 13:37:47,8.407,2.760,88.708,0.125,0
Mar-23 13:37:48,10.599,2.993,86.409,0,0
Mar-23 13:37:49,9.296,2.513,87.940,0.251,0
Mar-23 13:37:50,8.250,3.625,88,0.125,0
Mar-23 13:37:51,8.260,4.130,87.484,0.125,0
Mar-23 13:37:52,8.717,3.487,87.796,0,0
Mar-23 13:37:53,8.115,2.747,89.014,0.125,0
Mar-23 13:37:54,8.302,3.270,88.428,0,0
Mar-23 13:37:55,11.700,3.571,84.606,0.123,0
Mar-23 13:37:56,14.717,4.403,80.755,0.126,0
Mar-23 13:37:57,7.789,3.141,89.070,0,0
Mar-23 13:37:58,8.375,3.375,88.125,0.125,0
Mar-23 13:37:59,7.478,2.535,89.861,0.127,0
Mar-23 13:38:00,10.125,4.875,85,0,0
Mar-23 13:38:01,8.575,4.161,87.137,0.126,0
Mar-23 13:38:02,11.125,2.375,86.500,0,0
Mar-23 13:38:03,9.500,2.125,88.250,0.125,0
Mar-23 13:38:04,8.543,2.764,88.568,0.126,0
Mar-23 13:38:05,8.323,2.900,88.777,0,0
Mar-23 13:38:06,9.398,3.258,87.218,0.125,0
Mar-23 13:38:07,8.897,3.133,87.845,0.125,0
Mar-23 13:38:08,9.925,2.764,87.312,0,0
Mar-23 13:38:09,9.698,2.015,88.161,0.126,0
Mar-23 13:38:10,10.546,2.978,86.352,0.124,0
Mar-23 13:38:11,8.783,2.509,88.206,0.502,0
Mar-23 13:38:12,8.690,2.393,88.917,0,0
Mar-23 13:38:13,8.020,3.133,88.722,0.125,0
Mar-23 13:38:14,7.760,3.254,88.986,0,0
Mar-23 13:38:15,8.056,2.430,89.386,0.128,0
Mar-23 13:38:16,10.831,2.645,86.524,0,0
Mar-23 13:38:17,9.975,2.618,87.032,0.374,0
Mar-23 13:38:18,9.553,3.102,87.221,0.124,0
Mar-23 13:38:19,8.543,2.261,89.070,0.126,0
Mar-23 13:38:20,8.112,2.915,88.973,0,0
Mar-23 13:38:21,7.789,3.141,88.945,0.126,0
Mar-23 13:38:22,7.975,3.038,88.734,0.253,0
Mar-23 13:38:23,10,2.500,87.375,0.125,0
Mar-23 13:38:24,10.487,2.747,86.767,0,0
Mar-23 13:38:25,7.673,3.648,88.553,0.126,0
Mar-23 13:38:26,9.649,3.008,87.218,0.125,0
Mar-23 13:38:27,10.063,2.893,87.044,0,0
Mar-23 13:38:28,8.978,3.242,87.531,0.249,0
Mar-23 13:38:29,8.105,3.242,88.653,0,0
Mar-23 13:38:30,10.750,2.625,86.500,0.125,0
Mar-23 13:38:31,10.665,2.008,87.202,0.125,0
Mar-23 13:38:32,8.112,3.422,88.466,0,0
Mar-23 13:38:33,7.576,2.273,90.025,0.126,0
Mar-23 13:38:34,8.842,2.740,88.418,0,0
Mar-23 13:38:35,8.449,3.279,88.146,0.126,0
Mar-23 13:38:36,8.989,2.622,88.265,0.125,0
Mar-23 13:38:37,11.097,4.035,84.741,0.126,0
Mar-23 13:38:38,11.683,3.266,84.925,0.126,0
Mar-23 13:38:39,8.492,2.662,88.847,0,0
Mar-23 13:38:40,8.772,2.882,88.221,0.125,0
Mar-23 13:38:41,8.750,2.625,88.500,0.125,0
Mar-23 13:38:42,8.636,3.004,88.360,0,0
Mar-23 13:38:43,8.614,2.996,88.265,0.125,0
Mar-23 13:38:44,9.465,2.989,87.422,0.125,0
Mar-23 13:38:45,10.553,1.759,87.688,0,0
Mar-23 13:38:46,8.897,3.258,87.719,0.125,0
Mar-23 13:38:47,7.412,3.392,89.196,0,0
Mar-23 13:38:48,9.589,3.362,86.800,0.249,0
Mar-23 13:38:49,8.156,3.388,88.331,0.125,0
Mar-23 13:38:50,8.575,2.522,88.777,0.126,0
Mar-23 13:38:51,9.079,3.026,87.768,0.126,0
Mar-23 13:38:52,11.222,1.995,86.783,0,0
Mar-23 13:38:53,8.460,2.146,89.268,0.126,0
Mar-23 13:38:54,9.204,2.736,88.060,0,0
Mar-23 13:38:55,8.050,3.019,88.805,0.126,0
Mar-23 13:38:56,8.657,3.388,87.955,0,0
Mar-23 13:38:57,8.428,3.019,88.428,0.126,0
Mar-23 13:38:58,10.461,2.242,87.173,0.125,0
Mar-23 13:38:59,10.652,2.381,86.967,0,0
Mar-23 13:39:00,9.738,2.622,87.516,0.125,0
Mar-23 13:39:01,8.312,4.156,87.406,0.126,0
Mar-23 13:39:02,8.365,3.121,88.514,0,0
Mar-23 13:39:03,7.215,3.165,89.494,0.127,0
Mar-23 13:39:04,8.783,2.258,88.833,0.125,0
Mar-23 13:39:05,9.068,2.645,88.287,0,0
Mar-23 13:39:06,10.777,2.882,86.216,0.125,0
Mar-23 13:39:07,7.519,3.258,89.223,0,0
Mar-23 13:39:08,8.500,4.250,87.125,0.125,0
Mar-23 13:39:09,8.125,4,87.625,0.250,0
Mar-23 13:39:10,8.532,3.011,88.457,0,0
Mar-23 13:39:11,9.035,3.589,87.252,0.124,0
Mar-23 13:39:12,10.189,2.390,87.421,0,0
Mar-23 13:39:13,10.467,1.765,87.642,0.126,0
Mar-23 13:39:14,7.925,3.019,88.931,0.126,0
Mar-23 13:39:15,9.661,3.513,86.700,0.125,0
Mar-23 13:39:16,9.613,3.246,87.141,0,0
Mar-23 13:39:17,8.260,3.004,88.611,0.125,0
Mar-23 13:39:18,7.779,3.764,88.331,0.125,0
Mar-23 13:39:19,9.673,2.261,87.940,0.126,0
Mar-23 13:39:20,11.519,1.519,86.962,0,0
Mar-23 13:39:21,8.543,3.015,88.317,0.126,0
Mar-23 13:39:22,9.148,2.757,87.970,0.125,0
Mar-23 13:39:23,7.712,3.161,89.128,0,0
Mar-23 13:39:24,8.060,3.401,88.413,0.126,0
Mar-23 13:39:25,9.068,2.141,88.791,0,0
Mar-23 13:39:26,9.045,3.643,87.186,0.126,0
Mar-23 13:39:27,11.735,1.248,86.891,0.125,0
Mar-23 13:39:28,8.794,3.015,88.065,0.126,0
Mar-23 13:39:29,7.905,2.760,89.335,0,0
Mar-23 13:39:30,8.060,3.149,88.665,0.126,0
Mar-23 13:39:31,8.805,3.648,87.547,0,0
Mar-23 13:39:32,8.575,2.648,88.651,0.126,0
Mar-23 13:39:33,9.079,2.774,87.642,0.504,0
Mar-23 13:39:34,10.889,2.128,86.984,0,0
Mar-23 13:39:35,8.739,2.996,88.140,0.125,0
Mar-23 13:39:36,9.488,3.121,87.391,0,0
Mar-23 13:39:37,8.365,3.870,87.640,0.125,0
Mar-23 13:39:38,8.931,2.642,87.799,0.629,0
Mar-23 13:39:39,9.488,3.496,87.016,0,0
Mar-23 13:39:40,15.106,2.871,81.898,0.125,0
Mar-23 13:39:41,10.845,2.018,87.011,0.126,0
Mar-23 13:39:42,9.601,2.868,87.406,0.125,0
Mar-23 13:39:43,8.040,3.015,88.945,0,0
Mar-23 13:39:44,8.761,2.628,88.486,0.125,0
Mar-23 13:39:45,8.685,3.474,87.717,0.124,0
Mar-23 13:39:46,8.081,3.409,88.510,0,0
