"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/ipc_udp_tcp_vm-adv_raw.csv --ipc --udp --tcp --vm-adv --raw 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"sysv ipc",,,"udp",,"tcp sockets",,,,,"advanced virtual memory",,,,,"raw"
0,0,5,28,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,28,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,28,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,28,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,28,13,7,24,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,24,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,10,2,0,0,0,0,0,0
0,0,5,25,13,7,22,0,10,2,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,10,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,8,1,0,0,0,0,0,0
0,0,5,26,15,7,22,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,8,2,0,0,0,0,0,0
0,0,5,25,13,7,22,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,6,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,6,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,6,1,0,0,0,0,0,0
0,0,5,25,13,7,22,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,15,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,16,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,16,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,7,1,0,0,0,0,0,0
0,0,5,28,17,7,22,0,7,1,0,0,0,0,0,0
0,0,5,28,17,7,22,0,7,1,0,0,0,0,0,0
0,0,5,28,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,28,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,28,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,17,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,15,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,15,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,15,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,6,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,6,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,6,1,0,0,0,0,0,0
0,0,5,25,13,7,22,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,20,1,7,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,20,1,7,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,6,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,6,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,6,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,6,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,6,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,20,0,6,2,0,0,0,0,0,0
0,0,5,25,14,7,20,0,6,2,0,0,0,0,0,0
0,0,5,25,14,7,20,0,6,2,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,2,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,15,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,15,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,15,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,15,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,15,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,15,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,15,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,15,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,15,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,15,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,15,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,15,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,15,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,20,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,28,14,7,20,0,8,1,0,0,0,0,0,0
0,0,5,28,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,28,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,28,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,28,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,6,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,6,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,6,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,6,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,6,1,0,0,0,0,0,0
0,0,5,25,14,7,20,0,6,1,0,0,0,0,0,0
0,0,5,25,14,7,22,0,6,0,0,0,0,0,0,0
0,0,5,25,14,7,22,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,22,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,22,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,22,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,22,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,24,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,24,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,24,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,24,0,6,0,0,0,0,0,0,0
0,0,5,25,14,7,24,0,6,0,0,0,0,0,0,0
0,0,5,25,14,7,24,0,6,0,0,0,0,0,0,0
0,0,5,25,14,7,24,0,7,0,0,0,0,0,0,0
0,0,5,25,16,7,24,0,7,0,0,0,0,0,0,0
0,0,5,25,16,7,24,0,8,0,0,0,0,0,0,0
0,0,5,25,16,7,24,0,7,0,0,0,0,0,0,0
0,0,5,25,16,7,24,0,7,0,0,0,0,0,0,0
0,0,5,25,17,7,24,0,7,0,0,0,0,0,0,0
0,0,5,25,17,7,24,0,7,0,0,0,0,0,0,0
0,0,5,25,19,7,25,0,6,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,6,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,6,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,6,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,6,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,6,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,6,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,6,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,6,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,6,0,0,0,0,0,0,0
0,0,5,25,18,7,25,0,6,0,0,0,0,0,0,0
0,0,5,25,16,7,25,0,6,0,0,0,0,0,0,0
0,0,5,25,16,7,25,0,6,0,0,0,0,0,0,0
0,0,5,25,16,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,16,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,16,7,25,0,7,0,0,0,0,0,0,0
