"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/ipc_int_lock_sys_vm_udp_socket_time_page_tcp.csv --ipc --int --lock --sys --vm --udp --socket --time --page --tcp 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"sysv ipc",,,"interrupts",,,"file locks",,,,"system",,"virtual memory",,,,"udp",,"sockets",,,,,"system","paging",,"tcp sockets",,,,
0,0,5,0,125,0,83,12,13,82,2890,9556,0,4133,6395,6040,25,14,1204,26,33,0,0,Mar-23 13:43:14,0,0,7,21,0,7,4
0,0,5,0,122,0,83,12,13,82,2578,5750,0,841,1346,2322,25,14,1204,26,33,0,0,Mar-23 13:43:15,0,0,7,21,0,7,4
0,0,5,0,158,0,83,12,13,82,2696,6838,0,1273,2348,1934,25,14,1204,26,33,0,0,Mar-23 13:43:16,0,0,7,21,0,8,4
0,0,5,0,127,0,83,12,13,82,2577,6591,1,6590,8142,6910,25,14,1204,26,33,0,0,Mar-23 13:43:17,0,0,7,21,0,8,4
0,0,5,0,129,0,83,12,13,82,2606,6827,0,1613,2804,11294,25,13,1203,26,33,0,0,Mar-23 13:43:18,0,0,7,21,0,8,4
0,0,5,0,153,0,83,12,13,82,2846,8881,0,2861,4378,4891,25,13,1203,26,33,0,0,Mar-23 13:43:19,0,0,7,21,0,8,4
0,0,5,0,120,0,83,12,13,82,2560,5562,0,202,1198,5999,25,13,1203,26,33,0,0,Mar-23 13:43:20,0,0,7,21,0,8,4
0,0,5,0,154,0,83,12,13,82,2713,7029,0,976,1887,4741,25,13,1204,27,33,0,0,Mar-23 13:43:21,0,0,7,23,0,8,3
0,0,5,0,128,0,83,12,13,82,2577,5830,0,276,1262,2179,25,13,1204,27,33,0,0,Mar-23 13:43:22,0,0,7,23,0,7,2
0,0,5,0,130,0,83,12,13,82,2543,5776,0,287,824,778,25,13,1204,27,33,0,0,Mar-23 13:43:23,0,0,7,23,0,7,2
0,0,5,0,120,0,83,12,13,82,2978,8579,0,9112,11577,8210,25,13,1204,27,33,0,0,Mar-23 13:43:24,0,0,7,23,0,7,2
0,0,5,0,163,0,83,12,13,82,2680,6707,0,1066,1818,1072,25,13,1204,27,33,0,0,Mar-23 13:43:25,0,0,7,23,0,7,2
0,0,5,0,124,0,83,12,13,82,2608,6287,0,185,1256,688,25,13,1204,27,33,0,0,Mar-23 13:43:26,0,0,7,23,0,7,2
0,0,5,0,140,0,83,12,13,82,2576,6506,0,262,838,17733,25,13,1204,27,33,0,0,Mar-23 13:43:27,0,0,7,23,0,8,2
0,0,5,0,125,0,83,12,13,82,2696,6071,0,248,844,858,25,13,1204,27,33,0,0,Mar-23 13:43:28,0,0,7,23,0,8,2
0,0,5,0,121,0,83,12,13,82,2790,7965,0,2503,3812,3851,25,13,1204,27,33,0,0,Mar-23 13:43:29,0,0,7,23,0,8,2
0,0,5,0,122,0,83,12,13,82,2580,6370,0,922,1706,9905,25,13,1204,27,33,0,0,Mar-23 13:43:30,0,0,7,23,0,8,2
0,0,5,0,156,0,83,12,13,82,2529,5651,0,618,1049,988,25,13,1204,27,33,0,0,Mar-23 13:43:31,0,0,7,23,0,7,2
0,0,5,0,152,0,83,12,13,82,2828,8208,0,7591,10024,10186,25,13,1204,27,33,0,0,Mar-23 13:43:32,0,0,7,23,0,8,2
0,0,5,0,124,0,83,12,13,82,2605,6282,0,390,1330,662,25,13,1204,27,33,0,0,Mar-23 13:43:33,0,0,7,23,0,8,2
0,0,5,0,121,0,83,12,13,82,4269,12598,0,2052,4256,4075,25,13,1204,27,33,0,0,Mar-23 13:43:34,0,0,7,23,0,8,2
0,0,5,0,120,0,83,12,13,82,2692,7132,0,1582,2159,3153,25,13,1204,27,33,0,0,Mar-23 13:43:35,0,0,7,23,0,7,2
0,0,5,0,122,0,83,12,13,82,2427,5715,0,361,979,745,25,13,1204,27,33,0,0,Mar-23 13:43:36,0,0,7,23,0,7,2
0,0,5,0,150,0,83,12,13,82,2561,5740,0,354,956,1504,25,13,1204,27,33,0,0,Mar-23 13:43:37,0,0,7,23,0,7,2
0,0,5,0,143,0,83,12,13,82,2654,6737,0,414,1189,1239,25,13,1204,27,33,0,0,Mar-23 13:43:38,0,0,7,23,0,8,2
0,0,5,0,119,0,83,12,13,82,4561,37334,0,44677,68734,33552,25,13,1204,27,33,0,0,Mar-23 13:43:39,0,0,7,23,0,8,2
0,0,5,0,128,0,83,12,13,82,2690,7577,0,1568,2879,2777,25,13,1204,27,33,0,0,Mar-23 13:43:40,0,0,7,23,0,8,2
0,0,5,0,115,0,83,12,13,82,2554,5882,0,922,963,1136,25,13,1204,27,33,0,0,Mar-23 13:43:41,0,0,7,23,0,8,2
0,0,5,0,123,0,83,12,13,82,2571,5838,0,227,1085,1215,25,13,1204,27,33,0,0,Mar-23 13:43:42,0,0,7,23,0,8,2
0,0,5,0,170,0,83,12,13,82,2732,6068,0,228,849,1324,25,13,1204,27,33,0,0,Mar-23 13:43:43,0,0,7,23,0,8,2
0,0,5,0,124,0,83,12,13,82,2698,7044,0,1950,2570,2133,25,13,1203,27,33,0,0,Mar-23 13:43:44,0,0,7,22,0,9,2
0,0,5,0,120,0,83,12,13,82,2785,7344,0,1650,2783,3246,25,13,1203,27,33,0,0,Mar-23 13:43:45,0,0,7,22,0,8,2
0,0,5,0,129,0,83,12,13,82,2507,6465,0,1726,2424,11963,25,13,1203,27,33,0,0,Mar-23 13:43:46,0,0,7,22,0,8,2
0,0,5,0,119,0,83,12,13,82,2842,6912,0,6135,8485,5010,25,13,1203,27,33,0,0,Mar-23 13:43:47,0,0,7,22,0,8,2
0,0,5,0,124,0,83,12,13,82,2519,5762,0,248,746,1032,25,13,1203,27,33,0,0,Mar-23 13:43:48,0,0,7,22,0,8,2
0,0,5,0,181,0,83,12,13,82,2823,7975,0,1663,2308,3610,25,13,1203,27,33,0,0,Mar-23 13:43:49,0,0,7,22,0,9,2
0,0,5,0,125,0,83,12,13,82,3365,12066,0,1569,3819,9194,25,13,1203,27,33,0,0,Mar-23 13:43:50,0,0,7,22,0,9,2
0,0,5,0,120,0,83,13,14,82,2983,9953,0,888,1637,1205,25,13,1203,27,33,0,0,Mar-23 13:43:51,0,0,7,22,0,9,2
0,0,5,0,120,0,83,12,13,82,2797,8841,0,270,1061,1345,25,13,1203,27,33,0,0,Mar-23 13:43:52,0,0,7,22,0,9,2
0,0,5,0,126,0,83,12,13,82,3445,11819,0,1873,2591,4757,25,13,1206,28,33,0,0,Mar-23 13:43:53,0,0,7,22,1,9,2
0,0,5,0,125,0,83,12,13,82,3516,16157,0,7777,10617,5955,25,13,1203,27,33,0,0,Mar-23 13:43:54,0,0,7,22,0,10,2
0,0,5,0,165,0,83,12,13,82,3087,11077,0,2017,3365,2795,25,13,1203,27,33,0,0,Mar-23 13:43:55,0,0,7,22,0,9,2
0,0,5,0,124,0,83,12,13,82,3095,10261,0,411,1389,1875,25,13,1203,27,33,0,0,Mar-23 13:43:56,0,0,7,22,0,9,2
0,0,5,0,120,0,83,12,13,82,2901,9402,0,237,1028,1713,25,13,1203,27,33,0,0,Mar-23 13:43:57,0,0,7,22,0,9,2
0,0,5,0,123,0,83,12,13,82,3022,12281,0,397,1171,1436,25,13,1207,27,33,0,0,Mar-23 13:43:58,0,0,7,22,0,9,2
0,0,5,0,131,0,83,12,13,82,2875,8811,0,1542,3741,3573,25,13,1206,28,33,0,0,Mar-23 13:43:59,0,0,7,24,0,8,1
0,0,5,0,134,0,83,12,13,82,3222,11746,0,3288,7682,28472,28,13,1207,28,36,0,0,Mar-23 13:44:00,0,0,7,24,0,8,1
0,0,5,0,166,0,83,12,13,82,3033,13081,0,875,2287,1462,28,13,1207,28,36,0,0,Mar-23 13:44:01,0,0,7,24,0,8,1
0,0,5,0,123,0,83,12,13,82,3420,12760,0,6367,8152,5586,28,13,1207,28,36,0,0,Mar-23 13:44:02,0,0,7,24,0,8,1
0,0,5,0,126,0,83,12,13,82,2999,9726,0,7237,7940,1330,28,13,1209,28,36,0,0,Mar-23 13:44:03,0,0,7,24,0,8,1
0,0,5,0,132,0,83,12,13,82,2614,7903,0,1897,2559,3318,28,13,1207,28,36,0,0,Mar-23 13:44:04,0,0,7,24,0,9,1
0,0,5,0,135,0,83,12,13,82,2943,7956,0,1727,3192,3176,25,13,1204,28,33,0,0,Mar-23 13:44:05,0,0,7,24,0,8,1
0,0,5,0,151,0,83,12,13,82,2585,6415,1,1716,2640,7412,25,13,1204,28,33,0,0,Mar-23 13:44:06,0,0,7,24,0,8,1
0,0,5,0,161,0,83,12,13,82,2624,7010,0,1610,2450,1376,25,13,1204,28,33,0,0,Mar-23 13:44:07,0,0,7,24,0,8,1
0,0,5,0,129,0,83,12,13,82,2623,6540,0,398,1490,3002,25,13,1204,28,33,0,0,Mar-23 13:44:08,0,0,7,24,0,8,1
0,0,5,0,119,0,83,12,13,82,2766,7350,0,7372,9378,5093,25,13,1206,28,33,0,0,Mar-23 13:44:09,0,0,7,24,0,8,1
0,0,5,0,121,0,83,12,13,82,4364,14974,0,1691,4754,6617,25,13,1204,28,33,0,0,Mar-23 13:44:10,0,0,7,24,0,8,1
0,0,5,0,121,0,83,12,13,82,2989,9071,0,1115,1880,2641,25,13,1204,28,33,0,0,Mar-23 13:44:11,0,0,7,24,0,8,1
0,0,5,0,117,0,83,12,13,82,2463,5634,0,220,1428,1548,25,13,1204,28,33,0,0,Mar-23 13:44:12,0,0,7,24,0,8,1
0,0,5,0,166,0,83,12,13,82,2862,6369,0,1166,6008,2411,25,13,1204,28,33,0,0,Mar-23 13:44:13,0,0,7,24,0,8,1
0,0,5,0,131,0,83,12,13,82,2763,7649,0,2361,4969,6366,25,13,1204,28,33,0,0,Mar-23 13:44:14,0,0,7,24,0,8,1
0,0,5,0,164,0,83,12,13,82,2843,9032,0,1678,3958,3014,25,13,1204,28,33,0,0,Mar-23 13:44:15,0,0,7,24,0,9,1
0,0,5,0,185,0,83,12,13,82,2761,6160,0,1464,2040,2045,25,13,1204,28,33,0,0,Mar-23 13:44:16,0,0,7,24,0,9,1
0,0,5,0,118,0,83,12,13,82,3462,35877,0,41802,64592,36788,25,13,1204,28,33,0,0,Mar-23 13:44:17,0,0,7,24,0,9,1
0,0,5,0,122,0,83,12,13,82,2546,5763,0,768,850,4530,25,13,1204,28,33,0,0,Mar-23 13:44:18,0,0,7,24,0,8,1
0,0,5,0,166,0,83,12,13,82,2675,6936,0,1570,2128,2224,25,13,1206,28,33,0,0,Mar-23 13:44:19,0,0,7,24,0,8,1
0,0,5,0,124,0,83,12,13,82,2660,7112,0,1521,3120,3568,25,13,1204,28,33,0,0,Mar-23 13:44:20,0,0,7,24,0,8,1
0,0,5,0,128,0,83,12,13,82,2672,6671,0,2373,4159,3029,25,13,1204,28,33,0,0,Mar-23 13:44:21,0,0,7,24,0,8,1
0,0,5,0,118,0,83,12,13,82,2477,6468,0,459,1546,999,25,13,1204,28,33,0,0,Mar-23 13:44:22,0,0,7,24,0,8,1
0,0,5,0,125,0,83,12,13,82,2441,5697,0,266,1573,1555,25,13,1204,28,33,0,0,Mar-23 13:44:23,0,0,7,24,0,8,1
0,0,5,0,120,0,83,12,13,82,2635,7392,0,7248,9792,5962,25,13,1204,28,33,0,0,Mar-23 13:44:24,0,0,7,24,0,8,1
0,0,5,0,181,0,83,12,13,82,3052,8352,0,2506,4681,5348,25,13,1204,28,33,0,0,Mar-23 13:44:25,0,0,7,24,0,9,1
0,0,5,0,165,0,83,12,13,82,2586,6768,0,855,1555,1424,25,13,1203,27,33,0,0,Mar-23 13:44:26,0,0,7,22,0,10,2
0,0,5,0,126,0,83,12,13,82,2556,5807,0,747,1200,1214,25,13,1203,27,33,0,0,Mar-23 13:44:27,0,0,7,22,0,10,2
0,0,5,0,132,0,83,12,13,82,2777,6688,0,2386,3720,3934,25,13,1203,26,33,0,0,Mar-23 13:44:28,0,0,7,22,0,9,1
0,0,5,0,120,0,83,12,13,82,2825,7903,0,1761,2977,2553,25,13,1203,26,33,0,0,Mar-23 13:44:29,0,0,7,22,0,9,1
0,0,5,0,122,0,83,12,13,82,2659,6811,0,1901,2325,4081,25,13,1203,26,33,0,0,Mar-23 13:44:30,0,0,7,22,0,9,1
0,0,5,0,158,0,83,12,13,82,2635,6120,0,462,1081,1104,25,13,1203,26,33,0,0,Mar-23 13:44:31,0,0,7,22,0,9,1
0,0,5,0,132,0,83,12,13,82,2856,6908,0,6064,7858,17615,25,13,1203,26,33,0,0,Mar-23 13:44:32,0,0,7,22,0,9,1
0,0,5,0,147,0,83,12,13,82,2452,5855,0,228,768,1158,25,13,1203,26,33,0,0,Mar-23 13:44:33,0,0,7,22,0,9,1
0,0,5,0,116,0,83,12,13,82,2482,5620,0,657,1586,946,25,13,1203,26,33,0,0,Mar-23 13:44:34,0,0,7,22,0,9,1
0,0,5,0,120,0,83,12,13,82,2814,8867,0,4311,5195,5567,25,13,1203,26,33,0,0,Mar-23 13:44:35,0,0,7,22,0,9,1
0,0,5,0,124,0,83,12,13,82,2745,7069,0,1084,3202,2627,25,13,1203,26,33,0,0,Mar-23 13:44:36,0,0,7,22,0,9,1
0,0,5,0,178,0,83,12,13,82,2522,6436,0,204,740,672,25,13,1203,26,33,0,0,Mar-23 13:44:37,0,0,7,22,0,10,1
0,0,5,0,124,0,83,12,13,82,2603,5991,0,506,1077,1674,25,13,1203,26,33,0,0,Mar-23 13:44:38,0,0,7,22,0,9,1
0,0,5,0,119,0,83,12,13,82,2531,6111,0,1323,3097,2249,25,13,1205,26,33,0,0,Mar-23 13:44:39,0,0,7,22,0,9,1
0,0,5,0,115,0,83,12,13,82,2685,8246,0,2917,3654,6096,25,13,1203,26,33,0,0,Mar-23 13:44:40,0,0,7,22,0,9,1
0,0,5,0,125,0,83,12,13,82,2545,5876,0,335,1903,1904,25,13,1203,26,33,0,0,Mar-23 13:44:41,0,0,7,22,0,9,1
0,0,5,0,116,0,83,12,13,82,2655,6405,1,1187,1668,1508,25,13,1203,26,33,0,0,Mar-23 13:44:42,0,0,7,22,0,9,1
0,0,5,0,152,0,83,12,13,82,2711,6782,0,582,1780,973,25,13,1203,26,33,0,0,Mar-23 13:44:43,0,0,7,22,0,9,1
0,0,5,0,122,0,83,12,13,82,2656,6269,0,289,809,758,25,13,1203,26,33,0,0,Mar-23 13:44:44,0,0,7,22,0,8,1
0,0,5,0,124,0,83,12,13,82,2653,7969,0,2797,3615,3456,25,13,1203,26,33,0,0,Mar-23 13:44:45,0,0,7,22,0,8,1
0,0,5,0,127,0,83,12,13,82,2515,5747,0,961,2078,32489,25,13,1203,26,33,0,0,Mar-23 13:44:46,0,0,7,22,0,8,1
0,0,5,0,133,0,83,12,13,82,2703,6932,0,6818,8491,2023,25,13,1203,26,33,0,0,Mar-23 13:44:47,0,0,7,22,0,9,1
0,0,5,0,134,0,83,12,13,82,2588,5984,0,348,844,1160,25,13,1203,26,33,0,0,Mar-23 13:44:48,0,0,7,22,0,9,1
0,0,5,0,155,0,83,12,13,82,2484,6172,0,1194,2293,1675,25,13,1203,26,33,0,0,Mar-23 13:44:49,0,0,7,22,0,9,1
0,0,5,0,120,0,83,12,13,82,2813,8958,0,3116,4222,3748,25,13,1203,26,33,0,0,Mar-23 13:44:50,0,0,7,22,0,9,1
0,0,5,0,128,0,83,12,13,82,4227,11529,0,889,3080,2888,25,13,1203,26,33,0,0,Mar-23 13:44:51,0,0,7,22,0,8,1
0,0,5,0,120,0,83,12,13,82,2588,5942,0,248,758,790,25,13,1203,26,33,0,0,Mar-23 13:44:52,0,0,7,22,0,8,1
0,0,5,0,128,0,83,12,13,82,2464,5658,0,200,1075,1258,25,13,1203,26,33,0,0,Mar-23 13:44:53,0,0,7,22,0,8,1
0,0,5,0,115,0,83,12,13,82,2643,6330,0,5984,7760,4675,25,13,1203,26,33,0,0,Mar-23 13:44:54,0,0,7,22,0,8,1
0,0,5,0,165,0,83,12,13,82,3948,37798,0,39833,61180,32350,25,13,1203,26,33,0,0,Mar-23 13:44:55,0,0,7,22,0,7,1
0,0,5,0,120,0,83,12,13,82,2685,6709,0,1807,3519,2749,25,13,1203,26,33,0,0,Mar-23 13:44:56,0,0,7,22,0,7,1
0,0,5,0,119,0,83,12,13,82,2436,6424,0,365,1580,1545,25,13,1203,26,33,0,0,Mar-23 13:44:57,0,0,7,22,0,7,1
0,0,5,0,144,0,83,12,13,82,2767,6909,0,467,887,1149,25,13,1203,26,33,0,0,Mar-23 13:44:58,0,0,7,22,0,8,1
0,0,5,0,123,0,83,12,13,82,2567,5970,0,235,1009,1099,25,13,1205,26,33,0,0,Mar-23 13:44:59,0,0,7,22,0,8,1
