"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/raw.csv --bytes --time --raw 1 600",,,,"Date:","23 Mar 2023 13:32:03 -03"
"system","raw"
Mar-23 13:40:35,0
Mar-23 13:40:36,0
Mar-23 13:40:37,0
Mar-23 13:40:38,0
Mar-23 13:40:39,0
Mar-23 13:40:40,0
Mar-23 13:40:41,0
Mar-23 13:40:42,0
Mar-23 13:40:43,0
Mar-23 13:40:44,0
Mar-23 13:40:45,0
Mar-23 13:40:46,0
Mar-23 13:40:47,0
Mar-23 13:40:48,0
Mar-23 13:40:49,0
Mar-23 13:40:50,0
Mar-23 13:40:51,0
Mar-23 13:40:52,0
Mar-23 13:40:53,0
Mar-23 13:40:54,0
Mar-23 13:40:55,0
Mar-23 13:40:56,0
Mar-23 13:40:57,0
Mar-23 13:40:58,0
Mar-23 13:40:59,0
Mar-23 13:41:00,0
Mar-23 13:41:01,0
Mar-23 13:41:02,0
Mar-23 13:41:03,0
Mar-23 13:41:04,0
Mar-23 13:41:05,0
Mar-23 13:41:06,0
Mar-23 13:41:07,0
Mar-23 13:41:08,0
Mar-23 13:41:09,0
Mar-23 13:41:10,0
Mar-23 13:41:11,0
Mar-23 13:41:12,0
Mar-23 13:41:13,0
Mar-23 13:41:14,0
Mar-23 13:41:15,0
Mar-23 13:41:16,0
Mar-23 13:41:17,0
Mar-23 13:41:18,0
Mar-23 13:41:19,0
Mar-23 13:41:20,0
Mar-23 13:41:21,0
Mar-23 13:41:22,0
Mar-23 13:41:23,0
Mar-23 13:41:24,0
Mar-23 13:41:25,0
Mar-23 13:41:26,0
Mar-23 13:41:27,0
Mar-23 13:41:28,0
Mar-23 13:41:29,0
Mar-23 13:41:30,0
Mar-23 13:41:31,0
Mar-23 13:41:32,0
Mar-23 13:41:33,0
Mar-23 13:41:34,0
Mar-23 13:41:35,0
Mar-23 13:41:36,0
Mar-23 13:41:37,0
Mar-23 13:41:38,0
Mar-23 13:41:39,0
Mar-23 13:41:40,0
Mar-23 13:41:41,0
Mar-23 13:41:42,0
Mar-23 13:41:43,0
Mar-23 13:41:44,0
Mar-23 13:41:45,0
Mar-23 13:41:46,0
Mar-23 13:41:47,0
Mar-23 13:41:48,0
Mar-23 13:41:49,0
Mar-23 13:41:50,0
Mar-23 13:41:51,0
Mar-23 13:41:52,0
Mar-23 13:41:53,0
Mar-23 13:41:54,0
Mar-23 13:41:55,0
Mar-23 13:41:56,0
Mar-23 13:41:57,0
Mar-23 13:41:58,0
Mar-23 13:41:59,0
Mar-23 13:42:00,0
Mar-23 13:42:01,0
Mar-23 13:42:02,0
