"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/vm_time_zones_swap_mem_vm-adv.csv --vm --time --zones --swap --mem --vm-adv 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"virtual memory",,,,"system","zones memory",,,,"swap",,"memory usage",,,,"advanced virtual memory",,,,
0,328,610,395,Mar-22 21:32:20,305914,3141,173700,22176,1835008,1021571072,3360288768,1978130432,10548039680,12622782464,0,0,0,0,0
0,789,672,973,Mar-22 21:32:21,305914,3141,173640,22176,1835008,1021571072,3360915456,1977884672,10547658752,12621864960,0,0,0,0,0
0,60,2403,2285,Mar-22 21:32:22,305914,3141,173320,22176,1835008,1021571072,3361701888,1976573952,10548183040,12620570624,0,0,0,0,0
0,1377,1421,1684,Mar-22 21:32:23,305914,3141,173261,22176,1835008,1021571072,3362807808,1976332288,10547318784,12620328960,0,0,0,0,0
0,1277,1505,1148,Mar-22 21:32:24,305914,3141,172955,22176,1835008,1021571072,3363528704,1975078912,10547851264,12619075584,0,0,0,0,0
0,500,1017,1077,Mar-22 21:32:25,305914,3141,172657,22176,1835008,1021571072,3364208640,1973858304,10548391936,12617879552,0,0,0,0,0
0,62,144,266,Mar-22 21:32:26,305914,3141,172657,22176,1835008,1021571072,3364982784,1973858304,10547617792,12617887744,0,0,0,0,0
0,108,216,237,Mar-22 21:32:27,305914,3141,172657,22176,1835008,1021571072,3364941824,1973858304,10547658752,12617887744,0,0,0,0,0
0,1622,1779,1685,Mar-22 21:32:28,305914,3141,172531,22176,1835008,1021571072,3365642240,1973342208,10547474432,12617506816,0,0,0,0,0
0,342,432,296,Mar-22 21:32:29,305914,3141,172531,22176,1835008,1021571072,3365097472,1973342208,10548019200,12617560064,0,0,0,0,0
0,1822,1869,1835,Mar-22 21:32:30,305914,3141,172531,22176,1835008,1021571072,3365355520,1973342208,10547761152,12617560064,0,0,0,0,0
0,76,314,198,Mar-22 21:32:31,305914,3141,172345,22176,1835008,1021571072,3365593088,1972580352,10548285440,12616798208,0,0,0,0,0
0,154,150,334,Mar-22 21:32:32,305914,3141,172345,22176,1835008,1021571072,3366117376,1972580352,10547761152,12616527872,0,0,0,0,0
0,1653,1720,1685,Mar-22 21:32:33,305914,3141,172282,22176,1835008,1021571072,3366633472,1972322304,10547503104,12616286208,0,0,0,0,0
0,62,292,534,Mar-22 21:32:34,305914,3141,172282,22176,1835008,1021571072,3366064128,1972322304,10548072448,12617244672,0,0,0,0,0
0,1399,1833,1972,Mar-22 21:32:35,305914,3141,172033,22176,1835008,1021571072,3367616512,1971302400,10547539968,12616278016,0,0,0,0,0
0,265,361,212,Mar-22 21:32:36,305914,3141,172033,22176,1835008,1021571072,3367505920,1971302400,10547650560,12617924608,0,0,0,0,0
0,334,746,607,Mar-22 21:32:37,305914,3141,171850,22176,1835008,1021571072,3367731200,1970552832,10548174848,12617195520,0,0,0,0,0
0,1845,2254,4004,Mar-22 21:32:38,305914,3141,172238,22176,1835008,1021571072,3366662144,1972142080,10547654656,12618792960,0,0,0,0,0
0,79,155,217,Mar-22 21:32:39,305914,3141,172184,22176,1835008,1021571072,3366875136,1971920896,10547662848,12618575872,0,0,0,0,0
0,1395,1571,1419,Mar-22 21:32:40,305914,3141,172250,22176,1835008,1021571072,3366068224,1972191232,10548199424,12618858496,0,0,0,0,0
0,1086,1773,5862,Mar-22 21:32:41,305914,3141,177554,22176,1835008,1021571072,3345481728,1993916416,10547060736,12624052224,0,0,0,0,0
0,561,1424,1150,Mar-22 21:32:42,305914,3141,177554,22176,1835008,1021571072,3344674816,1993916416,10547867648,12624084992,0,0,0,0,0
0,1441,2824,4568,Mar-22 21:32:43,307234,3141,177499,22176,1835008,1021571072,3345395712,1999097856,10541985792,12623269888,0,0,0,0,0
0,135,985,1109,Mar-22 21:32:44,307234,3141,177442,22176,1835008,1021571072,3345883136,1998864384,10541731840,12623044608,0,0,0,0,0
0,1628,2413,2251,Mar-22 21:32:45,307234,3141,177462,22176,1835008,1021571072,3345793024,1998946304,10541740032,12623126528,0,0,0,0,0
0,57,943,1193,Mar-22 21:32:46,307234,3141,177462,22176,1835008,1021571072,3346333696,1998946304,10541199360,12623126528,0,0,0,0,0
0,67,1349,1232,Mar-22 21:32:47,307234,3141,177472,22176,1835008,1021571072,3345747968,1998987264,10541744128,12623175680,0,0,0,0,0
0,1561,3216,3457,Mar-22 21:32:48,307234,3141,177561,22176,1835008,1021571072,3345068032,1999351808,10542059520,12624625664,0,0,0,0,0
0,325,1044,1032,Mar-22 21:32:49,307234,3141,177469,22176,1835008,1021571072,3345444864,1998974976,10542059520,12624257024,0,0,0,0,0
0,1326,2223,2341,Mar-22 21:32:50,307234,3141,177356,22176,1835008,1021571072,3346173952,1998512128,10541793280,12623794176,0,0,0,0,0
0,77,1121,986,Mar-22 21:32:51,307234,3141,177187,22176,1835008,1021571072,3346489344,1997819904,10542170112,12624666624,0,0,0,0,0
0,124,935,928,Mar-22 21:32:52,307234,3141,177067,22176,1835008,1021571072,3346980864,1997328384,10542170112,12624195584,0,0,0,0,0
0,1663,2610,2625,Mar-22 21:32:53,307234,3141,176757,22176,1835008,1021571072,3348774912,1996058624,10541645824,12622925824,0,0,0,0,0
0,513,1221,1516,Mar-22 21:32:54,307234,3141,176585,22176,1835008,1021571072,3348955136,1995354112,10542170112,12621078528,0,0,0,0,0
0,1573,2753,2481,Mar-22 21:32:55,307234,3141,176552,22176,1835008,1021571072,3349032960,1995218944,10542227456,12621012992,0,0,0,0,0
0,79,905,1089,Mar-22 21:32:56,307234,3141,176301,22176,1835008,1021571072,3350327296,1994190848,10541961216,12619984896,0,0,0,0,0
0,304,1059,903,Mar-22 21:32:57,307234,3141,176125,22176,1835008,1021571072,3350773760,1993469952,10542235648,12619264000,0,0,0,0,0
0,18057,37239,22133,Mar-22 21:32:58,307234,3141,163024,22176,1835008,1021571072,3405471744,1939292160,10541715456,12559196160,0,0,0,0,0
0,34806,39826,3636,Mar-22 21:32:59,307234,3141,126665,22176,1835008,1021571072,3547750400,1790881792,10547847168,12417814528,0,0,0,0,0
0,1413,2502,2356,Mar-22 21:33:00,307234,3141,126563,22176,1835008,1021571072,3547672576,1790464000,10548342784,12417466368,0,0,0,0,0
0,1841,1368,1464,Mar-22 21:33:01,307234,3141,126140,22176,1835008,1021571072,3549671424,1788731392,10548076544,12415733760,0,0,0,0,0
0,470,693,312,Mar-22 21:33:02,307234,3141,126219,22176,1835008,1021571072,3549011968,1789054976,10548412416,12416851968,0,0,0,0,0
0,1319,1375,1757,Mar-22 21:33:03,307234,3141,126096,22176,1835008,1021571072,3550552064,1788551168,10547376128,12416385024,0,0,0,0,0
0,494,895,543,Mar-22 21:33:04,307234,3141,126096,22176,1835008,1021571072,3549503488,1788551168,10548424704,12416389120,0,0,0,0,0
0,1553,1640,1737,Mar-22 21:33:05,307234,3141,125910,22176,1835008,1021571072,3550515200,1787789312,10548174848,12415627264,0,0,0,0,0
0,4708,5675,1035,Mar-22 21:33:06,304399,3141,124484,22176,1835008,1021571072,3567800320,1770336256,10548342784,12399788032,0,0,0,0,0
0,492,650,539,Mar-22 21:33:07,304399,3141,124106,22176,1835008,1021571072,3568812032,1768787968,10548879360,12398284800,0,0,0,0,0
0,1370,1377,1490,Mar-22 21:33:08,304399,3141,124044,22176,1835008,1021571072,3569319936,1768534016,10548625408,12398071808,0,0,0,0,0
0,164,2500,2716,Mar-22 21:33:09,304399,3141,123271,22176,1835008,1021571072,3572695040,1765367808,10548416512,12394692608,0,0,0,0,0
0,1571,1508,1647,Mar-22 21:33:10,304399,3141,123305,22176,1835008,1021571072,3572023296,1765507072,10548948992,12394840064,0,0,0,0,0
0,37,640,532,Mar-22 21:33:11,304399,3141,123196,22176,1835008,1021571072,3572994048,1765060608,10548424704,12394401792,0,0,0,0,0
0,105,413,403,Mar-22 21:33:12,304399,3141,123136,22176,1835008,1021571072,3573227520,1764814848,10548436992,12394196992,0,0,0,0,0
0,1584,1896,1846,Mar-22 21:33:13,304399,3141,123136,22176,1835008,1021571072,3573080064,1764814848,10548584448,12393041920,0,0,0,0,0
0,283,314,797,Mar-22 21:33:14,304399,3141,123404,22176,1835008,1021571072,3572506624,1765912576,10548060160,12393406464,0,0,0,0,0
0,1290,1787,1652,Mar-22 21:33:15,304399,3141,123528,22176,1835008,1021571072,3571703808,1766420480,10548355072,12393914368,0,0,0,0,0
0,1280,1458,751,Mar-22 21:33:16,304399,3141,123408,22176,1835008,1021571072,3571740672,1765928960,10548809728,12392603648,0,0,0,0,0
0,8,86,210,Mar-22 21:33:17,304399,3141,123348,22176,1835008,1021571072,3572510720,1765683200,10548285440,12392357888,0,0,0,0,0
0,1600,1598,1433,Mar-22 21:33:18,304399,3141,123238,22176,1835008,1021571072,3572436992,1765232640,10548809728,12391964672,0,0,0,0,0
0,476,283,533,Mar-22 21:33:19,304399,3141,123328,22176,1835008,1021571072,3572056064,1765601280,10548822016,12392349696,0,0,0,0,0
0,1364,1621,1776,Mar-22 21:33:20,304399,3141,123453,22176,1835008,1021571072,3572133888,1766113280,10548232192,12392869888,0,0,0,0,0
0,193,460,124,Mar-22 21:33:21,304399,3141,123397,22176,1835008,1021571072,3571707904,1765883904,10548887552,12394311680,0,0,0,0,0
0,281,81,90,Mar-22 21:33:22,304399,3141,123310,22176,1835008,1021571072,3572064256,1765527552,10548887552,12393955328,0,0,0,0,0
0,1488,1627,2131,Mar-22 21:33:23,304399,3141,123307,22176,1835008,1021571072,3573354496,1765515264,10547609600,12394446848,0,0,0,0,0
0,113,516,124,Mar-22 21:33:24,304399,3141,122807,22176,1835008,1021571072,3573800960,1763737600,10548940800,12392693760,0,0,0,0,0
0,1275,1630,1625,Mar-22 21:33:25,304399,3141,122582,22176,1835008,1021571072,3574743040,1762545664,10549190656,12391501824,0,0,0,0,0
0,279,96,216,Mar-22 21:33:26,304399,3141,122599,22176,1835008,1021571072,3575189504,1762615296,10548674560,12391571456,0,0,0,0,0
0,43,269,2006,Mar-22 21:33:27,305632,3141,122599,22176,1835008,1021571072,3576401920,1767665664,10542411776,12408049664,0,0,0,0,0
0,1385,1557,1931,Mar-22 21:33:28,305632,3141,122909,22176,1835008,1021571072,3576705024,1768935424,10540838912,12409331712,0,0,0,0,0
0,690,1096,1875,Mar-22 21:33:29,306763,3141,122788,22176,1835008,1021571072,3571421184,1773072384,10541985792,12406411264,0,0,0,0,0
0,1810,2455,3057,Mar-22 21:33:30,307027,3141,122511,22176,1835008,1021571072,3571703808,1773019136,10541756416,12405313536,0,0,0,0,0
0,459,514,378,Mar-22 21:33:31,307027,3141,122423,22176,1835008,1021571072,3571531776,1772658688,10542288896,12404981760,0,0,0,0,0
0,85,89,104,Mar-22 21:33:32,307027,3141,122317,22176,1835008,1021571072,3572215808,1772224512,10542039040,12404555776,0,0,0,0,0
0,1324,1526,1489,Mar-22 21:33:33,307027,3141,122317,22176,1835008,1021571072,3571683328,1772224512,10542571520,12404563968,0,0,0,0,0
0,319,238,355,Mar-22 21:33:34,307027,3141,122261,22176,1835008,1021571072,3572166656,1771995136,10542317568,12404334592,0,0,0,0,0
0,1284,1642,1660,Mar-22 21:33:35,307027,3141,122469,22176,1835008,1021571072,3571322880,1772847104,10542309376,12405149696,0,0,0,0,0
0,217,394,2541,Mar-22 21:33:36,308662,3141,123041,22176,1835008,1021571072,3561918464,1781886976,10542673920,12482080768,0,0,0,0,0
0,137,272,237,Mar-22 21:33:37,308662,3141,122802,22176,1835008,1021571072,3563294720,1780908032,10542276608,12481142784,0,0,0,0,0
0,1575,1366,1524,Mar-22 21:33:38,308662,3141,122773,22176,1835008,1021571072,3563413504,1780789248,10542276608,12481011712,0,0,0,0,0
0,15,275,140,Mar-22 21:33:39,308662,3141,122723,22176,1835008,1021571072,3563094016,1780584448,10542800896,12480806912,0,0,0,0,0
0,1357,1628,1777,Mar-22 21:33:40,308662,3141,123137,22176,1835008,1021571072,3561930752,1782280192,10542268416,12482510848,0,0,0,0,0
0,14,96,149,Mar-22 21:33:41,308662,3141,123080,22176,1835008,1021571072,3562426368,1782046720,10542006272,12481994752,0,0,0,0,0
0,303,269,131,Mar-22 21:33:42,308662,3141,123080,22176,1835008,1021571072,3561893888,1782046720,10542538752,12482064384,0,0,0,0,0
0,1599,1514,1651,Mar-22 21:33:43,308662,3141,123190,22176,1835008,1021571072,3561709568,1782497280,10542272512,12482514944,0,0,0,0,0
0,47742,69805,39962,Mar-22 21:33:44,278674,3141,124017,22176,1835008,1021571072,3675242496,1663053824,10548183040,12509753344,0,0,0,0,0
0,1316,3669,3673,Mar-22 21:33:45,278674,3141,123343,22176,1835008,1021571072,3677765632,1660293120,10548420608,12506517504,0,0,0,0,0
0,285,408,516,Mar-22 21:33:46,278674,3141,123341,22176,1835008,1021571072,3678289920,1660284928,10547904512,12506509312,0,0,0,0,0
0,19,90,96,Mar-22 21:33:47,278674,3141,123347,22176,1835008,1021571072,3678523392,1660309504,10547646464,12506525696,0,0,0,0,0
0,1405,1545,1659,Mar-22 21:33:48,278674,3141,123354,22176,1835008,1021571072,3679010816,1660338176,10547130368,12506562560,0,0,0,0,0
0,22,381,456,Mar-22 21:33:49,278674,3141,123108,22176,1835008,1021571072,3679223808,1659330560,10547924992,12505567232,0,0,0,0,0
0,1558,1640,1634,Mar-22 21:33:50,278674,3141,123179,22176,1835008,1021571072,3679182848,1659621376,10547675136,12505858048,0,0,0,0,0
0,1099,1624,35209,Mar-22 21:33:51,278674,3141,158483,22176,1835008,1021571072,3533709312,1804226560,10548543488,12636639232,0,0,0,0,0
0,90,106,247,Mar-22 21:33:52,278674,3141,158367,22176,1835008,1021571072,3534696448,1803751424,10548031488,12636176384,0,0,0,0,0
0,1303,1539,1720,Mar-22 21:33:53,278674,3141,158121,22176,1835008,1021571072,3536244736,1802743808,10547490816,12635131904,0,0,0,0,0
0,316,407,113,Mar-22 21:33:54,278674,3141,157943,22176,1835008,1021571072,3535900672,1802014720,10548563968,12634419200,0,0,0,0,0
0,1317,1414,1753,Mar-22 21:33:55,278674,3141,157908,22176,1835008,1021571072,3537354752,1801871360,10547253248,12634333184,0,0,0,0,0
0,850,982,602,Mar-22 21:33:56,278674,3141,157725,22176,1835008,1021571072,3536642048,1801121792,10548715520,12633714688,0,0,0,0,0
0,281,431,684,Mar-22 21:33:57,278674,3141,157990,22176,1835008,1021571072,3537195008,1802207232,10547077120,12634800128,0,0,0,0,0
0,1789,2026,1990,Mar-22 21:33:58,278674,3141,157615,22176,1835008,1021571072,3537059840,1800671232,10548748288,12633686016,0,0,0,0,0
0,291,659,502,Mar-22 21:33:59,278674,3141,157321,22176,1835008,1021571072,3538452480,1799467008,10548559872,12635234304,0,0,0,0,0
0,1326,1580,1445,Mar-22 21:34:00,278674,3141,157137,22176,1835008,1021571072,3538919424,1798713344,10548846592,12634480640,0,0,0,0,0
0,1612,1375,1345,Mar-22 21:34:01,278674,3141,157021,22176,1835008,1021571072,3539386368,1798238208,10548854784,12634013696,0,0,0,0,0
0,283,102,474,Mar-22 21:34:02,278674,3141,157352,22176,1835008,1021571072,3539341312,1799593984,10547544064,12635369472,0,0,0,0,0
0,1314,1829,1447,Mar-22 21:34:03,278674,3141,157166,22176,1835008,1021571072,3539021824,1798832128,10548625408,12634607616,0,0,0,0,0
0,21,349,367,Mar-22 21:34:04,278674,3141,156789,22176,1835008,1021571072,3540058112,1797287936,10549133312,12633100288,0,0,0,0,0
0,1348,1371,24654,Mar-22 21:34:05,278674,3141,157764,22176,1835008,1021571072,3536797696,1801281536,10548400128,12637126656,0,0,0,0,0
0,448,1090,2018,Mar-22 21:34:06,278674,3141,157321,22176,1835008,1021571072,3537977344,1799467008,10549035008,12632829952,0,0,0,0,0
0,17,120,930,Mar-22 21:34:07,278674,3141,157528,22176,1835008,1021571072,3538194432,1800314880,10547970048,12632989696,0,0,0,0,0
0,783,791,629,Mar-22 21:34:08,278674,3141,157283,22176,1835008,1021571072,3538448384,1799311360,10548719616,12631994368,0,0,0,0,0
0,1079,1646,1536,Mar-22 21:34:09,278674,3141,156968,22176,1835008,1021571072,3539210240,1798021120,10549248000,12630724608,0,0,0,0,0
0,1564,1361,1359,Mar-22 21:34:10,278674,3141,156968,22176,1835008,1021571072,3539460096,1798021120,10548998144,12630745088,0,0,0,0,0
0,56,152,2732,Mar-22 21:34:11,280258,3141,157880,22176,1835008,1021571072,3536306176,1808244736,10541932544,12632301568,0,0,0,0,0
0,259,488,568,Mar-22 21:34:12,280258,3141,158162,22176,1835008,1021571072,3535638528,1809399808,10541445120,12633268224,0,0,0,0,0
0,86,372,105,Mar-22 21:34:13,280258,3141,158025,22176,1835008,1021571072,3535122432,1808838656,10542522368,12632727552,0,0,0,0,0
0,1720,1802,1764,Mar-22 21:34:14,280258,3141,157967,22176,1835008,1021571072,3535802368,1808601088,10542080000,12632694784,0,0,0,0,0
0,1286,1746,1623,Mar-22 21:34:15,280258,3141,158044,22176,1835008,1021571072,3535503360,1808916480,10542063616,12632772608,0,0,0,0,0
0,12,447,456,Mar-22 21:34:16,280258,3141,157627,22176,1835008,1021571072,3536809984,1807208448,10542465024,12631076864,0,0,0,0,0
0,74,87,471,Mar-22 21:34:17,280258,3141,158137,22176,1835008,1021571072,3536285696,1809297408,10540900352,12633165824,0,0,0,0,0
0,309,524,110,Mar-22 21:34:18,280258,3141,158077,22176,1835008,1021571072,3534942208,1809051648,10542489600,12632936448,0,0,0,0,0
0,1349,1725,1752,Mar-22 21:34:19,280258,3141,158092,22176,1835008,1021571072,3535093760,1809113088,10542276608,12634013696,0,0,0,0,0
0,1095,943,863,Mar-22 21:34:20,280258,3141,157968,22176,1835008,1021571072,3535654912,1808605184,10542223360,12633493504,0,0,0,0,0
0,1274,1470,1388,Mar-22 21:34:21,280258,3141,157858,22176,1835008,1021571072,3535937536,1808154624,10542391296,12633042944,0,0,0,0,0
0,279,83,335,Mar-22 21:34:22,280258,3141,158255,22176,1835008,1021571072,3534852096,1809780736,10541850624,12634669056,0,0,0,0,0
0,11,352,222,Mar-22 21:34:23,280258,3141,158239,22176,1835008,1021571072,3534385152,1809715200,10542383104,12634603520,0,0,0,0,0
0,1330,1798,1663,Mar-22 21:34:24,280258,3141,158187,22176,1835008,1021571072,3534319616,1809502208,10542661632,12634402816,0,0,0,0,0
0,73,192,317,Mar-22 21:34:25,280258,3141,158141,22176,1835008,1021571072,3534782464,1809313792,10542387200,12634214400,0,0,0,0,0
0,2445,2435,1700,Mar-22 21:34:26,280258,3141,158021,22176,1835008,1021571072,3535314944,1808822272,10542346240,12634521600,0,0,0,0,0
0,14,517,654,Mar-22 21:34:27,280258,3141,158412,22176,1835008,1021571072,3533176832,1810423808,10542882816,12636164096,0,0,0,0,0
0,4446,5626,936,Mar-22 21:34:28,280258,3141,154831,22176,1835008,1021571072,3547799552,1795756032,10542927872,12622376960,0,0,0,0,0
0,52966,75065,91430,Mar-22 21:34:29,290026,3141,162199,22176,1835008,1021571072,3471413248,1865945088,10549108736,12599930880,0,0,0,0,0
0,313,322,247,Mar-22 21:34:30,290026,3141,162013,22176,1835008,1021571072,3471650816,1865183232,10549633024,12612952064,0,0,0,0,0
0,1284,1705,1865,Mar-22 21:34:31,290026,3141,161578,22176,1835008,1021571072,3473952768,1863401472,10549112832,12611526656,0,0,0,0,0
0,483,667,533,Mar-22 21:34:32,290026,3141,161140,22176,1835008,1021571072,3474997248,1861607424,10549862400,12609732608,0,0,0,0,0
0,315,349,461,Mar-22 21:34:33,290026,3141,161090,22176,1835008,1021571072,3475337216,1861402624,10549727232,12608860160,0,0,0,0,0
0,1565,1373,1488,Mar-22 21:34:34,290026,3141,161103,22176,1835008,1021571072,3475804160,1861455872,10549207040,12608921600,0,0,0,0,0
0,5,211,336,Mar-22 21:34:35,290026,3141,161114,22176,1835008,1021571072,3476279296,1861500928,10548686848,12608978944,0,0,0,0,0
0,1460,1944,5377,Mar-22 21:34:36,290026,3141,165088,22176,1835008,1021571072,3458838528,1877778432,10549850112,12803932160,0,0,0,0,0
0,96,2386,2498,Mar-22 21:34:37,290026,3141,164633,22176,1835008,1021571072,3461193728,1875914752,10549358592,12802109440,0,0,0,0,0
0,282,224,90,Mar-22 21:34:38,290026,3141,164639,22176,1835008,1021571072,3460890624,1875939328,10549637120,12802134016,0,0,0,0,0
0,1296,1383,1387,Mar-22 21:34:39,290026,3141,164586,22176,1835008,1021571072,3460849664,1875722240,10549895168,12802052096,0,0,0,0,0
0,488,535,1051,Mar-22 21:34:40,290026,3141,164655,22176,1835008,1021571072,3460808704,1876004864,10549653504,12801998848,0,0,0,0,0
0,1347,1848,1462,Mar-22 21:34:41,290026,3141,164406,22176,1835008,1021571072,3461804032,1874984960,10549678080,12800978944,0,0,0,0,0
0,276,544,539,Mar-22 21:34:42,290026,3141,164435,22176,1835008,1021571072,3461165056,1875103744,10550198272,12801097728,0,0,0,0,0
0,31,120,257,Mar-22 21:34:43,290026,3141,164432,22176,1835008,1021571072,3461685248,1875091456,10549690368,12801114112,0,0,0,0,0
0,1429,1755,65319,Mar-22 21:34:44,290026,3141,209607,22176,1835008,1021571072,3276288000,2060128256,10550050816,12798013440,0,0,0,0,0
0,549,318,576,Mar-22 21:34:45,290026,3141,209743,22176,1835008,1021571072,3276521472,2060685312,10549260288,12798578688,0,0,0,0,0
0,1580,1646,1498,Mar-22 21:34:46,290026,3141,209372,22176,1835008,1021571072,3277754368,2059165696,10549547008,12797112320,0,0,0,0,0
0,121,615,459,Mar-22 21:34:47,290026,3141,209375,22176,1835008,1021571072,3277418496,2059177984,10549870592,12796751872,0,0,0,0,0
0,246,359,247,Mar-22 21:34:48,290026,3141,209252,22176,1835008,1021571072,3277668352,2058674176,10550124544,12796301312,0,0,0,0,0
0,1389,1672,1736,Mar-22 21:34:49,290026,3141,209536,22176,1835008,1021571072,3276496896,2059837440,10550132736,12797472768,0,0,0,0,0
0,594,403,489,Mar-22 21:34:50,290026,3141,209539,22176,1835008,1021571072,3277045760,2059849728,10549571584,12797198336,0,0,0,0,0
0,1338,1873,1786,Mar-22 21:34:51,290026,3141,209134,22176,1835008,1021571072,3278188544,2058190848,10550087680,12796071936,0,0,0,0,0
0,18,98,112,Mar-22 21:34:52,290026,3141,209067,22176,1835008,1021571072,3278610432,2057916416,10549940224,12796030976,0,0,0,0,0
0,72,136,404,Mar-22 21:34:53,290026,3141,209149,22176,1835008,1021571072,3278798848,2058252288,10549415936,12796289024,0,0,0,0,0
0,1738,1745,1707,Mar-22 21:34:54,290026,3141,209432,22176,1835008,1021571072,3278135296,2059411456,10548920320,12797599744,0,0,0,0,0
0,33,385,226,Mar-22 21:34:55,290026,3141,209303,22176,1835008,1021571072,3277918208,2058883072,10549665792,12797181952,0,0,0,0,0
0,1283,1712,29346,Mar-22 21:34:56,309034,3141,218063,22176,1835008,1021571072,3170992128,2172620800,10542854144,12799582208,0,0,0,0,0
0,389,408,262,Mar-22 21:34:57,309034,3141,217819,22176,1835008,1021571072,3171467264,2171621376,10543378432,12798595072,0,0,0,0,0
0,306,507,603,Mar-22 21:34:58,309034,3141,217712,22176,1835008,1021571072,3172364288,2171183104,10542919680,12798156800,0,0,0,0,0
0,1424,1984,1863,Mar-22 21:34:59,309034,3141,218063,22176,1835008,1021571072,3170824192,2172620800,10543022080,12799479808,0,0,0,0,0
0,45,276,371,Mar-22 21:35:00,309034,3141,218133,22176,1835008,1021571072,3170004992,2172907520,10543554560,12799819776,0,0,0,0,0
0,4644,4717,4225,Mar-22 21:35:01,309034,3141,217895,22176,1835008,1021571072,3171647488,2171932672,10542882816,12797509632,0,0,0,0,0
0,276,89,84,Mar-22 21:35:02,309034,3141,217719,22176,1835008,1021571072,3172610048,2171211776,10542641152,12796788736,0,0,0,0,0
0,7,231,91,Mar-22 21:35:03,309034,3141,217659,22176,1835008,1021571072,3172311040,2170966016,10543185920,12796542976,0,0,0,0,0
0,1331,1762,1913,Mar-22 21:35:04,309034,3141,217673,22176,1835008,1021571072,3173023744,2171023360,10542415872,12796645376,0,0,0,0,0
0,71,85,79,Mar-22 21:35:05,309034,3141,217492,22176,1835008,1021571072,3173507072,2170281984,10542673920,12795904000,0,0,0,0,0
0,1554,1799,1699,Mar-22 21:35:06,309034,3141,216997,22176,1835008,1021571072,3174707200,2168254464,10543501312,12793909248,0,0,0,0,0
0,510,636,588,Mar-22 21:35:07,309034,3141,216947,22176,1835008,1021571072,3175596032,2168049664,10542817280,12792729600,0,0,0,0,0
0,216,701,804,Mar-22 21:35:08,309034,3141,216704,22176,1835008,1021571072,3176550400,2167054336,10542858240,12791394304,0,0,0,0,0
0,1822,2512,2644,Mar-22 21:35:09,309034,3141,216469,22176,1835008,1021571072,3178029056,2166091776,10542342144,12790468608,0,0,0,0,0
0,318,645,693,Mar-22 21:35:10,309034,3141,216354,22176,1835008,1021571072,3177693184,2165620736,10543149056,12789989376,0,0,0,0,0
0,1285,1632,1632,Mar-22 21:35:11,309034,3141,216115,22176,1835008,1021571072,3178680320,2164641792,10543140864,12789022720,0,0,0,0,0
0,20,232,126,Mar-22 21:35:12,309034,3141,216058,22176,1835008,1021571072,3178639360,2164408320,10543415296,12788789248,0,0,0,0,0
