"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/swap.csv --bytes --time --swap 1 600",,,,"Date:","23 Mar 2023 13:32:03 -03"
"system","swap",
Mar-23 13:34:27,108527616,914878464
Mar-23 13:34:28,108527616,914878464
Mar-23 13:34:29,108527616,914878464
Mar-23 13:34:30,108527616,914878464
Mar-23 13:34:31,108527616,914878464
Mar-23 13:34:32,108527616,914878464
Mar-23 13:34:33,108527616,914878464
Mar-23 13:34:34,108527616,914878464
Mar-23 13:34:35,108527616,914878464
Mar-23 13:34:36,108527616,914878464
Mar-23 13:34:37,108527616,914878464
Mar-23 13:34:38,108527616,914878464
Mar-23 13:34:39,108527616,914878464
Mar-23 13:34:40,108527616,914878464
Mar-23 13:34:41,108527616,914878464
Mar-23 13:34:42,108527616,914878464
Mar-23 13:34:43,108527616,914878464
Mar-23 13:34:44,108527616,914878464
Mar-23 13:34:45,108527616,914878464
Mar-23 13:34:46,108527616,914878464
Mar-23 13:34:47,108527616,914878464
Mar-23 13:34:48,108527616,914878464
Mar-23 13:34:49,108527616,914878464
Mar-23 13:34:50,108527616,914878464
Mar-23 13:34:51,108527616,914878464
Mar-23 13:34:52,108527616,914878464
Mar-23 13:34:53,108527616,914878464
Mar-23 13:34:54,108527616,914878464
Mar-23 13:34:55,108527616,914878464
Mar-23 13:34:56,108527616,914878464
Mar-23 13:34:57,108527616,914878464
Mar-23 13:34:58,108527616,914878464
Mar-23 13:34:59,108527616,914878464
Mar-23 13:35:00,108527616,914878464
Mar-23 13:35:01,108527616,914878464
Mar-23 13:35:02,108527616,914878464
Mar-23 13:35:03,108527616,914878464
Mar-23 13:35:04,108527616,914878464
Mar-23 13:35:05,108527616,914878464
Mar-23 13:35:06,108527616,914878464
Mar-23 13:35:07,108527616,914878464
Mar-23 13:35:08,108527616,914878464
Mar-23 13:35:09,108527616,914878464
Mar-23 13:35:10,108527616,914878464
Mar-23 13:35:11,108527616,914878464
Mar-23 13:35:12,108527616,914878464
Mar-23 13:35:13,108527616,914878464
Mar-23 13:35:14,108527616,914878464
Mar-23 13:35:15,108527616,914878464
Mar-23 13:35:16,108527616,914878464
Mar-23 13:35:17,108527616,914878464
Mar-23 13:35:18,108527616,914878464
Mar-23 13:35:19,108527616,914878464
Mar-23 13:35:20,108527616,914878464
Mar-23 13:35:21,108527616,914878464
Mar-23 13:35:22,108527616,914878464
Mar-23 13:35:23,108527616,914878464
Mar-23 13:35:24,108527616,914878464
Mar-23 13:35:25,108527616,914878464
Mar-23 13:35:26,108527616,914878464
Mar-23 13:35:27,108527616,914878464
Mar-23 13:35:28,108527616,914878464
Mar-23 13:35:29,108527616,914878464
Mar-23 13:35:30,108527616,914878464
Mar-23 13:35:31,108527616,914878464
Mar-23 13:35:32,108527616,914878464
Mar-23 13:35:33,108527616,914878464
Mar-23 13:35:34,108527616,914878464
Mar-23 13:35:35,108527616,914878464
Mar-23 13:35:36,108527616,914878464
Mar-23 13:35:37,108527616,914878464
Mar-23 13:35:38,108527616,914878464
Mar-23 13:35:39,108527616,914878464
Mar-23 13:35:40,108527616,914878464
Mar-23 13:35:41,108527616,914878464
Mar-23 13:35:42,108527616,914878464
Mar-23 13:35:43,108527616,914878464
Mar-23 13:35:44,108527616,914878464
Mar-23 13:35:45,108527616,914878464
Mar-23 13:35:46,108527616,914878464
Mar-23 13:35:47,108527616,914878464
Mar-23 13:35:48,108527616,914878464
Mar-23 13:35:49,108527616,914878464
Mar-23 13:35:50,108527616,914878464
Mar-23 13:35:51,108527616,914878464
Mar-23 13:35:52,108527616,914878464
Mar-23 13:35:53,108527616,914878464
Mar-23 13:35:54,108527616,914878464
Mar-23 13:35:55,108527616,914878464
Mar-23 13:35:56,108527616,914878464
Mar-23 13:35:57,108527616,914878464
Mar-23 13:35:58,108527616,914878464
Mar-23 13:35:59,108527616,914878464
Mar-23 13:36:00,108527616,914878464
Mar-23 13:36:01,108527616,914878464
Mar-23 13:36:02,108527616,914878464
Mar-23 13:36:03,108527616,914878464
Mar-23 13:36:04,108527616,914878464
Mar-23 13:36:05,108527616,914878464
Mar-23 13:36:06,108527616,914878464
Mar-23 13:36:07,108527616,914878464
Mar-23 13:36:08,108527616,914878464
Mar-23 13:36:09,108527616,914878464
Mar-23 13:36:10,108527616,914878464
Mar-23 13:36:11,108527616,914878464
Mar-23 13:36:12,108527616,914878464
Mar-23 13:36:13,108527616,914878464
Mar-23 13:36:14,108527616,914878464
Mar-23 13:36:15,108527616,914878464
Mar-23 13:36:16,108527616,914878464
Mar-23 13:36:17,108527616,914878464
Mar-23 13:36:18,108527616,914878464
Mar-23 13:36:19,108527616,914878464
Mar-23 13:36:20,108527616,914878464
Mar-23 13:36:21,108527616,914878464
Mar-23 13:36:22,108527616,914878464
Mar-23 13:36:23,108527616,914878464
Mar-23 13:36:24,108527616,914878464
Mar-23 13:36:25,108527616,914878464
Mar-23 13:36:26,108527616,914878464
Mar-23 13:36:27,108527616,914878464
Mar-23 13:36:28,108527616,914878464
Mar-23 13:36:29,108527616,914878464
Mar-23 13:36:30,108527616,914878464
Mar-23 13:36:31,108527616,914878464
Mar-23 13:36:32,108527616,914878464
Mar-23 13:36:33,108527616,914878464
Mar-23 13:36:34,108527616,914878464
Mar-23 13:36:35,108527616,914878464
Mar-23 13:36:36,108527616,914878464
Mar-23 13:36:37,108527616,914878464
Mar-23 13:36:38,108527616,914878464
Mar-23 13:36:39,108527616,914878464
Mar-23 13:36:40,108527616,914878464
Mar-23 13:36:41,108527616,914878464
Mar-23 13:36:42,108527616,914878464
Mar-23 13:36:43,108527616,914878464
Mar-23 13:36:44,108527616,914878464
Mar-23 13:36:45,108527616,914878464
Mar-23 13:36:46,108527616,914878464
Mar-23 13:36:47,108527616,914878464
Mar-23 13:36:48,108527616,914878464
Mar-23 13:36:49,108527616,914878464
Mar-23 13:36:50,108527616,914878464
Mar-23 13:36:51,108527616,914878464
Mar-23 13:36:52,108527616,914878464
Mar-23 13:36:53,108527616,914878464
Mar-23 13:36:54,108527616,914878464
Mar-23 13:36:55,108527616,914878464
Mar-23 13:36:56,108527616,914878464
Mar-23 13:36:57,108527616,914878464
Mar-23 13:36:58,108527616,914878464
Mar-23 13:36:59,108527616,914878464
Mar-23 13:37:00,108527616,914878464
Mar-23 13:37:01,108527616,914878464
Mar-23 13:37:02,108527616,914878464
Mar-23 13:37:03,108527616,914878464
Mar-23 13:37:04,108527616,914878464
Mar-23 13:37:05,108527616,914878464
Mar-23 13:37:06,108527616,914878464
Mar-23 13:37:07,108527616,914878464
Mar-23 13:37:08,108527616,914878464
Mar-23 13:37:09,108527616,914878464
Mar-23 13:37:10,108527616,914878464
Mar-23 13:37:11,108527616,914878464
Mar-23 13:37:12,108527616,914878464
Mar-23 13:37:13,108527616,914878464
Mar-23 13:37:14,108527616,914878464
Mar-23 13:37:15,108527616,914878464
Mar-23 13:37:16,108527616,914878464
Mar-23 13:37:17,108527616,914878464
Mar-23 13:37:18,108527616,914878464
Mar-23 13:37:19,108527616,914878464
Mar-23 13:37:20,108527616,914878464
Mar-23 13:37:21,108527616,914878464
Mar-23 13:37:22,108527616,914878464
Mar-23 13:37:23,108527616,914878464
Mar-23 13:37:24,108527616,914878464
Mar-23 13:37:25,108527616,914878464
Mar-23 13:37:26,108527616,914878464
Mar-23 13:37:27,108527616,914878464
Mar-23 13:37:28,108527616,914878464
Mar-23 13:37:29,108527616,914878464
Mar-23 13:37:30,108527616,914878464
Mar-23 13:37:31,108527616,914878464
Mar-23 13:37:32,108527616,914878464
Mar-23 13:37:33,108527616,914878464
Mar-23 13:37:34,108527616,914878464
Mar-23 13:37:35,108527616,914878464
Mar-23 13:37:36,108527616,914878464
Mar-23 13:37:37,108527616,914878464
Mar-23 13:37:38,108527616,914878464
Mar-23 13:37:39,108527616,914878464
Mar-23 13:37:40,108527616,914878464
Mar-23 13:37:41,108527616,914878464
Mar-23 13:37:42,108527616,914878464
Mar-23 13:37:43,108527616,914878464
Mar-23 13:37:44,108527616,914878464
Mar-23 13:37:45,108527616,914878464
Mar-23 13:37:46,108527616,914878464
Mar-23 13:37:47,108527616,914878464
Mar-23 13:37:48,108527616,914878464
Mar-23 13:37:49,108527616,914878464
Mar-23 13:37:50,108527616,914878464
Mar-23 13:37:51,108527616,914878464
Mar-23 13:37:52,108527616,914878464
Mar-23 13:37:53,108527616,914878464
Mar-23 13:37:54,108527616,914878464
Mar-23 13:37:55,108527616,914878464
Mar-23 13:37:56,108527616,914878464
Mar-23 13:37:57,108527616,914878464
Mar-23 13:37:58,108527616,914878464
Mar-23 13:37:59,108527616,914878464
Mar-23 13:38:00,108527616,914878464
Mar-23 13:38:01,108527616,914878464
Mar-23 13:38:02,108527616,914878464
Mar-23 13:38:03,108527616,914878464
Mar-23 13:38:04,108527616,914878464
Mar-23 13:38:05,108527616,914878464
Mar-23 13:38:06,108527616,914878464
Mar-23 13:38:07,108527616,914878464
Mar-23 13:38:08,108527616,914878464
Mar-23 13:38:09,108527616,914878464
Mar-23 13:38:10,108527616,914878464
Mar-23 13:38:11,108527616,914878464
Mar-23 13:38:12,108527616,914878464
Mar-23 13:38:13,108527616,914878464
Mar-23 13:38:14,108527616,914878464
Mar-23 13:38:15,108527616,914878464
Mar-23 13:38:16,108527616,914878464
Mar-23 13:38:17,108527616,914878464
Mar-23 13:38:18,108527616,914878464
Mar-23 13:38:19,108527616,914878464
Mar-23 13:38:20,108527616,914878464
Mar-23 13:38:21,108527616,914878464
Mar-23 13:38:22,108527616,914878464
Mar-23 13:38:23,108527616,914878464
Mar-23 13:38:24,108527616,914878464
Mar-23 13:38:25,108527616,914878464
Mar-23 13:38:26,108527616,914878464
Mar-23 13:38:27,108527616,914878464
Mar-23 13:38:28,108527616,914878464
Mar-23 13:38:29,108527616,914878464
Mar-23 13:38:30,108527616,914878464
Mar-23 13:38:31,108527616,914878464
Mar-23 13:38:32,108527616,914878464
Mar-23 13:38:33,108527616,914878464
Mar-23 13:38:34,108527616,914878464
Mar-23 13:38:35,108527616,914878464
Mar-23 13:38:36,108527616,914878464
Mar-23 13:38:37,108527616,914878464
Mar-23 13:38:38,108527616,914878464
Mar-23 13:38:39,108527616,914878464
Mar-23 13:38:40,108527616,914878464
Mar-23 13:38:41,108527616,914878464
Mar-23 13:38:42,108527616,914878464
Mar-23 13:38:43,108527616,914878464
Mar-23 13:38:44,108527616,914878464
Mar-23 13:38:45,108527616,914878464
Mar-23 13:38:46,108527616,914878464
Mar-23 13:38:47,108527616,914878464
Mar-23 13:38:48,108527616,914878464
Mar-23 13:38:49,108527616,914878464
Mar-23 13:38:50,108527616,914878464
Mar-23 13:38:51,108527616,914878464
Mar-23 13:38:52,108527616,914878464
Mar-23 13:38:53,108527616,914878464
Mar-23 13:38:54,108527616,914878464
Mar-23 13:38:55,108527616,914878464
Mar-23 13:38:56,108527616,914878464
Mar-23 13:38:57,108527616,914878464
Mar-23 13:38:58,108527616,914878464
Mar-23 13:38:59,108527616,914878464
Mar-23 13:39:00,108527616,914878464
Mar-23 13:39:01,108527616,914878464
Mar-23 13:39:02,108527616,914878464
Mar-23 13:39:03,108527616,914878464
Mar-23 13:39:04,108527616,914878464
Mar-23 13:39:05,108527616,914878464
Mar-23 13:39:06,108527616,914878464
Mar-23 13:39:07,108527616,914878464
Mar-23 13:39:08,108527616,914878464
Mar-23 13:39:09,108527616,914878464
Mar-23 13:39:10,108527616,914878464
Mar-23 13:39:11,108527616,914878464
Mar-23 13:39:12,108527616,914878464
Mar-23 13:39:13,108527616,914878464
Mar-23 13:39:14,108527616,914878464
Mar-23 13:39:15,108527616,914878464
Mar-23 13:39:16,108527616,914878464
Mar-23 13:39:17,108527616,914878464
Mar-23 13:39:18,108527616,914878464
Mar-23 13:39:19,108527616,914878464
Mar-23 13:39:20,108527616,914878464
Mar-23 13:39:21,108527616,914878464
Mar-23 13:39:22,108527616,914878464
Mar-23 13:39:23,108527616,914878464
Mar-23 13:39:24,108527616,914878464
Mar-23 13:39:25,108527616,914878464
Mar-23 13:39:26,108527616,914878464
Mar-23 13:39:27,108527616,914878464
Mar-23 13:39:28,108527616,914878464
Mar-23 13:39:29,108527616,914878464
Mar-23 13:39:30,108527616,914878464
Mar-23 13:39:31,108527616,914878464
Mar-23 13:39:32,108527616,914878464
Mar-23 13:39:33,108527616,914878464
Mar-23 13:39:34,108527616,914878464
Mar-23 13:39:35,108527616,914878464
Mar-23 13:39:36,108527616,914878464
Mar-23 13:39:37,108527616,914878464
Mar-23 13:39:38,108527616,914878464
Mar-23 13:39:39,108527616,914878464
Mar-23 13:39:40,108527616,914878464
Mar-23 13:39:41,108527616,914878464
Mar-23 13:39:42,108527616,914878464
Mar-23 13:39:43,108527616,914878464
Mar-23 13:39:44,108527616,914878464
Mar-23 13:39:45,108527616,914878464
Mar-23 13:39:46,108527616,914878464
Mar-23 13:39:47,108527616,914878464
Mar-23 13:39:48,108527616,914878464
Mar-23 13:39:49,108527616,914878464
Mar-23 13:39:50,108527616,914878464
Mar-23 13:39:51,108527616,914878464
Mar-23 13:39:52,108527616,914878464
Mar-23 13:39:53,108527616,914878464
Mar-23 13:39:54,108527616,914878464
Mar-23 13:39:55,108527616,914878464
Mar-23 13:39:56,108527616,914878464
Mar-23 13:39:57,108527616,914878464
Mar-23 13:39:58,108527616,914878464
Mar-23 13:39:59,108527616,914878464
Mar-23 13:40:00,108527616,914878464
Mar-23 13:40:01,108527616,914878464
Mar-23 13:40:02,108527616,914878464
Mar-23 13:40:03,108527616,914878464
Mar-23 13:40:04,108527616,914878464
Mar-23 13:40:05,108527616,914878464
Mar-23 13:40:06,108527616,914878464
Mar-23 13:40:07,108527616,914878464
Mar-23 13:40:08,108527616,914878464
Mar-23 13:40:09,108527616,914878464
Mar-23 13:40:10,108527616,914878464
Mar-23 13:40:11,108527616,914878464
Mar-23 13:40:12,108527616,914878464
Mar-23 13:40:13,108527616,914878464
Mar-23 13:40:14,108527616,914878464
Mar-23 13:40:15,108527616,914878464
Mar-23 13:40:16,108527616,914878464
Mar-23 13:40:17,108527616,914878464
Mar-23 13:40:18,108527616,914878464
Mar-23 13:40:19,108527616,914878464
Mar-23 13:40:20,108527616,914878464
Mar-23 13:40:21,108527616,914878464
Mar-23 13:40:22,108527616,914878464
Mar-23 13:40:23,108527616,914878464
Mar-23 13:40:24,108527616,914878464
Mar-23 13:40:25,108527616,914878464
Mar-23 13:40:26,108527616,914878464
Mar-23 13:40:27,108527616,914878464
Mar-23 13:40:28,108527616,914878464
Mar-23 13:40:29,108527616,914878464
Mar-23 13:40:30,108527616,914878464
Mar-23 13:40:31,108527616,914878464
Mar-23 13:40:32,108527616,914878464
Mar-23 13:40:33,108527616,914878464
Mar-23 13:40:34,108527616,914878464
Mar-23 13:40:35,108527616,914878464
Mar-23 13:40:36,108527616,914878464
Mar-23 13:40:37,108527616,914878464
Mar-23 13:40:38,108527616,914878464
Mar-23 13:40:39,108527616,914878464
Mar-23 13:40:40,108527616,914878464
Mar-23 13:40:41,108527616,914878464
Mar-23 13:40:42,108527616,914878464
Mar-23 13:40:43,108527616,914878464
Mar-23 13:40:44,108527616,914878464
Mar-23 13:40:45,108527616,914878464
Mar-23 13:40:46,108527616,914878464
Mar-23 13:40:47,108527616,914878464
Mar-23 13:40:48,108527616,914878464
Mar-23 13:40:49,108527616,914878464
Mar-23 13:40:50,108527616,914878464
Mar-23 13:40:51,108527616,914878464
Mar-23 13:40:52,108527616,914878464
Mar-23 13:40:53,108527616,914878464
Mar-23 13:40:54,108527616,914878464
Mar-23 13:40:55,108527616,914878464
Mar-23 13:40:56,108527616,914878464
Mar-23 13:40:57,108527616,914878464
Mar-23 13:40:58,108527616,914878464
Mar-23 13:40:59,108527616,914878464
Mar-23 13:41:00,108527616,914878464
Mar-23 13:41:01,108527616,914878464
Mar-23 13:41:02,108527616,914878464
Mar-23 13:41:03,108527616,914878464
Mar-23 13:41:04,108527616,914878464
Mar-23 13:41:05,108527616,914878464
Mar-23 13:41:06,108527616,914878464
Mar-23 13:41:07,108527616,914878464
Mar-23 13:41:08,108527616,914878464
Mar-23 13:41:09,108527616,914878464
Mar-23 13:41:10,108527616,914878464
Mar-23 13:41:11,108527616,914878464
Mar-23 13:41:12,108527616,914878464
Mar-23 13:41:13,108527616,914878464
Mar-23 13:41:14,108527616,914878464
Mar-23 13:41:15,108527616,914878464
Mar-23 13:41:16,108527616,914878464
Mar-23 13:41:17,108527616,914878464
Mar-23 13:41:18,108527616,914878464
Mar-23 13:41:19,108527616,914878464
Mar-23 13:41:20,108527616,914878464
Mar-23 13:41:21,108527616,914878464
Mar-23 13:41:22,108527616,914878464
Mar-23 13:41:23,108527616,914878464
Mar-23 13:41:24,108527616,914878464
Mar-23 13:41:25,108527616,914878464
Mar-23 13:41:26,108527616,914878464
Mar-23 13:41:27,108527616,914878464
Mar-23 13:41:28,108527616,914878464
Mar-23 13:41:29,108527616,914878464
Mar-23 13:41:30,108527616,914878464
Mar-23 13:41:31,108527616,914878464
Mar-23 13:41:32,108527616,914878464
Mar-23 13:41:33,108527616,914878464
Mar-23 13:41:34,108527616,914878464
Mar-23 13:41:35,108527616,914878464
Mar-23 13:41:36,108527616,914878464
Mar-23 13:41:37,108527616,914878464
Mar-23 13:41:38,108527616,914878464
Mar-23 13:41:39,108527616,914878464
Mar-23 13:41:40,108527616,914878464
Mar-23 13:41:41,108527616,914878464
Mar-23 13:41:42,108527616,914878464
Mar-23 13:41:43,108527616,914878464
Mar-23 13:41:44,108527616,914878464
Mar-23 13:41:45,108527616,914878464
Mar-23 13:41:46,108527616,914878464
Mar-23 13:41:47,108527616,914878464
Mar-23 13:41:48,108527616,914878464
Mar-23 13:41:49,108527616,914878464
Mar-23 13:41:50,108527616,914878464
Mar-23 13:41:51,108527616,914878464
Mar-23 13:41:52,108527616,914878464
Mar-23 13:41:53,108527616,914878464
Mar-23 13:41:54,108527616,914878464
Mar-23 13:41:55,108527616,914878464
Mar-23 13:41:56,108527616,914878464
Mar-23 13:41:57,108527616,914878464
Mar-23 13:41:58,108527616,914878464
Mar-23 13:41:59,108527616,914878464
Mar-23 13:42:00,108527616,914878464
Mar-23 13:42:01,108527616,914878464
Mar-23 13:42:02,108527616,914878464
