"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --bytes --output dstat/data/csv/dool/zones.csv --time --zones 1 600",,,,"Date:","22 Mar 2023 21:22:03 -03"
"system","zones memory",,,
Mar-22 21:25:33,299581,3141,123759,22176
Mar-22 21:25:34,299581,3141,123637,22176
Mar-22 21:25:35,299581,3141,123876,22176
Mar-22 21:25:36,299581,3141,123758,22176
Mar-22 21:25:37,299581,3141,123340,22176
Mar-22 21:25:38,299826,3141,123283,22176
Mar-22 21:25:39,299833,3141,123158,22176
Mar-22 21:25:40,299833,3141,123680,22176
Mar-22 21:25:41,299833,3141,123570,22176
Mar-22 21:25:42,299833,3141,123441,22176
Mar-22 21:25:43,298648,3141,122898,22176
Mar-22 21:25:44,299704,3141,123103,22176
Mar-22 21:25:45,299704,3141,123047,22176
Mar-22 21:25:46,299704,3141,122707,22176
Mar-22 21:25:47,299704,3141,122651,22176
Mar-22 21:25:48,299704,3141,122869,22176
Mar-22 21:25:49,299704,3141,122825,22176
Mar-22 21:25:50,299704,3141,122779,22176
Mar-22 21:25:51,299704,3141,122849,22176
Mar-22 21:25:52,301288,3141,142335,22176
Mar-22 21:25:53,301288,3141,142357,22176
Mar-22 21:25:54,301288,3141,145179,22176
Mar-22 21:25:55,301288,3141,139540,22176
Mar-22 21:25:56,301288,3141,138037,22176
Mar-22 21:25:57,301288,3141,137925,22176
Mar-22 21:25:58,301288,3141,137973,22176
Mar-22 21:25:59,301288,3141,137590,22176
Mar-22 21:26:00,302257,3141,167514,22176
Mar-22 21:26:01,302257,3141,167527,22176
Mar-22 21:26:02,302257,3141,167471,22176
Mar-22 21:26:03,302257,3141,167487,22176
Mar-22 21:26:04,302257,3141,167737,22176
Mar-22 21:26:05,302257,3141,167495,22176
Mar-22 21:26:06,302257,3141,167309,22176
Mar-22 21:26:07,302257,3141,167130,22176
Mar-22 21:26:08,302257,3141,167010,22176
Mar-22 21:26:09,302257,3141,166821,22176
Mar-22 21:26:10,302257,3141,166765,22176
Mar-22 21:26:11,302068,3141,127985,22176
Mar-22 21:26:12,302068,3141,127965,22176
Mar-22 21:26:13,302068,3141,127843,22176
Mar-22 21:26:14,302005,3141,127780,22176
Mar-22 21:26:15,305323,3141,170047,22176
Mar-22 21:26:16,305362,3141,169692,22176
Mar-22 21:26:17,305362,3141,169692,22176
Mar-22 21:26:18,305362,3141,169451,22176
Mar-22 21:26:19,305362,3141,168964,22176
Mar-22 21:26:20,305362,3141,168964,22176
Mar-22 21:26:21,305362,3141,168908,22176
Mar-22 21:26:22,305362,3141,169306,22176
Mar-22 21:26:23,305362,3141,169180,22176
Mar-22 21:26:24,305362,3141,169068,22176
Mar-22 21:26:25,305362,3141,168140,22176
Mar-22 21:26:26,305362,3141,168090,22176
Mar-22 21:26:27,305362,3141,167979,22176
Mar-22 21:26:28,305362,3141,168049,22176
Mar-22 21:26:29,305362,3141,167931,22176
Mar-22 21:26:30,305362,3141,167762,22176
Mar-22 21:26:31,305362,3141,167787,22176
Mar-22 21:26:32,305362,3141,167791,22176
Mar-22 21:26:33,305362,3141,168122,22176
Mar-22 21:26:34,305362,3141,167820,22176
Mar-22 21:26:35,305362,3141,167823,22176
Mar-22 21:26:36,305362,3141,168283,22176
Mar-22 21:26:37,305362,3141,167505,22176
Mar-22 21:26:38,305362,3141,167472,22176
Mar-22 21:26:39,305362,3141,167609,22176
Mar-22 21:26:40,305362,3141,168749,22176
Mar-22 21:26:41,305362,3141,168709,22176
Mar-22 21:26:42,305362,3141,168775,22176
Mar-22 21:26:43,305362,3141,168715,22176
Mar-22 21:26:44,305362,3141,168533,22176
Mar-22 21:26:45,305362,3141,168482,22176
Mar-22 21:26:46,305362,3141,168296,22176
Mar-22 21:26:47,305362,3141,168321,22176
Mar-22 21:26:48,305362,3141,168392,22176
Mar-22 21:26:49,305362,3141,168213,22176
Mar-22 21:26:50,305362,3141,168219,22176
Mar-22 21:26:51,305362,3141,167984,22176
Mar-22 21:26:52,305362,3141,168053,22176
Mar-22 21:26:53,305362,3141,167990,22176
Mar-22 21:26:54,305362,3141,167804,22176
Mar-22 21:26:55,305362,3141,167810,22176
Mar-22 21:26:56,305362,3141,132481,22176
Mar-22 21:26:57,305362,3141,157566,22176
Mar-22 21:26:58,305362,3141,155382,22176
Mar-22 21:26:59,305362,3141,155268,22176
Mar-22 21:27:00,305362,3141,155218,22176
Mar-22 21:27:01,305362,3141,154792,22176
Mar-22 21:27:02,305362,3141,155326,22176
Mar-22 21:27:03,305362,3141,155206,22176
Mar-22 21:27:04,305362,3141,155724,22176
Mar-22 21:27:05,305362,3141,156454,22176
Mar-22 21:27:06,305362,3141,166914,22176
Mar-22 21:27:07,305362,3141,166670,22176
Mar-22 21:27:08,305362,3141,166559,22176
Mar-22 21:27:09,305362,3141,166554,22176
Mar-22 21:27:10,305362,3141,166468,22176
Mar-22 21:27:11,305362,3141,174031,22176
Mar-22 21:27:12,305362,3141,173880,22176
Mar-22 21:27:13,305362,3141,173897,22176
Mar-22 21:27:14,305362,3141,173919,22176
Mar-22 21:27:15,305362,3141,173754,22176
Mar-22 21:27:16,305362,3141,180523,22176
Mar-22 21:27:17,305362,3141,180718,22176
Mar-22 21:27:18,305362,3141,180612,22176
Mar-22 21:27:19,305362,3141,187991,22176
Mar-22 21:27:20,305362,3141,187991,22176
Mar-22 21:27:21,305362,3141,187931,22176
Mar-22 21:27:22,305362,3141,187746,22176
Mar-22 21:27:23,305362,3141,187566,22176
Mar-22 21:27:24,305362,3141,189344,22176
Mar-22 21:27:25,305362,3141,189284,22176
Mar-22 21:27:26,305362,3141,188535,22176
Mar-22 21:27:27,305362,3141,188416,22176
Mar-22 21:27:28,305362,3141,188108,22176
Mar-22 21:27:29,305362,3141,187862,22176
Mar-22 21:27:30,305362,3141,187676,22176
Mar-22 21:27:31,305362,3141,187431,22176
Mar-22 21:27:32,305551,3141,219469,22176
Mar-22 21:27:33,305551,3141,219556,22176
Mar-22 21:27:34,305551,3141,219627,22176
Mar-22 21:27:35,305551,3141,219187,22176
Mar-22 21:27:36,305551,3141,219061,22176
Mar-22 21:27:37,305551,3141,218998,22176
Mar-22 21:27:38,305551,3141,219007,22176
Mar-22 21:27:39,305551,3141,218951,22176
Mar-22 21:27:40,305551,3141,218765,22176
Mar-22 21:27:41,305551,3141,218708,22176
Mar-22 21:27:42,305551,3141,167252,22176
Mar-22 21:27:43,305551,3141,167036,22176
Mar-22 21:27:44,305551,3141,166870,22176
Mar-22 21:27:45,305551,3141,166580,22176
Mar-22 21:27:46,305551,3141,166848,22176
Mar-22 21:27:47,305551,3141,166541,22176
Mar-22 21:27:48,305551,3141,165515,22176
Mar-22 21:27:49,305551,3141,180605,22176
Mar-22 21:27:50,305551,3141,180443,22176
Mar-22 21:27:51,305551,3141,180159,22176
Mar-22 21:27:52,305551,3141,180185,22176
Mar-22 21:27:53,305551,3141,180000,22176
Mar-22 21:27:54,305551,3141,179657,22176
Mar-22 21:27:55,305551,3141,179624,22176
Mar-22 21:27:56,305551,3141,179456,22176
Mar-22 21:27:57,305551,3141,179215,22176
Mar-22 21:27:58,305551,3141,179215,22176
Mar-22 21:27:59,305551,3141,179285,22176
Mar-22 21:28:00,305551,3141,179285,22176
Mar-22 21:28:01,305551,3141,184048,22176
Mar-22 21:28:02,305551,3141,183875,22176
Mar-22 21:28:03,305551,3141,188054,22176
Mar-22 21:28:04,305551,3141,189087,22176
Mar-22 21:28:05,305551,3141,188971,22176
Mar-22 21:28:06,305551,3141,212828,22176
Mar-22 21:28:07,305551,3141,212417,22176
Mar-22 21:28:08,305551,3141,212546,22176
Mar-22 21:28:09,305551,3141,212564,22176
Mar-22 21:28:10,305551,3141,213723,22176
Mar-22 21:28:11,305551,3141,213517,22176
Mar-22 21:28:12,305551,3141,213561,22176
Mar-22 21:28:13,305551,3141,213662,22176
Mar-22 21:28:14,305551,3141,213423,22176
Mar-22 21:28:15,305551,3141,214361,22176
Mar-22 21:28:16,305551,3141,214153,22176
Mar-22 21:28:17,305551,3141,214172,22176
Mar-22 21:28:18,305551,3141,214193,22176
Mar-22 21:28:19,305551,3141,214366,22176
Mar-22 21:28:20,305551,3141,214265,22176
Mar-22 21:28:21,305551,3141,214205,22176
Mar-22 21:28:22,305551,3141,214161,22176
Mar-22 21:28:23,305551,3141,214356,22176
Mar-22 21:28:24,305551,3141,213812,22176
Mar-22 21:28:25,305551,3141,213713,22176
Mar-22 21:28:26,305551,3141,213591,22176
Mar-22 21:28:27,305551,3141,168237,22176
Mar-22 21:28:28,305551,3141,165027,22176
Mar-22 21:28:29,305551,3141,164994,22176
Mar-22 21:28:30,305551,3141,164626,22176
Mar-22 21:28:31,305551,3141,164573,22176
Mar-22 21:28:32,305551,3141,164262,22176
Mar-22 21:28:33,305551,3141,164140,22176
Mar-22 21:28:34,305551,3141,163898,22176
Mar-22 21:28:35,305551,3141,163912,22176
Mar-22 21:28:36,305551,3141,163672,22176
Mar-22 21:28:37,305551,3141,163494,22176
Mar-22 21:28:38,305551,3141,163187,22176
Mar-22 21:28:39,305551,3141,163127,22176
Mar-22 21:28:40,305551,3141,163132,22176
Mar-22 21:28:41,305551,3141,162947,22176
Mar-22 21:28:42,305551,3141,162719,22176
Mar-22 21:28:43,305551,3141,162733,22176
Mar-22 21:28:44,305551,3141,162744,22176
Mar-22 21:28:45,305551,3141,162390,22176
Mar-22 21:28:46,305551,3141,163545,22176
Mar-22 21:28:47,305551,3141,163691,22176
Mar-22 21:28:48,305551,3141,163673,22176
Mar-22 21:28:49,305551,3141,165717,22176
Mar-22 21:28:50,305551,3141,165649,22176
Mar-22 21:28:51,305551,3141,165530,22176
Mar-22 21:28:52,305551,3141,165547,22176
Mar-22 21:28:53,305551,3141,165821,22176
Mar-22 21:28:54,305551,3141,165701,22176
Mar-22 21:28:55,305551,3141,168066,22176
Mar-22 21:28:56,305551,3141,168004,22176
Mar-22 21:28:57,305551,3141,168099,22176
Mar-22 21:28:58,305551,3141,168046,22176
Mar-22 21:28:59,305551,3141,168056,22176
Mar-22 21:29:00,305551,3141,167516,22176
Mar-22 21:29:01,305551,3141,167484,22176
Mar-22 21:29:02,305551,3141,167766,22176
Mar-22 21:29:03,305551,3141,167657,22176
Mar-22 21:29:04,305551,3141,167743,22176
Mar-22 21:29:05,305551,3141,167627,22176
Mar-22 21:29:06,305551,3141,167636,22176
Mar-22 21:29:07,305551,3141,167460,22176
Mar-22 21:29:08,305551,3141,167400,22176
Mar-22 21:29:09,305551,3141,167350,22176
Mar-22 21:29:10,305551,3141,167293,22176
Mar-22 21:29:11,305551,3141,167119,22176
Mar-22 21:29:12,295408,3141,126711,22176
Mar-22 21:29:13,295282,3141,126602,22176
Mar-22 21:29:14,295282,3141,126480,22176
Mar-22 21:29:15,295282,3141,126130,22176
Mar-22 21:29:16,295282,3141,126008,22176
Mar-22 21:29:17,295219,3141,125958,22176
Mar-22 21:29:18,295219,3141,139200,22176
Mar-22 21:29:19,295219,3141,139144,22176
Mar-22 21:29:20,295219,3141,139039,22176
Mar-22 21:29:21,295219,3141,137895,22176
Mar-22 21:29:22,295219,3141,137839,22176
Mar-22 21:29:23,295219,3141,137855,22176
Mar-22 21:29:24,295924,3141,139193,22176
Mar-22 21:29:25,295924,3141,139143,22176
Mar-22 21:29:26,295924,3141,139095,22176
Mar-22 21:29:27,295924,3141,139163,22176
Mar-22 21:29:28,303844,3141,173993,22176
Mar-22 21:29:29,303844,3141,174074,22176
Mar-22 21:29:30,303844,3141,173958,22176
Mar-22 21:29:31,303844,3141,173937,22176
Mar-22 21:29:32,303844,3141,179877,22176
Mar-22 21:29:33,303844,3141,179856,22176
Mar-22 21:29:34,303844,3141,179927,22176
Mar-22 21:29:35,303844,3141,180007,22176
Mar-22 21:29:36,303844,3141,179838,22176
Mar-22 21:29:37,303844,3141,179875,22176
Mar-22 21:29:38,303844,3141,179900,22176
Mar-22 21:29:39,303844,3141,179973,22176
Mar-22 21:29:40,303844,3141,218092,22176
Mar-22 21:29:41,303844,3141,218076,22176
Mar-22 21:29:42,303844,3141,217894,22176
Mar-22 21:29:43,303844,3141,217734,22176
Mar-22 21:29:44,303844,3141,217797,22176
Mar-22 21:29:45,303844,3141,217621,22176
Mar-22 21:29:46,303844,3141,217605,22176
Mar-22 21:29:47,303844,3141,217625,22176
Mar-22 21:29:48,303844,3141,217508,22176
Mar-22 21:29:49,303844,3141,215643,22176
Mar-22 21:29:50,303844,3141,221760,22176
Mar-22 21:29:51,303844,3141,221324,22176
Mar-22 21:29:52,303844,3141,221400,22176
Mar-22 21:29:53,303844,3141,220533,22176
Mar-22 21:29:54,303844,3141,220473,22176
Mar-22 21:29:55,303844,3141,220238,22176
Mar-22 21:29:56,303844,3141,219993,22176
Mar-22 21:29:57,303844,3141,170932,22176
Mar-22 21:29:58,303844,3141,165332,22176
Mar-22 21:29:59,303844,3141,165464,22176
Mar-22 21:30:00,303844,3141,165404,22176
Mar-22 21:30:01,303844,3141,165304,22176
Mar-22 21:30:02,303844,3141,165193,22176
Mar-22 21:30:03,303844,3141,165007,22176
Mar-22 21:30:04,303844,3141,164951,22176
Mar-22 21:30:05,303844,3141,165084,22176
Mar-22 21:30:06,304549,3141,164901,22176
Mar-22 21:30:07,304549,3141,164779,22176
Mar-22 21:30:08,304549,3141,164594,22176
Mar-22 21:30:09,304549,3141,164594,22176
Mar-22 21:30:10,304549,3141,164594,22176
Mar-22 21:30:11,304549,3141,164283,22176
Mar-22 21:30:12,304549,3141,164170,22176
Mar-22 21:30:13,304549,3141,164110,22176
Mar-22 21:30:14,304549,3141,164184,22176
Mar-22 21:30:15,304549,3141,164124,22176
Mar-22 21:30:16,304549,3141,164002,22176
Mar-22 21:30:17,304549,3141,163834,22176
Mar-22 21:30:18,304549,3141,163900,22176
Mar-22 21:30:19,304549,3141,163840,22176
Mar-22 21:30:20,304549,3141,163840,22176
Mar-22 21:30:21,304549,3141,163840,22176
Mar-22 21:30:22,304549,3141,163724,22176
Mar-22 21:30:23,304549,3141,163676,22176
Mar-22 21:30:24,304549,3141,163742,22176
Mar-22 21:30:25,304549,3141,165887,22176
Mar-22 21:30:26,304549,3141,166737,22176
Mar-22 21:30:27,304549,3141,167040,22176
Mar-22 21:30:28,304549,3141,166855,22176
Mar-22 21:30:29,304549,3141,166792,22176
Mar-22 21:30:30,304549,3141,166792,22176
Mar-22 21:30:31,304549,3141,166673,22176
Mar-22 21:30:32,304549,3141,166673,22176
Mar-22 21:30:33,304549,3141,165553,22176
Mar-22 21:30:34,304549,3141,165493,22176
Mar-22 21:30:35,304549,3141,165761,22176
Mar-22 21:30:36,304549,3141,165901,22176
Mar-22 21:30:37,304549,3141,165850,22176
Mar-22 21:30:38,304549,3141,165875,22176
Mar-22 21:30:39,304549,3141,165769,22176
Mar-22 21:30:40,304549,3141,165712,22176
Mar-22 21:30:41,304549,3141,165838,22176
Mar-22 21:30:42,304549,3141,165990,22176
Mar-22 21:30:43,294091,3141,127012,22176
Mar-22 21:30:44,294091,3141,126949,22176
Mar-22 21:30:45,294091,3141,126889,22176
Mar-22 21:30:46,294091,3141,126829,22176
Mar-22 21:30:47,294091,3141,126648,22176
Mar-22 21:30:48,294091,3141,126399,22176
Mar-22 21:30:49,294091,3141,126343,22176
Mar-22 21:30:50,294091,3141,126283,22176
Mar-22 21:30:51,294091,3141,126739,22176
Mar-22 21:30:52,294091,3141,126746,22176
Mar-22 21:30:53,294091,3141,126623,22176
Mar-22 21:30:54,294091,3141,126387,22176
Mar-22 21:30:55,290563,3141,125949,22176
Mar-22 21:30:56,287164,3141,125261,22176
Mar-22 21:30:57,286471,3141,125198,22176
Mar-22 21:30:58,285400,3141,125030,22176
Mar-22 21:30:59,285841,3141,125030,22176
Mar-22 21:31:00,285841,3141,124967,22176
Mar-22 21:31:01,285904,3141,124967,22176
Mar-22 21:31:02,285904,3141,124844,22176
Mar-22 21:31:03,285778,3141,124854,22176
Mar-22 21:31:04,285778,3141,125054,22176
Mar-22 21:31:05,285526,3141,125049,22176
Mar-22 21:31:06,285526,3141,125049,22176
Mar-22 21:31:07,285463,3141,124986,22176
Mar-22 21:31:08,285463,3141,124986,22176
Mar-22 21:31:09,285463,3141,124986,22176
Mar-22 21:31:10,285463,3141,124986,22176
Mar-22 21:31:11,290959,3141,130754,22176
Mar-22 21:31:12,296980,3141,144712,22176
Mar-22 21:31:13,296980,3141,143934,22176
Mar-22 21:31:14,298036,3141,147148,22176
Mar-22 21:31:15,298036,3141,147098,22176
Mar-22 21:31:16,300325,3141,153739,22176
Mar-22 21:31:17,300325,3141,170482,22176
Mar-22 21:31:18,300325,3141,170360,22176
Mar-22 21:31:19,300325,3141,170318,22176
Mar-22 21:31:20,300325,3141,170258,22176
Mar-22 21:31:21,300325,3141,170139,22176
Mar-22 21:31:22,300325,3141,170202,22176
Mar-22 21:31:23,300325,3141,170085,22176
Mar-22 21:31:24,300325,3141,169905,22176
Mar-22 21:31:25,300325,3141,169796,22176
Mar-22 21:31:26,300589,3141,169676,22176
Mar-22 21:31:27,300589,3141,169243,22176
Mar-22 21:31:28,292084,3141,175622,22176
Mar-22 21:31:29,292084,3141,175009,22176
