"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --bytes --output dstat/data/csv/dool/unix.csv --time --unix 1 600",,,,"Date:","22 Mar 2023 21:22:03 -03"
"system","unix sockets",,,
Mar-22 21:25:52,56,868,54,814
Mar-22 21:25:53,56,868,54,814
Mar-22 21:25:54,56,868,54,814
Mar-22 21:25:55,56,882,54,828
Mar-22 21:25:56,56,884,54,830
Mar-22 21:25:57,56,884,54,830
Mar-22 21:25:58,56,884,54,830
Mar-22 21:25:59,56,884,54,830
Mar-22 21:26:00,56,884,54,830
Mar-22 21:26:01,56,884,54,830
Mar-22 21:26:02,56,884,54,830
Mar-22 21:26:03,56,884,54,830
Mar-22 21:26:04,56,884,54,830
Mar-22 21:26:05,56,884,54,830
Mar-22 21:26:06,56,884,54,830
Mar-22 21:26:07,56,884,54,830
Mar-22 21:26:08,56,884,54,830
Mar-22 21:26:09,56,884,54,830
Mar-22 21:26:10,56,884,54,830
Mar-22 21:26:11,56,868,54,814
Mar-22 21:26:12,56,868,54,814
Mar-22 21:26:13,56,868,54,814
Mar-22 21:26:14,56,868,54,814
Mar-22 21:26:15,56,868,54,814
Mar-22 21:26:16,56,868,54,814
Mar-22 21:26:17,56,868,54,814
Mar-22 21:26:18,56,868,54,814
Mar-22 21:26:19,56,868,54,814
Mar-22 21:26:20,56,868,54,814
Mar-22 21:26:21,56,868,54,814
Mar-22 21:26:22,56,868,54,814
Mar-22 21:26:23,56,868,54,814
Mar-22 21:26:24,56,868,54,814
Mar-22 21:26:25,56,868,54,814
Mar-22 21:26:26,56,868,54,814
Mar-22 21:26:27,56,868,54,814
Mar-22 21:26:28,56,868,54,814
Mar-22 21:26:29,56,868,54,814
Mar-22 21:26:30,56,868,54,814
Mar-22 21:26:31,56,868,54,814
Mar-22 21:26:32,56,868,54,814
Mar-22 21:26:33,56,868,54,814
Mar-22 21:26:34,56,868,54,814
Mar-22 21:26:35,56,868,54,814
Mar-22 21:26:36,56,868,54,814
Mar-22 21:26:37,56,870,54,816
Mar-22 21:26:38,56,868,54,814
Mar-22 21:26:39,56,868,54,814
Mar-22 21:26:40,56,868,54,814
Mar-22 21:26:41,56,868,54,814
Mar-22 21:26:42,56,868,54,814
Mar-22 21:26:43,56,868,54,814
Mar-22 21:26:44,56,868,54,814
Mar-22 21:26:45,56,868,54,814
Mar-22 21:26:46,56,868,54,814
Mar-22 21:26:47,56,868,54,814
Mar-22 21:26:48,56,868,54,814
Mar-22 21:26:49,56,868,54,814
Mar-22 21:26:50,56,868,54,814
Mar-22 21:26:51,56,868,54,814
Mar-22 21:26:52,56,868,54,814
Mar-22 21:26:53,56,868,54,814
Mar-22 21:26:54,56,868,54,814
Mar-22 21:26:55,56,868,54,814
Mar-22 21:26:56,56,868,54,814
Mar-22 21:26:57,56,868,54,814
Mar-22 21:26:58,56,868,54,814
Mar-22 21:26:59,56,868,54,814
Mar-22 21:27:00,56,868,54,814
Mar-22 21:27:01,56,868,54,814
Mar-22 21:27:02,56,868,54,814
Mar-22 21:27:03,56,868,54,814
Mar-22 21:27:04,56,868,54,814
Mar-22 21:27:05,56,868,54,814
Mar-22 21:27:06,56,868,54,814
Mar-22 21:27:07,56,868,54,814
Mar-22 21:27:08,56,868,54,814
Mar-22 21:27:09,56,868,54,814
Mar-22 21:27:10,56,868,54,814
Mar-22 21:27:11,56,868,54,814
Mar-22 21:27:12,56,868,54,814
Mar-22 21:27:13,56,868,54,814
Mar-22 21:27:14,56,868,54,814
Mar-22 21:27:15,56,868,54,814
Mar-22 21:27:16,56,868,54,814
Mar-22 21:27:17,56,868,54,814
Mar-22 21:27:18,56,868,54,814
Mar-22 21:27:19,56,868,54,814
Mar-22 21:27:20,56,868,54,814
Mar-22 21:27:21,56,868,54,814
Mar-22 21:27:22,56,868,54,814
Mar-22 21:27:23,56,868,54,814
Mar-22 21:27:24,56,868,54,814
Mar-22 21:27:25,56,868,54,814
Mar-22 21:27:26,56,868,54,814
Mar-22 21:27:27,56,868,54,814
Mar-22 21:27:28,56,868,54,814
Mar-22 21:27:29,56,868,54,814
Mar-22 21:27:30,56,868,54,814
Mar-22 21:27:31,56,868,54,814
Mar-22 21:27:32,56,868,54,814
Mar-22 21:27:33,56,868,54,814
Mar-22 21:27:34,56,868,54,814
Mar-22 21:27:35,56,868,54,814
Mar-22 21:27:36,56,868,54,814
Mar-22 21:27:37,56,868,54,814
Mar-22 21:27:38,56,868,54,814
Mar-22 21:27:39,56,868,54,814
Mar-22 21:27:40,56,870,54,816
Mar-22 21:27:41,56,870,54,816
Mar-22 21:27:42,56,870,54,816
Mar-22 21:27:43,56,870,54,816
Mar-22 21:27:44,56,870,54,816
Mar-22 21:27:45,56,870,54,816
Mar-22 21:27:46,56,870,54,816
Mar-22 21:27:47,56,870,54,816
Mar-22 21:27:48,56,870,54,816
Mar-22 21:27:49,56,870,54,816
Mar-22 21:27:50,56,870,54,816
Mar-22 21:27:51,56,870,54,816
Mar-22 21:27:52,56,870,54,816
Mar-22 21:27:53,56,870,54,816
Mar-22 21:27:54,56,870,54,816
Mar-22 21:27:55,56,870,54,816
Mar-22 21:27:56,56,870,54,816
Mar-22 21:27:57,56,872,54,818
Mar-22 21:27:58,56,870,54,816
Mar-22 21:27:59,56,870,54,816
Mar-22 21:28:00,56,868,54,814
Mar-22 21:28:01,56,868,54,814
Mar-22 21:28:02,56,868,54,814
Mar-22 21:28:03,56,868,54,814
Mar-22 21:28:04,56,868,54,814
Mar-22 21:28:05,56,868,54,814
Mar-22 21:28:06,56,868,54,814
Mar-22 21:28:07,56,868,54,814
Mar-22 21:28:08,56,868,54,814
Mar-22 21:28:09,56,868,54,814
Mar-22 21:28:10,56,868,54,814
Mar-22 21:28:11,56,868,54,814
Mar-22 21:28:12,56,868,54,814
Mar-22 21:28:13,56,868,54,814
Mar-22 21:28:14,56,868,54,814
Mar-22 21:28:15,56,868,54,814
Mar-22 21:28:16,56,868,54,814
Mar-22 21:28:17,56,868,54,814
Mar-22 21:28:18,56,868,54,814
Mar-22 21:28:19,56,868,54,814
Mar-22 21:28:20,56,868,54,814
Mar-22 21:28:21,56,868,54,814
Mar-22 21:28:22,56,868,54,814
Mar-22 21:28:23,56,868,54,814
Mar-22 21:28:24,56,868,54,814
Mar-22 21:28:25,56,868,54,814
Mar-22 21:28:26,56,868,54,814
Mar-22 21:28:27,56,868,54,814
Mar-22 21:28:28,56,868,54,814
Mar-22 21:28:29,56,868,54,814
Mar-22 21:28:30,56,868,54,814
Mar-22 21:28:31,56,868,54,814
Mar-22 21:28:32,56,868,54,814
Mar-22 21:28:33,56,868,54,814
Mar-22 21:28:34,56,868,54,814
Mar-22 21:28:35,56,868,54,814
Mar-22 21:28:36,56,868,54,814
Mar-22 21:28:37,56,868,54,814
Mar-22 21:28:38,56,868,54,814
Mar-22 21:28:39,56,868,54,814
Mar-22 21:28:40,56,868,54,814
Mar-22 21:28:41,56,868,54,814
Mar-22 21:28:42,56,868,54,814
Mar-22 21:28:43,56,868,54,814
Mar-22 21:28:44,56,868,54,814
Mar-22 21:28:45,56,868,54,814
Mar-22 21:28:46,56,868,54,814
Mar-22 21:28:47,56,868,54,814
Mar-22 21:28:48,56,868,54,814
Mar-22 21:28:49,56,868,54,814
Mar-22 21:28:50,56,868,54,814
Mar-22 21:28:51,56,868,54,814
Mar-22 21:28:52,56,868,54,814
Mar-22 21:28:53,56,868,54,814
Mar-22 21:28:54,56,868,54,814
Mar-22 21:28:55,56,868,54,814
Mar-22 21:28:56,56,868,54,814
Mar-22 21:28:57,56,868,54,814
Mar-22 21:28:58,56,868,54,814
Mar-22 21:28:59,56,868,54,814
Mar-22 21:29:00,56,868,54,814
Mar-22 21:29:01,56,868,54,814
Mar-22 21:29:02,56,868,54,814
Mar-22 21:29:03,56,868,54,814
Mar-22 21:29:04,56,868,54,814
Mar-22 21:29:05,56,868,54,814
Mar-22 21:29:06,56,868,54,814
Mar-22 21:29:07,56,868,54,814
Mar-22 21:29:08,56,868,54,814
Mar-22 21:29:09,56,868,54,814
Mar-22 21:29:10,56,868,54,814
Mar-22 21:29:11,56,868,54,814
Mar-22 21:29:12,56,868,54,814
Mar-22 21:29:13,56,868,54,814
Mar-22 21:29:14,56,868,54,814
Mar-22 21:29:15,56,868,54,814
Mar-22 21:29:16,56,868,54,814
Mar-22 21:29:17,56,868,54,814
Mar-22 21:29:18,56,868,54,814
Mar-22 21:29:19,56,868,54,814
Mar-22 21:29:20,56,868,54,814
Mar-22 21:29:21,56,868,54,814
Mar-22 21:29:22,56,868,54,814
Mar-22 21:29:23,56,868,54,814
Mar-22 21:29:24,56,868,54,814
Mar-22 21:29:25,56,868,54,814
Mar-22 21:29:26,56,868,54,814
Mar-22 21:29:27,56,868,54,814
Mar-22 21:29:28,56,868,54,814
Mar-22 21:29:29,56,868,54,814
Mar-22 21:29:30,56,868,54,814
Mar-22 21:29:31,56,868,54,814
Mar-22 21:29:32,56,868,54,814
Mar-22 21:29:33,56,868,54,814
Mar-22 21:29:34,56,868,54,814
Mar-22 21:29:35,56,870,54,816
Mar-22 21:29:36,56,870,54,816
Mar-22 21:29:37,56,870,54,816
Mar-22 21:29:38,56,868,54,814
Mar-22 21:29:39,56,868,54,814
Mar-22 21:29:40,56,868,54,814
Mar-22 21:29:41,56,868,54,814
Mar-22 21:29:42,56,868,54,814
Mar-22 21:29:43,56,868,54,814
Mar-22 21:29:44,56,868,54,814
Mar-22 21:29:45,56,868,54,814
Mar-22 21:29:46,56,868,54,814
Mar-22 21:29:47,56,868,54,814
Mar-22 21:29:48,56,868,54,814
Mar-22 21:29:49,56,868,54,814
Mar-22 21:29:50,56,868,54,814
Mar-22 21:29:51,56,868,54,814
Mar-22 21:29:52,56,868,54,814
Mar-22 21:29:53,56,868,54,814
Mar-22 21:29:54,56,868,54,814
Mar-22 21:29:55,56,868,54,814
Mar-22 21:29:56,56,868,54,814
Mar-22 21:29:57,56,868,54,814
Mar-22 21:29:58,56,868,54,814
Mar-22 21:29:59,56,868,54,814
Mar-22 21:30:00,56,868,54,814
Mar-22 21:30:01,56,868,54,814
Mar-22 21:30:02,56,868,54,814
Mar-22 21:30:03,56,868,54,814
Mar-22 21:30:04,56,868,54,814
Mar-22 21:30:05,56,868,54,814
Mar-22 21:30:06,56,868,54,814
Mar-22 21:30:07,56,868,54,814
Mar-22 21:30:08,56,868,54,814
Mar-22 21:30:09,56,868,54,814
Mar-22 21:30:10,56,868,54,814
Mar-22 21:30:11,56,868,54,814
Mar-22 21:30:12,56,868,54,814
Mar-22 21:30:13,56,868,54,814
Mar-22 21:30:14,56,868,54,814
Mar-22 21:30:15,56,868,54,814
Mar-22 21:30:16,56,868,54,814
Mar-22 21:30:17,56,868,54,814
Mar-22 21:30:18,56,868,54,814
Mar-22 21:30:19,56,868,54,814
Mar-22 21:30:20,56,868,54,814
Mar-22 21:30:21,56,868,54,814
Mar-22 21:30:22,56,868,54,814
Mar-22 21:30:23,56,868,54,814
Mar-22 21:30:24,56,868,54,814
Mar-22 21:30:25,56,868,54,814
Mar-22 21:30:26,56,868,54,814
Mar-22 21:30:27,56,868,54,814
Mar-22 21:30:28,56,869,54,815
Mar-22 21:30:29,56,868,54,814
Mar-22 21:30:30,56,868,54,814
Mar-22 21:30:31,56,868,54,814
Mar-22 21:30:32,56,868,54,814
Mar-22 21:30:33,56,868,54,814
Mar-22 21:30:34,56,868,54,814
Mar-22 21:30:35,56,868,54,814
Mar-22 21:30:36,56,868,54,814
Mar-22 21:30:37,56,868,54,814
Mar-22 21:30:38,56,868,54,814
Mar-22 21:30:39,56,868,54,814
Mar-22 21:30:40,56,868,54,814
Mar-22 21:30:41,56,868,54,814
Mar-22 21:30:42,56,868,54,814
Mar-22 21:30:43,56,868,54,814
Mar-22 21:30:44,56,868,54,814
Mar-22 21:30:45,56,868,54,814
Mar-22 21:30:46,56,868,54,814
Mar-22 21:30:47,56,868,54,814
Mar-22 21:30:48,56,868,54,814
Mar-22 21:30:49,56,868,54,814
Mar-22 21:30:50,56,868,54,814
Mar-22 21:30:51,56,868,54,814
Mar-22 21:30:52,56,868,54,814
Mar-22 21:30:53,56,868,54,814
Mar-22 21:30:54,56,868,54,814
Mar-22 21:30:55,56,882,54,828
Mar-22 21:30:56,56,884,54,830
Mar-22 21:30:57,56,884,54,830
Mar-22 21:30:58,56,884,54,830
Mar-22 21:30:59,56,884,54,830
Mar-22 21:31:00,56,884,54,830
Mar-22 21:31:01,56,884,54,830
Mar-22 21:31:02,56,884,54,830
Mar-22 21:31:03,56,884,54,830
Mar-22 21:31:04,56,884,54,830
Mar-22 21:31:05,56,884,54,830
Mar-22 21:31:06,56,884,54,830
Mar-22 21:31:07,56,884,54,830
Mar-22 21:31:08,56,884,54,830
Mar-22 21:31:09,56,884,54,830
Mar-22 21:31:10,56,884,54,830
Mar-22 21:31:11,56,868,54,814
Mar-22 21:31:12,56,868,54,814
Mar-22 21:31:13,56,868,54,814
Mar-22 21:31:14,56,868,54,814
Mar-22 21:31:15,56,868,54,814
Mar-22 21:31:16,56,868,54,814
Mar-22 21:31:17,56,868,54,814
Mar-22 21:31:18,56,868,54,814
Mar-22 21:31:19,56,868,54,814
Mar-22 21:31:20,56,868,54,814
Mar-22 21:31:21,56,868,54,814
Mar-22 21:31:22,56,868,54,814
Mar-22 21:31:23,56,868,54,814
Mar-22 21:31:24,56,868,54,814
Mar-22 21:31:25,56,868,54,814
Mar-22 21:31:26,56,868,54,814
Mar-22 21:31:27,56,868,54,814
Mar-22 21:31:28,56,868,54,814
Mar-22 21:31:29,56,868,54,814
Mar-22 21:31:30,56,868,54,814
Mar-22 21:31:31,56,868,54,814
Mar-22 21:31:32,56,868,54,814
Mar-22 21:31:33,56,868,54,814
Mar-22 21:31:34,56,868,54,814
Mar-22 21:31:35,56,868,54,814
Mar-22 21:31:36,56,868,54,814
Mar-22 21:31:37,56,870,54,816
Mar-22 21:31:38,56,868,54,814
Mar-22 21:31:39,56,868,54,814
Mar-22 21:31:40,56,868,54,814
Mar-22 21:31:41,56,868,54,814
Mar-22 21:31:42,56,868,54,814
Mar-22 21:31:43,56,868,54,814
Mar-22 21:31:44,56,868,54,814
Mar-22 21:31:45,56,868,54,814
Mar-22 21:31:46,56,868,54,814
Mar-22 21:31:47,56,868,54,814
Mar-22 21:31:48,56,868,54,814
Mar-22 21:31:49,56,868,54,814
Mar-22 21:31:50,56,868,54,814
Mar-22 21:31:51,56,868,54,814
Mar-22 21:31:52,56,868,54,814
Mar-22 21:31:53,56,868,54,814
Mar-22 21:31:54,56,868,54,814
Mar-22 21:31:55,56,868,54,814
Mar-22 21:31:56,56,868,54,814
Mar-22 21:31:57,56,868,54,814
Mar-22 21:31:58,56,868,54,814
Mar-22 21:31:59,56,868,54,814
Mar-22 21:32:00,56,868,54,814
Mar-22 21:32:01,56,868,54,814
Mar-22 21:32:02,56,868,54,814
