"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
0,1835008,1021571072,750,1180,0,0
0,1835008,1021571072,801,1337,0,0
0,1835008,1021571072,985,2518,0,0
0,1835008,1021571072,784,1379,0,20
0,1835008,1021571072,924,2388,0,0
0,1835008,1021571072,697,1108,0,0
0,1835008,1021571072,719,1241,0,0
0,1835008,1021571072,1005,2600,0,0
0,1835008,1021571072,1851,35798,0,0
0,1835008,1021571072,2572,8808,2,1986
0,1835008,1021571072,791,1368,0,30
0,1835008,1021571072,698,1219,0,0
0,1835008,1021571072,998,2677,0,0
0,1835008,1021571072,747,1232,0,0
0,1835008,1021571072,830,2326,0,0
0,1835008,1021571072,870,1745,0,0
0,1835008,1021571072,722,1366,0,0
0,1835008,1021571072,943,2566,0,22
0,1835008,1021571072,722,1394,0,0
0,1835008,1021571072,927,2533,0,0
0,1835008,1021571072,824,1407,0,0
0,1835008,1021571072,911,2168,0,42
0,1835008,1021571072,938,2545,0,0
0,1835008,1021571072,744,1279,0,0
0,1835008,1021571072,1053,2743,0,0
0,1835008,1021571072,993,3581,0,0
0,1835008,1021571072,671,1148,0,0
0,1835008,1021571072,906,2600,0,40
0,1835008,1021571072,716,1225,0,0
0,1835008,1021571072,963,2425,0,0
0,1835008,1021571072,989,2215,0,570
0,1835008,1021571072,747,1277,0,0
0,1835008,1021571072,1170,3379,0,0
0,1835008,1021571072,754,1261,0,18
0,1835008,1021571072,879,2632,0,0
0,1835008,1021571072,706,1199,0,0
0,1835008,1021571072,722,1193,0,0
0,1835008,1021571072,844,1750,0,0
0,1835008,1021571072,863,1839,0,0
0,1835008,1021571072,888,2670,0,38
0,1835008,1021571072,910,1880,0,358
0,1835008,1021571072,675,1204,0,0
0,1835008,1021571072,700,1192,0,0
0,1835008,1021571072,1181,3412,0,0
0,1835008,1021571072,953,2544,0,40
0,1835008,1021571072,1092,1232,0,0
0,1835008,1021571072,756,1243,0,0
0,1835008,1021571072,772,1263,0,0
0,1835008,1021571072,885,2489,0,0
0,1835008,1021571072,1034,2906,0,22
0,1835008,1021571072,1070,2288,0,0
0,1835008,1021571072,805,1580,0,330
0,1835008,1021571072,909,1832,0,0
0,1835008,1021571072,2109,35540,0,0
0,1835008,1021571072,988,2372,0,0
0,1835008,1021571072,987,2473,0,40
0,1835008,1021571072,724,1337,0,0
0,1835008,1021571072,754,1333,0,0
0,1835008,1021571072,980,2470,0,0
0,1835008,1021571072,736,1225,0,0
0,1835008,1021571072,1033,2659,0,66
0,1835008,1021571072,2222,6813,0,2112
0,1835008,1021571072,753,1318,0,0
0,1835008,1021571072,1063,2739,0,0
0,1835008,1021571072,795,1361,0,0
0,1835008,1021571072,1056,3321,0,0
0,1835008,1021571072,720,1242,0,44
0,1835008,1021571072,772,1351,0,0
0,1835008,1021571072,1021,2431,0,0
0,1835008,1021571072,1145,2479,0,0
0,1835008,1021571072,991,2616,0,0
0,1835008,1021571072,706,1319,0,0
0,1835008,1021571072,792,1357,0,12
0,1835008,1021571072,1026,2590,0,0
0,1835008,1021571072,695,1214,0,0
0,1835008,1021571072,989,2469,0,0
0,1835008,1021571072,666,1272,0,0
0,1835008,1021571072,903,2199,0,0
0,1835008,1021571072,1045,2602,0,36
0,1835008,1021571072,793,1256,0,0
0,1835008,1021571072,928,2439,0,0
0,1835008,1021571072,751,1278,0,0
0,1835008,1021571072,876,1730,0,450
0,1835008,1021571072,982,2438,0,18
0,1835008,1021571072,810,1463,0,0
0,1835008,1021571072,1456,6342,0,0
0,1835008,1021571072,714,1196,0,0
0,1835008,1021571072,767,1298,0,0
0,1835008,1021571072,1203,3509,0,16
0,1835008,1021571072,705,1206,0,0
0,1835008,1021571072,1037,2579,0,0
0,1835008,1021571072,753,1260,0,0
0,1835008,1021571072,938,1861,0,326
0,1835008,1021571072,1144,2576,0,0
0,1835008,1021571072,1021,2315,0,22
0,1835008,1021571072,986,2524,0,0
0,1835008,1021571072,733,1225,0,0
0,1835008,1021571072,810,1420,0,24
0,1835008,1021571072,1863,36491,0,0
0,1835008,1021571072,1076,2411,0,0
0,1835008,1021571072,1001,2522,0,0
0,1835008,1021571072,721,1239,0,0
0,1835008,1021571072,774,1343,0,32
0,1835008,1021571072,2774,9576,2,2424
0,1835008,1021571072,744,1225,0,0
0,1835008,1021571072,1161,3440,0,0
0,1835008,1021571072,835,1484,0,0
0,1835008,1021571072,751,1304,0,0
0,1835008,1021571072,879,2513,0,16
0,1835008,1021571072,757,1292,0,0
0,1835008,1021571072,956,2455,0,0
0,1835008,1021571072,816,2012,0,0
0,1835008,1021571072,855,1355,0,0
0,1835008,1021571072,1053,2604,0,18
0,1835008,1021571072,754,1399,0,0
0,1835008,1021571072,950,2559,0,0
0,1835008,1021571072,705,1205,0,0
0,1835008,1021571072,854,1447,0,0
0,1835008,1021571072,1009,2707,0,24
0,1835008,1021571072,818,1412,0,416
0,1835008,1021571072,1082,2956,0,0
0,1835008,1021571072,806,1349,0,0
0,1835008,1021571072,915,2171,0,0
0,1835008,1021571072,930,2500,0,12
0,1835008,1021571072,770,1347,0,0
0,1835008,1021571072,922,2542,0,0
0,1835008,1021571072,738,1232,0,0
0,1835008,1021571072,792,1377,0,0
0,1835008,1021571072,905,2400,0,0
0,1835008,1021571072,719,1219,0,0
0,1835008,1021571072,1363,3852,0,42
0,1835008,1021571072,685,1228,0,0
0,1835008,1021571072,782,1369,0,0
0,1835008,1021571072,1071,3336,0,0
0,1835008,1021571072,868,1819,0,410
0,1835008,1021571072,1004,2620,0,16
0,1835008,1021571072,753,1318,0,0
0,1835008,1021571072,741,1265,0,0
0,1835008,1021571072,925,2621,0,0
0,1835008,1021571072,756,1240,0,0
0,1835008,1021571072,2424,9267,0,54
0,1835008,1021571072,856,1707,0,0
0,1835008,1021571072,852,1545,0,62
0,1835008,1021571072,1880,36129,0,0
0,1835008,1021571072,775,1273,0,0
0,1835008,1021571072,1295,5839,0,0
0,1835008,1021571072,788,1351,0,0
0,1835008,1021571072,787,1370,0,46
0,1835008,1021571072,845,2421,0,0
0,1835008,1021571072,777,1295,0,0
0,1835008,1021571072,953,2615,0,42
0,1835008,1021571072,765,1272,0,0
0,1835008,1021571072,753,1312,0,0
0,1835008,1021571072,819,2379,0,0
0,1835008,1021571072,777,1411,0,0
0,1835008,1021571072,5155,29586,0,2790
0,1835008,1021571072,7061,7215,0,164
0,1835008,1021571072,2118,2545,0,102
0,1835008,1021571072,997,2330,0,0
0,1835008,1021571072,3086,4450,0,146
0,1835008,1021571072,888,2560,0,2
0,1835008,1021571072,795,1356,0,0
0,1835008,1021571072,697,1226,0,0
0,1835008,1021571072,796,1395,0,0
0,1835008,1021571072,911,2441,0,32
0,1835008,1021571072,805,1316,0,0
0,1835008,1021571072,903,2469,0,0
0,1835008,1021571072,1025,2328,0,0
0,1835008,1021571072,771,1282,0,0
0,1835008,1021571072,894,2599,0,36
0,1835008,1021571072,2388,4520,0,60
0,1835008,1021571072,1174,2553,0,0
0,1835008,1021571072,821,1382,0,0
0,1835008,1021571072,778,1289,0,82
0,1835008,1021571072,1060,2940,0,0
0,1835008,1021571072,1387,2920,0,754
0,1835008,1021571072,954,2541,0,0
0,1835008,1021571072,736,1475,0,0
0,1835008,1021571072,991,2230,0,0
0,1835008,1021571072,1074,2703,0,26
0,1835008,1021571072,722,1203,0,0
0,1835008,1021571072,1080,2602,0,0
0,1835008,1021571072,783,1314,0,0
0,1835008,1021571072,728,1258,0,0
0,1835008,1021571072,949,2473,0,28
0,1835008,1021571072,750,1288,0,24
0,1835008,1021571072,952,2563,0,0
0,1835008,1021571072,771,1343,0,0
0,1835008,1021571072,1263,4112,0,0
0,1835008,1021571072,1309,33166,0,18
0,1835008,1021571072,1061,2998,0,0
0,1835008,1021571072,1101,2602,0,0
0,1835008,1021571072,796,1337,0,0
0,1835008,1021571072,735,1275,0,0
0,1835008,1021571072,946,2501,0,0
0,1835008,1021571072,823,2079,0,20
0,1835008,1021571072,1009,2510,0,0
0,1835008,1021571072,721,1332,0,0
0,1835008,1021571072,759,1328,0,0
0,1835008,1021571072,1002,2567,0,0
0,1835008,1021571072,922,2175,0,20
0,1835008,1021571072,972,2464,0,0
0,1835008,1021571072,790,1302,0,0
0,1835008,1021571072,774,1398,0,0
0,1835008,1021571072,973,2646,0,32
0,1835008,1021571072,1072,3737,0,0
0,1835008,1021571072,2033,7388,0,1646
0,1835008,1021571072,756,1253,0,0
0,1835008,1021571072,824,1388,0,66
0,1835008,1021571072,951,2474,0,0
0,1835008,1021571072,779,2199,0,0
0,1835008,1021571072,1075,2602,0,0
0,1835008,1021571072,731,1310,0,0
0,1835008,1021571072,722,1248,0,28
0,1835008,1021571072,915,2574,0,0
0,1835008,1021571072,675,1168,0,0
0,1835008,1021571072,983,2578,0,0
0,1835008,1021571072,828,1317,0,0
0,1835008,1021571072,764,1343,0,0
0,1835008,1021571072,931,2642,0,0
0,1835008,1021571072,765,1280,0,28
0,1835008,1021571072,997,3208,0,0
0,1835008,1021571072,827,1381,0,0
0,1835008,1021571072,766,1262,0,0
0,1835008,1021571072,932,2527,0,0
0,1835008,1021571072,816,1901,0,8
0,1835008,1021571072,961,2599,0,0
0,1835008,1021571072,1073,2318,0,608
0,1835008,1021571072,774,1341,0,0
0,1835008,1021571072,1162,3500,0,0
0,1835008,1021571072,753,1412,0,0
0,1835008,1021571072,919,2401,0,20
0,1835008,1021571072,950,2235,0,0
0,1835008,1021571072,733,1255,0,0
0,1835008,1021571072,2031,36403,0,0
0,1835008,1021571072,799,1357,0,34
0,1835008,1021571072,943,2411,0,0
0,1835008,1021571072,783,1349,0,0
0,1835008,1021571072,2273,6870,0,2042
0,1835008,1021571072,996,2499,0,0
0,1835008,1021571072,831,1256,0,0
0,1835008,1021571072,1046,2858,0,20
0,1835008,1021571072,779,1392,0,12
0,1835008,1021571072,832,2045,0,0
0,1835008,1021571072,1092,2730,0,0
0,1835008,1021571072,1572,2743,0,0
0,1835008,1021571072,1817,4037,0,0
0,1835008,1021571072,1682,2943,0,22
0,1835008,1021571072,1525,2724,0,0
0,1835008,1021571072,1830,4094,0,0
0,1835008,1021571072,1653,2886,0,0
0,1835008,1021571072,1729,4014,0,0
0,1835008,1021571072,1660,3015,0,16
0,1835008,1021571072,1769,3748,0,0
0,1835008,1021571072,2058,5633,0,532
0,1835008,1021571072,1650,2860,0,0
0,1835008,1021571072,1907,4483,0,0
0,1835008,1021571072,1592,2854,0,32
0,1835008,1021571072,1639,2893,0,0
0,1835008,1021571072,1718,4034,0,0
0,1835008,1021571072,1601,2984,0,0
0,1835008,1021571072,1823,4196,0,0
0,1835008,1021571072,1680,3061,0,88
0,1835008,1021571072,1502,2750,0,0
0,1835008,1021571072,1528,3477,0,0
0,1835008,1021571072,1281,4518,0,0
0,1835008,1021571072,835,2539,0,0
0,1835008,1021571072,806,1332,0,8
0,1835008,1021571072,732,1271,0,0
0,1835008,1021571072,758,1806,0,0
0,1835008,1021571072,1110,2450,0,578
0,1835008,1021571072,1018,2698,0,0
0,1835008,1021571072,790,1318,0,0
0,1835008,1021571072,760,1306,0,10
0,1835008,1021571072,769,1345,0,0
0,1835008,1021571072,789,2470,0,0
0,1835008,1021571072,852,2048,0,0
0,1835008,1021571072,1200,2728,0,0
0,1835008,1021571072,855,1547,0,32
0,1835008,1021571072,2246,35014,0,0
0,1835008,1021571072,926,2445,0,0
0,1835008,1021571072,667,1173,0,0
0,1835008,1021571072,911,2324,0,0
0,1835008,1021571072,924,1816,0,202
0,1835008,1021571072,643,1129,0,0
0,1835008,1021571072,2729,8835,0,2100
0,1835008,1021571072,786,1523,0,0
0,1835008,1021571072,1205,3472,0,108
0,1835008,1021571072,761,1234,0,0
0,1835008,1021571072,822,1481,0,20
0,1835008,1021571072,972,2624,0,0
0,1835008,1021571072,709,1217,0,0
0,1835008,1021571072,977,2513,0,0
0,1835008,1021571072,708,1193,0,0
0,1835008,1021571072,727,1357,0,34
0,1835008,1021571072,4817,415212,20,50
0,1835008,1021571072,4846,399070,42,8
0,1835008,1021571072,1183,3193,0,0
0,1835008,1021571072,630,1073,0,0
0,1835008,1021571072,997,7662,0,0
0,1835008,1021571072,1178,2667,0,44
0,1835008,1021571072,827,1512,0,0
0,1835008,1021571072,1017,3090,0,0
0,1835008,1021571072,1355,5242,0,2
0,1835008,1021571072,1050,8299,0,0
0,1835008,1021571072,1411,4763,0,24
0,1835008,1021571072,1001,4373,0,706
0,1835008,1021571072,1571,4144,0,0
0,1835008,1021571072,1070,2304,0,0
0,1835008,1021571072,1172,2359,0,0
0,1835008,1021571072,1128,3539,0,0
0,1835008,1021571072,783,1478,0,42
0,1835008,1021571072,991,2356,0,0
0,1835008,1021571072,686,1175,0,0
0,1835008,1021571072,1094,2738,0,0
0,1835008,1021571072,1040,2831,0,0
0,1835008,1021571072,947,1873,0,0
0,1835008,1021571072,1261,3419,0,432
0,1835008,1021571072,689,1138,0,0
0,1835008,1021571072,688,1183,0,0
0,1835008,1021571072,871,2270,0,0
0,1835008,1021571072,1168,2892,0,0
0,1835008,1021571072,1146,3015,0,28
0,1835008,1021571072,1105,2225,0,0
0,1835008,1021571072,2230,35057,0,0
0,1835008,1021571072,1508,5663,0,0
0,1835008,1021571072,845,1444,0,0
0,1835008,1021571072,1142,3062,0,34
0,1835008,1021571072,2427,6947,0,2586
0,1835008,1021571072,649,1021,0,0
0,1835008,1021571072,931,2259,0,0
0,1835008,1021571072,996,2205,0,0
0,1835008,1021571072,1298,3992,0,0
0,1835008,1021571072,965,1610,0,0
0,1835008,1021571072,811,1469,0,16
0,1835008,1021571072,862,2235,0,0
0,1835008,1021571072,630,1063,0,0
0,1835008,1021571072,1484,4854,0,0
0,1835008,1021571072,1481,3088,0,0
0,1835008,1021571072,982,1933,0,0
0,1835008,1021571072,1306,2777,0,20
0,1835008,1021571072,828,1381,0,0
0,1835008,1021571072,1001,2641,0,0
0,1835008,1021571072,853,2096,0,0
0,1835008,1021571072,792,1172,0,0
0,1835008,1021571072,895,2397,0,30
0,1835008,1021571072,1143,5153,0,0
0,1835008,1021571072,969,2499,0,0
0,1835008,1021571072,783,1249,0,30
0,1835008,1021571072,825,1291,0,0
0,1835008,1021571072,1440,3173,0,0
0,1835008,1021571072,1313,5207,0,0
0,1835008,1021571072,1057,2535,0,0
0,1835008,1021571072,958,1551,0,40
0,1835008,1021571072,1205,3540,0,712
0,1835008,1021571072,1631,4234,0,0
0,1835008,1021571072,1110,2624,0,0
0,1835008,1021571072,1433,3606,0,0
0,1835008,1021571072,1184,2681,0,18
0,1835008,1021571072,939,1948,0,0
0,1835008,1021571072,1534,23931,0,0
0,1835008,1021571072,2391,7018,6,26
0,1835008,1021571072,2990,7246,0,0
0,1835008,1021571072,2265,4557,0,0
0,1835008,1021571072,2613,5164,0,0
0,1835008,1021571072,2551,6284,0,0
0,1835008,1021571072,1962,4360,0,24
0,1835008,1021571072,1509,4054,0,40
0,1835008,1021571072,575,980,0,0
0,1835008,1021571072,1547,34162,0,0
0,1835008,1021571072,2164,7830,0,1952
0,1835008,1021571072,618,910,0,0
0,1835008,1021571072,810,2309,0,0
0,1835008,1021571072,668,1060,0,42
0,1835008,1021571072,1705,3944,0,0
0,1835008,1021571072,938,1780,0,0
0,1835008,1021571072,993,2616,0,0
0,1835008,1021571072,1652,4225,0,0
0,1835008,1021571072,1302,2429,0,20
0,1835008,1021571072,643,1053,0,0
0,1835008,1021571072,567,912,0,0
0,1835008,1021571072,743,2093,0,0
0,1835008,1021571072,1670,3577,0,0
0,1835008,1021571072,784,1748,0,16
0,1835008,1021571072,1548,2990,0,0
0,1835008,1021571072,1130,4191,0,610
0,1835008,1021571072,1936,4671,0,0
0,1835008,1021571072,945,2137,0,0
0,1835008,1021571072,863,2223,0,40
0,1835008,1021571072,1318,2472,0,0
0,1835008,1021571072,1624,3234,0,0
0,1835008,1021571072,1011,2655,0,0
0,1835008,1021571072,794,1404,0,0
0,1835008,1021571072,1951,4662,0,0
0,1835008,1021571072,1145,1979,0,22
0,1835008,1021571072,1277,2250,0,0
0,1835008,1021571072,962,3000,0,0
0,1835008,1021571072,655,1061,0,0
0,1835008,1021571072,1077,3181,0,0
0,1835008,1021571072,1266,2421,0,44
0,1835008,1021571072,1942,3587,0,0
0,1835008,1021571072,2099,6274,0,24
0,1835008,1021571072,1169,1214,0,0
0,1835008,1021571072,1575,3253,0,0
0,1835008,1021571072,904,1381,0,0
0,1835008,1021571072,916,4456,0,0
0,1835008,1021571072,2238,26257,0,526
0,1835008,1021571072,2899,6609,4,52
0,1835008,1021571072,2786,6872,0,0
0,1835008,1021571072,2652,5650,0,0
0,1835008,1021571072,2449,4876,0,0
0,1835008,1021571072,2476,6264,0,0
0,1835008,1021571072,2186,4434,0,30
0,1835008,1021571072,1490,3626,0,0
0,1835008,1021571072,1374,2664,0,0
0,1835008,1021571072,2199,35068,0,124
0,1835008,1021571072,813,2216,0,0
0,1835008,1021571072,610,1043,0,0
0,1835008,1021571072,1759,4108,0,0
0,1835008,1021571072,973,1797,0,0
0,1835008,1021571072,891,2540,0,0
0,1835008,1021571072,2433,8870,0,1920
0,1835008,1021571072,961,1906,0,0
0,1835008,1021571072,2573,6153,0,0
0,1835008,1021571072,1356,2440,0,0
0,1835008,1021571072,2192,4339,0,0
0,1835008,1021571072,1199,3185,0,28
0,1835008,1021571072,679,1127,0,0
0,1835008,1021571072,732,2261,0,0
0,1835008,1021571072,947,2348,0,0
0,1835008,1021571072,713,1083,0,0
0,1835008,1021571072,993,3161,0,38
0,1835008,1021571072,706,1082,0,0
0,1835008,1021571072,851,2319,0,0
0,1835008,1021571072,1474,3118,0,0
0,1835008,1021571072,1515,3502,0,0
0,1835008,1021571072,1199,3207,0,0
0,1835008,1021571072,2668,5448,0,20
0,1835008,1021571072,2646,7089,0,18
0,1835008,1021571072,1382,9651,0,12
0,1835008,1021571072,1956,6121,0,62
0,1835008,1021571072,1032,2736,0,0
0,1835008,1021571072,1122,2565,0,0
0,1835008,1021571072,1367,3649,0,0
0,1835008,1021571072,1149,2181,0,0
0,1835008,1021571072,1151,4026,0,46
0,1835008,1021571072,1076,3305,0,0
0,1835008,1021571072,1514,3594,0,770
0,1835008,1021571072,1023,2877,0,64
0,1835008,1021571072,773,1271,0,0
0,1835008,1021571072,824,1431,0,20
0,1835008,1021571072,936,2553,0,0
0,1835008,1021571072,756,1301,0,0
0,1835008,1021571072,1134,3449,0,0
0,1835008,1021571072,747,1227,0,0
0,1835008,1021571072,1029,1938,0,40
0,1835008,1021571072,975,2494,0,0
0,1835008,1021571072,816,1543,0,0
0,1835008,1021571072,918,2393,0,0
0,1835008,1021571072,713,1278,0,0
0,1835008,1021571072,2040,34426,0,46
0,1835008,1021571072,985,2583,0,0
0,1835008,1021571072,721,1288,0,0
0,1835008,1021571072,1033,2689,0,10
0,1835008,1021571072,993,2251,0,0
0,1835008,1021571072,753,1289,0,28
0,1835008,1021571072,1047,2743,0,0
0,1835008,1021571072,781,1277,0,0
0,1835008,1021571072,2627,9105,2,2622
0,1835008,1021571072,815,1430,0,32
0,1835008,1021571072,1018,1752,0,66
0,1835008,1021571072,1229,3937,0,0
0,1835008,1021571072,848,1590,0,0
0,1835008,1021571072,985,2611,0,0
0,1835008,1021571072,808,2010,0,0
0,1835008,1021571072,852,1383,0,0
0,1835008,1021571072,884,2423,0,30
0,1835008,1021571072,763,1299,0,0
0,1835008,1021571072,1035,2682,0,0
0,1835008,1021571072,760,1254,0,0
0,1835008,1021571072,734,1203,0,0
0,1835008,1021571072,860,2467,0,0
0,1835008,1021571072,749,1361,0,28
0,1835008,1021571072,897,2544,0,0
0,1835008,1021571072,744,1263,0,0
0,1835008,1021571072,843,2086,0,0
0,1835008,1021571072,878,1774,0,0
0,1835008,1021571072,998,2138,0,20
0,1835008,1021571072,1093,3218,0,610
0,1835008,1021571072,720,1199,0,0
0,1835008,1021571072,802,1263,0,0
0,1835008,1021571072,784,1268,0,0
0,1835008,1021571072,993,2629,0,0
0,1835008,1021571072,858,2561,0,42
0,1835008,1021571072,697,1214,0,0
0,1835008,1021571072,782,1414,0,0
0,1835008,1021571072,919,2134,0,0
0,1835008,1021571072,1052,2691,0,0
0,1835008,1021571072,947,3264,0,24
0,1835008,1021571072,900,1454,0,0
0,1835008,1021571072,735,1266,0,32
0,1835008,1021571072,678,1168,0,0
0,1835008,1021571072,1063,2778,0,0
0,1835008,1021571072,821,1609,0,28
0,1835008,1021571072,1118,2739,0,506
0,1835008,1021571072,2449,37011,0,0
0,1835008,1021571072,799,1794,0,0
0,1835008,1021571072,1159,3449,0,0
0,1835008,1021571072,793,1360,0,42
0,1835008,1021571072,850,2410,0,0
0,1835008,1021571072,956,2036,0,0
0,1835008,1021571072,803,1361,0,0
