"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/page_swap_vm_time_udp_disk_aio_socket_mem_tcp_load_zones.csv --page --swap --vm --time --udp --disk --aio --socket --mem --tcp --load --zones 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"paging",,"swap",,"virtual memory",,,,"system","udp",,"dsk/total",,"async","sockets",,,,,"memory usage",,,,"tcp sockets",,,,,"load avg",,,"zones memory",,,
0,0,1835008,1021571072,0,459,241,362,Mar-22 21:33:31,17,6,0,0,0,1072,18,19,0,0,3571531776,1772658688,10542288896,12404981760,7,11,0,7,2,0.610,2.360,3.700,307027,3141,122423,22176
0,0,1835008,1021571072,0,86,93,108,Mar-22 21:33:32,17,6,0,0,0,1072,18,19,0,0,3572215808,1772224512,10542039040,12404555776,7,11,0,7,2,0.610,2.360,3.700,307027,3141,122317,22176
0,0,1835008,1021571072,0,1324,1528,1490,Mar-22 21:33:33,17,6,0,0,0,1072,18,19,0,0,3571687424,1772224512,10542567424,12404563968,7,11,0,7,2,0.610,2.360,3.700,307027,3141,122317,22176
0,0,1835008,1021571072,0,320,237,352,Mar-22 21:33:34,17,6,0,557056,0,1072,18,19,0,0,3572166656,1771995136,10542317568,12404334592,7,11,0,8,2,0.560,2.320,3.680,307027,3141,122261,22176
0,0,1835008,1021571072,0,1283,1644,1664,Mar-22 21:33:35,17,6,0,0,0,1072,18,19,0,0,3571322880,1772847104,10542309376,12405149696,7,11,0,8,2,0.560,2.320,3.680,307027,3141,122530,22176
0,0,1835008,1021571072,0,217,396,2541,Mar-22 21:33:36,17,6,0,0,0,1072,18,19,0,0,3561918464,1781886976,10542673920,12482080768,7,11,0,8,2,0.560,2.320,3.680,308662,3141,123041,22176
0,0,1835008,1021571072,0,136,269,235,Mar-22 21:33:37,17,6,0,0,0,1072,18,19,0,0,3562762240,1781440512,10542276608,12481675264,7,11,0,8,2,0.560,2.320,3.680,308662,3141,122932,22176
0,0,1835008,1021571072,0,1575,1364,1526,Mar-22 21:33:38,17,6,0,0,0,1072,18,19,0,0,3563143168,1781059584,10542276608,12481282048,7,11,0,8,2,0.560,2.320,3.680,308662,3141,122839,22176
0,0,1835008,1021571072,0,14,266,129,Mar-22 21:33:39,17,6,0,221184,0,1072,18,19,0,0,3562807296,1780871168,10542800896,12481093632,7,11,0,7,2,0.520,2.280,3.660,308662,3141,122793,22176
0,0,1835008,1021571072,0,1358,1638,1786,Mar-22 21:33:40,17,6,0,0,0,1072,18,19,0,0,3561930752,1782280192,10542268416,12482510848,7,11,0,7,2,0.520,2.280,3.660,308662,3141,123137,22176
0,0,1835008,1021571072,0,14,103,157,Mar-22 21:33:41,17,6,0,0,0,1072,18,19,0,0,3562426368,1782046720,10542006272,12481994752,7,11,0,7,2,0.520,2.280,3.660,308662,3141,123080,22176
0,0,1835008,1021571072,0,303,261,122,Mar-22 21:33:42,17,6,0,0,0,1072,18,19,0,0,3561893888,1782046720,10542538752,12482064384,7,11,0,7,2,0.520,2.280,3.660,308662,3141,123080,22176
0,0,1835008,1021571072,0,1600,1513,1653,Mar-22 21:33:43,17,6,0,0,0,1072,18,19,0,0,3561709568,1782497280,10542272512,12482514944,7,11,0,7,2,0.520,2.280,3.660,308662,3141,123190,22176
0,0,1835008,1021571072,0,47743,69940,39968,Mar-22 21:33:44,17,6,0,0,0,1072,18,19,0,0,3675492352,1662537728,10548449280,12509237248,7,11,0,8,2,0.470,2.240,3.640,278674,3141,123891,22176
0,0,1835008,1021571072,0,1314,3537,3668,Mar-22 21:33:45,17,6,8192,14286848,0,1070,16,19,0,0,3677495296,1660563456,10548420608,12506787840,7,9,0,9,2,0.470,2.240,3.640,278674,3141,123409,22176
0,0,1835008,1021571072,0,286,411,519,Mar-22 21:33:46,17,6,0,2408448,0,1070,16,19,0,0,3678289920,1660284928,10547904512,12506509312,7,9,0,9,2,0.470,2.240,3.640,278674,3141,123341,22176
0,0,1835008,1021571072,0,21,217,93,Mar-22 21:33:47,17,6,0,0,0,1070,16,19,0,0,3678257152,1660309504,10547912704,12506525696,7,9,0,9,2,0.470,2.240,3.640,278674,3141,123347,22176
0,0,1835008,1021571072,0,1404,1673,1660,Mar-22 21:33:48,17,6,0,0,0,1070,16,19,0,0,3679244288,1659305984,10547929088,12505530368,7,9,0,9,2,0.470,2.240,3.640,278674,3141,123102,22176
0,0,1835008,1021571072,0,22,122,454,Mar-22 21:33:49,17,6,0,0,0,1070,16,19,0,0,3679223808,1659330560,10547924992,12505567232,7,9,0,9,2,0.440,2.200,3.620,278674,3141,123108,22176
0,0,1835008,1021571072,0,1560,1772,1632,Mar-22 21:33:50,17,6,0,0,0,1070,16,19,0,0,3678650368,1659621376,10548207616,12505858048,7,9,0,9,2,0.440,2.200,3.620,278674,3141,123179,22176
0,0,1835008,1021571072,0,1098,1495,35214,Mar-22 21:33:51,17,6,0,0,0,1070,16,19,0,0,3533955072,1803980800,10548543488,12636393472,7,9,0,8,2,0.440,2.200,3.620,278674,3141,158423,22176
0,0,1835008,1021571072,0,90,106,247,Mar-22 21:33:52,17,6,0,0,0,1070,16,19,0,0,3534696448,1803751424,10548031488,12636176384,7,9,0,8,2,0.440,2.200,3.620,278674,3141,158367,22176
0,0,1835008,1021571072,0,1303,1804,1730,Mar-22 21:33:53,17,6,0,286720,0,1070,16,19,0,0,3536457728,1801465856,10548555776,12633853952,7,9,0,8,2,0.440,2.200,3.620,278674,3141,157809,22176
0,0,1835008,1021571072,0,336,168,103,Mar-22 21:33:54,17,6,0,0,0,1070,16,19,0,0,3535900672,1802014720,10548563968,12634419200,7,9,0,8,2,0.400,2.170,3.600,278674,3141,157943,22176
0,0,1835008,1021571072,0,1402,1630,1759,Mar-22 21:33:55,17,6,0,0,0,1070,16,19,0,0,3537850368,1801109504,10547519488,12633571328,7,9,0,8,2,0.400,2.170,3.600,278674,3141,157722,22176
0,0,1835008,1021571072,0,747,744,597,Mar-22 21:33:56,17,6,0,0,0,1070,16,19,0,0,3537133568,1800630272,10548715520,12633223168,7,9,0,8,2,0.400,2.170,3.600,278674,3141,157605,22176
0,0,1835008,1021571072,0,385,938,809,Mar-22 21:33:57,17,6,0,270336,0,1070,16,19,0,0,3537403904,1800658944,10548416512,12633251840,7,9,0,9,2,0.400,2.170,3.600,278674,3141,157612,22176
0,0,1835008,1021571072,0,1683,1512,1861,Mar-22 21:33:58,17,6,0,0,0,1070,16,19,0,0,3537059840,1800671232,10548748288,12633686016,7,9,0,9,2,0.400,2.170,3.600,278674,3141,157615,22176
0,0,1835008,1021571072,0,290,659,502,Mar-22 21:33:59,17,6,0,0,0,1070,16,19,0,0,3538452480,1799467008,10548559872,12635234304,7,9,0,9,2,0.370,2.130,3.580,278674,3141,157321,22176
0,0,1835008,1021571072,0,1405,1593,1457,Mar-22 21:34:00,17,6,0,0,0,1070,16,19,0,0,3538919424,1798713344,10548846592,12634480640,7,9,0,9,2,0.370,2.130,3.580,278674,3141,157137,22176
0,0,1835008,1021571072,0,1535,1363,1332,Mar-22 21:34:01,17,6,0,0,0,1070,16,19,0,0,3539386368,1798238208,10548854784,12634013696,7,9,0,8,2,0.370,2.130,3.580,278674,3141,157021,22176
0,0,1835008,1021571072,0,285,377,500,Mar-22 21:34:02,17,6,0,0,0,1070,16,19,0,0,3538567168,1799811072,10548101120,12635586560,7,9,0,8,2,0.370,2.130,3.580,278674,3141,157405,22176
0,0,1835008,1021571072,0,1312,1549,1418,Mar-22 21:34:03,17,6,0,286720,0,1070,16,19,0,0,3539021824,1798832128,10548625408,12634615808,7,9,0,8,2,0.370,2.130,3.580,278674,3141,157166,22176
0,0,1835008,1021571072,0,90,359,377,Mar-22 21:34:04,17,6,0,0,0,1070,16,19,0,0,3540307968,1797287936,10548883456,12633100288,7,9,0,8,2,0.340,2.090,3.560,278674,3141,156789,22176
0,0,1835008,1021571072,0,1281,1370,24653,Mar-22 21:34:05,17,6,0,0,0,1070,16,19,0,0,3537301504,1800777728,10548400128,12636622848,7,9,0,8,2,0.340,2.090,3.560,278674,3141,157641,22176
0,0,1835008,1021571072,0,446,1083,2011,Mar-22 21:34:06,17,6,0,5242880,0,1070,16,19,0,0,3537977344,1799467008,10549035008,12632829952,7,9,0,8,2,0.340,2.090,3.560,278674,3141,157321,22176
0,0,1835008,1021571072,0,18,392,938,Mar-22 21:34:07,17,6,0,0,0,1070,16,19,0,0,3538419712,1799282688,10548776960,12631957504,7,9,0,8,2,0.340,2.090,3.560,278674,3141,157276,22176
