"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/socket_udp_zones_tcp_unix.csv --socket --udp --zones --tcp --unix 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"sockets",,,,,"udp",,"zones memory",,,,"tcp sockets",,,,,"unix sockets",,,
"tot","tcp","udp","raw","frg","lis","act","d32F","d32H","normF","normH","lis","act","syn","tim","clo","dgm","str","lis","act"
1074,20,19,0,0,17,6,307234,3141,126140,22176,7,15,0,6,0,56,868,54,814
1074,20,19,0,0,17,6,307234,3141,126219,22176,7,15,0,6,0,56,868,54,814
1074,20,19,0,0,17,6,307234,3141,126096,22176,7,15,0,6,0,56,868,54,814
1074,20,19,0,0,17,6,307234,3141,126096,22176,7,15,0,6,0,56,868,54,814
1074,20,19,0,0,17,6,307234,3141,125910,22176,7,15,0,6,0,56,868,54,814
1074,20,19,0,0,17,6,304399,3141,124484,22176,7,15,0,6,0,56,868,54,814
1074,20,19,0,0,17,6,304399,3141,124106,22176,7,15,0,6,0,56,868,54,814
1074,20,19,0,0,17,6,304399,3141,124044,22176,7,15,0,6,0,56,868,54,814
1074,20,19,0,0,17,6,304399,3141,123271,22176,7,15,0,6,0,56,868,54,814
1074,20,19,0,0,17,6,304399,3141,123305,22176,7,15,0,6,0,56,868,54,814
1074,20,19,0,0,17,6,304399,3141,123196,22176,7,15,0,7,0,56,868,54,814
1074,20,19,0,0,17,6,304399,3141,123136,22176,7,15,0,7,0,56,868,54,814
1077,21,19,0,0,17,6,304399,3141,123136,22176,7,15,1,7,0,56,870,54,816
1074,20,19,0,0,17,6,304399,3141,123404,22176,7,15,0,8,0,56,868,54,814
1074,20,19,0,0,17,6,304399,3141,123528,22176,7,15,0,8,0,56,868,54,814
1074,20,19,0,0,17,6,304399,3141,123408,22176,7,15,0,7,0,56,868,54,814
1074,20,19,0,0,17,6,304399,3141,123348,22176,7,15,0,7,0,56,868,54,814
1073,19,19,0,0,17,6,304399,3141,123238,22176,7,13,0,7,1,56,868,54,814
1073,19,19,0,0,17,6,304399,3141,123328,22176,7,13,0,7,1,56,868,54,814
1073,19,19,0,0,17,6,304399,3141,123453,22176,7,13,0,7,1,56,868,54,814
1073,19,19,0,0,17,6,304399,3141,123397,22176,7,13,0,7,1,56,868,54,814
1073,19,19,0,0,17,6,304399,3141,123310,22176,7,13,0,7,1,56,868,54,814
1073,19,19,0,0,17,6,304399,3141,123307,22176,7,13,0,8,1,56,868,54,814
1073,19,19,0,0,17,6,304399,3141,122807,22176,7,13,0,8,1,56,868,54,814
1073,19,19,0,0,17,6,304399,3141,122582,22176,7,13,0,8,1,56,868,54,814
1073,19,19,0,0,17,6,304399,3141,122599,22176,7,13,0,8,1,56,868,54,814
1073,19,19,0,0,17,6,305632,3141,122599,22176,7,13,0,8,1,56,868,54,814
1073,19,19,0,0,17,6,305632,3141,122909,22176,7,13,0,7,1,56,868,54,814
1073,19,19,0,0,17,6,306763,3141,122788,22176,7,13,0,7,1,56,868,54,814
1072,18,19,0,0,17,6,307027,3141,122511,22176,7,11,0,7,2,56,868,54,814
1072,18,19,0,0,17,6,307027,3141,122423,22176,7,11,0,7,2,56,868,54,814
1072,18,19,0,0,17,6,307027,3141,122317,22176,7,11,0,7,2,56,868,54,814
1072,18,19,0,0,17,6,307027,3141,122317,22176,7,11,0,7,2,56,868,54,814
1072,18,19,0,0,17,6,307027,3141,122261,22176,7,11,0,8,2,56,868,54,814
1072,18,19,0,0,17,6,307027,3141,122469,22176,7,11,0,8,2,56,868,54,814
1072,18,19,0,0,17,6,308662,3141,123041,22176,7,11,0,8,2,56,868,54,814
1072,18,19,0,0,17,6,308662,3141,122802,22176,7,11,0,8,2,56,868,54,814
1072,18,19,0,0,17,6,308662,3141,122773,22176,7,11,0,8,2,56,868,54,814
1072,18,19,0,0,17,6,308662,3141,122723,22176,7,11,0,7,2,56,868,54,814
1072,18,19,0,0,17,6,308662,3141,123137,22176,7,11,0,7,2,56,868,54,814
1072,18,19,0,0,17,6,308662,3141,123080,22176,7,11,0,7,2,56,868,54,814
1072,18,19,0,0,17,6,308662,3141,123080,22176,7,11,0,7,2,56,868,54,814
1072,18,19,0,0,17,6,308662,3141,123190,22176,7,11,0,7,2,56,868,54,814
1072,18,19,0,0,17,6,278674,3141,124017,22176,7,11,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,123343,22176,7,9,0,9,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,123341,22176,7,9,0,9,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,123347,22176,7,9,0,9,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,123354,22176,7,9,0,9,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,123108,22176,7,9,0,9,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,123179,22176,7,9,0,9,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,158483,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,158367,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,158121,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157943,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157908,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157725,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157990,22176,7,9,0,9,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157615,22176,7,9,0,9,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157321,22176,7,9,0,9,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157137,22176,7,9,0,9,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157021,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157352,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157166,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,156789,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157764,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157321,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157528,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,157283,22176,7,9,0,9,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,156968,22176,7,9,0,9,2,56,868,54,814
1070,16,19,0,0,17,6,278674,3141,156968,22176,7,9,0,9,2,56,868,54,814
1070,16,19,0,0,17,6,280258,3141,157880,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,280258,3141,158162,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,280258,3141,158025,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,280258,3141,157967,22176,7,9,0,8,2,56,868,54,814
1073,16,22,0,0,20,6,280258,3141,158044,22176,7,9,0,7,2,56,868,54,814
1073,16,22,0,0,20,6,280258,3141,157627,22176,7,9,0,7,2,56,868,54,814
1073,16,22,0,0,20,6,280258,3141,158137,22176,7,9,0,7,2,56,868,54,814
1073,16,22,0,0,20,6,280258,3141,158077,22176,7,9,0,7,2,56,868,54,814
1073,16,22,0,0,20,6,280258,3141,158092,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,280258,3141,157968,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,280258,3141,157858,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,280258,3141,158255,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,280258,3141,158239,22176,7,9,0,8,2,56,868,54,814
1070,16,19,0,0,17,6,280258,3141,158187,22176,7,9,0,7,2,56,868,54,814
1071,17,19,0,0,17,6,280258,3141,158141,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,280258,3141,158021,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,280258,3141,158412,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,280258,3141,154831,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,162199,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,162013,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,161578,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,161140,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,161090,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,161103,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,161114,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,165088,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,164633,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,164639,22176,7,11,0,7,1,56,868,54,814
1075,19,19,0,0,17,6,290026,3141,164586,22176,7,13,0,7,1,56,870,54,816
1071,17,19,0,0,17,6,290026,3141,164781,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,164406,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,164435,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,164432,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,290026,3141,209607,22176,7,11,0,8,1,56,868,54,814
1073,19,19,0,0,17,6,290026,3141,209743,22176,7,13,0,8,1,56,868,54,814
1073,19,19,0,0,17,6,290026,3141,209372,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,290026,3141,209375,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,290026,3141,209252,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,290026,3141,209536,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,290026,3141,209539,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,290026,3141,209134,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,290026,3141,209067,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,290026,3141,209149,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,290026,3141,209432,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,290026,3141,209303,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,218063,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,217819,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,217712,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,218063,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,218133,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,217895,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,217719,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,217659,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,217673,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,217492,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,216997,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,216947,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,216704,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,216469,22176,7,13,0,5,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,216354,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,216115,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,216058,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,216124,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,165286,22176,7,13,0,6,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,164914,22176,7,13,0,7,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,165876,22176,7,13,0,7,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,165820,22176,7,13,0,7,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,165459,22176,7,13,0,7,1,56,868,54,814
1073,19,19,0,0,17,6,309034,3141,164918,22176,7,13,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,164918,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,163672,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,164704,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,164642,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,164338,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,164394,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,163833,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,163859,22176,7,11,0,9,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,209124,22176,7,11,0,9,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,209744,22176,7,11,0,9,1,56,868,54,814
1073,17,19,0,0,17,6,309034,3141,209554,22176,7,11,0,9,1,56,870,54,816
1071,17,19,0,0,17,6,309034,3141,209448,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,209325,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,209275,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,209691,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,209093,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,209240,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,209565,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,209451,22176,7,11,0,9,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,209344,22176,7,11,0,9,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,209339,22176,7,11,0,9,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,209279,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,209429,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,219010,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,218723,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,218609,22176,7,11,0,8,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,218824,22176,7,11,0,9,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,218770,22176,7,11,0,9,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,218590,22176,7,11,0,9,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,219250,22176,7,11,0,10,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,219162,22176,7,11,0,10,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,219380,22176,7,11,0,10,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,219405,22176,7,11,0,10,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,219285,22176,7,11,0,10,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,219620,22176,7,11,0,9,1,56,868,54,814
1071,17,19,0,0,17,6,309034,3141,219307,22176,7,11,0,9,1,56,868,54,814
1089,17,19,0,0,17,8,309034,3141,211685,22176,7,11,0,9,1,56,884,54,830
1089,17,19,0,0,17,8,309034,3141,211557,22176,7,11,0,9,1,56,884,54,830
1089,17,19,0,0,17,8,309034,3141,211289,22176,7,11,0,9,1,56,884,54,830
1089,17,19,0,0,17,8,309034,3141,165090,22176,7,11,0,9,1,56,884,54,830
1089,17,19,0,0,17,8,309034,3141,164383,22176,7,11,0,9,1,56,884,54,830
1090,18,19,0,0,17,8,309034,3141,164138,22176,7,10,1,9,2,56,884,54,830
1089,17,19,0,0,17,8,309034,3141,164015,22176,7,11,0,10,1,56,884,54,830
1089,17,19,0,0,17,8,309034,3141,163896,22176,7,11,0,10,1,56,884,54,830
1089,17,19,0,0,17,8,309034,3141,163393,22176,7,11,0,10,1,56,884,54,830
1089,17,19,0,0,17,8,309034,3141,163393,22176,7,11,0,10,1,56,884,54,830
1089,17,19,0,0,17,8,309034,3141,163081,22176,7,11,0,9,1,56,884,54,830
1089,17,19,0,0,17,8,309034,3141,182607,22176,7,11,0,9,1,56,884,54,830
1089,17,19,0,0,17,8,309034,3141,182364,22176,7,11,0,9,1,56,884,54,830
1089,17,19,0,0,17,8,309034,3141,182132,22176,7,11,0,9,1,56,884,54,830
1089,17,19,0,0,17,8,309034,3141,182143,22176,7,11,0,8,1,56,884,54,830
1090,17,19,0,0,17,9,309034,3141,174741,22176,7,11,0,8,1,56,884,54,830
1092,17,19,0,0,17,11,309034,3141,169493,22176,7,11,0,9,1,56,884,54,830
1092,17,19,0,0,17,11,309034,3141,167420,22176,7,11,0,9,1,56,884,54,830
1092,17,19,0,0,17,11,309034,3141,169266,22176,7,11,0,9,1,56,884,54,830
1095,17,22,0,0,20,11,309034,3141,170494,22176,7,11,0,9,1,56,884,54,830
1095,17,22,0,0,20,11,309034,3141,170378,22176,7,11,0,8,1,56,884,54,830
1095,17,22,0,0,20,11,309034,3141,169881,22176,7,11,0,8,1,56,884,54,830
1095,17,22,0,0,20,11,309034,3141,169576,22176,7,11,0,8,1,56,884,54,830
1098,17,25,0,0,20,14,309034,3141,169980,22176,7,11,0,8,1,56,884,54,830
1092,17,19,0,0,17,11,309034,3141,169852,22176,7,11,0,6,1,56,884,54,830
1092,17,19,0,0,17,11,309034,3141,169983,22176,7,11,0,6,1,56,884,54,830
1092,17,19,0,0,17,11,309034,3141,197597,22176,7,11,0,6,1,56,884,54,830
1092,17,19,0,0,17,11,309034,3141,197537,22176,7,11,0,7,1,56,884,54,830
1092,17,19,0,0,17,11,309034,3141,197868,22176,7,11,0,7,1,56,884,54,830
1092,17,19,0,0,17,11,309034,3141,197802,22176,7,11,0,7,1,56,884,54,830
1092,17,19,0,0,17,11,309034,3141,205069,22176,7,11,0,7,1,56,884,54,830
1092,17,19,0,0,17,11,309034,3141,206557,22176,7,11,0,7,1,56,884,54,830
1091,17,19,0,0,17,10,309034,3141,208482,22176,7,11,0,7,1,56,884,54,830
1091,17,19,0,0,17,10,309034,3141,208639,22176,7,11,0,6,1,56,884,54,830
1085,17,19,0,0,17,10,309034,3141,212567,22176,7,11,0,6,1,56,878,54,824
1075,17,19,0,0,17,10,310354,3141,219020,22176,7,11,0,6,1,56,868,54,814
1075,17,19,0,0,17,10,310354,3141,218603,22176,7,11,0,6,1,56,868,54,814
1075,17,19,0,0,17,10,310354,3141,219054,22176,7,11,0,6,1,56,868,54,814
1075,17,19,0,0,17,10,310354,3141,219327,22176,7,11,0,7,1,56,868,54,814
1075,17,19,0,0,17,10,310354,3141,219021,22176,7,11,0,7,1,56,868,54,814
1075,17,19,0,0,17,10,310354,3141,219168,22176,7,11,0,7,1,56,868,54,814
1078,17,19,0,0,17,10,310354,3141,219259,22176,7,12,0,7,1,56,870,54,816
1076,17,19,0,0,17,10,310354,3141,219133,22176,7,11,1,7,1,56,868,54,814
1076,17,19,0,0,17,10,310354,3141,219265,22176,7,11,1,6,1,56,868,54,814
1075,17,19,0,0,17,9,310354,3141,219050,22176,7,11,1,6,1,56,868,54,814
1074,17,19,0,0,17,8,310354,3141,219267,22176,7,11,1,6,1,56,868,54,814
1073,17,19,0,0,17,8,310354,3141,219044,22176,7,11,0,6,1,56,868,54,814
1073,17,19,0,0,17,8,310354,3141,218994,22176,7,11,0,6,1,56,868,54,814
1072,17,19,0,0,17,7,310354,3141,218999,22176,7,11,0,6,1,56,868,54,814
1072,17,19,0,0,17,7,310354,3141,169680,22176,7,11,0,7,1,56,868,54,814
1073,18,19,0,0,17,7,310354,3141,169308,22176,7,10,1,7,2,56,868,54,814
1072,17,19,0,0,17,7,310354,3141,169255,22176,7,11,0,7,1,56,868,54,814
1072,17,19,0,0,17,7,310354,3141,169195,22176,7,11,0,7,1,56,868,54,814
1072,17,19,0,0,17,7,310354,3141,169075,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,169075,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,165400,22176,7,11,0,6,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,165788,22176,7,11,0,6,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,165672,22176,7,11,0,6,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,176721,22176,7,11,0,6,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,178291,22176,7,11,0,6,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,178039,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,177674,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,177488,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,177690,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,177633,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,214977,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,214258,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,213998,22176,7,11,0,6,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,213809,22176,7,11,0,6,1,56,868,54,814
