"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --bytes --output dstat/data/csv/dool/socket.csv --time --socket 1 600",,,,"Date:","22 Mar 2023 21:22:03 -03"
"system","sockets",,,,
Mar-22 21:24:38,1072,19,19,0,0
Mar-22 21:24:39,1072,19,19,0,0
Mar-22 21:24:40,1072,19,19,0,0
Mar-22 21:24:41,1072,19,19,0,0
Mar-22 21:24:42,1072,19,19,0,0
Mar-22 21:24:43,1072,19,19,0,0
Mar-22 21:24:44,1072,19,19,0,0
Mar-22 21:24:45,1072,19,19,0,0
Mar-22 21:24:46,1072,19,19,0,0
Mar-22 21:24:47,1072,19,19,0,0
Mar-22 21:24:48,1072,19,19,0,0
Mar-22 21:24:49,1072,19,19,0,0
Mar-22 21:24:50,1072,19,19,0,0
Mar-22 21:24:51,1072,19,19,0,0
Mar-22 21:24:52,1072,19,19,0,0
Mar-22 21:24:53,1072,19,19,0,0
Mar-22 21:24:54,1072,19,19,0,0
Mar-22 21:24:55,1072,19,19,0,0
Mar-22 21:24:56,1072,19,19,0,0
Mar-22 21:24:57,1072,19,19,0,0
Mar-22 21:24:58,1072,19,19,0,0
Mar-22 21:24:59,1072,19,19,0,0
Mar-22 21:25:00,1072,19,19,0,0
Mar-22 21:25:01,1072,19,19,0,0
Mar-22 21:25:02,1072,19,19,0,0
Mar-22 21:25:03,1072,19,19,0,0
Mar-22 21:25:04,1072,19,19,0,0
Mar-22 21:25:05,1072,19,19,0,0
Mar-22 21:25:06,1072,19,19,0,0
Mar-22 21:25:07,1072,19,19,0,0
Mar-22 21:25:08,1072,19,19,0,0
Mar-22 21:25:09,1072,19,19,0,0
Mar-22 21:25:10,1072,19,19,0,0
Mar-22 21:25:11,1072,19,19,0,0
Mar-22 21:25:12,1072,19,19,0,0
Mar-22 21:25:13,1072,19,19,0,0
Mar-22 21:25:14,1072,19,19,0,0
Mar-22 21:25:15,1072,19,19,0,0
Mar-22 21:25:16,1072,19,19,0,0
Mar-22 21:25:17,1072,19,19,0,0
Mar-22 21:25:18,1072,19,19,0,0
Mar-22 21:25:19,1072,19,19,0,0
Mar-22 21:25:20,1072,19,19,0,0
Mar-22 21:25:21,1072,19,19,0,0
Mar-22 21:25:22,1072,19,19,0,0
Mar-22 21:25:23,1074,18,22,0,0
Mar-22 21:25:24,1072,19,19,0,0
Mar-22 21:25:25,1072,19,19,0,0
Mar-22 21:25:26,1072,19,19,0,0
Mar-22 21:25:27,1072,19,19,0,0
Mar-22 21:25:28,1072,19,19,0,0
Mar-22 21:25:29,1072,19,19,0,0
Mar-22 21:25:30,1072,19,19,0,0
Mar-22 21:25:31,1072,19,19,0,0
Mar-22 21:25:32,1072,19,19,0,0
Mar-22 21:25:33,1072,19,19,0,0
Mar-22 21:25:34,1073,20,19,0,0
Mar-22 21:25:35,1072,19,19,0,0
Mar-22 21:25:36,1072,19,19,0,0
Mar-22 21:25:37,1072,19,19,0,0
Mar-22 21:25:38,1072,19,19,0,0
Mar-22 21:25:39,1072,19,19,0,0
Mar-22 21:25:40,1072,19,19,0,0
Mar-22 21:25:41,1072,19,19,0,0
Mar-22 21:25:42,1072,19,19,0,0
Mar-22 21:25:43,1072,19,19,0,0
Mar-22 21:25:44,1072,19,19,0,0
Mar-22 21:25:45,1073,20,19,0,0
Mar-22 21:25:46,1072,19,19,0,0
Mar-22 21:25:47,1072,19,19,0,0
Mar-22 21:25:48,1072,19,19,0,0
Mar-22 21:25:49,1074,19,19,0,0
Mar-22 21:25:50,1072,19,19,0,0
Mar-22 21:25:51,1072,19,19,0,0
Mar-22 21:25:52,1072,19,19,0,0
Mar-22 21:25:53,1072,19,19,0,0
Mar-22 21:25:54,1072,19,19,0,0
Mar-22 21:25:55,1087,19,19,0,0
Mar-22 21:25:56,1091,20,19,0,0
Mar-22 21:25:57,1090,19,19,0,0
Mar-22 21:25:58,1090,19,19,0,0
Mar-22 21:25:59,1090,19,19,0,0
Mar-22 21:26:00,1090,19,19,0,0
Mar-22 21:26:01,1090,19,19,0,0
Mar-22 21:26:02,1090,19,19,0,0
Mar-22 21:26:03,1090,19,19,0,0
Mar-22 21:26:04,1090,19,19,0,0
Mar-22 21:26:05,1090,19,19,0,0
Mar-22 21:26:06,1090,19,19,0,0
Mar-22 21:26:07,1091,20,19,0,0
Mar-22 21:26:08,1090,19,19,0,0
Mar-22 21:26:09,1090,19,19,0,0
Mar-22 21:26:10,1090,19,19,0,0
Mar-22 21:26:11,1074,19,19,0,0
Mar-22 21:26:12,1074,19,19,0,0
Mar-22 21:26:13,1074,19,19,0,0
Mar-22 21:26:14,1074,19,19,0,0
Mar-22 21:26:15,1077,19,22,0,0
Mar-22 21:26:16,1077,19,22,0,0
Mar-22 21:26:17,1077,19,22,0,0
Mar-22 21:26:18,1076,18,22,0,0
Mar-22 21:26:19,1076,18,22,0,0
Mar-22 21:26:20,1073,18,19,0,0
Mar-22 21:26:21,1073,18,19,0,0
Mar-22 21:26:22,1073,18,19,0,0
Mar-22 21:26:23,1073,18,19,0,0
Mar-22 21:26:24,1073,18,19,0,0
Mar-22 21:26:25,1071,18,19,0,0
Mar-22 21:26:26,1071,18,19,0,0
Mar-22 21:26:27,1071,18,19,0,0
Mar-22 21:26:28,1071,18,19,0,0
Mar-22 21:26:29,1071,18,19,0,0
Mar-22 21:26:30,1071,18,19,0,0
Mar-22 21:26:31,1071,18,19,0,0
Mar-22 21:26:32,1071,18,19,0,0
Mar-22 21:26:33,1071,18,19,0,0
Mar-22 21:26:34,1071,18,19,0,0
Mar-22 21:26:35,1071,18,19,0,0
Mar-22 21:26:36,1071,18,19,0,0
Mar-22 21:26:37,1074,18,19,0,0
Mar-22 21:26:38,1072,18,19,0,0
Mar-22 21:26:39,1072,18,19,0,0
Mar-22 21:26:40,1072,18,19,0,0
Mar-22 21:26:41,1071,18,19,0,0
Mar-22 21:26:42,1071,18,19,0,0
Mar-22 21:26:43,1071,18,19,0,0
Mar-22 21:26:44,1071,18,19,0,0
Mar-22 21:26:45,1071,18,19,0,0
Mar-22 21:26:46,1071,18,19,0,0
Mar-22 21:26:47,1071,18,19,0,0
Mar-22 21:26:48,1071,18,19,0,0
Mar-22 21:26:49,1071,18,19,0,0
Mar-22 21:26:50,1071,18,19,0,0
Mar-22 21:26:51,1071,18,19,0,0
Mar-22 21:26:52,1071,18,19,0,0
Mar-22 21:26:53,1071,18,19,0,0
Mar-22 21:26:54,1071,18,19,0,0
Mar-22 21:26:55,1071,18,19,0,0
Mar-22 21:26:56,1071,18,19,0,0
Mar-22 21:26:57,1071,18,19,0,0
Mar-22 21:26:58,1071,18,19,0,0
Mar-22 21:26:59,1072,18,19,0,0
Mar-22 21:27:00,1072,18,19,0,0
Mar-22 21:27:01,1072,18,19,0,0
Mar-22 21:27:02,1072,18,19,0,0
Mar-22 21:27:03,1072,18,19,0,0
Mar-22 21:27:04,1072,18,19,0,0
Mar-22 21:27:05,1072,18,19,0,0
Mar-22 21:27:06,1072,18,19,0,0
Mar-22 21:27:07,1072,18,19,0,0
Mar-22 21:27:08,1072,18,19,0,0
Mar-22 21:27:09,1072,18,19,0,0
Mar-22 21:27:10,1072,18,19,0,0
Mar-22 21:27:11,1072,18,19,0,0
Mar-22 21:27:12,1072,18,19,0,0
Mar-22 21:27:13,1072,18,19,0,0
Mar-22 21:27:14,1072,18,19,0,0
Mar-22 21:27:15,1072,18,19,0,0
Mar-22 21:27:16,1072,18,19,0,0
Mar-22 21:27:17,1072,18,19,0,0
Mar-22 21:27:18,1072,18,19,0,0
Mar-22 21:27:19,1072,18,19,0,0
Mar-22 21:27:20,1072,18,19,0,0
Mar-22 21:27:21,1072,18,19,0,0
Mar-22 21:27:22,1072,18,19,0,0
Mar-22 21:27:23,1072,18,19,0,0
Mar-22 21:27:24,1071,17,19,0,0
Mar-22 21:27:25,1071,17,19,0,0
Mar-22 21:27:26,1071,17,19,0,0
Mar-22 21:27:27,1071,17,19,0,0
Mar-22 21:27:28,1070,17,19,0,0
Mar-22 21:27:29,1070,17,19,0,0
Mar-22 21:27:30,1070,17,19,0,0
Mar-22 21:27:31,1070,17,19,0,0
Mar-22 21:27:32,1070,17,19,0,0
Mar-22 21:27:33,1070,17,19,0,0
Mar-22 21:27:34,1072,19,19,0,0
Mar-22 21:27:35,1072,19,19,0,0
Mar-22 21:27:36,1072,19,19,0,0
Mar-22 21:27:37,1072,19,19,0,0
Mar-22 21:27:38,1072,19,19,0,0
Mar-22 21:27:39,1072,19,19,0,0
Mar-22 21:27:40,1075,20,19,0,0
Mar-22 21:27:41,1075,20,19,0,0
Mar-22 21:27:42,1075,20,19,0,0
Mar-22 21:27:43,1075,20,19,0,0
Mar-22 21:27:44,1075,20,19,0,0
Mar-22 21:27:45,1075,20,19,0,0
Mar-22 21:27:46,1075,20,19,0,0
Mar-22 21:27:47,1075,20,19,0,0
Mar-22 21:27:48,1075,20,19,0,0
Mar-22 21:27:49,1075,20,19,0,0
Mar-22 21:27:50,1075,20,19,0,0
Mar-22 21:27:51,1075,20,19,0,0
Mar-22 21:27:52,1075,20,19,0,0
Mar-22 21:27:53,1075,20,19,0,0
Mar-22 21:27:54,1075,20,19,0,0
Mar-22 21:27:55,1075,20,19,0,0
Mar-22 21:27:56,1075,20,19,0,0
Mar-22 21:27:57,1077,20,19,0,0
Mar-22 21:27:58,1075,20,19,0,0
Mar-22 21:27:59,1077,20,19,0,0
Mar-22 21:28:00,1074,19,19,0,0
Mar-22 21:28:01,1074,19,19,0,0
Mar-22 21:28:02,1074,19,19,0,0
Mar-22 21:28:03,1075,19,19,0,0
Mar-22 21:28:04,1076,19,19,0,0
Mar-22 21:28:05,1076,19,19,0,0
Mar-22 21:28:06,1076,19,19,0,0
Mar-22 21:28:07,1076,19,19,0,0
Mar-22 21:28:08,1076,19,19,0,0
Mar-22 21:28:09,1076,19,19,0,0
Mar-22 21:28:10,1076,19,19,0,0
Mar-22 21:28:11,1076,19,19,0,0
Mar-22 21:28:12,1076,19,19,0,0
Mar-22 21:28:13,1076,19,19,0,0
Mar-22 21:28:14,1076,19,19,0,0
Mar-22 21:28:15,1079,19,22,0,0
Mar-22 21:28:16,1079,19,22,0,0
Mar-22 21:28:17,1079,19,22,0,0
Mar-22 21:28:18,1079,19,22,0,0
Mar-22 21:28:19,1079,19,22,0,0
Mar-22 21:28:20,1076,19,19,0,0
Mar-22 21:28:21,1076,19,19,0,0
Mar-22 21:28:22,1076,19,19,0,0
Mar-22 21:28:23,1076,19,19,0,0
Mar-22 21:28:24,1076,19,19,0,0
Mar-22 21:28:25,1076,19,19,0,0
Mar-22 21:28:26,1076,19,19,0,0
Mar-22 21:28:27,1076,19,19,0,0
Mar-22 21:28:28,1075,19,19,0,0
Mar-22 21:28:29,1074,18,19,0,0
Mar-22 21:28:30,1074,18,19,0,0
Mar-22 21:28:31,1074,18,19,0,0
Mar-22 21:28:32,1074,18,19,0,0
Mar-22 21:28:33,1072,18,19,0,0
Mar-22 21:28:34,1072,18,19,0,0
Mar-22 21:28:35,1072,18,19,0,0
Mar-22 21:28:36,1072,18,19,0,0
Mar-22 21:28:37,1072,18,19,0,0
Mar-22 21:28:38,1072,18,19,0,0
Mar-22 21:28:39,1072,18,19,0,0
Mar-22 21:28:40,1072,18,19,0,0
Mar-22 21:28:41,1072,18,19,0,0
Mar-22 21:28:42,1072,18,19,0,0
Mar-22 21:28:43,1072,18,19,0,0
Mar-22 21:28:44,1072,18,19,0,0
Mar-22 21:28:45,1072,18,19,0,0
Mar-22 21:28:46,1072,18,19,0,0
Mar-22 21:28:47,1072,18,19,0,0
Mar-22 21:28:48,1072,18,19,0,0
Mar-22 21:28:49,1072,18,19,0,0
Mar-22 21:28:50,1072,18,19,0,0
Mar-22 21:28:51,1072,18,19,0,0
Mar-22 21:28:52,1073,19,19,0,0
Mar-22 21:28:53,1073,19,19,0,0
Mar-22 21:28:54,1073,19,19,0,0
Mar-22 21:28:55,1073,19,19,0,0
Mar-22 21:28:56,1073,19,19,0,0
Mar-22 21:28:57,1073,19,19,0,0
Mar-22 21:28:58,1073,19,19,0,0
Mar-22 21:28:59,1073,19,19,0,0
Mar-22 21:29:00,1073,19,19,0,0
Mar-22 21:29:01,1073,19,19,0,0
Mar-22 21:29:02,1073,19,19,0,0
Mar-22 21:29:03,1073,19,19,0,0
Mar-22 21:29:04,1073,19,19,0,0
Mar-22 21:29:05,1073,19,19,0,0
Mar-22 21:29:06,1073,19,19,0,0
Mar-22 21:29:07,1073,19,19,0,0
Mar-22 21:29:08,1073,19,19,0,0
Mar-22 21:29:09,1073,19,19,0,0
Mar-22 21:29:10,1073,19,19,0,0
Mar-22 21:29:11,1073,19,19,0,0
Mar-22 21:29:12,1073,19,19,0,0
Mar-22 21:29:13,1073,19,19,0,0
Mar-22 21:29:14,1073,19,19,0,0
Mar-22 21:29:15,1073,19,19,0,0
Mar-22 21:29:16,1073,19,19,0,0
Mar-22 21:29:17,1073,19,19,0,0
Mar-22 21:29:18,1073,19,19,0,0
Mar-22 21:29:19,1073,19,19,0,0
Mar-22 21:29:20,1073,19,19,0,0
Mar-22 21:29:21,1073,19,19,0,0
Mar-22 21:29:22,1073,19,19,0,0
Mar-22 21:29:23,1073,19,19,0,0
Mar-22 21:29:24,1073,19,19,0,0
Mar-22 21:29:25,1073,19,19,0,0
Mar-22 21:29:26,1073,19,19,0,0
Mar-22 21:29:27,1073,19,19,0,0
Mar-22 21:29:28,1073,19,19,0,0
Mar-22 21:29:29,1073,19,19,0,0
Mar-22 21:29:30,1073,19,19,0,0
Mar-22 21:29:31,1073,19,19,0,0
Mar-22 21:29:32,1073,19,19,0,0
Mar-22 21:29:33,1073,19,19,0,0
Mar-22 21:29:34,1073,19,19,0,0
Mar-22 21:29:35,1078,19,22,0,0
Mar-22 21:29:36,1078,22,19,0,0
Mar-22 21:29:37,1078,22,19,0,0
Mar-22 21:29:38,1074,20,19,0,0
Mar-22 21:29:39,1073,19,19,0,0
Mar-22 21:29:40,1073,19,19,0,0
Mar-22 21:29:41,1073,19,19,0,0
Mar-22 21:29:42,1073,19,19,0,0
Mar-22 21:29:43,1073,19,19,0,0
Mar-22 21:29:44,1073,19,19,0,0
Mar-22 21:29:45,1073,19,19,0,0
Mar-22 21:29:46,1073,19,19,0,0
Mar-22 21:29:47,1073,19,19,0,0
Mar-22 21:29:48,1073,19,19,0,0
Mar-22 21:29:49,1074,19,19,0,0
Mar-22 21:29:50,1074,19,19,0,0
Mar-22 21:29:51,1074,19,19,0,0
Mar-22 21:29:52,1074,19,19,0,0
Mar-22 21:29:53,1074,19,19,0,0
Mar-22 21:29:54,1074,19,19,0,0
Mar-22 21:29:55,1074,19,19,0,0
Mar-22 21:29:56,1075,18,21,0,0
Mar-22 21:29:57,1075,20,19,0,0
Mar-22 21:29:58,1075,20,19,0,0
Mar-22 21:29:59,1075,20,19,0,0
Mar-22 21:30:00,1075,20,19,0,0
Mar-22 21:30:01,1075,20,19,0,0
Mar-22 21:30:02,1075,20,19,0,0
Mar-22 21:30:03,1075,20,19,0,0
Mar-22 21:30:04,1075,20,19,0,0
Mar-22 21:30:05,1075,20,19,0,0
Mar-22 21:30:06,1075,20,19,0,0
Mar-22 21:30:07,1075,20,19,0,0
Mar-22 21:30:08,1075,20,19,0,0
Mar-22 21:30:09,1075,19,19,0,0
Mar-22 21:30:10,1075,19,19,0,0
Mar-22 21:30:11,1075,19,19,0,0
Mar-22 21:30:12,1075,19,19,0,0
Mar-22 21:30:13,1074,19,19,0,0
Mar-22 21:30:14,1074,19,19,0,0
Mar-22 21:30:15,1077,19,22,0,0
Mar-22 21:30:16,1077,19,22,0,0
Mar-22 21:30:17,1077,19,22,0,0
Mar-22 21:30:18,1076,19,22,0,0
Mar-22 21:30:19,1076,19,22,0,0
Mar-22 21:30:20,1073,19,19,0,0
Mar-22 21:30:21,1073,19,19,0,0
Mar-22 21:30:22,1073,19,19,0,0
Mar-22 21:30:23,1073,19,19,0,0
Mar-22 21:30:24,1073,19,19,0,0
Mar-22 21:30:25,1073,19,19,0,0
Mar-22 21:30:26,1073,19,19,0,0
Mar-22 21:30:27,1073,19,19,0,0
Mar-22 21:30:28,1073,19,19,0,0
Mar-22 21:30:29,1073,19,19,0,0
Mar-22 21:30:30,1073,19,19,0,0
Mar-22 21:30:31,1073,19,19,0,0
Mar-22 21:30:32,1073,19,19,0,0
Mar-22 21:30:33,1073,19,19,0,0
Mar-22 21:30:34,1073,19,19,0,0
Mar-22 21:30:35,1073,19,19,0,0
Mar-22 21:30:36,1073,19,19,0,0
Mar-22 21:30:37,1073,19,19,0,0
Mar-22 21:30:38,1073,19,19,0,0
Mar-22 21:30:39,1073,19,19,0,0
Mar-22 21:30:40,1073,19,19,0,0
Mar-22 21:30:41,1073,19,19,0,0
Mar-22 21:30:42,1073,19,19,0,0
Mar-22 21:30:43,1075,19,19,0,0
Mar-22 21:30:44,1073,19,19,0,0
Mar-22 21:30:45,1073,19,19,0,0
Mar-22 21:30:46,1073,19,19,0,0
Mar-22 21:30:47,1073,19,19,0,0
Mar-22 21:30:48,1073,19,19,0,0
Mar-22 21:30:49,1073,19,19,0,0
Mar-22 21:30:50,1073,19,19,0,0
Mar-22 21:30:51,1073,19,19,0,0
Mar-22 21:30:52,1073,19,19,0,0
Mar-22 21:30:53,1073,19,19,0,0
Mar-22 21:30:54,1073,19,19,0,0
Mar-22 21:30:55,1088,19,19,0,0
Mar-22 21:30:56,1091,19,19,0,0
Mar-22 21:30:57,1091,19,19,0,0
Mar-22 21:30:58,1091,19,19,0,0
Mar-22 21:30:59,1091,19,19,0,0
Mar-22 21:31:00,1091,19,19,0,0
Mar-22 21:31:01,1091,19,19,0,0
Mar-22 21:31:02,1091,19,19,0,0
Mar-22 21:31:03,1091,19,19,0,0
Mar-22 21:31:04,1091,19,19,0,0
Mar-22 21:31:05,1091,19,19,0,0
Mar-22 21:31:06,1091,19,19,0,0
Mar-22 21:31:07,1091,19,19,0,0
Mar-22 21:31:08,1091,19,19,0,0
Mar-22 21:31:09,1091,19,19,0,0
Mar-22 21:31:10,1091,19,19,0,0
Mar-22 21:31:11,1075,19,19,0,0
Mar-22 21:31:12,1075,19,19,0,0
Mar-22 21:31:13,1075,19,19,0,0
Mar-22 21:31:14,1075,19,19,0,0
Mar-22 21:31:15,1075,19,19,0,0
Mar-22 21:31:16,1074,18,19,0,0
Mar-22 21:31:17,1074,18,19,0,0
Mar-22 21:31:18,1074,18,19,0,0
Mar-22 21:31:19,1074,18,19,0,0
Mar-22 21:31:20,1074,18,19,0,0
Mar-22 21:31:21,1074,18,19,0,0
Mar-22 21:31:22,1074,18,19,0,0
Mar-22 21:31:23,1074,18,19,0,0
Mar-22 21:31:24,1074,18,19,0,0
Mar-22 21:31:25,1072,18,19,0,0
Mar-22 21:31:26,1072,18,19,0,0
Mar-22 21:31:27,1072,18,19,0,0
Mar-22 21:31:28,1072,18,19,0,0
Mar-22 21:31:29,1072,18,19,0,0
Mar-22 21:31:30,1072,18,19,0,0
Mar-22 21:31:31,1072,18,19,0,0
Mar-22 21:31:32,1072,18,19,0,0
Mar-22 21:31:33,1072,18,19,0,0
Mar-22 21:31:34,1072,18,19,0,0
Mar-22 21:31:35,1072,18,19,0,0
Mar-22 21:31:36,1072,18,19,0,0
Mar-22 21:31:37,1075,18,19,0,0
Mar-22 21:31:38,1073,18,19,0,0
Mar-22 21:31:39,1072,18,19,0,0
Mar-22 21:31:40,1072,18,19,0,0
Mar-22 21:31:41,1072,18,19,0,0
Mar-22 21:31:42,1072,18,19,0,0
Mar-22 21:31:43,1072,18,19,0,0
Mar-22 21:31:44,1072,18,19,0,0
Mar-22 21:31:45,1072,18,19,0,0
Mar-22 21:31:46,1072,18,19,0,0
Mar-22 21:31:47,1072,18,19,0,0
Mar-22 21:31:48,1072,18,19,0,0
Mar-22 21:31:49,1072,18,19,0,0
Mar-22 21:31:50,1072,18,19,0,0
Mar-22 21:31:51,1072,18,19,0,0
Mar-22 21:31:52,1072,18,19,0,0
Mar-22 21:31:53,1072,18,19,0,0
Mar-22 21:31:54,1072,18,19,0,0
