"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/vm_disk_cpu_sys_raw_int_swap_udp_io_lock_page_socket.csv --vm --disk --cpu --sys --raw --int --swap --udp --io --lock --page --socket 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"virtual memory",,,,"dsk/total",,"total cpu usage",,,,,"system",,"raw","interrupts",,,"swap",,"udp",,"io/total",,"file locks",,,,"paging",,"sockets",,,,
0,112,219,238,0,0,4.125,1.625,94.250,0,0,961,2182,0,0,28,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,1619,2049,1702,0,0,2.525,1.136,96.212,0.126,0,908,2533,0,0,23,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,935,611,526,0,0,2.760,1.255,95.985,0,0,852,1930,0,0,18,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,1228,1423,1595,0,0,2.267,1.511,95.844,0.378,0,881,1852,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,79,309,193,0,204800,2.133,0.878,96.487,0.502,0,757,1296,0,0,46,0,1835008,1021571072,17,6,0,36,56,12,10,58,0,0,1074,20,19,0,0
0,152,148,331,0,0,2.509,0.878,96.612,0,0,707,1238,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,1656,1730,1695,0,0,2.136,1.382,96.357,0.126,0,973,2628,0,0,14,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,58,286,528,0,0,2.390,0.881,96.730,0,0,734,1281,0,0,19,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,1404,1842,1978,0,548864,2.655,0.885,96.334,0.126,0,927,2474,0,0,15,0,1835008,1021571072,17,6,0,28,56,12,10,58,0,0,1074,20,19,0,0
0,260,355,209,0,352256,2.750,1,96,0.250,0,747,1331,0,0,15,0,1835008,1021571072,17,6,0,42,56,12,10,58,0,0,1074,20,19,0,0
0,340,750,608,0,3735552,2.270,0.883,96.721,0.126,0,885,1967,0,0,35,0,1835008,1021571072,17,6,0,532,56,12,10,58,0,0,1074,20,19,0,0
0,1840,2251,4012,0,0,5.402,1.884,92.714,0,0,1352,3648,0,0,32,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,83,294,218,0,0,2.886,0.753,96.236,0.125,0,848,1391,0,0,21,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,1391,1429,1407,0,0,2.652,0.884,96.465,0,0,905,2559,0,0,19,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1077,21,19,0,0
0,1090,1799,5885,0,0,4,1.875,94,0.125,0,1584,3065,0,0,17,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1077,21,19,0,0
0,557,1550,1152,0,401408,3.934,1.269,94.543,0.254,0,1672,2876,0,0,15,0,1835008,1021571072,17,6,0,40,56,12,10,58,0,0,1077,21,19,0,0
0,1445,2699,4567,0,0,4.370,2.497,93.009,0.125,0,2104,5132,0,0,59,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1077,21,19,0,0
0,131,982,1110,0,0,3.362,1.993,94.645,0,0,1727,3129,0,0,33,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1079,21,19,0,0
0,1634,2413,2246,0,0,4.348,2.484,93.043,0.124,0,1975,4119,0,0,19,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1077,21,19,0,0
0,50,940,1194,0,0,3.611,1.993,94.396,0,0,1710,2894,0,0,20,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1077,21,19,0,0
0,71,1356,1238,0,1351680,3.375,2.125,93.875,0.625,0,1602,2812,0,0,14,0,1835008,1021571072,17,6,0,36,56,12,10,58,0,0,1077,21,19,0,0
0,1557,3212,3454,0,3260416,4.120,2.247,93.633,0,0,2161,4912,0,0,16,0,1835008,1021571072,17,6,0,390,56,12,10,58,0,0,1077,21,19,0,0
0,329,1039,1027,0,0,3.639,1.631,94.605,0.125,0,1968,3873,0,0,77,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1077,21,19,0,0
0,1322,2221,2339,0,0,3.741,2.369,93.890,0,0,1887,4177,0,0,21,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1077,21,19,0,0
0,83,1133,998,0,0,4.613,2.369,92.893,0.125,0,1740,2839,0,0,16,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1077,21,19,0,0
0,106,915,880,0,0,3.254,1.752,94.743,0.250,0,1670,2872,0,0,14,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1077,21,19,0,0
0,1638,2577,2618,0,344064,3.500,1.625,94.375,0.500,0,1957,4180,0,0,15,0,1835008,1021571072,17,6,0,20,56,12,10,58,0,0,1077,21,19,0,0
0,508,1226,1524,0,0,3,1.875,95,0.125,0,1661,2936,0,0,19,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1077,21,19,0,0
0,1578,2755,2478,0,0,3.602,2.733,93.540,0.124,0,2003,4250,0,0,50,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1077,21,19,0,0
0,74,897,1086,0,0,3.985,1.494,94.521,0,0,1652,2784,0,0,16,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1077,21,19,0,0
0,309,1060,901,0,0,2.506,1.378,95.990,0.125,0,1582,2767,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1077,21,19,0,0
0,21663,41696,22982,0,1482752,4.266,3.011,91.844,0.878,0,2969,24301,0,0,19,0,1835008,1021571072,17,6,0,250,56,12,10,58,0,0,1077,21,19,0,0
0,31196,35371,2791,0,2547712,3.750,2.250,93.750,0.250,0,2296,15274,0,0,15,0,1835008,1021571072,17,6,0,46,56,12,10,58,0,0,1077,21,19,0,0
0,1414,2478,2332,0,0,4.120,2.497,93.383,0,0,1928,4821,0,0,31,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,1850,1379,1475,0,0,3.246,1.373,95.256,0.125,0,1031,3587,0,0,57,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,459,680,301,0,0,2.125,1.250,96.625,0,0,698,1251,0,0,17,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,1323,1386,1766,0,0,2.261,0.879,96.482,0.377,0,991,2592,0,0,16,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,490,885,533,0,925696,2.375,1,96.375,0.250,0,662,1200,0,0,16,0,1835008,1021571072,17,6,0,26,56,12,10,58,0,0,1074,20,19,0,0
0,1557,1644,1738,0,0,1.887,0.881,97.107,0.126,0,910,2434,0,0,14,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,4704,5676,1040,0,0,2.638,1.256,96.106,0,0,853,1908,0,0,16,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,496,649,535,0,0,1.877,1.252,96.746,0.125,0,828,1394,0,0,34,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,1366,1386,1501,0,0,2.136,1.131,96.608,0.126,0,988,2578,0,0,16,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,442,2490,2706,0,17096704,2.519,1.889,95.088,0.504,0,1885,5873,0,0,21,0,1835008,1021571072,17,6,0,1512,56,12,10,58,0,0,1074,20,19,0,0
0,1294,1769,1652,0,0,2.882,1.253,95.865,0,0,909,2505,0,0,20,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,40,385,533,0,1736704,4.015,1.129,94.730,0.125,0,1014,2170,0,0,43,0,1835008,1021571072,17,6,0,44,56,12,10,58,0,0,1074,20,19,0,0
0,102,548,411,0,147456,2.264,0.755,96.730,0.252,0,758,1337,0,0,22,0,1835008,1021571072,17,6,0,36,56,12,10,58,0,0,1074,20,19,0,0
0,1859,1781,1856,0,49152,2.393,1.008,96.348,0.252,0,1078,2729,0,0,43,0,1835008,1021571072,17,6,0,14,56,12,10,58,0,0,1077,21,19,0,0
0,9,287,771,0,0,2.875,1.125,96,0,0,977,1637,0,0,27,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,1301,1790,1679,0,0,3.504,1.502,94.994,0,0,1014,2682,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,1268,1458,729,0,0,2.764,0.754,96.357,0.126,0,843,1701,0,0,17,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,11,84,206,0,0,2.378,0.751,96.746,0.125,0,637,1135,0,0,14,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1074,20,19,0,0
0,1596,1594,1431,0,458752,2.261,1.256,95.980,0.503,0,990,2639,0,0,20,0,1835008,1021571072,17,6,0,24,56,12,10,58,0,0,1073,19,19,0,0
0,489,286,559,0,49152,2.267,1.134,96.474,0.126,0,952,1625,0,0,56,0,1835008,1021571072,17,6,0,10,56,12,10,58,0,0,1073,19,19,0,0
0,1351,1624,1754,0,0,2.369,1.372,96.135,0.125,0,895,2461,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,195,456,119,0,0,4.125,1.375,94.500,0,0,823,1259,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,279,87,97,0,0,2.628,0.626,96.621,0.125,0,749,1371,0,0,14,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,1488,1622,2147,0,229376,3.648,1.258,94.969,0.126,0,1175,3611,0,0,37,0,1835008,1021571072,17,6,0,26,56,12,10,58,0,0,1073,19,19,0,0
0,113,522,111,0,0,1.887,0.881,97.233,0,0,694,1229,0,0,18,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,1275,1631,1624,0,0,1.877,1.627,96.370,0.125,0,910,2493,0,0,49,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,280,88,207,0,0,2.003,1.001,96.996,0,0,666,1155,0,0,10,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,42,268,2007,0,0,2.632,1.253,95.865,0.251,0,720,1202,0,0,12,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,1705,1876,1929,0,1327104,2.760,1.380,94.981,0.878,0,917,2588,0,0,18,0,1835008,1021571072,17,6,0,42,56,12,10,58,0,0,1073,19,19,0,0
0,370,782,1883,0,0,2.393,1.008,96.599,0,0,684,1189,0,0,17,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,1811,2727,3071,0,5193728,3.283,1.389,95.202,0.126,0,1181,3589,0,0,20,0,1835008,1021571072,17,6,0,510,56,12,10,58,0,0,1072,18,19,0,0
0,458,239,361,0,0,2.130,1.253,96.491,0.125,0,805,1358,0,0,29,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,85,93,108,0,0,1.761,0.629,97.610,0,0,658,1201,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,1324,1525,1486,0,0,2.378,1.502,95.995,0.125,0,935,2494,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,319,239,357,0,557056,3.666,1.138,95.070,0.126,0,1005,2299,0,0,45,0,1835008,1021571072,17,6,0,8,56,12,10,58,0,0,1072,18,19,0,0
0,1284,1642,1660,0,0,3.487,1.619,94.894,0,0,909,2467,0,0,18,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,217,394,2538,0,0,3.383,1.128,95.363,0.125,0,750,1163,0,0,26,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,137,265,232,0,0,2.133,1.004,96.863,0,0,800,1348,0,0,54,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,1575,1371,1532,0,0,2.879,1.126,95.620,0.375,0,990,2536,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,15,270,133,0,221184,2.767,0.881,95.849,0.503,0,778,1371,0,0,16,0,1835008,1021571072,17,6,0,20,56,12,10,58,0,0,1072,18,19,0,0
0,1357,1634,1783,0,0,3.383,1.128,95.363,0.125,0,932,2408,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,14,95,148,0,0,2.635,1.380,95.985,0,0,687,1092,0,0,20,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,303,272,133,0,0,2.886,1.129,95.859,0.125,0,725,1249,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,1599,1512,1652,0,0,2.509,1.631,95.859,0,0,1010,2607,0,0,61,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,47743,69937,39968,0,0,5.786,2.264,91.698,0.252,0,1852,35781,0,0,38,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,1315,3540,3668,8192,14286848,2.893,2.264,94.214,0.629,0,2576,8836,0,0,43,0,1835008,1021571072,17,6,2,1986,56,12,10,58,0,0,1070,16,19,0,0
0,285,400,508,0,2408448,3.015,1.508,95.352,0.126,0,775,1314,0,0,17,0,1835008,1021571072,17,6,0,30,56,12,10,58,0,0,1070,16,19,0,0
0,21,226,104,0,0,1.506,1.129,97.240,0.125,0,704,1252,0,0,20,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,1403,1407,1649,0,0,2.868,1.496,95.636,0,0,991,2634,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,22,389,464,0,0,2.506,0.877,96.491,0.125,0,757,1284,0,0,55,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,1559,1769,1631,0,0,3.375,1.125,95.250,0.250,0,821,2319,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,1098,1496,35214,0,0,4.380,1.377,93.992,0.250,0,887,1740,0,0,14,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,90,97,237,0,0,2,0.750,97,0.250,0,703,1330,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,1303,1546,1728,0,286720,2.005,1.253,96.366,0.376,0,949,2565,0,0,15,0,1835008,1021571072,17,6,0,22,56,12,10,58,0,0,1070,16,19,0,0
0,325,412,105,0,0,2.133,0.753,97.114,0,0,720,1340,0,0,21,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,1409,1649,1771,0,0,1.873,1.873,96.130,0.125,0,944,2654,0,0,53,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,750,736,584,0,0,2.645,1.259,96.096,0,0,806,1357,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,386,950,819,0,270336,3.634,1.253,94.862,0.251,0,928,2177,0,0,32,0,1835008,1021571072,17,6,0,42,56,12,10,58,0,0,1070,16,19,0,0
0,1683,1513,1863,0,0,2.516,0.881,96.478,0.126,0,924,2558,0,0,28,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,291,660,502,0,0,2.506,0.877,96.617,0,0,747,1276,0,0,14,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,1394,1579,1444,0,0,3.616,1.870,94.389,0.125,0,1059,2741,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,1544,1373,1343,0,0,3.405,1.135,95.460,0,0,972,3579,0,0,61,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,284,377,498,0,0,2.509,0.627,96.612,0.251,0,679,1154,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,1313,1549,1418,0,286720,3.129,1.502,94.493,0.876,0,907,2593,0,0,19,0,1835008,1021571072,17,6,0,40,56,12,10,58,0,0,1070,16,19,0,0
0,21,351,369,0,0,2.645,0.756,96.599,0,0,715,1213,0,0,16,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,1349,1377,24660,0,0,2.632,2.130,95.113,0.125,0,964,2435,0,0,16,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,447,1086,2014,0,5242880,3.262,1.882,94.856,0,0,994,2217,0,0,16,0,1835008,1021571072,17,6,0,570,56,12,10,58,0,0,1070,16,19,0,0
0,18,392,942,0,0,2.258,0.878,96.738,0.125,0,743,1277,0,0,33,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,1612,1423,1366,0,0,3.401,1.259,95.340,0,0,1171,3228,0,0,36,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,249,742,787,0,458752,2.384,0.753,96.738,0.125,0,761,1422,0,0,22,0,1835008,1021571072,17,6,0,18,56,12,10,58,0,0,1070,16,19,0,0
0,1565,1365,1363,0,0,2.760,1.129,95.985,0.125,0,875,2618,0,0,17,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,55,152,2732,0,0,3,1.500,95.500,0,0,712,1205,0,0,21,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,260,756,579,0,0,2.387,0.879,96.608,0.126,0,723,1197,0,0,17,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,85,103,94,0,0,2.764,0.879,96.357,0,0,772,1242,0,0,47,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,1720,1803,1764,0,0,3.270,1.006,95.346,0.377,0,929,2345,0,0,21,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,1286,1736,1613,0,1343488,2.378,1.752,95.620,0.250,0,903,2717,0,0,19,0,1835008,1021571072,20,6,0,38,56,12,10,58,0,0,1073,16,22,0,0
0,12,462,469,0,2867200,2.655,1.011,96.207,0.126,0,898,1840,0,0,17,0,1835008,1021571072,20,6,0,358,56,12,10,58,0,0,1073,16,22,0,0
0,75,354,482,0,0,1.877,1.126,96.871,0.125,0,673,1203,0,0,16,0,1835008,1021571072,20,6,0,0,56,12,10,58,0,0,1073,16,22,0,0
0,308,251,95,0,0,2.253,0.751,96.871,0.125,0,698,1186,0,0,16,0,1835008,1021571072,20,6,0,0,56,12,10,58,0,0,1073,16,22,0,0
0,1349,1729,1756,0,0,2.642,1.761,95.597,0,0,1182,3404,0,0,57,0,1835008,1021571072,20,6,0,0,56,12,10,58,0,0,1073,16,22,0,0
0,1756,1605,1724,0,540672,2.516,1.509,95.849,0.126,0,953,2565,0,0,19,0,1835008,1021571072,17,6,0,40,56,12,10,58,0,0,1070,16,19,0,0
0,613,805,525,0,0,2.753,1.001,96.120,0.125,0,1097,1237,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,280,349,344,0,0,2.760,1.004,96.236,0,0,754,1221,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,10,83,209,0,0,2.128,1.001,96.746,0.125,0,767,1289,0,0,16,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,1330,1803,1668,0,0,3.011,1.506,95.358,0.125,0,889,2470,0,0,18,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1070,16,19,0,0
0,201,282,402,0,147456,2.778,1.010,95.707,0.505,0,1017,2818,0,0,58,0,1835008,1021571072,17,6,0,22,56,12,10,58,0,0,1071,17,19,0,0
0,2317,2339,1609,0,0,3.266,1.131,95.603,0,0,1090,2372,0,0,34,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,15,780,659,0,2236416,1.884,0.754,97.111,0.251,0,802,1589,0,0,15,0,1835008,1021571072,17,6,0,330,56,12,10,58,0,0,1071,17,19,0,0
0,4445,5364,932,0,0,3.149,1.134,95.718,0,0,905,1834,0,0,18,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,52966,75070,91435,0,0,5.682,3.030,91.162,0.126,0,2118,35537,0,0,21,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,313,323,249,0,0,3.625,1.375,95,0,0,992,2399,0,0,35,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1289,1694,1853,0,2433024,2.764,1.884,95.226,0.126,0,972,2431,0,0,38,0,1835008,1021571072,17,6,0,40,56,12,10,58,0,0,1071,17,19,0,0
0,478,668,533,0,0,1.889,0.882,97.229,0,0,725,1351,0,0,17,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,315,355,470,0,0,2.497,0.999,96.380,0.125,0,762,1336,0,0,16,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1565,1366,1479,0,0,2.628,1.752,95.620,0,0,987,2494,0,0,19,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,11,489,357,0,0,3.011,1.255,95.358,0.376,0,726,1192,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1479,1691,5356,0,458752,2.390,1.509,95.597,0.503,0,1024,2617,0,0,19,0,1835008,1021571072,17,6,0,66,56,12,10,58,0,0,1071,17,19,0,0
0,71,2363,2500,0,16211968,2.506,1.504,95.865,0.125,0,2231,6869,0,0,49,0,1835008,1021571072,17,6,0,2112,56,12,10,58,0,0,1071,17,19,0,0
0,282,224,90,0,0,2.387,0.628,96.859,0.126,0,744,1300,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1411,1504,1391,0,0,3.141,1.884,94.975,0,0,1068,2723,0,0,31,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1075,19,19,0,0
0,374,678,1053,0,0,2.393,0.756,96.725,0.126,0,786,1353,0,0,23,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1346,1590,1461,0,0,2.760,1.380,95.734,0.125,0,1066,3360,0,0,35,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,276,540,535,0,1499136,2.642,1.132,95.723,0.503,0,725,1248,0,0,16,0,1835008,1021571072,17,6,0,44,56,12,10,58,0,0,1071,17,19,0,0
0,31,123,262,0,0,2.767,1.006,96.226,0,0,766,1339,0,0,45,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
