"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/lock_mem_vm-adv.csv --lock --mem --vm-adv 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"file locks",,,,"memory usage",,,,"advanced virtual memory",,,,
"pos","lck","rea","wri","used","free","cach","avai","steal","scanK","scanD","pgoru","astll"
56,12,10,58,3278610432,2057916416,10549940224,12796030976,0,0,0,0,0
56,12,10,58,3278798848,2058252288,10549415936,12796289024,0,0,0,0,0
56,12,10,58,3277582336,2059165696,10549719040,12797353984,0,0,0,0,0
56,12,10,58,3277918208,2058883072,10549665792,12797181952,0,0,0,0,0
56,12,10,58,3170992128,2172620800,10542854144,12799582208,0,0,0,0,0
56,12,10,58,3171467264,2171621376,10543378432,12798595072,0,0,0,0,0
56,12,10,58,3172364288,2171183104,10542919680,12798156800,0,0,0,0,0
56,12,10,58,3170824192,2172620800,10543022080,12799479808,0,0,0,0,0
56,12,10,58,3170004992,2172907520,10543554560,12799819776,0,0,0,0,0
56,12,10,58,3171647488,2171932672,10542882816,12797509632,0,0,0,0,0
56,12,10,58,3172610048,2171211776,10542641152,12796788736,0,0,0,0,0
56,12,10,58,3172311040,2170966016,10543185920,12796542976,0,0,0,0,0
56,12,10,58,3173023744,2171023360,10542415872,12796645376,0,0,0,0,0
56,12,10,58,3173507072,2170281984,10542673920,12795904000,0,0,0,0,0
56,12,10,58,3174707200,2168254464,10543501312,12793110528,0,0,0,0,0
56,12,10,58,3175596032,2168049664,10542817280,12792729600,0,0,0,0,0
56,12,10,58,3176550400,2167054336,10542858240,12791394304,0,0,0,0,0
56,12,10,58,3178254336,2165059584,10543149056,12789436416,0,0,0,0,0
56,12,10,58,3177422848,2165891072,10543149056,12790259712,0,0,0,0,0
56,12,10,58,3178680320,2164641792,10543140864,12789022720,0,0,0,0,0
56,12,10,58,3178639360,2164408320,10543415296,12788789248,0,0,0,0,0
56,12,10,58,3178885120,2164678656,10542899200,12789067776,0,0,0,0,0
56,12,10,58,3381743616,1954897920,10549813248,12586688512,0,0,0,0,0
56,12,10,58,3381923840,1954922496,10549608448,12596432896,0,0,0,0,0
56,12,10,58,3378266112,1958862848,10549325824,12608274432,0,0,0,0,0
56,12,10,58,3378192384,1958633472,10549628928,12608045056,0,0,0,0,0
56,12,10,58,3379679232,1957154816,10549620736,12606566400,0,0,0,0,0
56,12,10,58,3382419456,1954938880,10549096448,12604387328,0,0,0,0,0
56,12,10,58,3382140928,1954938880,10549374976,12604391424,0,0,0,0,0
56,12,10,58,3385995264,1950101504,10550358016,12788953088,0,0,0,0,0
56,12,10,58,3382161408,1954062336,10550231040,12789055488,0,0,0,0,0
56,12,10,58,3382407168,1953808384,10550239232,12788838400,0,0,0,0,0
56,12,10,58,3383123968,1952563200,10550767616,12797849600,0,0,0,0,0
56,12,10,58,3384201216,1952546816,10549706752,12797538304,0,0,0,0,0
56,12,10,58,3385720832,1950494720,10550239232,12795506688,0,0,0,0,0
56,12,10,58,3385622528,1950601216,10550231040,12795613184,0,0,0,0,0
56,12,10,58,3200692224,2136006656,10549755904,12798521344,0,0,0,0,0
56,12,10,58,3197632512,2138546176,10550276096,12799815680,0,0,0,0,0
56,12,10,58,3198205952,2137767936,10550480896,12798918656,0,0,0,0,0
56,12,10,58,3199164416,2137333760,10549956608,12798484480,0,0,0,0,0
56,12,10,58,3199389696,2136829952,10550235136,12797980672,0,0,0,0,0
56,12,10,58,3199311872,2136649728,10550493184,12797800448,0,0,0,0,0
56,12,10,58,3197915136,2138329088,10550210560,12799483904,0,0,0,0,0
56,12,10,58,3200081920,2135879680,10550493184,12797034496,0,0,0,0,0
56,12,10,58,3199762432,2136481792,10550210560,12797300736,0,0,0,0,0
56,12,10,58,3198582784,2137812992,10550059008,12798709760,0,0,0,0,0
56,12,10,58,3198271488,2137346048,10550837248,12798242816,0,0,0,0,0
56,12,10,58,3198959616,2136932352,10550562816,12797853696,0,0,0,0,0
56,12,10,58,3199242240,2136887296,10550325248,12797808640,0,0,0,0,0
56,12,10,58,3198951424,2136641536,10550861824,12797562880,0,0,0,0,0
56,12,10,58,3199401984,2137255936,10549796864,12798193664,0,0,0,0,0
56,12,10,58,3165609984,2176499712,10544345088,12809220096,0,0,0,0,0
56,12,10,58,3168460800,2174820352,10543173632,12807647232,0,0,0,0,0
56,12,10,58,3167096832,2174857216,10544500736,12807139328,0,0,0,0,0
56,12,10,58,3166986240,2175492096,10543976448,12807806976,0,0,0,0,0
56,12,10,58,3166695424,2175516672,10544242688,12807831552,0,0,0,0,0
56,12,10,58,3167059968,2174779392,10544615424,12807155712,0,0,0,0,0
56,12,10,58,3165675520,2177482752,10543296512,12809867264,0,0,0,0,0
56,12,10,58,3165167616,2176876544,10544410624,12809895936,0,0,0,0,0
56,12,10,58,3163811840,2178224128,10544418816,12811243520,0,0,0,0,0
56,12,10,58,3164164096,2178117632,10544173056,12811218944,0,0,0,0,0
56,12,10,58,3164368896,2177626112,10544459776,12810727424,0,0,0,0,0
56,12,10,58,3163537408,2178998272,10543919104,12812107776,0,0,0,0,0
56,12,10,58,3164536832,2177716224,10544201728,12810833920,0,0,0,0,0
58,12,10,60,3184521216,2146598912,10555334656,12779806720,0,0,0,0,0
58,12,10,60,3185336320,2145624064,10555494400,12777189376,0,0,0,0,0
58,12,10,60,3186610176,2144874496,10554970112,12776476672,0,0,0,0,0
58,12,10,60,3375140864,1955643392,10555670528,12586070016,0,0,0,0,0
58,12,10,60,3372265472,1952747520,10561441792,12589080576,0,0,0,0,0
58,12,10,60,3374067712,1951485952,10560901120,12587790336,0,0,0,0,0
58,12,10,60,3373772800,1951240192,10561441792,12587552768,0,0,0,0,0
58,12,10,60,3374514176,1950752768,10561187840,12587167744,0,0,0,0,0
58,12,10,60,3376848896,1948692480,10560913408,12585107456,0,0,0,0,0
58,12,10,60,3376328704,1948692480,10561433600,12585181184,0,0,0,0,0
58,12,10,60,3377827840,1947414528,10561212416,12584566784,0,0,0,0,0
58,12,10,60,3298795520,2027393024,10560266240,12662235136,0,0,0,0,0
58,12,10,60,3298443264,2026422272,10561589248,12660527104,0,0,0,0,0
58,12,10,60,3299950592,2025447424,10561056768,12659560448,0,0,0,0,0
58,12,10,60,3299897344,2025492480,10561064960,12659609600,0,0,0,0,0
58,12,10,60,3330871296,1994182656,10561400832,12628590592,0,0,0,0,0
58,12,10,60,3359432704,1969549312,10557472768,12604096512,0,0,0,0,0
58,12,10,60,3362938880,1965187072,10558328832,12599857152,0,0,0,0,0
58,12,10,60,3354443776,1972748288,10559262720,12715274240,0,0,0,0,0
58,12,10,60,3350056960,1977778176,10558619648,12720529408,0,0,0,0,0
58,12,10,60,3351875584,1975758848,10558820352,12718510080,0,0,0,0,0
58,12,10,60,3353141248,1974235136,10559078400,12716986368,0,0,0,0,0
58,12,10,60,3353870336,1974018048,10558566400,12716769280,0,0,0,0,0
58,12,10,60,3351953408,1975377920,10559123456,12718182400,0,0,0,0,0
58,12,10,60,3352174592,1975148544,10559131648,12717940736,0,0,0,0,0
58,12,10,60,3351904256,1975685120,10558865408,12718477312,0,0,0,0,0
58,12,10,60,3238420480,2088792064,10559242240,12717719552,0,0,0,0,0
58,12,10,60,3238686720,2088546304,10559221760,12717502464,0,0,0,0,0
58,12,10,60,3237896192,2090102784,10558455808,12719067136,0,0,0,0,0
58,12,10,60,3237527552,2089631744,10559295488,12718395392,0,0,0,0,0
58,12,10,60,3207348224,2119946240,10559160320,12748759040,0,0,0,0,0
58,12,10,60,3202600960,2125492224,10558361600,12754305024,0,0,0,0,0
58,12,10,60,3201040384,2132873216,10552541184,12756729856,0,0,0,0,0
58,12,10,60,3199782912,2134020096,10552651776,12758097920,0,0,0,0,0
58,12,10,60,3186671616,2149879808,10549903360,12773978112,0,0,0,0,0
58,12,10,60,3160006656,2181947392,10544500736,12805947392,0,0,0,0,0
58,12,10,60,3162738688,2179723264,10543992832,12803747840,0,0,0,0,0
58,12,10,60,3159781376,2182352896,10544320512,12806012928,0,0,0,0,0
58,12,10,60,3158659072,2183204864,10544590848,12806877184,0,0,0,0,0
58,12,10,60,3160178688,2181951488,10544324608,12805369856,0,0,0,0,0
58,12,10,60,3159633920,2182307840,10544545792,12805648384,0,0,0,0,0
58,12,10,60,3159642112,2182926336,10543919104,12806979584,0,0,0,0,0
58,12,10,60,3159633920,2182410240,10544443392,12806463488,0,0,0,0,0
58,12,10,60,3160653824,2182950912,10542882816,12806721536,0,0,0,0,0
58,12,10,60,3160154112,2182344704,10543988736,12805935104,0,0,0,0,0
58,12,10,60,3159265280,2182959104,10544263168,12806578176,0,0,0,0,0
58,12,10,60,3160182784,2182045696,10544259072,12805689344,0,0,0,0,0
58,12,10,60,3160895488,2181324800,10544267264,12804968448,0,0,0,0,0
58,12,10,60,3160899584,2181861376,10543726592,12806037504,0,0,0,0,0
58,12,10,60,3356487680,1979850752,10550149120,12609871872,0,0,0,0,0
58,12,10,60,3357450240,1978327040,10550710272,12657762304,0,0,0,0,0
58,12,10,60,3357454336,1978109952,10550923264,12657848320,0,0,0,0,0
58,12,10,60,3357966336,1977864192,10550657024,12657602560,0,0,0,0,0
58,12,10,60,3359236096,1977372672,10549878784,12657111040,0,0,0,0,0
58,12,10,60,3358425088,1977126912,10550935552,12656877568,0,0,0,0,0
58,12,10,60,3373101056,1962319872,10551066624,12644024320,0,0,0,0,0
58,12,10,60,3370889216,1963909120,10551689216,12647251968,0,0,0,0,0
57,12,10,59,3371307008,1963433984,10551746560,12647464960,0,0,0,0,0
57,12,10,59,3327348736,2007924736,10551214080,12801368064,0,0,0,0,0
57,12,10,59,3319619584,2015121408,10551746560,12800212992,0,0,0,0,0
57,12,10,59,3320651776,2014089216,10551746560,12799180800,0,0,0,0,0
57,12,10,59,3322392576,2012594176,10551500800,12797706240,0,0,0,0,0
57,12,10,59,3323146240,2011832320,10551508992,12797210624,0,0,0,0,0
57,12,10,59,3322818560,2012659712,10551009280,12797833216,0,0,0,0,0
57,12,10,59,3322458112,2012426240,10551603200,12797669376,0,0,0,0,0
57,12,10,59,3168927744,2165633024,10551926784,12801114112,0,0,0,0,0
57,12,10,59,3172093952,2162442240,10551926784,12797968384,0,0,0,0,0
56,12,10,58,3173425152,2161377280,10551660544,12796903424,0,0,0,0,0
56,12,10,58,3173916672,2160603136,10551943168,12796141568,0,0,0,0,0
56,12,10,58,3174092800,2160627712,10551742464,12796186624,0,0,0,0,0
56,12,10,58,3172519936,2162454528,10551488512,12796174336,0,0,0,0,0
56,12,10,58,3170287616,2164060160,10552115200,12797255680,0,0,0,0,0
56,12,10,58,3170488320,2164084736,10551889920,12797296640,0,0,0,0,0
56,12,10,58,3170717696,2164113408,10551631872,12797325312,0,0,0,0,0
56,12,10,58,3170447360,2163859456,10552156160,12797140992,0,0,0,0,0
56,12,10,58,3171168256,2163408896,10551885824,12796690432,0,0,0,0,0
56,12,10,58,3172212736,2162921472,10551328768,12795899904,0,0,0,0,0
56,12,10,58,3171917824,2162692096,10551853056,12795670528,0,0,0,0,0
56,12,10,58,3168931840,2173878272,10543714304,12801568768,0,0,0,0,0
56,12,10,58,3169280000,2172379136,10544865280,12800122880,0,0,0,0,0
56,12,10,58,3166654464,2174730240,10545139712,12802473984,0,0,0,0,0
56,12,10,58,3166920704,2174730240,10544873472,12802494464,0,0,0,0,0
56,12,10,58,3167137792,2174500864,10544885760,12802265088,0,0,0,0,0
56,12,10,58,3168137216,2174025728,10544361472,12801789952,0,0,0,0,0
56,12,10,58,3167584256,2174054400,10544885760,12801830912,0,0,0,0,0
56,12,10,58,3167240192,2174648320,10544635904,12801093632,0,0,0,0,0
56,12,10,58,3166375936,2174402560,10545745920,12802154496,0,0,0,0,0
56,12,10,58,3168927744,2171908096,10545688576,12798750720,0,0,0,0,0
56,12,10,58,3169677312,2171949056,10544898048,12798791680,0,0,0,0,0
56,12,10,58,3169591296,2170970112,10545963008,12797820928,0,0,0,0,0
56,12,10,58,3170877440,2170220544,10545426432,12797083648,0,0,0,0,0
56,12,10,58,3170869248,2169991168,10545664000,12796874752,0,0,0,0,0
56,12,10,58,3170471936,2170052608,10545999872,12796690432,0,0,0,0,0
56,12,10,58,3170693120,2169823232,10546008064,12796469248,0,0,0,0,0
56,12,10,58,3374034944,1960603648,10551885824,12589199360,0,0,0,0,0
56,12,10,58,3372916736,1961467904,10552139776,12590063616,0,0,0,0,0
56,12,10,58,3373445120,1960927232,10552152064,12589518848,0,0,0,0,0
56,12,10,58,3374735360,1960411136,10551377920,12589002752,0,0,0,0,0
56,12,10,58,3373793280,1960570880,10552152064,12589191168,0,0,0,0,0
56,12,10,58,3374473216,1959825408,10552217600,12588662784,0,0,0,0,0
56,12,10,58,3376979968,1958047744,10551488512,12586827776,0,0,0,0,0
56,12,10,58,3376947200,1957273600,10552295424,12586156032,0,0,0,0,0
56,12,10,58,3376394240,1957826560,10552295424,12586749952,0,0,0,0,0
56,12,10,58,3376902144,1957830656,10551783424,12586786816,0,0,0,0,0
56,12,10,58,3377410048,1957056512,10552049664,12586020864,0,0,0,0,0
56,12,10,58,3377659904,1956540416,10552315904,12585504768,0,0,0,0,0
56,12,10,58,3378429952,1956036608,10552049664,12585009152,0,0,0,0,0
56,12,10,58,3377307648,1956589568,10552619008,12587528192,0,0,0,0,0
56,12,10,58,3378036736,1956376576,10552102912,12587327488,0,0,0,0,0
56,12,10,58,3378200576,1956376576,10551939072,12589043712,0,0,0,0,0
56,12,10,58,3379200000,1955102720,10552213504,12587970560,0,0,0,0,0
56,12,10,58,3379679232,1954947072,10551889920,12587507712,0,0,0,0,0
56,12,10,58,3381002240,1953894400,10551619584,12586455040,0,0,0,0,0
56,12,10,58,3380887552,1953472512,10552156160,12585766912,0,0,0,0,0
56,12,10,58,3380408320,1954164736,10551943168,12586389504,0,0,0,0,0
56,12,10,58,3381440512,1954181120,10550894592,12586450944,0,0,0,0,0
56,12,10,58,3380273152,1953935360,10552307712,12586184704,0,0,0,0,0
56,12,10,58,3379503104,1954992128,10552020992,12587274240,0,0,0,0,0
56,12,10,58,3379200000,1955254272,10552061952,12587548672,0,0,0,0,0
56,12,10,58,3379113984,1955082240,10552320000,12587384832,0,0,0,0,0
56,12,10,58,3381362688,1954164736,10550988800,12604305408,0,0,0,0,0
56,12,10,58,3377209344,1963581440,10545754112,12606935040,0,0,0,0,0
56,12,10,58,3378061312,1962807296,10545676288,12605562880,0,0,0,0,0
56,12,10,58,3378536448,1962848256,10545160192,12605616128,0,0,0,0,0
56,12,10,58,3379187712,1961836544,10545520640,12603363328,0,0,0,0,0
56,12,10,58,3380006912,1961000960,10545537024,12602552320,0,0,0,0,0
