"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/mem.csv --bytes --time --mem 1 600",,,,"Date:","23 Mar 2023 13:32:03 -03"
"system","memory usage",,,
Mar-23 13:33:57,5297217536,2774970368,7902547968,11104403456
Mar-23 13:33:58,5296021504,2775642112,7903072256,11105075200
Mar-23 13:33:59,5304520704,2775568384,7894646784,11105103872
Mar-23 13:34:00,5307637760,2775154688,7891943424,11102560256
Mar-23 13:34:01,5315104768,2766508032,7893123072,11096383488
Mar-23 13:34:02,5287194624,2794483712,7893057536,11099394048
Mar-23 13:34:03,5284442112,2802446336,7887835136,11097821184
Mar-23 13:34:04,5290463232,2794082304,7890178048,11091341312
Mar-23 13:34:05,5291384832,2792628224,7890710528,11089940480
Mar-23 13:34:06,5293019136,2791170048,7890534400,11088044032
Mar-23 13:34:07,5295091712,2791485440,7888146432,11088498688
Mar-23 13:34:08,5294272512,2791370752,7889080320,11092647936
Mar-23 13:34:09,5296500736,2790219776,7888003072,11090321408
Mar-23 13:34:10,5297426432,2789285888,7888011264,11089387520
Mar-23 13:34:11,5302956032,2781519872,7890354176,11088003072
Mar-23 13:34:12,5302931456,2781077504,7890821120,11087626240
Mar-23 13:34:13,5304885248,2779398144,7890546688,11082190848
Mar-23 13:34:14,5423247360,2655244288,7896338432,10967437312
Mar-23 13:34:15,5424955392,2654269440,7895605248,10966462464
Mar-23 13:34:16,5441175552,2639220736,7894433792,10959048704
Mar-23 13:34:17,5442920448,2637443072,7894466560,10957336576
Mar-23 13:34:18,5447335936,2630819840,7896674304,10975195136
Mar-23 13:34:19,5450444800,2627035136,7897350144,10971664384
Mar-23 13:34:20,5450641408,2627104768,7897083904,10971734016
Mar-23 13:34:21,5452693504,2627477504,7894654976,10970824704
Mar-23 13:34:22,5453508608,2626658304,7894659072,10970058752
Mar-23 13:34:23,5442002944,2637111296,7895711744,10967998464
Mar-23 13:34:24,5434241024,2644606976,7895973888,10983395328
Mar-23 13:34:25,5434212352,2642411520,7898189824,10982830080
Mar-23 13:34:26,5437632512,2638331904,7898849280,10978951168
Mar-23 13:34:27,5435273216,2640986112,7898554368,10981339136
Mar-23 13:34:28,5420658688,2655956992,7898198016,10996146176
Mar-23 13:34:29,5422952448,2655838208,7896023040,10993676288
Mar-23 13:34:30,5426909184,2657288192,7890616320,10989842432
Mar-23 13:34:31,5434769408,2648047616,7891996672,10982707200
Mar-23 13:34:32,5421346816,2659258368,7894208512,10978197504
Mar-23 13:34:33,5422575616,2657357824,7894880256,10977013760
Mar-23 13:34:34,5422686208,2656452608,7895674880,10976120832
Mar-23 13:34:35,5422342144,2657853440,7894618112,10976333824
Mar-23 13:34:36,5422534656,2660077568,7892201472,11092566016
Mar-23 13:34:37,5419397120,2663280640,7892135936,11095769088
Mar-23 13:34:38,5425696768,2656976896,7892140032,11089203200
Mar-23 13:34:39,5424955392,2654203904,7895654400,11110965248
Mar-23 13:34:40,5428203520,2650218496,7896391680,11107074048
Mar-23 13:34:41,5426671616,2652012544,7896129536,11103653888
Mar-23 13:34:42,5285109760,2801397760,7888306176,11108036608
Mar-23 13:34:43,5286739968,2799767552,7888306176,11106406400
Mar-23 13:34:44,5288079360,2798342144,7888392192,11105067008
Mar-23 13:34:45,5288775680,2798985216,7887052800,11104477184
Mar-23 13:34:46,5304868864,2778963968,7890980864,11105497088
Mar-23 13:34:47,5306830848,2776743936,7891238912,11103449088
Mar-23 13:34:48,5304938496,2778898432,7890976768,11104550912
Mar-23 13:34:49,5305122816,2781237248,7888453632,11104317440
Mar-23 13:34:50,5304229888,2782126080,7888457728,11105210368
Mar-23 13:34:51,5402779648,2678575104,7893458944,10986876928
Mar-23 13:34:52,5405806592,2675548160,7893458944,10983849984
Mar-23 13:34:53,5428740096,2649063424,7897010176,10981699584
Mar-23 13:34:54,5428994048,2647314432,7898505216,10980876288
Mar-23 13:34:55,5431484416,2645364736,7897964544,10978975744
Mar-23 13:34:56,5433229312,2644418560,7897165824,10978029568
Mar-23 13:34:57,5434822656,2645344256,7894646784,10976686080
Mar-23 13:34:58,5435817984,2644357120,7894638592,10975719424
Mar-23 13:34:59,5436387328,2643693568,7894732800,10975875072
Mar-23 13:35:00,5436870656,2640740352,7897202688,10979516416
Mar-23 13:35:01,5431410688,2644451328,7898951680,11085737984
Mar-23 13:35:02,5430411264,2645708800,7898689536,11087003648
Mar-23 13:35:03,5431861248,2644516864,7898431488,11085828096
Mar-23 13:35:04,5430923264,2647724032,7896162304,11086766080
Mar-23 13:35:05,5433151488,2645495808,7896162304,11084537856
Mar-23 13:35:06,5432291328,2646355968,7896162304,11095248896
Mar-23 13:35:07,5308780544,2767278080,7898750976,11119738880
Mar-23 13:35:08,5320630272,2755031040,7899148288,11107684352
Mar-23 13:35:09,5313744896,2760851456,7900213248,11102224384
Mar-23 13:35:10,5314359296,2760491008,7899959296,11101868032
Mar-23 13:35:11,5313720320,2763386880,7897702400,11099488256
Mar-23 13:35:12,5309870080,2767228928,7897710592,11102605312
Mar-23 13:35:13,5310337024,2766774272,7897698304,11102150656
Mar-23 13:35:14,5295742976,2778533888,7900532736,11106308096
Mar-23 13:35:15,5296758784,2776559616,7901487104,11104579584
Mar-23 13:35:16,5297631232,2775662592,7901507584,11104972800
Mar-23 13:35:17,5301805056,2773733376,7899254784,11100794880
Mar-23 13:35:18,5302906880,2772623360,7899262976,11099795456
Mar-23 13:35:19,5303255040,2772254720,7899283456,11099459584
Mar-23 13:35:20,5271773184,2809036800,7893975040,11145322496
Mar-23 13:35:21,5267963904,2810023936,7896797184,11150356480
Mar-23 13:35:22,5268979712,2809106432,7896698880,11149549568
Mar-23 13:35:23,5245558784,2833850368,7895375872,11150344192
Mar-23 13:35:24,5259558912,2818871296,7896354816,11136483328
Mar-23 13:35:25,5259956224,2820558848,7894269952,11135909888
Mar-23 13:35:26,5261152256,2819354624,7894278144,11134726144
Mar-23 13:35:27,5262471168,2818166784,7894147072,11151491072
Mar-23 13:35:28,5260652544,2818293760,7895834624,11144515584
Mar-23 13:35:29,5385650176,2687361024,7901769728,11011956736
Mar-23 13:35:30,5387243520,2686025728,7901511680,11010715648
Mar-23 13:35:31,5409226752,2662699008,7902855168,10996899840
Mar-23 13:35:32,5391785984,2682413056,7900581888,10997141504
Mar-23 13:35:33,5392904192,2681294848,7900581888,10996023296
Mar-23 13:35:34,5385146368,2693316608,7896317952,11000750080
Mar-23 13:35:35,5385515008,2690428928,7898836992,10998165504
Mar-23 13:35:36,5376364544,2698358784,7900057600,11122298880
Mar-23 13:35:37,5376266240,2699419648,7899095040,11123335168
Mar-23 13:35:38,5358096384,2717835264,7898849280,11128475648
Mar-23 13:35:39,5371867136,2704855040,7898058752,11114455040
Mar-23 13:35:40,5373120512,2703736832,7897923584,11113218048
Mar-23 13:35:41,5374054400,2702802944,7897923584,11112316928
Mar-23 13:35:42,5377638400,2697555968,7899586560,11107209216
Mar-23 13:35:43,5378838528,2695659520,7900282880,11106775040
Mar-23 13:35:44,5268725760,2805747712,7900307456,11108487168
Mar-23 13:35:45,5272932352,2803810304,7898038272,11104309248
Mar-23 13:35:46,5288538112,2786865152,7899377664,11089731584
Mar-23 13:35:47,5289435136,2785959936,7899385856,11088875520
Mar-23 13:35:48,5289861120,2785529856,7899389952,11088449536
Mar-23 13:35:49,5297094656,2759553024,7918129152,11063627776
Mar-23 13:35:50,5296877568,2758836224,7919058944,11064434688
Mar-23 13:35:51,5301927936,2757169152,7915675648,11062775808
Mar-23 13:35:52,5299699712,2764582912,7910490112,11069038592
Mar-23 13:35:53,5303046144,2761322496,7910404096,11078463488
Mar-23 13:35:54,5292449792,2779860992,7902461952,11098365952
Mar-23 13:35:55,5294399488,2777112576,7903260672,11095621632
Mar-23 13:35:56,5331202048,2730586112,7912984576,11051687936
Mar-23 13:35:57,5331292160,2730586112,7912894464,11060600832
Mar-23 13:35:58,5330776064,2736701440,7907295232,11083800576
Mar-23 13:35:59,5330202624,2737999872,7906570240,11085193216
Mar-23 13:36:00,5332951040,2737319936,7904501760,11082383360
Mar-23 13:36:01,5348413440,2722029568,7904325632,11074727936
Mar-23 13:36:02,5349335040,2721103872,7904329728,11073859584
Mar-23 13:36:03,5340143616,2728882176,7905742848,11072966656
Mar-23 13:36:04,5342236672,2725797888,7906955264,11072729088
Mar-23 13:36:05,5343412224,2724880384,7906697216,11071811584
Mar-23 13:36:06,5344571392,2723717120,7906701312,11070648320
Mar-23 13:36:07,5441241088,2624331776,7909416960,10953564160
Mar-23 13:36:08,5440995328,2624495616,7909498880,10953809920
Mar-23 13:36:09,5447925760,2616188928,7910871040,10944663552
Mar-23 13:36:10,5431902208,2630557696,7912525824,10950471680
Mar-23 13:36:11,5421101056,2642882560,7910998016,10963988480
Mar-23 13:36:12,5422292992,2641948672,7910739968,10963070976
Mar-23 13:36:13,5422981120,2641260544,7910739968,10962382848
Mar-23 13:36:14,5414084608,2652348416,7908548608,11092717568
Mar-23 13:36:15,5414936576,2651729920,7908315136,11092086784
Mar-23 13:36:16,5413216256,2650812416,7910952960,11086602240
Mar-23 13:36:17,5415071744,2648334336,7911575552,11092570112
Mar-23 13:36:18,5415550976,2647150592,7912280064,11092881408
Mar-23 13:36:19,5411471360,2653605888,7909904384,11099344896
Mar-23 13:36:20,5409079296,2658119680,7907782656,11101884416
Mar-23 13:36:21,5409857536,2657492992,7907631104,11101106176
Mar-23 13:36:22,5290950656,2776309760,7907721216,11100553216
Mar-23 13:36:23,5273219072,2793975808,7907786752,11116863488
Mar-23 13:36:24,5283954688,2780262400,7910764544,11108605952
Mar-23 13:36:25,5281890304,2781646848,7911444480,11105378304
Mar-23 13:36:26,5256617984,2812215296,7906148352,11136045056
Mar-23 13:36:27,5256482816,2812346368,7906152448,11136180224
Mar-23 13:36:28,5258428416,2812682240,7903870976,11134234624
Mar-23 13:36:29,5263699968,2806915072,7904366592,11129577472
Mar-23 13:36:30,5264863232,2805751808,7904366592,11128414208
Mar-23 13:36:31,5283913728,2783690752,7907368960,11101638656
Mar-23 13:36:32,5284171776,2782457856,7908343808,11101851648
Mar-23 13:36:33,5268840448,2798047232,7908085760,11117486080
Mar-23 13:36:34,5276934144,2797473792,7900549120,11150168064
Mar-23 13:36:35,5276794880,2797604864,7900557312,11150303232
Mar-23 13:36:36,5278728192,2794610688,7901618176,11147317248
Mar-23 13:36:37,5277470720,2796576768,7900909568,11149729792
Mar-23 13:36:38,5276123136,2797850624,7900983296,11152035840
Mar-23 13:36:39,5290999808,2780688384,7903260672,11138265088
Mar-23 13:36:40,5292224512,2779787264,7902937088,11137392640
Mar-23 13:36:41,5293355008,2780946432,7900647424,11136262144
Mar-23 13:36:42,5293170688,2781130752,7900647424,11136446464
Mar-23 13:36:43,5293871104,2780430336,7900647424,11135746048
Mar-23 13:36:44,5289771008,2783932416,7901245440,11119824896
Mar-23 13:36:45,5389574144,2678247424,7907127296,11018002432
Mar-23 13:36:46,5412417536,2652786688,7909744640,10995326976
Mar-23 13:36:47,5412618240,2652844032,7909486592,10995384320
Mar-23 13:36:48,5413322752,2652139520,7909486592,11003101184
Mar-23 13:36:49,5416456192,2651230208,7907262464,10999902208
Mar-23 13:36:50,5421744128,2645946368,7907258368,10994618368
Mar-23 13:36:51,5420277760,2647207936,7907463168,10992640000
Mar-23 13:36:52,5419483136,2646544384,7908921344,10999971840
Mar-23 13:36:53,5419347968,2645647360,7909953536,11000475648
Mar-23 13:36:54,5428166656,2635730944,7911051264,10976870400
Mar-23 13:36:55,5429231616,2636791808,7908921344,10976497664
Mar-23 13:36:56,5430394880,2634723328,7909826560,10974273536
Mar-23 13:36:57,5430394880,2634674176,7909875712,10973835264
Mar-23 13:36:58,5430038528,2636095488,7908810752,10975256576
Mar-23 13:36:59,5423652864,2641125376,7910166528,11045199872
Mar-23 13:37:00,5419376640,2644074496,7911493632,11042004992
Mar-23 13:37:01,5392936960,2669428736,7912579072,11035136000
Mar-23 13:37:02,5392596992,2669817856,7912529920,11035582464
Mar-23 13:37:03,5370060800,2694479872,7910404096,11038806016
Mar-23 13:37:04,5371289600,2693320704,7910334464,11037515776
Mar-23 13:37:05,5368791040,2695819264,7910334464,11042131968
Mar-23 13:37:06,5360840704,2702196736,7911907328,11046604800
Mar-23 13:37:07,5359927296,2702020608,7912996864,11048636416
Mar-23 13:37:08,5360091136,2702114816,7912738816,11048730624
Mar-23 13:37:09,5380624384,2682335232,7911981056,11028357120
Mar-23 13:37:10,5380882432,2682236928,7911821312,11028123648
Mar-23 13:37:11,5381816320,2681303040,7911821312,11027189760
Mar-23 13:37:12,5382619136,2680111104,7912210432,11026108416
Mar-23 13:37:13,5373595648,2693283840,7908044800,11046330368
Mar-23 13:37:14,5373345792,2692308992,7909269504,11046858752
Mar-23 13:37:15,5374259200,2691543040,7909117952,11046227968
Mar-23 13:37:16,5373509632,2692313088,7909097472,11028959232
Mar-23 13:37:17,5375107072,2691964928,7907848192,11026358272
Mar-23 13:37:18,5375471616,2692665344,7906783232,11027058688
Mar-23 13:37:19,5376212992,2691575808,7907131392,11025981440
Mar-23 13:37:20,5369516032,2696900608,7908499456,11036651520
Mar-23 13:37:21,5370093568,2695192576,7909629952,11036999680
Mar-23 13:37:22,5452722176,2607669248,7914524672,11005231104
Mar-23 13:37:23,5455044608,2607640576,7912230912,11002908672
Mar-23 13:37:24,5479567360,2581860352,7913484288,10985582592
Mar-23 13:37:25,5483548672,2577879040,7913484288,10981601280
Mar-23 13:37:26,5486252032,2574901248,7913754624,10978631680
Mar-23 13:37:27,5479096320,2581733376,7914078208,10976882688
Mar-23 13:37:28,5477789696,2581258240,7915859968,10978709504
Mar-23 13:37:29,5478174720,2580865024,7915868160,10978328576
Mar-23 13:37:30,5478965248,2579976192,7915966464,10976841728
Mar-23 13:37:31,5482602496,2577317888,7914983424,11065761792
Mar-23 13:37:32,5483528192,2576384000,7914991616,11064856576
Mar-23 13:37:33,5483741184,2575638528,7915524096,11064111104
Mar-23 13:37:34,5429825536,2629451776,7915622400,11112919040
Mar-23 13:37:35,5432553472,2624651264,7917694976,11110776832
Mar-23 13:37:36,5433020416,2624487424,7917391872,11110580224
Mar-23 13:37:37,5433266176,2623053824,7918579712,11108438016
Mar-23 13:37:38,5432299520,2627104768,7915495424,11110203392
Mar-23 13:37:39,5439082496,2619203584,7916613632,11118485504
Mar-23 13:37:40,5440217088,2617802752,7916879872,11117084672
Mar-23 13:37:41,5441683456,2616111104,7917105152,11117109248
Mar-23 13:37:42,5443088384,2612613120,7919198208,11116765184
Mar-23 13:37:43,5435494400,2620465152,7918940160,11113574400
Mar-23 13:37:44,5435678720,2620280832,7918940160,11113390080
Mar-23 13:37:45,5435396096,2620469248,7919034368,11110588416
Mar-23 13:37:46,5446529024,2610266112,7918104576,11099459584
Mar-23 13:37:47,5447831552,2608558080,7918510080,11097763840
Mar-23 13:37:48,5441818624,2614333440,7918747648,11102564352
Mar-23 13:37:49,5438275584,2615803904,7920820224,11106381824
Mar-23 13:37:50,5286502400,2772955136,7915442176,11146878976
Mar-23 13:37:51,5291995136,2767769600,7915126784,11145392128
Mar-23 13:37:52,5293666304,2768400384,7912824832,11144912896
Mar-23 13:37:53,5294436352,2768789504,7911665664,11144142848
Mar-23 13:37:54,5273669632,2786795520,7914426368,11137413120
Mar-23 13:37:55,5273399296,2787524608,7913967616,11138027520
Mar-23 13:37:56,5277552640,2781556736,7915782144,11131469824
Mar-23 13:37:57,5278502912,2780127232,7916261376,11130023936
Mar-23 13:37:58,5287198720,2773475328,7914217472,11121074176
Mar-23 13:37:59,5285384192,2776154112,7913353216,11123757056
Mar-23 13:38:00,5386264576,2670477312,7918149632,11002732544
Mar-23 13:38:01,5391245312,2664824832,7918821376,11021721600
Mar-23 13:38:02,5383794688,2672529408,7918604288,11029590016
Mar-23 13:38:03,5384945664,2669293568,7920689152,11028697088
Mar-23 13:38:04,5385773056,2668457984,7920697344,11050975232
Mar-23 13:38:05,5389193216,2667327488,7918407680,11047600128
Mar-23 13:38:06,5386752000,2669768704,7918407680,11050041344
Mar-23 13:38:07,5361717248,2694713344,7918497792,11050270720
Mar-23 13:38:08,5361004544,2694836224,7919087616,11050393600
Mar-23 13:38:09,5359837184,2694889472,7920201728,11163004928
Mar-23 13:38:10,5363830784,2689892352,7921201152,11159130112
Mar-23 13:38:11,5364871168,2688917504,7921135616,11158155264
Mar-23 13:38:12,5365346304,2688311296,7921266688,11157549056
Mar-23 13:38:13,5365448704,2690506752,7918968832,11156242432
Mar-23 13:38:14,5365866496,2690088960,7918968832,11155824640
Mar-23 13:38:15,5367447552,2688954368,7918522368,11153362944
Mar-23 13:38:16,5384208384,2671333376,7919382528,11138359296
Mar-23 13:38:17,5257203712,2796224512,7921491968,11134050304
Mar-23 13:38:18,5258018816,2794344448,7922556928,11131772928
Mar-23 13:38:19,5255622656,2797539328,7921758208,11134967808
Mar-23 13:38:20,5253206016,2802511872,7919202304,11137634304
Mar-23 13:38:21,5253730304,2801979392,7919210496,11137101824
Mar-23 13:38:22,5253742592,2801455104,7919722496,11135520768
Mar-23 13:38:23,5254979584,2800590848,7919349760,11133485056
Mar-23 13:38:24,5267976192,2783920128,7923019776,11120820224
Mar-23 13:38:25,5267980288,2785099776,7921836032,11120746496
Mar-23 13:38:26,5269147648,2783940608,7921827840,11119538176
Mar-23 13:38:27,5276274688,2779123712,7919517696,11112419328
Mar-23 13:38:28,5274726400,2785968128,7914221568,11111968768
Mar-23 13:38:29,5275893760,2784276480,7914745856,11110367232
Mar-23 13:38:30,5276491776,2783801344,7914622976,11109502976
Mar-23 13:38:31,5291585536,2766630912,7916699648,11098419200
Mar-23 13:38:32,5294804992,2763411456,7916699648,11095224320
Mar-23 13:38:33,5295206400,2763010048,7916699648,11094822912
Mar-23 13:38:34,5294501888,2766000128,7914414080,11095515136
Mar-23 13:38:35,5295132672,2765352960,7914430464,11094671360
Mar-23 13:38:36,5297573888,2762379264,7914962944,11091705856
Mar-23 13:38:37,5300457472,2759692288,7914766336,11105796096
Mar-23 13:38:38,5421584384,2630602752,7922728960,10998927360
Mar-23 13:38:39,5447225344,2603118592,7924572160,10972844032
Mar-23 13:38:40,5452279808,2601680896,7920955392,10968928256
Mar-23 13:38:41,5453533184,2600476672,7920906240,10967736320
Mar-23 13:38:42,5455904768,2598100992,7920906240,10965364736
Mar-23 13:38:43,5456244736,2597183488,7921483776,10964447232
Mar-23 13:38:44,5453197312,2600439808,7921274880,10999963648
Mar-23 13:38:45,5435052032,2616406016,7923453952,11006480384
Mar-23 13:38:46,5429743616,2620395520,7924772864,10998525952
Mar-23 13:38:47,5416407040,2633728000,7924776960,10992402432
Mar-23 13:38:48,5417111552,2633031680,7924768768,10991706112
Mar-23 13:38:49,5420613632,2631831552,7922466816,10988195840
Mar-23 13:38:50,5421457408,2630365184,7923089408,10990977024
Mar-23 13:38:51,5419720704,2632368128,7922823168,10991390720
Mar-23 13:38:52,5417365504,2632593408,7924953088,10993733632
Mar-23 13:38:53,5417459712,2632404992,7925047296,10993664000
Mar-23 13:38:54,5416177664,2634608640,7924125696,10994962432
Mar-23 13:38:55,5416079360,2634706944,7924125696,10995097600
Mar-23 13:38:56,5417979904,2632785920,7924146176,10993197056
Mar-23 13:38:57,5418115072,2632126464,7924670464,10992537600
Mar-23 13:38:58,5409603584,2640064512,7925243904,10995249152
Mar-23 13:38:59,5410025472,2637283328,7927603200,10997420032
Mar-23 13:39:00,5412962304,2635059200,7926890496,10996989952
Mar-23 13:39:01,5415219200,2631663616,7928029184,11115712512
Mar-23 13:39:02,5417738240,2631208960,7925964800,11113127936
Mar-23 13:39:03,5418795008,2630332416,7925784576,11112071168
Mar-23 13:39:04,5419180032,2629419008,7926312960,11111161856
Mar-23 13:39:05,5418799104,2630328320,7925784576,11112607744
Mar-23 13:39:06,5414285312,2632511488,7928115200,11133657088
Mar-23 13:39:07,5372108800,2680000512,7922802688,11135086592
