"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/unix_int_io_disk_lock_vm-adv_socket_raw.csv --unix --int --io --disk --lock --vm-adv --socket --raw 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"unix sockets",,,,"interrupts",,,"io/total",,"dsk/total",,"file locks",,,,"advanced virtual memory",,,,,"sockets",,,,,"raw"
56,975,55,920,0,135,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,152,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,129,0,0,468,0,4407296,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,125,0,0,38,0,753664,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,117,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,163,0,0,64,0,8110080,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,155,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,123,0,0,44,0,540672,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,131,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,119,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,120,0,0,82,0,7921664,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,192,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,26,33,0,0,0
56,975,55,920,0,119,0,0,32,0,892928,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,122,0,0,80,0,557056,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,130,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,128,0,0,48,0,4947968,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,126,0,0,38,0,1720320,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,178,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,140,0,0,1564,0,14221312,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,120,0,0,30,0,2449408,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,163,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,150,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,113,0,2,260,32768,11698176,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,132,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,141,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,152,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,120,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,119,0,0,122,0,6053888,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,118,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,171,0,0,26,0,409600,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,125,0,0,478,0,12181504,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,158,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,126,0,2,0,8192,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,129,0,0,14,0,811008,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,153,0,0,190,0,4235264,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,153,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,129,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,129,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,120,0,0,100,0,5406720,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,164,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,139,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,122,0,0,126,0,8642560,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,157,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,151,0,0,90,0,2269184,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,121,0,0,1916,0,13287424,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,120,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,150,0,0,30,0,1368064,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,143,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,119,0,0,338,0,9117696,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,128,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,115,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,123,0,0,40,0,2834432,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,171,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,124,0,0,48,0,368640,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,120,0,0,60,0,5185536,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,128,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,120,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,181,0,0,24,0,696320,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,125,0,470,486,1710080,11919360,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,120,0,564,12,2052096,49152,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,121,0,377,72,1372160,843776,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,125,0,657,14,2390016,57344,83,12,13,82,0,0,0,0,0,1206,28,33,0,0,0
56,975,55,920,0,126,0,1034,22,3762176,90112,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,164,0,282,92,1026048,3268608,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,124,0,282,6,1026048,24576,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,121,0,470,90,1710080,999424,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,978,55,922,0,122,0,376,8,1368064,32768,83,12,13,82,0,0,0,0,0,1207,27,33,0,0,0
56,975,55,920,0,131,0,94,2,342016,8192,83,12,13,82,0,0,0,0,0,1206,28,33,0,0,0
56,975,55,920,0,136,0,470,58,1710080,4980736,83,12,13,82,0,0,0,0,0,1207,28,36,0,0,0
56,975,55,920,0,165,0,846,18,3078144,73728,83,12,13,82,0,0,0,0,0,1207,28,36,0,0,0
56,975,55,920,0,122,0,564,142,2052096,720896,83,12,13,82,0,0,0,0,0,1207,28,36,0,0,0
56,975,55,920,0,126,0,470,10,1710080,40960,83,12,13,82,0,0,0,0,0,1209,28,36,0,0,0
56,975,55,920,0,132,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1207,28,36,0,0,0
56,975,55,920,0,135,0,0,162,0,8052736,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,151,0,2,0,8192,0,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,161,0,0,18,0,1024000,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,129,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,119,0,0,66,0,1818624,83,12,13,82,0,0,0,0,0,1206,28,33,0,0,0
56,975,55,920,0,121,0,0,1996,0,18382848,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,121,0,382,38,1371136,1769472,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,117,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,166,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,132,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,164,0,0,328,0,1597440,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,185,0,0,20,0,532480,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,117,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,166,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,28,33,0,0,0
56,975,55,920,0,124,0,0,80,0,8404992,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,128,0,0,74,0,3694592,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,118,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,120,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,181,0,0,480,0,11698176,83,12,13,82,0,0,0,0,0,1204,28,33,0,0,0
56,975,55,920,0,165,0,0,26,0,892928,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,127,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,131,0,0,28,0,409600,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,156,0,0,50,0,835584,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,132,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,147,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,117,0,0,4,0,696320,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,119,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,124,0,0,156,0,8609792,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,178,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,119,0,0,90,0,1228800,83,12,13,82,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,115,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,125,0,0,94,0,8028160,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,116,0,8,0,40960,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,152,0,0,64,0,1056768,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,123,0,0,32,0,180224,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,126,0,0,132,0,5537792,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,134,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,133,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,155,0,0,32,0,1720320,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,120,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,128,0,0,2246,0,14581760,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,120,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,128,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,115,0,0,50,0,1794048,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,165,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,120,0,0,104,0,8151040,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,119,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,145,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,123,0,0,22,0,2301952,83,12,13,82,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,119,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,145,0,0,476,0,9027584,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,120,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,121,0,0,26,0,663552,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,121,0,0,72,0,8069120,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,162,0,6,0,139264,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,174,0,0,16,0,729088,83,12,13,82,0,0,0,0,0,1205,26,33,0,0,0
56,977,55,922,0,129,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,115,0,0,44,0,3203072,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,153,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,131,0,0,74,0,819200,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,134,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,127,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,128,0,0,42,0,4923392,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,172,0,0,30,0,778240,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,140,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,979,55,924,0,142,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1210,29,33,0,0,0
56,977,55,922,0,136,0,0,180,0,8749056,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,143,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,124,0,0,38,0,2129920,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,161,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,118,0,0,2126,0,19308544,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,977,55,922,0,118,0,0,46,0,1662976,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,154,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,183,0,0,18,0,245760,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,118,0,0,146,0,3694592,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,142,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,119,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,122,0,0,42,0,2875392,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,162,0,0,438,0,9216000,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,119,0,0,42,0,475136,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,137,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,127,0,0,76,0,8069120,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,164,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,125,0,0,22,0,819200,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,123,0,0,34,0,204800,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,128,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,122,0,0,34,0,3162112,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,979,55,924,0,161,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1209,26,33,0,0,0
56,979,55,924,0,123,0,0,18,0,827392,83,12,13,82,0,0,0,0,0,1207,26,33,0,0,0
56,979,55,924,0,129,0,0,12,0,98304,83,12,13,82,0,0,0,0,0,1207,26,33,0,0,0
56,979,55,924,0,152,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1207,26,33,0,0,0
56,979,55,924,0,123,0,0,54,0,5160960,83,12,13,82,0,0,0,0,0,1208,26,33,0,0,0
56,979,55,924,0,133,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,26,33,0,0,0
56,979,55,924,0,156,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,26,33,0,0,0
56,995,55,940,0,148,0,0,64,0,1105920,84,12,13,83,0,0,0,0,0,1234,26,42,0,0,0
56,995,55,940,0,165,0,0,388,0,9920512,84,12,13,83,0,0,0,0,0,1226,26,33,0,0,0
56,995,55,940,0,133,0,0,248,0,9256960,84,12,13,83,0,0,0,0,0,1226,26,33,0,0,0
56,995,55,940,0,153,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1227,26,33,0,0,0
56,995,55,940,0,152,0,0,158,0,3989504,84,12,13,83,0,0,0,0,0,1230,26,36,0,0,0
56,995,55,940,0,149,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1230,26,36,0,0,0
56,995,55,940,0,130,0,2,0,8192,0,84,12,13,83,0,0,0,0,0,1230,26,36,0,0,0
56,995,55,940,0,143,0,0,368,0,19341312,84,12,13,83,0,0,0,0,0,1230,26,36,0,0,0
56,995,55,940,0,120,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1230,26,36,0,0,0
56,995,55,940,0,121,0,0,40,0,2809856,84,12,13,83,0,0,0,0,0,1227,26,33,0,0,0
56,995,55,940,0,125,0,0,14,0,647168,84,12,13,83,0,0,0,0,0,1227,26,33,0,0,0
56,995,55,940,0,163,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1227,26,33,0,0,0
56,995,55,940,0,124,0,0,18,0,122880,84,12,13,83,0,0,0,0,0,1227,26,33,0,0,0
56,995,55,940,0,120,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1229,26,33,0,0,0
56,995,55,940,0,133,0,0,64,0,1286144,84,12,13,83,0,0,0,0,0,1227,26,33,0,0,0
56,995,55,940,0,128,0,0,172,0,2834432,84,12,13,83,0,0,0,0,0,1227,26,33,0,0,0
56,995,55,940,0,143,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1227,26,33,0,0,0
56,995,55,940,0,186,0,0,628,0,13107200,84,12,13,83,0,0,0,0,0,1227,26,33,0,0,0
56,997,55,942,0,128,0,0,70,0,925696,84,12,13,83,0,0,0,0,0,1229,26,33,0,0,0
