"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/lock_swap_time_proc_int_vm-adv_tcp_aio_page_load_zones_vm.csv --lock --swap --time --proc --int --vm-adv --tcp --aio --page --load --zones --vm 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"file locks",,,,"swap",,"system","procs",,,"interrupts",,,"advanced virtual memory",,,,,"tcp sockets",,,,,"async","paging",,"load avg",,,"zones memory",,,,"virtual memory",,,
83,12,13,82,108527616,914878464,23-03 14:05:04,1,0,0,0,119,0,0,0,0,0,0,7,18,0,8,2,0,0,0,1.430,1.110,1.090,159767,3141,504490,22688,0,52,523,3196
83,12,13,82,108527616,914878464,23-03 14:05:05,0,0,0,0,120,0,0,0,0,0,0,7,18,0,8,2,0,0,0,1.430,1.110,1.090,159767,3141,503891,22688,0,47,1155,1246
83,12,13,82,108527616,914878464,23-03 14:05:06,3,0,0,0,121,0,0,0,0,0,0,7,18,0,8,2,0,0,0,1.430,1.110,1.090,159767,3141,503714,22688,0,440,1007,1524
83,12,13,82,108527616,914878464,23-03 14:05:07,1,0,8,0,114,0,0,0,0,0,0,7,18,0,8,2,0,0,0,1.390,1.100,1.090,159767,3141,503294,22688,0,1318,1854,1829
83,12,13,82,108527616,914878464,23-03 14:05:08,1,0,9,0,159,0,0,0,0,0,0,7,18,0,8,2,0,0,0,1.390,1.100,1.090,159767,3141,502933,22688,0,1743,1999,2291
83,12,13,82,108527616,914878464,23-03 14:05:09,1,0,0,0,114,0,0,0,0,0,0,7,18,0,7,2,0,0,0,1.390,1.100,1.090,159767,3141,502877,22688,0,242,848,647
83,12,13,82,108527616,914878464,23-03 14:05:10,2,0,0,0,118,0,0,0,0,0,0,7,18,0,7,2,0,0,0,1.390,1.100,1.090,159767,3141,499187,22688,0,6293,8466,3253
83,12,13,82,108527616,914878464,23-03 14:05:11,1,0,0,0,116,0,0,0,0,0,0,7,18,1,7,2,0,0,0,1.390,1.100,1.090,159767,3141,498952,22688,0,211,635,598
83,12,13,82,108527616,914878464,23-03 14:05:12,1,0,8,0,113,0,0,0,0,0,0,7,18,1,7,2,0,0,0,1.440,1.120,1.100,159767,3141,498714,22688,0,1959,2499,1932
83,12,13,82,108527616,914878464,23-03 14:05:13,1,0,8,0,146,0,0,0,0,0,0,7,18,1,8,2,0,0,0,1.440,1.120,1.100,159767,3141,498498,22688,0,1372,2023,2003
83,12,13,82,108527616,914878464,23-03 14:05:14,0,0,0,0,153,0,0,0,0,0,0,7,18,1,8,2,0,0,0,1.440,1.120,1.100,159767,3141,498341,22688,0,320,714,628
83,12,13,82,108527616,914878464,23-03 14:05:15,2,0,0,0,120,0,0,0,0,0,0,7,18,1,8,2,0,0,0,1.440,1.120,1.100,159767,3141,498310,22688,0,41,1101,1082
83,12,13,82,108527616,914878464,23-03 14:05:16,1,0,0,0,119,0,0,0,0,0,0,7,18,1,8,2,0,0,0,1.440,1.120,1.100,159767,3141,498142,22688,0,383,874,1373
83,12,13,82,108527616,914878464,23-03 14:05:17,2,0,8,0,116,0,0,0,0,0,0,7,18,1,8,2,0,0,0,1.400,1.120,1.100,159767,3141,499226,22688,0,1401,1949,2845
83,12,13,82,108527616,914878464,23-03 14:05:18,6,0,8,0,121,0,0,0,0,0,0,7,18,1,8,2,0,0,0,1.400,1.120,1.100,159767,3141,499606,22688,0,6756,8349,8469
83,12,13,82,108527616,914878464,23-03 14:05:19,0,0,0,0,120,0,0,0,0,0,0,7,18,1,8,2,0,0,0,1.400,1.120,1.100,159767,3141,499450,22688,0,52,541,526
83,12,13,82,108527616,914878464,23-03 14:05:20,1,0,1,0,154,0,0,0,0,0,0,7,18,1,7,2,0,0,0,1.400,1.120,1.100,159767,3141,498782,22688,0,310,1370,1244
83,12,13,82,108527616,914878464,23-03 14:05:21,1,0,0,0,139,0,0,0,0,0,0,7,18,1,7,2,0,0,0,1.400,1.120,1.100,159767,3141,492944,22688,0,7916,9435,2243
83,12,13,82,108527616,914878464,23-03 14:05:22,1,0,8,0,119,0,0,0,0,0,0,7,18,1,7,2,0,0,0,1.290,1.100,1.090,159767,3141,492906,22688,0,1538,1874,2052
83,12,13,82,108527616,914878464,23-03 14:05:23,0,0,8,0,141,0,0,0,0,0,0,7,20,1,8,1,0,0,0,1.290,1.100,1.090,159767,3141,492877,22688,0,1412,2091,2557
83,12,13,82,108527616,914878464,23-03 14:05:24,1,0,0,0,144,0,0,0,0,0,0,7,20,1,8,1,0,0,0,1.290,1.100,1.090,159767,3141,496493,22688,0,1074,1736,3169
83,12,13,82,108527616,914878464,23-03 14:05:25,2,0,0,0,116,0,0,0,0,0,0,7,20,1,8,1,0,0,0,1.290,1.100,1.090,159767,3141,500506,22688,0,1069,2859,7279
83,12,13,82,108527616,914878464,23-03 14:05:26,1,0,0,0,156,0,0,0,0,0,0,7,20,1,8,1,0,0,0,1.290,1.100,1.090,159767,3141,500160,22688,0,420,796,852
83,12,13,82,108527616,914878464,23-03 14:05:27,0,0,8,0,119,0,0,0,0,0,0,7,20,1,8,1,0,0,0,1.270,1.100,1.090,159767,3141,500582,22688,0,1331,1861,2335
83,12,13,82,108527616,914878464,23-03 14:05:28,3,0,8,0,131,0,0,0,0,0,0,7,22,1,8,1,0,0,0,1.270,1.100,1.090,159767,3141,500382,22688,0,1320,2015,2136
83,12,13,82,108527616,914878464,23-03 14:05:29,0,0,0,0,138,0,0,0,0,0,0,7,20,1,8,1,0,0,0,1.270,1.100,1.090,159767,3141,500953,22688,0,477,2333,3680
83,12,13,82,108527616,914878464,23-03 14:05:30,5,0,0,0,115,0,0,0,0,0,0,7,20,1,7,1,0,0,0,1.270,1.100,1.090,159767,3141,509711,22688,0,258,1421,12640
83,12,13,82,108527616,914878464,23-03 14:05:31,1,0,0,0,115,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.270,1.100,1.090,159767,3141,509339,22688,0,410,1071,719
83,12,13,82,108527616,914878464,23-03 14:05:32,2,0,9,0,183,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.250,1.090,1.090,159767,3141,513045,22688,0,1626,2227,5230
83,12,13,82,108527616,914878464,23-03 14:05:33,2,0,8,0,121,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.250,1.090,1.090,159767,3141,512053,22688,0,7062,8857,6610
83,12,13,82,108527616,914878464,23-03 14:05:34,1,0,0,0,138,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.250,1.090,1.090,159767,3141,511909,22688,0,289,595,606
83,12,13,82,108527616,914878464,23-03 14:05:35,4,0,0,0,126,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.250,1.090,1.090,159767,3141,511512,22688,0,61,2473,2861
83,12,13,82,108527616,914878464,23-03 14:05:36,1,0,0,0,120,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.250,1.090,1.090,159767,3141,511612,22688,0,192,844,929
83,12,13,82,108527616,914878464,23-03 14:05:37,1,0,8,0,124,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.710,1.190,1.120,159767,3141,511437,22688,0,1366,2025,1879
83,12,13,82,108527616,914878464,23-03 14:05:38,2,0,8,0,156,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.710,1.190,1.120,159767,3141,510975,22688,0,2034,2378,1886
83,12,13,82,108527616,914878464,23-03 14:05:39,1,0,0,0,115,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.710,1.190,1.120,159767,3141,506082,22688,0,39334,61135,55587
83,12,13,82,108527616,914878464,23-03 14:05:40,1,0,0,0,118,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.710,1.190,1.120,159767,3141,504989,22688,0,6622,8345,5793
83,12,13,82,108527616,914878464,23-03 14:05:41,2,0,0,0,115,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.710,1.190,1.120,159767,3141,504284,22688,0,206,1635,1731
83,12,13,82,108527616,914878464,23-03 14:05:42,0,0,8,0,116,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.570,1.170,1.110,159767,3141,504054,22688,0,1572,1868,1965
83,12,13,82,108527616,914878464,23-03 14:05:43,2,0,8,0,117,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.570,1.170,1.110,159767,3141,503747,22688,0,1314,2203,2316
83,12,13,82,108527616,914878464,23-03 14:05:44,0,0,1,0,167,0,0,0,0,0,0,7,19,1,8,2,0,0,0,1.570,1.170,1.110,159767,3141,503551,22688,0,731,4811,4563
83,12,13,82,108527616,914878464,23-03 14:05:45,2,0,0,0,165,0,0,0,0,0,0,7,20,0,10,1,0,0,0,1.570,1.170,1.110,159767,3141,503337,22688,0,247,768,2343
83,12,13,82,108527616,914878464,23-03 14:05:46,3,0,0,0,116,0,0,0,0,0,0,7,20,0,10,1,0,0,0,1.570,1.170,1.110,159767,3141,503314,22688,0,444,1254,1545
83,12,13,82,108527616,914878464,23-03 14:05:47,2,0,4,0,116,0,0,0,0,0,0,7,20,0,10,1,0,0,0,1.440,1.150,1.110,159767,3141,503319,22688,0,657,1135,911
83,12,13,82,108527616,914878464,23-03 14:05:48,2,0,12,0,125,0,0,0,0,0,0,7,20,0,10,1,0,0,0,1.440,1.150,1.110,159767,3141,498080,22688,0,7457,9316,4111
83,12,13,82,108527616,914878464,23-03 14:05:49,0,0,18,0,128,0,0,0,0,0,0,7,20,0,10,1,0,0,0,1.440,1.150,1.110,159767,3141,493633,22688,0,8404,12323,3807
83,12,13,82,108527616,914878464,23-03 14:05:50,0,0,0,0,156,0,0,0,0,0,0,7,20,0,10,1,0,0,0,1.440,1.150,1.110,159767,3141,493465,22688,0,269,556,888
83,12,13,82,108527616,914878464,23-03 14:05:51,0,0,0,0,127,0,0,0,0,0,0,7,20,0,10,1,0,0,0,1.440,1.150,1.110,159767,3141,486951,22688,0,7161,8715,2641
83,12,13,82,108527616,914878464,23-03 14:05:52,3,0,0,0,132,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.330,1.130,1.100,159767,3141,488078,22688,0,294,823,2621
83,12,13,82,108527616,914878464,23-03 14:05:53,0,0,16,0,136,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.330,1.130,1.100,159767,3141,488239,22688,0,2613,3244,3697
83,12,13,82,108527616,914878464,23-03 14:05:54,2,0,0,0,118,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.330,1.130,1.100,159767,3141,497766,22688,0,344,797,9119
83,12,13,82,108527616,914878464,23-03 14:05:55,0,0,0,0,155,0,0,0,0,0,0,7,19,1,9,2,0,0,0,1.330,1.130,1.100,159767,3141,493730,22688,0,7208,9454,4951
84,12,13,83,108527616,914878464,23-03 14:05:56,1,0,40,0,197,0,0,0,0,0,0,7,20,0,10,1,0,0,0,1.330,1.130,1.100,159767,3141,485333,22688,0,31117,32874,20083
84,12,13,83,108527616,914878464,23-03 14:05:57,1,0,3,0,158,0,0,0,0,0,0,7,20,0,10,1,0,0,0,1.300,1.130,1.100,159767,3141,480302,22688,0,32447,37756,36293
84,12,13,83,108527616,914878464,23-03 14:05:58,2,0,16,0,130,0,0,0,0,0,0,7,20,0,10,1,0,0,0,1.300,1.130,1.100,159767,3141,481333,22688,0,3039,5863,7804
84,12,13,83,108527616,914878464,23-03 14:05:59,1,0,0,0,126,0,0,0,0,0,0,7,20,0,10,1,0,0,0,1.300,1.130,1.100,159767,3141,481876,22688,0,1764,2599,2383
84,12,13,83,108527616,914878464,23-03 14:06:00,1,0,1,0,148,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.300,1.130,1.100,159767,3141,479572,22688,0,24517,27225,26568
84,12,13,83,108527616,914878464,23-03 14:06:01,0,0,0,0,114,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.300,1.130,1.100,159767,3141,484656,22688,0,348,907,6028
84,12,13,83,108527616,914878464,23-03 14:06:02,1,0,8,0,159,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.440,1.160,1.110,159767,3141,484414,22688,0,1731,1907,2168
84,12,13,83,108527616,914878464,23-03 14:06:03,4,0,16,0,114,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.440,1.160,1.110,159767,3141,483664,22688,0,8217,10132,8648
84,12,13,83,108527616,914878464,23-03 14:06:04,0,0,0,0,122,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.440,1.160,1.110,159767,3141,483504,22688,0,647,1161,824
84,12,13,83,108527616,914878464,23-03 14:06:05,2,0,0,0,115,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.440,1.160,1.110,159767,3141,483270,22688,0,156,597,496
84,12,13,83,108527616,914878464,23-03 14:06:06,1,0,0,0,138,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.440,1.160,1.110,159767,3141,516999,22688,0,605,2191,35443
84,12,13,83,108527616,914878464,23-03 14:06:07,1,0,0,0,123,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.320,1.140,1.100,159767,3141,516739,22688,0,80,525,609
84,12,13,83,108527616,914878464,23-03 14:06:08,0,0,16,0,151,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.320,1.140,1.100,159767,3141,516774,22688,0,2644,3306,3612
84,12,13,83,108527616,914878464,23-03 14:06:09,1,0,1,0,118,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.320,1.140,1.100,159767,3141,517512,22688,0,1117,1454,1729
84,12,13,83,108527616,914878464,23-03 14:06:10,4,0,0,0,118,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.320,1.140,1.100,159767,3141,517287,22688,0,3969,5597,6240
84,12,13,83,108527616,914878464,23-03 14:06:11,5,0,0,0,114,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.320,1.140,1.100,159767,3141,517030,22688,0,138,2399,2311
84,12,13,83,108527616,914878464,23-03 14:06:12,4,0,0,0,116,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.220,1.120,1.100,159767,3141,516723,22688,0,48,633,490
84,12,13,83,108527616,914878464,23-03 14:06:13,0,0,16,0,122,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.220,1.120,1.100,159767,3141,516368,22688,0,2882,3523,4346
84,12,13,83,108527616,914878464,23-03 14:06:14,0,0,0,0,168,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.220,1.120,1.100,159767,3141,516157,22688,0,181,558,534
84,12,13,83,108527616,914878464,23-03 14:06:15,2,0,0,0,122,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.220,1.120,1.100,159767,3141,520217,22688,0,1393,1808,4247
84,12,13,83,108527616,914878464,23-03 14:06:16,0,0,0,0,124,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.220,1.120,1.100,159767,3141,520761,22688,0,1475,2828,2818
84,12,13,83,108527616,914878464,23-03 14:06:17,0,0,0,0,142,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.120,1.100,1.090,159767,3141,486141,22688,0,39980,61795,25047
84,12,13,83,108527616,914878464,23-03 14:06:18,4,0,12,0,119,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.120,1.100,1.090,159767,3141,492049,22688,0,7263,9157,16173
84,12,13,83,108527616,914878464,23-03 14:06:19,1,0,4,0,119,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.120,1.100,1.090,159767,3141,492859,22688,0,797,1832,4973
84,12,13,83,108527616,914878464,23-03 14:06:20,2,0,0,0,146,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.120,1.100,1.090,159767,3141,492707,22688,0,155,628,487
84,12,13,83,108527616,914878464,23-03 14:06:21,0,0,1,0,138,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.120,1.100,1.090,159767,3141,487413,22688,0,7997,10232,3057
84,12,13,83,108527616,914878464,23-03 14:06:22,1,0,0,0,115,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.110,1.100,1.090,159767,3141,487229,22688,0,163,515,544
84,12,13,83,108527616,914878464,23-03 14:06:23,0,0,8,0,111,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.110,1.100,1.090,159767,3141,491600,22688,0,1335,1997,7332
84,12,13,83,108527616,914878464,23-03 14:06:24,1,0,8,0,116,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.110,1.100,1.090,159767,3141,491309,22688,0,1466,2060,2777
84,12,13,83,108527616,914878464,23-03 14:06:25,3,0,0,0,117,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.110,1.100,1.090,159767,3141,486668,22688,0,5872,7586,3169
84,12,13,83,108527616,914878464,23-03 14:06:26,0,0,1,0,142,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.110,1.100,1.090,159767,3141,489237,22688,0,1426,2045,6376
84,12,13,83,108527616,914878464,23-03 14:06:27,2,0,0,0,124,0,0,0,0,0,0,7,19,1,8,2,0,0,0,1.020,1.080,1.080,159767,3141,497490,22688,0,641,1827,10316
84,12,13,83,108527616,914878464,23-03 14:06:28,1,0,8,0,141,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.020,1.080,1.080,159767,3141,497168,22688,0,1338,1900,1874
84,12,13,83,108527616,914878464,23-03 14:06:29,1,0,8,0,119,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.020,1.080,1.080,159767,3141,497352,22688,0,1404,2630,2394
84,12,13,83,108527616,914878464,23-03 14:06:30,2,0,0,0,119,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.020,1.080,1.080,159767,3141,502156,22688,0,286,579,5814
84,12,13,83,108527616,914878464,23-03 14:06:31,2,0,0,0,118,0,0,0,0,0,0,7,20,0,9,1,0,0,0,1.020,1.080,1.080,159767,3141,502228,22688,0,203,741,675
83,12,13,82,108527616,914878464,23-03 14:06:32,0,0,0,0,158,0,0,0,0,0,0,7,20,0,9,1,0,0,0,0.940,1.070,1.080,159767,3141,503886,22688,0,205,792,2759
83,12,13,82,108527616,914878464,23-03 14:06:33,1,0,9,0,119,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.940,1.070,1.080,159767,3141,502003,22688,0,7147,8720,3433
83,12,13,82,108527616,914878464,23-03 14:06:34,2,0,8,0,116,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.940,1.070,1.080,159767,3141,504398,22688,0,2119,3010,6375
83,12,13,82,108527616,914878464,23-03 14:06:35,0,0,0,0,118,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.940,1.070,1.080,159767,3141,504275,22688,0,139,499,775
83,12,13,82,108527616,914878464,23-03 14:06:36,0,0,0,0,119,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.940,1.070,1.080,159767,3141,504497,22688,0,663,1171,943
83,12,13,82,108527616,914878464,23-03 14:06:37,2,0,0,0,121,0,0,0,0,0,0,7,20,1,7,1,0,0,0,0.860,1.050,1.070,159767,3141,504400,22688,0,39,1080,1090
83,12,13,82,108527616,914878464,23-03 14:06:38,0,0,8,0,189,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.860,1.050,1.070,159767,3141,504220,22688,0,1616,2683,2747
83,12,13,82,108527616,914878464,23-03 14:06:39,1,0,8,0,123,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.860,1.050,1.070,159767,3141,504034,22688,0,1692,2182,2372
83,12,13,82,108527616,914878464,23-03 14:06:40,3,0,0,0,116,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.860,1.050,1.070,159767,3141,531598,22688,0,5853,7795,35069
83,12,13,82,108527616,914878464,23-03 14:06:41,3,0,0,0,121,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.860,1.050,1.070,159767,3141,531774,22688,0,219,668,753
83,12,13,82,108527616,914878464,23-03 14:06:42,3,0,0,0,114,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.790,1.030,1.070,159767,3141,531247,22688,0,76,969,1152
83,12,13,82,108527616,914878464,23-03 14:06:43,2,0,8,0,111,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.790,1.030,1.070,159767,3141,531268,22688,0,1480,1890,1879
83,12,13,82,108527616,914878464,23-03 14:06:44,2,0,8,0,163,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.790,1.030,1.070,159767,3141,534269,22688,0,1535,2212,5491
83,12,13,82,108527616,914878464,23-03 14:06:45,0,0,0,0,116,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.790,1.030,1.070,159767,3141,534073,22688,0,67,505,493
83,12,13,82,108527616,914878464,23-03 14:06:46,1,0,1,0,121,0,0,0,0,0,0,7,20,0,6,1,0,0,0,0.790,1.030,1.070,159767,3141,534120,22688,0,1071,1504,887
83,12,13,82,108527616,914878464,23-03 14:06:47,2,0,0,0,116,0,0,0,0,0,0,7,20,0,6,1,0,0,0,0.970,1.060,1.080,159767,3141,543176,22688,0,277,1958,12943
83,12,13,82,108527616,914878464,23-03 14:06:48,2,0,8,0,118,0,0,0,0,0,0,7,20,0,6,1,0,0,0,0.970,1.060,1.080,159767,3141,539394,22688,0,8512,10654,3425
83,12,13,82,108527616,914878464,23-03 14:06:49,3,0,8,0,139,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.970,1.060,1.080,159767,3141,539454,22688,0,1357,1977,1937
83,12,13,82,108527616,914878464,23-03 14:06:50,2,0,0,0,161,0,0,0,0,0,0,7,18,0,7,2,0,0,0,0.970,1.060,1.080,159767,3141,539438,22688,0,62,506,915
83,12,13,82,108527616,914878464,23-03 14:06:51,1,0,0,0,145,0,0,0,0,0,0,7,18,0,7,2,0,0,0,0.970,1.060,1.080,159767,3141,533941,22688,0,8298,9749,2338
83,12,13,82,108527616,914878464,23-03 14:06:52,0,0,0,0,130,0,0,0,0,0,0,7,18,0,7,2,0,0,0,0.970,1.060,1.080,159767,3141,535306,22688,0,2110,3747,2560
83,12,13,82,108527616,914878464,23-03 14:06:53,0,0,8,0,146,0,0,0,0,0,0,7,18,0,8,2,0,0,0,0.970,1.060,1.080,159767,3141,534950,22688,0,1353,2052,2696
83,12,13,82,108527616,914878464,23-03 14:06:54,1,0,8,0,122,0,0,0,0,0,0,7,18,0,7,2,0,0,0,0.970,1.060,1.080,159767,3141,503309,22688,0,40419,61343,28745
