"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/unix_mem_swap_page_raw.csv --unix --mem --swap --page --raw 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"unix sockets",,,,"memory usage",,,,"swap",,"paging",,"raw"
56,983,55,928,5029715968,2686447616,798228480,7883358208,108527616,914878464,0,0,0
56,983,55,928,5029289984,2686861312,798228480,7882780672,108527616,914878464,0,0,0
56,983,55,928,5014478848,2701672448,798228480,7882780672,108527616,914878464,0,0,0
56,983,55,928,4997697536,2718109696,798228480,7883190272,108527616,914878464,0,0,0
56,983,55,928,4999077888,2716692480,798228480,7883751424,108527616,914878464,0,0,0
56,983,55,928,4998160384,2717593600,798228480,7883702272,108527616,914878464,0,0,0
56,985,55,930,4998152192,2717601792,798228480,7883177984,108527616,914878464,0,0,0
56,983,55,928,4996022272,2719715328,798240768,7883415552,108527616,914878464,0,0,0
56,983,55,928,4965249024,2755813376,798240768,7877922816,108527616,914878464,0,0,0
56,981,55,926,4966817792,2754273280,798248960,7877873664,108527616,914878464,0,0,0
56,981,55,926,4951576576,2769469440,798248960,7878443008,108527616,914878464,0,0,0
56,981,55,926,4956327936,2764607488,798248960,7878488064,108527616,914878464,0,0,0
56,981,55,926,4956078080,2764816384,798248960,7878004736,108527616,914878464,0,0,0
56,981,55,926,4957032448,2763862016,798248960,7878070272,108527616,914878464,0,0,0
56,981,55,926,4957466624,2763599872,798253056,7878070272,108527616,914878464,0,0,0
56,981,55,926,4957401088,2763657216,798253056,7878012928,108527616,914878464,0,0,0
56,981,55,926,4960055296,2760990720,798253056,7878549504,108527616,914878464,0,0,0
56,981,55,926,4974907392,2740948992,798253056,7883739136,108527616,914878464,0,0,0
56,981,55,926,4979159040,2736697344,798253056,7883280384,108527616,914878464,0,0,0
56,981,55,926,4982124544,2733584384,798261248,7883419648,108527616,914878464,0,0,0
56,981,55,926,4983054336,2732642304,798261248,7883431936,108527616,914878464,0,0,0
56,981,55,926,4984311808,2731384832,798261248,7883366400,108527616,914878464,0,0,0
56,981,55,926,4985147392,2730541056,798261248,7883898880,108527616,914878464,0,0,0
56,981,55,926,4986535936,2729148416,798261248,7883968512,108527616,914878464,0,0,0
56,981,55,926,4986028032,2729611264,798261248,7883489280,108527616,914878464,0,0,0
56,981,55,926,4985909248,2729631744,798265344,7883583488,108527616,914878464,0,0,0
56,981,55,926,5007081472,2708492288,798265344,7883550720,108527616,914878464,0,0,0
56,985,55,930,5025980416,2689691648,798265344,7902478336,108527616,914878464,0,0,0
56,985,55,930,5026402304,2689269760,798265344,7902515200,108527616,914878464,0,0,0
56,985,55,930,5053079552,2662588416,798269440,7899230208,108527616,914878464,0,0,0
56,985,55,930,5048455168,2667204608,798273536,7895945216,108527616,914878464,0,0,0
56,985,55,930,5047754752,2667864064,798273536,7895986176,108527616,914878464,0,0,0
56,985,55,930,5007605760,2707906560,798273536,7887040512,108527616,914878464,0,0,0
56,985,55,930,5025247232,2690338816,798273536,7887298560,108527616,914878464,0,0,0
56,999,55,944,5055311872,2660020224,798285824,7893524480,108527616,914878464,0,0,0
56,999,55,944,5086068736,2628431872,798511104,7893270528,108527616,914878464,0,0,0
56,999,55,944,5074444288,2640584704,798511104,7893344256,108527616,914878464,0,0,0
56,999,55,944,5072760832,2642145280,798539776,7894020096,108527616,914878464,0,0,0
56,999,55,944,5083238400,2631446528,798625792,7893348352,108527616,914878464,0,0,0
56,999,55,944,5082009600,2632675328,798633984,7892869120,108527616,914878464,0,0,0
56,999,55,944,5062406144,2652176384,798633984,7892905984,108527616,914878464,0,0,0
56,999,55,944,5065347072,2649100288,798633984,7892516864,108527616,914878464,0,0,0
56,999,55,944,5065977856,2648469504,798633984,7892516864,108527616,914878464,0,0,0
56,999,55,944,5066928128,2647511040,798633984,7892656128,108527616,914878464,0,0,0
56,999,55,944,4933636096,2786123776,798650368,7887843328,108527616,914878464,0,0,0
56,999,55,944,4935249920,2784600064,798650368,7887622144,108527616,914878464,0,0,0
56,999,55,944,4935118848,2784727040,798650368,7887101952,108527616,914878464,0,0,0
56,999,55,944,4933672960,2787766272,798650368,7885574144,108527616,914878464,0,0,0
56,999,55,944,4932513792,2787090432,798650368,7887409152,108527616,914878464,0,0,0
56,999,55,944,4933812224,2785792000,798662656,7887396864,108527616,914878464,0,0,0
56,999,55,944,4935057408,2784534528,798662656,7887867904,108527616,914878464,0,0,0
56,999,55,944,4936491008,2783080448,798662656,7887872000,108527616,914878464,0,0,0
56,999,55,944,4937633792,2781888512,798662656,7887462400,108527616,914878464,0,0,0
56,993,55,938,4920668160,2798845952,798662656,7885475840,108527616,914878464,0,0,0
56,993,55,938,4918431744,2801074176,798670848,7884910592,108527616,914878464,0,0,0
56,993,55,938,5054816256,2659516416,798670848,7890083840,108527616,914878464,0,0,0
56,993,55,938,5030572032,2683760640,798670848,7890608128,108527616,914878464,0,0,0
56,989,55,934,5026869248,2687315968,798683136,7888814080,108527616,914878464,0,0,0
56,989,55,934,5028020224,2686164992,798683136,7887925248,108527616,914878464,0,0,0
56,989,55,934,5050826752,2663305216,798699520,7888162816,108527616,914878464,0,0,0
56,989,55,934,5050646528,2663452672,798703616,7887908864,108527616,914878464,0,0,0
56,989,55,934,5031940096,2682146816,798703616,7887921152,108527616,914878464,0,0,0
56,989,55,934,5033816064,2680438784,798703616,7888343040,108527616,914878464,0,0,0
56,989,55,934,5052919808,2661429248,798703616,7888248832,108527616,914878464,0,0,0
56,989,55,934,5041930240,2672181248,798744576,7887855616,108527616,914878464,0,0,0
56,989,55,934,5008347136,2705756160,798744576,7887147008,108527616,914878464,0,0,0
56,989,55,934,5009141760,2704912384,798744576,7887196160,108527616,914878464,0,0,0
56,989,55,934,5008896000,2705158144,798744576,7887851520,108527616,914878464,0,0,0
56,981,55,926,4988669952,2725371904,798744576,7885737984,108527616,914878464,0,0,0
56,981,55,926,4988874752,2725163008,798752768,7884582912,108527616,914878464,0,0,0
56,981,55,926,4983533568,2731995136,798752768,7883091968,108527616,914878464,0,0,0
56,981,55,926,4989587456,2724241408,798752768,7884791808,108527616,914878464,0,0,0
56,981,55,926,4977537024,2736140288,798752768,7885008896,108527616,914878464,0,0,0
56,981,55,926,4980088832,2733547520,798752768,7885574144,108527616,914878464,0,0,0
56,981,55,926,4979179520,2734456832,798760960,7885500416,108527616,914878464,0,0,0
56,981,55,926,4979552256,2734059520,798760960,7885000704,108527616,914878464,0,0,0
56,981,55,926,4979785728,2733826048,798760960,7884767232,108527616,914878464,0,0,0
56,981,55,926,4980953088,2732560384,798765056,7885225984,108527616,914878464,0,0,0
56,981,55,926,4868136960,2845462528,798765056,7885406208,108527616,914878464,0,0,0
56,981,55,926,4867485696,2845896704,798765056,7885815808,108527616,914878464,0,0,0
56,981,55,926,4869312512,2844024832,798765056,7885795328,108527616,914878464,0,0,0
56,981,55,926,4869222400,2844110848,798765056,7885275136,108527616,914878464,0,0,0
56,981,55,926,4862054400,2856591360,798773248,7880019968,108527616,914878464,0,0,0
56,981,55,926,4862730240,2856075264,798773248,7879864320,108527616,914878464,0,0,0
56,981,55,926,4862443520,2856230912,798773248,7880454144,108527616,914878464,0,0,0
56,981,55,926,4826247168,2892333056,798773248,7880548352,108527616,914878464,0,0,0
56,981,55,926,4840648704,2877652992,798789632,7880282112,108527616,914878464,0,0,0
56,981,55,926,4840726528,2877640704,798789632,7880282112,108527616,914878464,0,0,0
56,981,55,926,4840779776,2877575168,798789632,7880294400,108527616,914878464,0,0,0
56,981,55,926,4862529536,2855821312,798789632,7880232960,108527616,914878464,0,0,0
56,981,55,926,4857696256,2860650496,798789632,7880994816,108527616,914878464,0,0,0
56,981,55,926,4858896384,2859450368,798793728,7880757248,108527616,914878464,0,0,0
56,981,55,926,4957528064,2760802304,798793728,7880314880,108527616,914878464,0,0,0
56,981,55,926,5003309056,2707959808,798793728,7887376384,108527616,914878464,0,0,0
56,981,55,926,5006209024,2706780160,798793728,7885590528,108527616,914878464,0,0,0
56,981,55,926,5009408000,2703572992,798793728,7885664256,108527616,914878464,0,0,0
56,981,55,926,5009584128,2703691776,798806016,7885881344,108527616,914878464,0,0,0
56,981,55,926,4997328896,2715918336,798822400,7885627392,108527616,914878464,0,0,0
56,981,55,926,4998180864,2715062272,798838784,7885357056,108527616,914878464,0,0,0
56,981,55,926,4997206016,2716012544,798846976,7885307904,108527616,914878464,0,0,0
56,981,55,926,4997177344,2715914240,798846976,7885434880,108527616,914878464,0,0,0
56,981,55,926,4990345216,2721107968,798846976,7887597568,108527616,914878464,0,0,0
56,981,55,926,4992651264,2720190464,798883840,7886237696,108527616,914878464,0,0,0
56,981,55,926,4993863680,2718998528,798883840,7885692928,108527616,914878464,0,0,0
56,981,55,926,4994277376,2718597120,798883840,7885615104,108527616,914878464,0,0,0
56,981,55,926,4994715648,2718150656,798883840,7885623296,108527616,914878464,0,0,0
56,981,55,926,4995846144,2717007872,798896128,7885688832,108527616,914878464,0,0,0
56,981,55,926,4996849664,2715840512,798896128,7886376960,108527616,914878464,0,0,0
56,981,55,926,5013663744,2699018240,798904320,7886376960,108527616,914878464,0,0,0
56,981,55,926,5014605824,2697838592,798904320,7886024704,108527616,914878464,0,0,0
56,981,55,926,5015293952,2697150464,798904320,7886024704,108527616,914878464,0,0,0
56,981,55,926,5015920640,2696519680,798904320,7886094336,108527616,914878464,0,0,0
56,981,55,926,5016039424,2696396800,798904320,7886098432,108527616,914878464,0,0,0
56,981,55,926,5017509888,2694922240,798916608,7886614528,108527616,914878464,0,0,0
56,981,55,926,5016231936,2696175616,798916608,7886573568,108527616,914878464,0,0,0
56,981,55,926,5016383488,2695979008,798916608,7886094336,108527616,914878464,0,0,0
56,981,55,926,5028089856,2683949056,798928896,7886471168,108527616,914878464,0,0,0
56,981,55,926,5020880896,2691244032,798928896,7886385152,108527616,914878464,0,0,0
56,981,55,926,5021790208,2690334720,798928896,7886843904,108527616,914878464,0,0,0
56,981,55,926,5038358528,2673754112,798937088,7886848000,108527616,914878464,0,0,0
56,981,55,926,5038284800,2673819648,798937088,7886331904,108527616,914878464,0,0,0
56,981,55,926,5027655680,2684444672,798937088,7886401536,108527616,914878464,0,0,0
56,981,55,926,4856504320,2860871680,798937088,7881125888,108527616,914878464,0,0,0
56,981,55,926,4836032512,2881433600,798937088,7880966144,108527616,914878464,0,0,0
56,981,55,926,4837777408,2879520768,798949376,7881646080,108527616,914878464,0,0,0
56,981,55,926,4839251968,2878029824,798949376,7881662464,108527616,914878464,0,0,0
56,981,55,926,4830593024,2886684672,798949376,7881207808,108527616,914878464,0,0,0
56,981,55,926,4833042432,2884231168,798949376,7881211904,108527616,914878464,0,0,0
56,981,55,926,4834193408,2883031040,798949376,7881195520,108527616,914878464,0,0,0
56,981,55,926,4834643968,2882572288,798957568,7881195520,108527616,914878464,0,0,0
56,981,55,926,4977786880,2734260224,798957568,7886954496,108527616,914878464,0,0,0
56,981,55,926,4980797440,2733092864,798957568,7885111296,108527616,914878464,0,0,0
56,981,55,926,4983123968,2730827776,798973952,7884509184,108527616,914878464,0,0,0
56,981,55,926,4983869440,2730082304,798973952,7884443648,108527616,914878464,0,0,0
56,981,55,926,4984778752,2729164800,798973952,7884451840,108527616,914878464,0,0,0
56,981,55,926,4984770560,2729164800,798973952,7884525568,108527616,914878464,0,0,0
56,981,55,926,4987170816,2726727680,798990336,7886118912,108527616,914878464,0,0,0
56,981,55,926,4987838464,2726039552,798990336,7886139392,108527616,914878464,0,0,0
56,981,55,926,4984434688,2730938368,798990336,7883005952,108527616,914878464,0,0,0
56,981,55,926,4984823808,2730647552,798990336,7882907648,108527616,914878464,0,0,0
56,981,55,926,4984975360,2730483712,798990336,7882919936,108527616,914878464,0,0,0
56,981,55,926,4985114624,2730340352,799002624,7883501568,108527616,914878464,0,0,0
56,981,55,926,4978425856,2736898048,799002624,7883632640,108527616,914878464,0,0,0
56,981,55,926,4979179520,2736103424,799002624,7883083776,108527616,914878464,0,0,0
56,981,55,926,4979273728,2736009216,799002624,7883083776,108527616,914878464,0,0,0
56,981,55,926,4979740672,2735538176,799002624,7883153408,108527616,914878464,0,0,0
56,981,55,926,4980219904,2734964736,799006720,7883243520,108527616,914878464,0,0,0
56,981,55,926,4987219968,2729517056,799006720,7882215424,108527616,914878464,0,0,0
56,981,55,926,4967837696,2749030400,799006720,7882084352,108527616,914878464,0,0,0
56,981,55,926,4989014016,2727854080,799006720,7881494528,108527616,914878464,0,0,0
56,981,55,926,4988477440,2728345600,799006720,7881539584,108527616,914878464,0,0,0
56,981,55,926,4989636608,2727170048,799014912,7881613312,108527616,914878464,0,0,0
56,981,55,926,4966240256,2750554112,799019008,7881621504,108527616,914878464,0,0,0
56,981,55,926,4966068224,2750623744,799019008,7882182656,108527616,914878464,0,0,0
56,981,55,926,4970328064,2748100608,799019008,7880212480,108527616,914878464,0,0,0
56,981,55,926,4970917888,2747502592,799019008,7879995392,108527616,914878464,0,0,0
56,981,55,926,4971040768,2747330560,799019008,7880044544,108527616,914878464,0,0,0
56,981,55,926,4971122688,2747224064,799031296,7880056832,108527616,914878464,0,0,0
56,981,55,926,4970352640,2747990016,799031296,7879995392,108527616,914878464,0,0,0
56,981,55,926,4967137280,2756521984,799039488,7875194880,108527616,914878464,0,0,0
56,981,55,926,4967149568,2756567040,799039488,7875137536,108527616,914878464,0,0,0
56,981,55,926,4966699008,2757017600,799039488,7874678784,108527616,914878464,0,0,0
56,981,55,926,4966871040,2758590464,799039488,7872933888,108527616,914878464,0,0,0
56,981,55,926,4967329792,2758086656,799039488,7872913408,108527616,914878464,0,0,0
56,981,55,926,4966805504,2758598656,799051776,7873437696,108527616,914878464,0,0,0
56,981,55,926,4967337984,2758049792,799051776,7873519616,108527616,914878464,0,0,0
56,981,55,926,4930375680,2795274240,799051776,7872733184,108527616,914878464,0,0,0
56,981,55,926,4929470464,2797801472,799072256,7871356928,108527616,914878464,0,0,0
56,981,55,926,5045276672,2677006336,799072256,7876337664,108527616,914878464,0,0,0
56,981,55,926,5046947840,2675335168,799072256,7876104192,108527616,914878464,0,0,0
56,981,55,926,5048102912,2674147328,799072256,7876677632,108527616,914878464,0,0,0
56,981,55,926,5048815616,2673430528,799072256,7876747264,108527616,914878464,0,0,0
56,981,55,926,5042434048,2679812096,799076352,7876218880,108527616,914878464,0,0,0
56,981,55,926,5045661696,2676568064,799084544,7876161536,108527616,914878464,0,0,0
56,981,55,926,5045829632,2676396032,799084544,7876231168,108527616,914878464,0,0,0
56,981,55,926,5048717312,2673414144,799084544,7876325376,108527616,914878464,0,0,0
56,981,55,926,5049716736,2672410624,799084544,7876853760,108527616,914878464,0,0,0
56,981,55,926,5051088896,2672635904,799084544,7875256320,108527616,914878464,0,0,0
56,981,55,926,5051273216,2672414720,799105024,7874682880,108527616,914878464,0,0,0
56,981,55,926,5074128896,2649559040,799113216,7874641920,108527616,914878464,0,0,0
56,981,55,926,5074788352,2648883200,799113216,7874691072,108527616,914878464,0,0,0
56,981,55,926,5074927616,2648739840,799113216,7875284992,108527616,914878464,0,0,0
56,981,55,926,5058875392,2664644608,799113216,7875432448,108527616,914878464,0,0,0
56,981,55,926,4951207936,2773962752,799113216,7873257472,108527616,914878464,0,0,0
56,981,55,926,4950294528,2774773760,799125504,7873347584,108527616,914878464,0,0,0
56,981,55,926,4951683072,2773331968,799125504,7873400832,108527616,914878464,0,0,0
56,981,55,926,4943065088,2781945856,799125504,7873404928,108527616,914878464,0,0,0
56,981,55,926,4945338368,2779672576,799125504,7873929216,108527616,914878464,0,0,0
56,981,55,926,4947255296,2777751552,799125504,7873867776,108527616,914878464,0,0,0
56,981,55,926,4948303872,2776858624,799129600,7873294336,108527616,914878464,0,0,0
56,981,55,926,4948848640,2776170496,799129600,7873437696,108527616,914878464,0,0,0
56,981,55,926,4950036480,2776535040,799129600,7871950848,108527616,914878464,0,0,0
56,981,55,926,4949254144,2777415680,799137792,7871844352,108527616,914878464,0,0,0
56,981,55,926,4949069824,2777579520,799137792,7872323584,108527616,914878464,0,0,0
56,981,55,926,4949143552,2777505792,799137792,7872389120,108527616,914878464,0,0,0
56,981,55,926,4946423808,2785705984,799137792,7866384384,108527616,914878464,0,0,0
56,981,55,926,4946116608,2786000896,799137792,7866396672,108527616,914878464,0,0,0
56,981,55,926,4947804160,2784292864,799158272,7867445248,108527616,914878464,0,0,0
56,981,55,926,4947320832,2786115584,799158272,7866306560,108527616,914878464,0,0,0
56,981,55,926,4948348928,2785361920,799158272,7865241600,108527616,914878464,0,0,0
56,981,55,926,4948807680,2784903168,799158272,7865307136,108527616,914878464,0,0,0
56,981,55,926,4949737472,2783969280,799158272,7864786944,108527616,914878464,0,0,0
56,981,55,926,4948234240,2787856384,799166464,7862394880,108527616,914878464,0,0,0
56,981,55,926,4924002304,2812276736,799174656,7862132736,108527616,914878464,0,0,0
56,981,55,926,4916854784,2819411968,799174656,7862669312,108527616,914878464,0,0,0
56,981,55,926,4915359744,2820861952,799182848,7862513664,108527616,914878464,0,0,0
56,981,55,926,4952039424,2780770304,799182848,7865667584,108527616,914878464,0,0,0
56,981,55,926,4952682496,2779996160,799182848,7865733120,108527616,914878464,0,0,0
56,981,55,926,4954759168,2777915392,799191040,7865729024,108527616,914878464,0,0,0
56,981,55,926,4976525312,2756141056,799191040,7865737216,108527616,914878464,0,0,0
56,981,55,926,4977680384,2755231744,799191040,7866081280,108527616,914878464,0,0,0
56,981,55,926,4977385472,2755522560,799191040,7866085376,108527616,914878464,0,0,0
56,981,55,926,4955402240,2777329664,799191040,7865671680,108527616,914878464,0,0,0
56,981,55,926,4957786112,2776449024,799203328,7864221696,108527616,914878464,0,0,0
56,981,55,926,4961185792,2773147648,799203328,7864123392,108527616,914878464,0,0,0
56,981,55,926,4960100352,2774224896,799203328,7864131584,108527616,914878464,0,0,0
56,981,55,926,4946878464,2787446784,799203328,7864655872,108527616,914878464,0,0,0
56,981,55,926,4948070400,2786254848,799203328,7864655872,108527616,914878464,0,0,0
56,981,55,926,4913598464,2820583424,799219712,7864258560,108527616,914878464,0,0,0
56,981,55,926,4913762304,2820362240,799227904,7864242176,108527616,914878464,0,0,0
56,981,55,926,4912345088,2823376896,799227904,7862710272,108527616,914878464,0,0,0
56,981,55,926,4911075328,2824712192,799227904,7862644736,108527616,914878464,0,0,0
56,981,55,926,4912656384,2823131136,799227904,7863103488,108527616,914878464,0,0,0
56,981,55,926,4914126848,2821681152,799227904,7863148544,108527616,914878464,0,0,0
56,981,55,926,4915576832,2820231168,799240192,7862611968,108527616,914878464,0,0,0
56,981,55,926,4915986432,2819805184,799240192,7862628352,108527616,914878464,0,0,0
56,981,55,926,4915318784,2820464640,799240192,7862636544,108527616,914878464,0,0,0
56,981,55,926,4915118080,2820620288,799240192,7863140352,108527616,914878464,0,0,0
56,981,55,926,4915261440,2820485120,799248384,7862857728,108527616,914878464,0,0,0
56,981,55,926,4915736576,2821664768,799248384,7860944896,108527616,914878464,0,0,0
56,981,55,926,4916371456,2821029888,799248384,7861010432,108527616,914878464,0,0,0
56,981,55,926,4916187136,2821206016,799248384,7861018624,108527616,914878464,0,0,0
56,981,55,926,4914999296,2822381568,799264768,7860948992,108527616,914878464,0,0,0
56,981,55,926,4913688576,2829115392,799264768,7856119808,108527616,914878464,0,0,0
56,981,55,926,4912242688,2830557184,799264768,7856123904,108527616,914878464,0,0,0
56,981,55,926,4912893952,2829905920,799264768,7855599616,108527616,914878464,0,0,0
56,981,55,926,4913287168,2831015936,799264768,7854096384,108527616,914878464,0,0,0
56,981,55,926,4913786880,2830675968,799268864,7853867008,108527616,914878464,0,0,0
56,981,55,926,4914024448,2830426112,799272960,7853875200,108527616,914878464,0,0,0
56,981,55,926,4934451200,2809995264,799272960,7854604288,108527616,914878464,0,0,0
56,981,55,926,4935032832,2809393152,799272960,7854489600,108527616,914878464,0,0,0
56,981,55,926,4917825536,2826551296,799272960,7854014464,108527616,914878464,0,0,0
56,981,55,926,4790915072,2953457664,799277056,7853948928,108527616,914878464,0,0,0
56,981,55,926,4949401600,2791657472,799281152,7857258496,108527616,914878464,0,0,0
56,981,55,926,4960669696,2778619904,799281152,7859027968,108527616,914878464,0,0,0
56,981,55,926,4955504640,2783780864,799289344,7859613696,108527616,914878464,0,0,0
56,981,55,926,4957179904,2782085120,799289344,7859630080,108527616,914878464,0,0,0
56,981,55,926,4985671680,2753282048,799297536,7872671744,108527616,914878464,0,0,0
56,981,55,926,4988276736,2750799872,799305728,7869542400,108527616,914878464,0,0,0
56,981,55,926,4973637632,2765488128,799309824,7869526016,108527616,914878464,0,0,0
56,981,55,926,4975071232,2763997184,799309824,7869939712,108527616,914878464,0,0,0
56,981,55,926,4975104000,2765422592,799309824,7868481536,108527616,914878464,0,0,0
56,981,55,926,4967657472,2772971520,799309824,7859666944,108527616,914878464,0,0,0
56,981,55,926,4961513472,2779115520,799309824,7859458048,108527616,914878464,0,0,0
56,981,55,926,4962070528,2778513408,799322112,7859359744,108527616,914878464,0,0,0
56,981,55,926,4964560896,2776010752,799322112,7859437568,108527616,914878464,0,0,0
56,981,55,926,4965208064,2775363584,799322112,7859961856,108527616,914878464,0,0,0
56,981,55,926,4965617664,2774945792,799322112,7859904512,108527616,914878464,0,0,0
56,981,55,926,4966350848,2775715840,799322112,7857876992,108527616,914878464,0,0,0
56,981,55,926,4967141376,2775031808,799338496,7857754112,108527616,914878464,0,0,0
56,981,55,926,4968054784,2774114304,799338496,7857823744,108527616,914878464,0,0,0
56,981,55,926,4965568512,2776551424,799338496,7857872896,108527616,914878464,0,0,0
56,981,55,926,4966158336,2775957504,799338496,7858401280,108527616,914878464,0,0,0
56,981,55,926,4967256064,2774851584,799338496,7858409472,108527616,914878464,0,0,0
56,981,55,926,4966617088,2775486464,799346688,7857815552,108527616,914878464,0,0,0
56,981,55,926,4966924288,2775158784,799346688,7857901568,108527616,914878464,0,0,0
56,983,55,928,4963987456,2778005504,799346688,7857991680,108527616,914878464,0,0,0
56,981,55,926,4965638144,2778112000,799354880,7856427008,108527616,914878464,0,0,0
56,981,55,926,4966215680,2777526272,799354880,7856693248,108527616,914878464,0,0,0
56,981,55,926,4990238720,2753458176,799387648,7856472064,108527616,914878464,0,0,0
56,981,55,926,4990095360,2753544192,799387648,7856369664,108527616,914878464,0,0,0
56,981,55,926,4965257216,2778365952,799387648,7856386048,108527616,914878464,0,0,0
56,981,55,926,4965904384,2777718784,799387648,7856320512,108527616,914878464,0,0,0
56,981,55,926,4961660928,2789040128,799387648,7849766912,108527616,914878464,0,0,0
56,981,55,926,4960096256,2790674432,799399936,7849619456,108527616,914878464,0,0,0
56,981,55,926,4960768000,2790002688,799399936,7849160704,108527616,914878464,0,0,0
56,981,55,926,4961128448,2789593088,799399936,7849209856,108527616,914878464,0,0,0
56,981,55,926,4961525760,2789191680,799399936,7849148416,108527616,914878464,0,0,0
56,981,55,926,4961873920,2788835328,799399936,7849156608,108527616,914878464,0,0,0
56,981,55,926,4962312192,2788651008,799412224,7849410560,108527616,914878464,0,0,0
56,981,55,926,4962959360,2787987456,799412224,7849492480,108527616,914878464,0,0,0
56,981,55,926,4930379776,2817179648,799412224,7852343296,108527616,914878464,0,0,0
56,981,55,926,4932886528,2814603264,799412224,7852347392,108527616,914878464,0,0,0
56,981,55,926,4934176768,2813124608,799412224,7852535808,108527616,914878464,0,0,0
56,981,55,926,4935319552,2811981824,799428608,7852519424,108527616,914878464,0,0,0
56,981,55,926,4936306688,2810978304,799428608,7853125632,108527616,914878464,0,0,0
56,981,55,926,4936994816,2810290176,799428608,7853125632,108527616,914878464,0,0,0
56,981,55,926,4937965568,2809315328,799428608,7852605440,108527616,914878464,0,0,0
