"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
14016,182203,56,981,55,926,23-03 14:07:35
14016,182203,56,981,55,926,23-03 14:07:36
14016,182216,56,981,55,926,23-03 14:07:37
14016,182216,56,981,55,926,23-03 14:07:38
14048,182213,56,981,55,926,23-03 14:07:39
14048,182187,56,981,55,926,23-03 14:07:40
14016,182187,56,981,55,926,23-03 14:07:41
14016,182188,56,981,55,926,23-03 14:07:42
13984,182190,56,981,55,926,23-03 14:07:43
14016,182212,56,981,55,926,23-03 14:07:44
14048,182207,56,981,55,926,23-03 14:07:45
14016,182207,56,981,55,926,23-03 14:07:46
14016,182218,56,981,55,926,23-03 14:07:47
14016,182228,56,981,55,926,23-03 14:07:48
14048,182183,56,981,55,926,23-03 14:07:49
14016,182181,56,981,55,926,23-03 14:07:50
14016,182191,56,981,55,926,23-03 14:07:51
14016,182191,56,981,55,926,23-03 14:07:52
14016,182193,56,981,55,926,23-03 14:07:53
13984,182192,56,981,55,926,23-03 14:07:54
13984,182202,56,981,55,926,23-03 14:07:55
14016,182157,56,981,55,926,23-03 14:07:56
14016,182157,56,981,55,926,23-03 14:07:57
14016,182167,56,981,55,926,23-03 14:07:58
14016,182165,56,981,55,926,23-03 14:07:59
14048,182166,56,981,55,926,23-03 14:08:00
14048,181056,56,981,55,926,23-03 14:08:01
14016,181071,56,981,55,926,23-03 14:08:02
14016,181071,56,981,55,926,23-03 14:08:03
14080,181025,56,981,55,926,23-03 14:08:04
14048,181035,56,981,55,926,23-03 14:08:05
13984,181037,56,981,55,926,23-03 14:08:06
13984,181036,56,981,55,926,23-03 14:08:07
13984,180976,56,981,55,926,23-03 14:08:08
13984,180937,56,981,55,926,23-03 14:08:09
14048,182009,56,981,55,926,23-03 14:08:10
14048,182008,56,981,55,926,23-03 14:08:11
14048,182020,56,981,55,926,23-03 14:08:12
14048,182019,56,981,55,926,23-03 14:08:13
14048,182018,56,981,55,926,23-03 14:08:14
14016,182018,56,981,55,926,23-03 14:08:15
14016,182019,56,981,55,926,23-03 14:08:16
13984,182030,56,981,55,926,23-03 14:08:17
13984,182030,56,981,55,926,23-03 14:08:18
14016,182002,56,981,55,926,23-03 14:08:19
13984,182002,56,981,55,926,23-03 14:08:20
13984,182002,56,981,55,926,23-03 14:08:21
13984,182003,56,981,55,926,23-03 14:08:22
13984,182006,56,981,55,926,23-03 14:08:23
14016,182004,56,981,55,926,23-03 14:08:24
14016,181988,56,981,55,926,23-03 14:08:25
14016,181999,56,981,55,926,23-03 14:08:26
13984,181999,56,981,55,926,23-03 14:08:27
13984,181999,56,981,55,926,23-03 14:08:28
13984,181998,56,981,55,926,23-03 14:08:29
14016,181998,56,981,55,926,23-03 14:08:30
14016,181997,56,981,55,926,23-03 14:08:31
14016,182008,56,981,55,926,23-03 14:08:32
13984,181982,56,981,55,926,23-03 14:08:33
14048,181981,56,981,55,926,23-03 14:08:34
14016,181983,56,981,55,926,23-03 14:08:35
14016,181983,56,981,55,926,23-03 14:08:36
14048,180873,56,981,55,926,23-03 14:08:37
14016,180874,56,981,55,926,23-03 14:08:38
13952,180869,56,981,55,926,23-03 14:08:39
13984,180846,56,981,55,926,23-03 14:08:40
14016,180847,56,981,55,926,23-03 14:08:41
14016,180846,56,981,55,926,23-03 14:08:42
13984,180846,56,981,55,926,23-03 14:08:43
13952,180817,56,981,55,926,23-03 14:08:44
13984,180817,56,981,55,926,23-03 14:08:45
13952,180818,56,981,55,926,23-03 14:08:46
15072,181894,56,981,55,926,23-03 14:08:47
13952,181862,56,981,55,926,23-03 14:08:48
13984,181866,56,981,55,926,23-03 14:08:49
13984,181861,56,981,55,926,23-03 14:08:50
13984,181801,56,981,55,926,23-03 14:08:51
13984,181803,56,981,55,926,23-03 14:08:52
13984,181801,56,981,55,926,23-03 14:08:53
13952,181821,56,981,55,926,23-03 14:08:54
14016,181796,56,981,55,926,23-03 14:08:55
14016,181796,56,981,55,926,23-03 14:08:56
14016,181798,56,981,55,926,23-03 14:08:57
14016,181797,56,981,55,926,23-03 14:08:58
14048,181797,56,981,55,926,23-03 14:08:59
14016,181795,56,981,55,926,23-03 14:09:00
14016,181805,56,981,55,926,23-03 14:09:01
14048,181763,56,981,55,926,23-03 14:09:02
14016,181773,56,981,55,926,23-03 14:09:03
14016,181774,56,981,55,926,23-03 14:09:04
14016,181770,56,981,55,926,23-03 14:09:05
14016,181769,56,981,55,926,23-03 14:09:06
14016,181770,56,981,55,926,23-03 14:09:07
13984,181780,56,981,55,926,23-03 14:09:08
13984,181780,56,981,55,926,23-03 14:09:09
14016,181787,56,981,55,926,23-03 14:09:10
14016,181741,56,981,55,926,23-03 14:09:11
14016,181742,56,981,55,926,23-03 14:09:12
13984,181741,56,981,55,926,23-03 14:09:13
14016,181743,56,981,55,926,23-03 14:09:14
13984,180650,56,981,55,926,23-03 14:09:15
13984,180642,56,981,55,926,23-03 14:09:16
13984,180642,56,981,55,926,23-03 14:09:17
14016,180605,56,981,55,926,23-03 14:09:18
13984,180606,56,981,55,926,23-03 14:09:19
13984,180605,56,981,55,926,23-03 14:09:20
13984,180606,56,981,55,926,23-03 14:09:21
13984,180616,56,981,55,926,23-03 14:09:22
14016,180615,56,981,55,926,23-03 14:09:23
14016,180615,56,981,55,926,23-03 14:09:24
14048,181620,56,981,55,926,23-03 14:09:25
14016,181626,56,981,55,926,23-03 14:09:26
14016,181627,56,981,55,926,23-03 14:09:27
14048,181624,56,981,55,926,23-03 14:09:28
14048,181655,56,981,55,926,23-03 14:09:29
14016,181651,56,981,55,926,23-03 14:09:30
13984,181647,56,981,55,926,23-03 14:09:31
14016,181648,56,981,55,926,23-03 14:09:32
13984,181630,56,981,55,926,23-03 14:09:33
14016,181627,56,981,55,926,23-03 14:09:34
13984,181625,56,981,55,926,23-03 14:09:35
14016,181635,56,981,55,926,23-03 14:09:36
14016,181636,56,981,55,926,23-03 14:09:37
13984,181636,56,981,55,926,23-03 14:09:38
13984,181635,56,981,55,926,23-03 14:09:39
14016,181609,56,981,55,926,23-03 14:09:40
14016,181609,56,981,55,926,23-03 14:09:41
14048,181610,56,981,55,926,23-03 14:09:42
14048,181620,56,981,55,926,23-03 14:09:43
14016,181621,56,981,55,926,23-03 14:09:44
14016,181619,56,981,55,926,23-03 14:09:45
14016,181620,56,981,55,926,23-03 14:09:46
14016,181621,56,981,55,926,23-03 14:09:47
14048,181634,56,983,55,928,23-03 14:09:48
14048,181585,56,981,55,926,23-03 14:09:49
14016,181594,56,981,55,926,23-03 14:09:50
14016,181595,56,981,55,926,23-03 14:09:51
13984,181596,56,981,55,926,23-03 14:09:52
13952,181595,56,981,55,926,23-03 14:09:53
13952,181595,56,981,55,926,23-03 14:09:54
13984,180448,56,981,55,926,23-03 14:09:55
13984,180448,56,981,55,926,23-03 14:09:56
13984,180459,56,981,55,926,23-03 14:09:57
14016,180458,56,981,55,926,23-03 14:09:58
14016,180458,56,981,55,926,23-03 14:09:59
13984,180457,56,981,55,926,23-03 14:10:00
13952,180399,56,981,55,926,23-03 14:10:01
13984,180401,56,981,55,926,23-03 14:10:02
13984,181434,56,981,55,926,23-03 14:10:03
14016,181457,56,981,55,926,23-03 14:10:04
14016,181454,56,981,55,926,23-03 14:10:05
14016,181456,56,981,55,926,23-03 14:10:06
14016,181456,56,981,55,926,23-03 14:10:07
14016,181454,56,981,55,926,23-03 14:10:08
13984,181452,56,981,55,926,23-03 14:10:09
13984,181426,56,981,55,926,23-03 14:10:10
13984,181439,56,983,55,928,23-03 14:10:11
13952,181440,56,983,55,928,23-03 14:10:12
13952,181440,56,983,55,928,23-03 14:10:13
13952,181438,56,983,55,928,23-03 14:10:14
13920,181437,56,983,55,928,23-03 14:10:15
13952,181438,56,983,55,928,23-03 14:10:16
13952,181438,56,983,55,928,23-03 14:10:17
13984,181412,56,983,55,928,23-03 14:10:18
13984,181411,56,983,55,928,23-03 14:10:19
13984,181416,56,983,55,928,23-03 14:10:20
14016,181412,56,983,55,928,23-03 14:10:21
14016,181412,56,983,55,928,23-03 14:10:22
13984,181412,56,983,55,928,23-03 14:10:23
14016,181413,56,983,55,928,23-03 14:10:24
14016,181381,56,983,55,928,23-03 14:10:25
14048,181386,56,983,55,928,23-03 14:10:26
14016,181386,56,983,55,928,23-03 14:10:27
14016,181385,56,983,55,928,23-03 14:10:28
13856,181156,56,981,55,926,23-03 14:10:29
13856,181156,56,981,55,926,23-03 14:10:30
13824,180028,56,977,55,922,23-03 14:10:31
13856,180038,56,977,55,922,23-03 14:10:32
13856,180002,56,977,55,922,23-03 14:10:33
13792,180002,56,977,55,922,23-03 14:10:34
13792,180003,56,977,55,922,23-03 14:10:35
13824,180003,56,977,55,922,23-03 14:10:36
13856,179951,56,977,55,922,23-03 14:10:37
13856,179951,56,977,55,922,23-03 14:10:38
13824,179971,56,977,55,922,23-03 14:10:39
13824,179945,56,977,55,922,23-03 14:10:40
13824,181018,56,977,55,922,23-03 14:10:41
13824,181016,56,977,55,922,23-03 14:10:42
13856,181016,56,977,55,922,23-03 14:10:43
13824,181017,56,977,55,922,23-03 14:10:44
13824,181016,56,977,55,922,23-03 14:10:45
13888,181027,56,977,55,922,23-03 14:10:46
13856,181026,56,977,55,922,23-03 14:10:47
13856,180999,56,977,55,922,23-03 14:10:48
13856,181081,56,981,55,926,23-03 14:10:49
13824,181080,56,981,55,926,23-03 14:10:50
13856,181072,56,981,55,926,23-03 14:10:51
13824,181066,56,981,55,926,23-03 14:10:52
13824,181082,56,981,55,926,23-03 14:10:53
13824,181071,56,981,55,926,23-03 14:10:54
13824,181026,56,981,55,926,23-03 14:10:55
13856,181185,56,997,55,942,23-03 14:10:56
13888,181187,56,997,55,942,23-03 14:10:57
13856,181189,56,997,55,942,23-03 14:10:58
13888,181189,56,997,55,942,23-03 14:10:59
13888,181201,56,997,55,942,23-03 14:11:00
13888,181199,56,997,55,942,23-03 14:11:01
13920,181210,56,997,55,942,23-03 14:11:02
13888,181170,56,997,55,942,23-03 14:11:03
13888,181106,56,997,55,942,23-03 14:11:04
13920,181105,56,997,55,942,23-03 14:11:05
13952,181103,56,997,55,942,23-03 14:11:06
13952,181109,56,997,55,942,23-03 14:11:07
13920,181109,56,997,55,942,23-03 14:11:08
13920,180000,56,997,55,942,23-03 14:11:09
13856,180001,56,997,55,942,23-03 14:11:10
13888,179895,56,991,55,936,23-03 14:11:11
13888,179817,56,981,55,926,23-03 14:11:12
13856,179816,56,981,55,926,23-03 14:11:13
13888,179831,56,981,55,926,23-03 14:11:14
13920,179837,56,981,55,926,23-03 14:11:15
13920,179838,56,981,55,926,23-03 14:11:16
13888,179837,56,981,55,926,23-03 14:11:17
14912,180867,56,981,55,926,23-03 14:11:18
13824,180819,56,977,55,922,23-03 14:11:19
13824,180819,56,977,55,922,23-03 14:11:20
13856,180828,56,977,55,922,23-03 14:11:21
13824,180827,56,977,55,922,23-03 14:11:22
13792,180828,56,977,55,922,23-03 14:11:23
13792,180826,56,977,55,922,23-03 14:11:24
13792,180789,56,977,55,922,23-03 14:11:25
13824,180797,56,977,55,922,23-03 14:11:26
13792,180797,56,977,55,922,23-03 14:11:27
13792,180807,56,977,55,922,23-03 14:11:28
13824,180807,56,977,55,922,23-03 14:11:29
13824,180808,56,977,55,922,23-03 14:11:30
13792,180807,56,977,55,922,23-03 14:11:31
13760,180806,56,977,55,922,23-03 14:11:32
13760,180772,56,977,55,922,23-03 14:11:33
13760,180771,56,977,55,922,23-03 14:11:34
13760,180772,56,977,55,922,23-03 14:11:35
13792,180782,56,977,55,922,23-03 14:11:36
13824,180782,56,977,55,922,23-03 14:11:37
13792,180785,56,979,55,924,23-03 14:11:38
13824,180723,56,977,55,922,23-03 14:11:39
13824,180723,56,977,55,922,23-03 14:11:40
13856,180686,56,977,55,922,23-03 14:11:41
13856,180685,56,977,55,922,23-03 14:11:42
13824,180695,56,977,55,922,23-03 14:11:43
13792,180696,56,977,55,922,23-03 14:11:44
13824,180697,56,977,55,922,23-03 14:11:45
13760,179586,56,977,55,922,23-03 14:11:46
13824,179585,56,977,55,922,23-03 14:11:47
13824,179540,56,977,55,922,23-03 14:11:48
13824,179547,56,977,55,922,23-03 14:11:49
13792,179569,56,977,55,922,23-03 14:11:50
13824,179574,56,977,55,922,23-03 14:11:51
13824,179565,56,977,55,922,23-03 14:11:52
13824,179565,56,977,55,922,23-03 14:11:53
13792,179566,56,977,55,922,23-03 14:11:54
13792,179531,56,977,55,922,23-03 14:11:55
13792,180611,56,977,55,922,23-03 14:11:56
13856,180620,56,977,55,922,23-03 14:11:57
13824,180620,56,977,55,922,23-03 14:11:58
13824,180621,56,977,55,922,23-03 14:11:59
13824,180623,56,977,55,922,23-03 14:12:00
13824,180621,56,977,55,922,23-03 14:12:01
13792,180620,56,977,55,922,23-03 14:12:02
13792,180629,56,977,55,922,23-03 14:12:03
13792,180606,56,977,55,922,23-03 14:12:04
13760,180607,56,977,55,922,23-03 14:12:05
13792,180606,56,977,55,922,23-03 14:12:06
13856,180607,56,977,55,922,23-03 14:12:07
13824,180607,56,977,55,922,23-03 14:12:08
13824,180603,56,977,55,922,23-03 14:12:09
13760,180559,56,977,55,922,23-03 14:12:10
13760,180579,56,977,55,922,23-03 14:12:11
13824,180578,56,977,55,922,23-03 14:12:12
13824,180578,56,977,55,922,23-03 14:12:13
13824,180517,56,977,55,922,23-03 14:12:14
13792,180518,56,977,55,922,23-03 14:12:15
13760,180517,56,977,55,922,23-03 14:12:16
13792,180517,56,977,55,922,23-03 14:12:17
13792,180527,56,977,55,922,23-03 14:12:18
13824,180497,56,979,55,924,23-03 14:12:19
13856,180493,56,977,55,922,23-03 14:12:20
13824,180492,56,977,55,922,23-03 14:12:21
13824,180498,56,977,55,922,23-03 14:12:22
13824,180492,56,977,55,922,23-03 14:12:23
13824,179325,56,977,55,922,23-03 14:12:24
13792,179345,56,977,55,922,23-03 14:12:25
13824,179363,56,977,55,922,23-03 14:12:26
13760,179363,56,977,55,922,23-03 14:12:27
13728,179363,56,977,55,922,23-03 14:12:28
13792,179364,56,977,55,922,23-03 14:12:29
13792,179365,56,977,55,922,23-03 14:12:30
13760,179364,56,977,55,922,23-03 14:12:31
13792,179374,56,977,55,922,23-03 14:12:32
13792,179373,56,977,55,922,23-03 14:12:33
13792,180397,56,977,55,922,23-03 14:12:34
13792,180398,56,977,55,922,23-03 14:12:35
13792,180398,56,977,55,922,23-03 14:12:36
13856,180397,56,977,55,922,23-03 14:12:37
13856,180397,56,977,55,922,23-03 14:12:38
13856,180408,56,977,55,922,23-03 14:12:39
13888,180362,56,977,55,922,23-03 14:12:40
13856,180381,56,977,55,922,23-03 14:12:41
13856,180382,56,977,55,922,23-03 14:12:42
13824,180381,56,977,55,922,23-03 14:12:43
13824,180381,56,977,55,922,23-03 14:12:44
13792,180382,56,977,55,922,23-03 14:12:45
13792,180392,56,977,55,922,23-03 14:12:46
13728,180393,56,977,55,922,23-03 14:12:47
13760,180392,56,977,55,922,23-03 14:12:48
13728,180357,56,977,55,922,23-03 14:12:49
13760,180296,56,977,55,922,23-03 14:12:50
13728,180295,56,977,55,922,23-03 14:12:51
13760,180295,56,977,55,922,23-03 14:12:52
13760,180307,56,977,55,922,23-03 14:12:53
13760,180308,56,977,55,922,23-03 14:12:54
13792,180261,56,977,55,922,23-03 14:12:55
13792,180270,56,977,55,922,23-03 14:12:56
13792,180269,56,977,55,922,23-03 14:12:57
13856,180269,56,977,55,922,23-03 14:12:58
13824,180272,56,977,55,922,23-03 14:12:59
13824,180291,56,977,55,922,23-03 14:13:00
13824,180295,56,979,55,924,23-03 14:13:01
13824,179180,56,977,55,922,23-03 14:13:02
13856,179154,56,977,55,922,23-03 14:13:03
13856,179166,56,977,55,922,23-03 14:13:04
13824,179167,56,977,55,922,23-03 14:13:05
13824,179165,56,977,55,922,23-03 14:13:06
13824,179167,56,977,55,922,23-03 14:13:07
13824,179167,56,977,55,922,23-03 14:13:08
13792,179167,56,977,55,922,23-03 14:13:09
13824,179122,56,977,55,922,23-03 14:13:10
13792,179131,56,977,55,922,23-03 14:13:11
13824,180201,56,977,55,922,23-03 14:13:12
13824,180200,56,977,55,922,23-03 14:13:13
13824,180211,56,977,55,922,23-03 14:13:14
13824,180212,56,977,55,922,23-03 14:13:15
13792,180212,56,977,55,922,23-03 14:13:16
13824,180211,56,977,55,922,23-03 14:13:17
13824,180175,56,977,55,922,23-03 14:13:18
13792,180185,56,977,55,922,23-03 14:13:19
13824,180185,56,977,55,922,23-03 14:13:20
13824,180196,56,977,55,922,23-03 14:13:21
13792,180203,56,977,55,922,23-03 14:13:22
13792,180195,56,977,55,922,23-03 14:13:23
13792,180136,56,977,55,922,23-03 14:13:24
13760,180090,56,977,55,922,23-03 14:13:25
13824,180090,56,977,55,922,23-03 14:13:26
13792,180100,56,977,55,922,23-03 14:13:27
13792,180111,56,977,55,922,23-03 14:13:28
13760,180110,56,977,55,922,23-03 14:13:29
13760,180109,56,977,55,922,23-03 14:13:30
13760,180109,56,977,55,922,23-03 14:13:31
13792,180109,56,977,55,922,23-03 14:13:32
13760,180063,56,977,55,922,23-03 14:13:33
13728,180075,56,977,55,922,23-03 14:13:34
13728,180093,56,977,55,922,23-03 14:13:35
13760,180094,56,977,55,922,23-03 14:13:36
13760,180094,56,977,55,922,23-03 14:13:37
13824,180094,56,977,55,922,23-03 14:13:38
13824,180095,56,977,55,922,23-03 14:13:39
13824,180095,56,977,55,922,23-03 14:13:40
13792,178947,56,977,55,922,23-03 14:13:41
13792,178967,56,977,55,922,23-03 14:13:42
13792,178967,56,977,55,922,23-03 14:13:43
13792,178968,56,977,55,922,23-03 14:13:44
13792,178968,56,977,55,922,23-03 14:13:45
13792,178967,56,977,55,922,23-03 14:13:46
13824,178969,56,977,55,922,23-03 14:13:47
13856,178922,56,977,55,922,23-03 14:13:48
13824,180002,56,977,55,922,23-03 14:13:49
13824,180001,56,977,55,922,23-03 14:13:50
13824,180002,56,977,55,922,23-03 14:13:51
13792,180001,56,977,55,922,23-03 14:13:52
13856,180002,56,977,55,922,23-03 14:13:53
13824,180002,56,977,55,922,23-03 14:13:54
13824,180001,56,977,55,922,23-03 14:13:55
13856,179987,56,977,55,922,23-03 14:13:56
13856,179998,56,977,55,922,23-03 14:13:57
13856,180003,56,977,55,922,23-03 14:13:58
13824,179936,56,977,55,922,23-03 14:13:59
13824,179937,56,977,55,922,23-03 14:14:00
13824,179936,56,977,55,922,23-03 14:14:01
13792,179942,56,977,55,922,23-03 14:14:02
13792,179913,56,977,55,922,23-03 14:14:03
13856,179926,56,977,55,922,23-03 14:14:04
13824,179925,56,977,55,922,23-03 14:14:05
13824,179925,56,977,55,922,23-03 14:14:06
13824,179927,56,977,55,922,23-03 14:14:07
13824,179927,56,977,55,922,23-03 14:14:08
13792,179925,56,977,55,922,23-03 14:14:09
13856,179896,56,977,55,922,23-03 14:14:10
13856,179906,56,977,55,922,23-03 14:14:11
