"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/swap_page_disk_raw_vm-adv_fs_udp_unix.csv --swap --page --disk --raw --vm-adv --fs --udp --unix 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"swap",,"paging",,"dsk/total",,"raw","advanced virtual memory",,,,,"filesystem",,"udp",,"unix sockets",,,
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,344668,17,7,56,874,54,820
1835008,1021571072,0,0,8192,5210112,0,0,0,0,0,0,13184,344668,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344633,17,7,56,874,54,820
1835008,1021571072,0,0,0,770048,0,0,0,0,0,0,13152,344667,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344668,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344668,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344677,17,7,56,874,54,820
1835008,1021571072,0,0,0,3383296,0,0,0,0,0,0,13152,344676,17,7,56,874,54,820
1835008,1021571072,0,0,0,557056,0,0,0,0,0,0,13152,344676,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344675,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344749,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344751,17,7,56,874,54,820
1835008,1021571072,0,0,0,2048000,0,0,0,0,0,0,13152,344750,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344764,17,7,56,874,54,820
1835008,1021571072,0,0,0,622592,0,0,0,0,0,0,13152,344762,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344761,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344760,17,7,56,874,54,820
1835008,1021571072,0,0,0,1294336,0,0,0,0,0,0,13184,344829,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344834,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344836,17,7,56,874,54,820
1835008,1021571072,0,0,0,450560,0,0,0,0,0,0,13152,343716,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,343726,17,7,56,874,54,820
1835008,1021571072,0,0,0,3563520,0,0,0,0,0,0,13152,343731,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,343727,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,343756,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,343800,17,7,56,874,54,820
1835008,1021571072,0,0,0,1875968,0,0,0,0,0,0,13152,343800,17,7,56,874,54,820
1835008,1021571072,0,0,0,3309568,0,0,0,0,0,0,13152,343800,17,7,56,874,54,820
1835008,1021571072,0,0,8192,0,0,0,0,0,0,0,13184,343823,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343819,17,7,56,874,54,820
1835008,1021571072,0,0,0,688128,0,0,0,0,0,0,13184,343819,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343847,17,7,56,874,54,820
1835008,1021571072,0,0,0,1015808,0,0,0,0,0,0,13184,343847,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343893,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343825,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343827,17,7,56,874,54,820
1835008,1021571072,0,0,0,712704,0,0,0,0,0,0,13184,343963,17,7,56,874,54,820
1835008,1021571072,0,0,0,6275072,0,0,0,0,0,0,13184,343963,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343983,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,343978,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344025,17,7,56,874,54,820
1835008,1021571072,0,0,0,786432,0,0,0,0,0,0,13152,344024,17,7,56,874,54,820
1835008,1021571072,0,0,0,4349952,0,0,0,0,0,0,13152,344029,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344037,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344037,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344068,20,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13152,344069,20,7,56,874,54,820
1835008,1021571072,0,0,0,1851392,0,0,0,0,0,0,13152,344069,20,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,344113,20,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,344114,20,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,344112,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,344122,17,7,56,874,54,820
1835008,1021571072,0,0,0,360448,0,0,0,0,0,0,13184,344150,17,7,56,874,54,820
1835008,1021571072,0,0,0,2293760,0,0,0,0,0,0,13184,344150,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,344150,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,344196,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,344195,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,344196,17,7,56,874,54,820
1835008,1021571072,0,0,16384,3784704,0,0,0,0,0,0,13184,344195,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,344233,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,344233,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,344233,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,344233,17,7,56,874,54,820
1835008,1021571072,0,0,24576,4677632,0,0,0,0,0,0,13216,344278,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,344280,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343162,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343210,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343210,17,7,56,874,54,820
1835008,1021571072,0,0,0,2039808,0,0,0,0,0,0,13216,343209,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343141,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343100,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343099,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343099,17,7,56,874,54,820
1835008,1021571072,0,0,8192,7168000,0,0,0,0,0,0,13216,343127,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343137,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343136,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343136,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343136,17,7,56,874,54,820
1835008,1021571072,0,0,0,4341760,0,0,0,0,0,0,13184,343182,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343181,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343209,17,7,56,874,54,820
1835008,1021571072,0,0,0,655360,0,0,0,0,0,0,13184,343366,17,8,56,888,54,834
1835008,1021571072,0,0,0,6635520,0,0,0,0,0,0,13184,343379,17,9,56,890,54,836
1835008,1021571072,0,0,0,5668864,0,0,0,0,0,0,13184,343392,17,9,56,890,54,836
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343399,17,9,56,890,54,836
1835008,1021571072,0,0,0,3964928,0,0,0,0,0,0,13216,343435,17,9,56,890,54,836
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343436,17,9,56,890,54,836
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343464,17,9,56,890,54,836
1835008,1021571072,0,0,0,2097152,0,0,0,0,0,0,13248,343464,17,9,56,890,54,836
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,343475,17,12,56,890,54,836
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,343474,17,9,56,890,54,836
1835008,1021571072,0,0,0,1220608,0,0,0,0,0,0,13248,343473,17,9,56,890,54,836
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,343474,17,9,56,890,54,836
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,343520,17,9,56,890,54,836
1835008,1021571072,0,0,0,3629056,0,0,0,0,0,0,13248,343547,17,9,56,890,54,836
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,343548,17,9,56,890,54,836
1835008,1021571072,0,0,0,827392,0,0,0,0,0,0,13216,343549,17,9,56,890,54,836
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343548,17,9,56,890,54,836
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343547,17,9,56,890,54,836
1835008,1021571072,0,0,0,1646592,0,0,0,0,0,0,13216,343547,17,9,56,890,54,836
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,343525,17,9,56,884,54,830
1835008,1021571072,0,0,0,589824,0,0,0,0,0,0,13216,343466,17,9,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343462,17,9,56,874,54,820
1835008,1021571072,0,0,0,1138688,0,0,0,0,0,0,13216,343470,17,9,56,874,54,820
1835008,1021571072,0,0,0,3407872,0,0,0,0,0,0,13216,343490,17,9,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343413,17,9,56,874,54,820
1835008,1021571072,0,0,0,909312,0,0,0,0,0,0,13216,343412,17,9,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,343412,17,9,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,343486,17,9,56,874,54,820
1835008,1021571072,0,0,0,5390336,0,0,0,0,0,0,13184,342366,17,9,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,342366,17,9,56,874,54,820
1835008,1021571072,0,0,0,2023424,0,0,0,0,0,0,13184,342375,17,8,56,874,54,820
1835008,1021571072,0,0,0,147456,0,0,0,0,0,0,13184,342375,17,8,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,342375,17,8,56,874,54,820
1835008,1021571072,0,0,0,1851392,0,0,0,0,0,0,13184,342374,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,342446,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,342446,17,7,56,874,54,820
1835008,1021571072,0,0,0,581632,0,0,0,0,0,0,13184,342446,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,342448,17,7,56,874,54,820
1835008,1021571072,0,0,0,4481024,0,0,0,0,0,0,13184,342488,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,342493,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,342495,17,7,56,874,54,820
1835008,1021571072,0,0,0,409600,0,0,0,0,0,0,13184,342521,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,342560,17,7,56,874,54,820
1835008,1021571072,0,0,0,2187264,0,0,0,0,0,0,13184,342560,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,342560,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,342569,17,7,56,874,54,820
1835008,1021571072,0,0,0,655360,0,0,0,0,0,0,13184,342569,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,342572,17,7,56,874,54,820
1835008,1021571072,0,0,0,1449984,0,0,0,0,0,0,13216,342599,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342644,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342644,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342646,17,7,56,874,54,820
1835008,1021571072,0,0,0,409600,0,0,0,0,0,0,13248,342652,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342655,17,7,56,874,54,820
1835008,1021571072,0,0,0,3784704,0,0,0,0,0,0,13248,342656,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342682,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342682,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342730,17,7,56,874,54,820
1835008,1021571072,0,0,0,638976,0,0,0,0,0,0,13248,342730,17,7,56,874,54,820
1835008,1021571072,0,0,0,3235840,0,0,0,0,0,0,13248,342730,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342682,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342680,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342707,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342710,17,7,56,874,54,820
1835008,1021571072,0,0,0,4014080,0,0,0,0,0,0,13248,342754,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342755,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342755,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342757,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13248,342762,17,7,56,874,54,820
1835008,1021571072,0,0,0,4014080,0,0,0,0,0,0,13216,342790,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,342790,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,342790,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,342836,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,341718,17,7,56,874,54,820
1835008,1021571072,0,0,0,4890624,0,0,0,0,0,0,13216,341715,17,7,56,874,54,820
1835008,1021571072,0,0,0,2048000,0,0,0,0,0,0,13216,341726,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,341755,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,341756,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,341753,17,7,56,874,54,820
1835008,1021571072,0,0,0,3391488,0,0,0,0,0,0,13216,341713,17,7,56,874,54,820
1835008,1021571072,0,0,0,753664,0,0,0,0,0,0,13216,341716,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,341715,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,341714,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,341755,17,7,56,876,54,822
1835008,1021571072,0,0,0,499712,0,0,0,0,0,0,13184,341722,20,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341723,20,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341724,20,7,56,874,54,820
1835008,1021571072,0,0,0,622592,0,0,0,0,0,0,13184,341769,20,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341768,20,7,56,874,54,820
1835008,1021571072,0,0,24576,3244032,0,0,0,0,0,0,13184,341766,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341788,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341801,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341804,17,7,56,874,54,820
1835008,1021571072,0,0,0,475136,0,0,0,0,0,0,13184,341803,17,7,56,874,54,820
1835008,1021571072,0,0,16384,6397952,0,0,0,0,0,0,13216,341848,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,341781,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,341782,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,341803,17,7,56,874,54,820
1835008,1021571072,0,0,0,745472,0,0,0,0,0,0,13184,341828,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341829,17,7,56,874,54,820
1835008,1021571072,0,0,8192,1802240,0,0,0,0,0,0,13184,341830,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341829,17,7,56,874,54,820
1835008,1021571072,0,0,0,630784,0,0,0,0,0,0,13184,341874,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341874,17,7,56,874,54,820
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341903,17,7,56,874,54,820
1835008,1021571072,0,0,0,2080768,0,0,0,0,0,0,13184,341924,17,7,56,876,54,822
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341934,17,7,56,876,54,822
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341934,17,7,56,876,54,822
1835008,1021571072,0,0,0,417792,0,0,0,0,0,0,13184,341926,17,7,56,876,54,822
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341974,17,7,56,876,54,822
1835008,1021571072,0,0,0,4538368,0,0,0,0,0,0,13184,341968,17,7,56,876,54,822
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341992,17,7,56,876,54,822
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13184,341997,17,7,56,876,54,822
1835008,1021571072,0,0,0,720896,0,0,0,0,0,0,13216,342006,17,7,56,876,54,822
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,342005,17,7,56,876,54,822
1835008,1021571072,0,0,8192,1523712,0,0,0,0,0,0,13216,342005,17,7,56,876,54,822
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,342006,17,7,56,876,54,822
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,342052,17,7,56,876,54,822
1835008,1021571072,0,0,0,0,0,0,0,0,0,0,13216,342014,17,7,56,876,54,822
