"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/raw_sys_cpu_tcp_fs_io_zones_load_vm-adv_unix_disk_ipc.csv --raw --sys --cpu --tcp --fs --io --zones --load --vm-adv --unix --disk --ipc 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"raw","system",,"total cpu usage",,,,,"tcp sockets",,,,,"filesystem",,"io/total",,"zones memory",,,,"load avg",,,"advanced virtual memory",,,,,"unix sockets",,,,"dsk/total",,"sysv ipc",,
0,843,2446,1.258,1.258,97.358,0.126,0,7,10,0,7,2,13184,345397,0,0,315892,3141,193458,22176,0.520,1.910,2.810,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,815,2621,1.631,1.255,96.863,0.251,0,7,10,0,7,2,13184,345442,0,0,315892,3141,193425,22176,0.520,1.910,2.810,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,634,1079,1.635,1.006,97.107,0.252,0,7,10,0,7,2,13184,345443,0,30,315892,3141,193366,22176,0.520,1.910,2.810,0,0,0,0,0,56,874,54,820,0,540672,0,0,6
0,579,989,1.384,0.629,97.862,0.126,0,7,10,0,7,2,13184,345443,0,0,315892,3141,193366,22176,0.520,1.910,2.810,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,873,1653,3.270,0.755,95.975,0,0,7,10,0,6,2,13184,345481,0,0,315892,3141,193310,22176,0.520,1.910,2.810,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,853,2315,2.390,1.258,96.226,0.126,0,7,10,0,6,2,13184,345481,0,0,315892,3141,193383,22176,0.560,1.900,2.800,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,743,2226,1.511,1.259,96.977,0.252,0,7,10,0,6,2,13184,345481,0,0,315892,3141,193394,22176,0.560,1.900,2.800,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,653,1031,0.754,0.879,97.613,0.754,0,7,10,0,6,2,13184,345412,0,24,315892,3141,193523,22176,0.560,1.900,2.800,0,0,0,0,0,56,874,54,820,0,245760,0,0,6
0,994,2645,1.515,1.263,96.970,0.253,0,7,10,0,6,2,13184,345459,8,632,315892,3141,189134,22176,0.560,1.900,2.800,0,0,0,0,0,56,874,54,820,32768,12394496,0,0,6
0,781,1374,1.261,1.009,97.730,0,0,7,10,0,6,2,13184,345459,0,0,315892,3141,189903,22176,0.560,1.900,2.800,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,796,2264,1.635,1.006,97.233,0.126,0,7,10,0,6,2,13216,345459,0,0,315892,3141,189786,22176,0.600,1.880,2.790,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1015,4461,3.422,1.521,94.930,0.127,0,7,10,0,6,2,13184,345504,0,30,315892,3141,189417,22176,0.600,1.880,2.790,0,0,0,0,0,56,874,54,820,0,1048576,0,0,6
0,869,2342,1.509,1.132,97.358,0,0,7,10,0,7,2,13184,345498,0,0,315892,3141,189234,22176,0.600,1.880,2.790,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,658,1116,1.887,1.006,96.981,0.126,0,7,10,0,7,2,13184,345498,0,0,315892,3141,189234,22176,0.600,1.880,2.790,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,658,1168,1.635,0.755,97.610,0,0,7,10,0,7,2,13184,345499,0,0,315892,3141,189108,22176,0.600,1.880,2.790,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,747,2243,1.132,1.006,97.736,0.126,0,7,10,0,7,2,13184,345497,0,0,315892,3141,189108,22176,0.630,1.870,2.780,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,790,1714,2.015,1.511,95.970,0.504,0,7,10,0,6,2,13184,344423,0,16,315892,3141,192146,22176,0.630,1.870,2.780,0,0,0,0,0,56,874,54,820,0,368640,0,0,6
0,803,2131,1.763,1.385,96.851,0,0,7,10,0,6,2,13184,344423,0,0,315892,3141,192024,22176,0.630,1.870,2.780,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,733,1524,2.635,1.004,96.236,0.125,0,7,10,0,6,2,13184,344451,0,44,315892,3141,193936,22176,0.630,1.870,2.780,0,0,0,0,0,56,874,54,820,0,1417216,0,0,6
0,730,1349,2.138,0.755,96.855,0.252,0,7,10,0,6,2,13184,344461,0,36,315892,3141,193814,22176,0.630,1.870,2.780,0,0,0,0,0,56,874,54,820,0,344064,0,0,6
0,756,2282,1.263,0.884,97.854,0,0,7,10,0,6,2,13184,344461,0,0,315892,3141,193691,22176,0.660,1.850,2.770,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,608,1046,1.761,0.755,97.358,0.126,0,7,10,0,6,2,13184,344461,0,0,315892,3141,193628,22176,0.660,1.850,2.770,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,825,2326,1.635,1.006,97.358,0,0,7,10,0,6,2,13152,344461,0,0,315892,3141,193453,22176,0.660,1.850,2.770,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,913,2413,2.897,1.511,95.340,0.252,0,7,10,0,7,2,13184,344508,0,0,315892,3141,189863,22176,0.660,1.850,2.770,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,733,1445,1.884,0.628,97.111,0.377,0,7,10,0,7,2,13152,344509,0,26,315892,3141,189740,22176,0.660,1.850,2.770,0,0,0,0,0,56,874,54,820,0,327680,0,0,6
0,979,2831,3.396,1.132,95.472,0,0,7,10,0,7,2,13120,344536,0,0,315892,3141,189743,22176,0.690,1.840,2.760,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,569,926,1.506,0.878,97.491,0.125,0,7,10,0,7,2,13120,344544,0,0,315892,3141,189879,22176,0.690,1.840,2.760,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,804,2258,1.511,1.385,97.103,0,0,7,10,0,7,2,13120,344545,0,0,315892,3141,189820,22176,0.690,1.840,2.760,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,663,1104,1.382,1.005,97.487,0.126,0,7,10,0,7,2,13120,344545,0,0,315892,3141,189770,22176,0.690,1.840,2.760,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,647,1144,1.256,0.879,97.613,0.251,0,7,10,0,6,2,13120,344545,0,0,315892,3141,189770,22176,0.690,1.840,2.760,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,864,2382,1.882,1.129,96.236,0.753,0,7,10,0,6,2,13120,344545,0,16,315892,3141,194444,22176,0.790,1.840,2.750,0,0,0,0,0,56,874,54,820,0,278528,0,0,6
0,815,1459,2.146,1.515,96.338,0,0,7,10,0,6,2,13120,344591,0,0,315892,3141,197003,22176,0.790,1.840,2.750,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,938,2799,2.900,0.631,96.343,0.126,0,7,10,0,6,2,13120,344619,0,0,315892,3141,196829,22176,0.790,1.840,2.750,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,560,965,1.129,1.129,97.742,0,0,7,10,0,6,2,13120,344621,0,0,315892,3141,198603,22176,0.790,1.840,2.750,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1085,20886,2.648,1.513,95.712,0.126,0,7,10,0,7,2,13120,344640,0,0,315892,3141,198165,22176,0.790,1.840,2.750,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,891,2407,2.020,1.010,96.212,0.758,0,7,10,0,7,2,13120,344639,0,40,315892,3141,197725,22176,0.810,1.830,2.740,0,0,0,0,0,56,874,54,820,0,524288,0,0,6
0,537,951,0.878,0.753,98.243,0.125,0,7,10,0,7,2,13120,344638,0,0,315892,3141,197725,22176,0.810,1.830,2.740,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,977,5040,2.276,1.391,96.334,0,0,7,10,0,7,2,13120,344640,0,16,315892,3141,197602,22176,0.810,1.830,2.740,0,0,0,0,0,56,874,54,820,0,196608,0,0,6,
0,1002,6460,3.133,1.378,95.363,0.125,0,7,10,0,7,2,13152,344698,0,0,315892,3141,190924,22176,0.810,1.830,2.740,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,895,1977,3.392,0.754,95.854,0,0,7,10,0,6,2,13152,344727,0,4,315892,3141,189670,22176,0.810,1.830,2.740,0,0,0,0,0,56,874,54,820,0,98304,0,0,6
0,911,2533,1.509,1.006,97.233,0.252,0,7,10,0,6,2,13152,344728,0,40,315892,3141,190132,22176,0.740,1.800,2.730,0,0,0,0,0,56,874,54,820,0,540672,0,0,6
0,1005,6806,3.137,1.757,95.107,0,0,7,10,0,6,2,13184,344736,0,0,315892,3141,189720,22176,0.740,1.800,2.730,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,971,2493,2.008,1.757,96.110,0.125,0,7,10,0,6,2,13184,344668,0,0,315892,3141,189537,22176,0.740,1.800,2.730,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,637,1124,2.128,1.252,96.621,0,0,7,10,0,6,2,13184,344668,0,0,315892,3141,189481,22176,0.740,1.800,2.730,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1192,2831,2.270,0.757,96.217,0.757,0,7,10,0,6,2,13184,344668,2,636,315892,3141,189863,22176,0.740,1.800,2.730,0,0,0,0,0,56,874,54,820,8192,5210112,0,0,6
0,1136,3567,3.266,1.759,94.975,0,0,7,10,0,7,2,13184,344592,0,0,315892,3141,189598,22176,0.680,1.770,2.710,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1186,2427,3.535,1.136,95.202,0.126,0,7,10,0,7,2,13152,344667,0,30,315892,3141,190507,22176,0.680,1.770,2.710,0,0,0,0,0,56,874,54,820,0,770048,0,0,6
0,1074,3523,2.893,1.509,95.472,0.126,0,7,10,0,7,2,13152,344668,0,0,315892,3141,190460,22176,0.680,1.770,2.710,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1051,4645,2.509,1.631,95.859,0,0,7,10,0,7,2,13152,344668,0,0,315892,3141,190492,22176,0.680,1.770,2.710,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1214,2787,3.995,2.122,93.758,0.125,0,7,10,0,6,2,13152,344677,0,0,315892,3141,190629,22176,0.680,1.770,2.710,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1173,3471,3.652,2.015,94.207,0.126,0,7,10,0,6,2,13152,344676,0,44,315892,3141,191793,22176,0.630,1.740,2.700,0,0,0,0,0,56,874,54,820,0,3383296,0,0,6
0,1056,2518,3.518,2.010,94.347,0.126,0,7,10,0,6,2,13152,344676,0,28,315892,3141,193972,22176,0.630,1.740,2.700,0,0,0,0,0,56,874,54,820,0,557056,0,0,6
0,1037,2695,2.516,1.384,96.101,0,0,7,10,0,6,2,13152,344675,0,0,315892,3141,195009,22176,0.630,1.740,2.700,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1063,2287,4.161,1.261,94.451,0.126,0,7,10,0,6,2,13152,344749,0,0,315892,3141,191955,22176,0.630,1.740,2.700,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,941,1712,2.144,1.135,96.721,0,0,7,10,0,6,2,13152,344751,0,0,315892,3141,191470,22176,0.630,1.740,2.700,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1213,3140,3.413,1.517,94.943,0.126,0,7,10,0,6,2,13152,344757,0,32,315892,3141,190966,22176,0.580,1.710,2.680,0,0,0,0,0,56,874,54,820,0,2048000,0,0,6
0,1049,4389,2.516,1.635,95.723,0.126,0,7,10,0,7,2,13152,344765,0,0,315892,3141,190727,22176,0.580,1.710,2.680,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1250,5008,2.522,1.765,95.586,0.126,0,7,10,0,7,2,13152,344762,0,16,315892,3141,191100,22176,0.580,1.710,2.680,0,0,0,0,0,56,874,54,820,0,622592,0,0,6
0,1192,2523,4.642,1.882,93.476,0,0,7,10,0,7,2,13152,344761,0,0,315892,3141,191307,22176,0.580,1.710,2.680,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1150,2576,3.880,2.378,93.617,0.125,0,7,10,0,7,2,13152,344760,0,0,315892,3141,191379,22176,0.580,1.710,2.680,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1041,2261,4.523,1.508,93.844,0.126,0,7,10,0,7,2,13152,344788,0,26,315892,3141,192340,22176,0.610,1.700,2.670,0,0,0,0,0,56,874,54,820,0,1294336,0,0,6
0,1005,2638,1.508,1.256,97.236,0,0,7,10,0,6,2,13152,344834,0,0,315892,3141,190095,22176,0.610,1.700,2.670,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1180,3138,3.367,2.244,94.264,0.125,0,7,10,0,6,3,13152,344836,0,0,315892,3141,189876,22176,0.610,1.700,2.670,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,907,1943,2.393,1.385,96.096,0.126,0,7,10,0,6,2,13152,343716,0,14,315892,3141,191965,22176,0.610,1.700,2.670,0,0,0,0,0,56,874,54,820,0,450560,0,0,6
0,1271,2811,5.151,1.633,93.090,0.126,0,7,10,0,6,2,13152,343726,0,0,315892,3141,191737,22176,0.610,1.700,2.670,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1107,2506,3.401,1.259,95.340,0,0,7,10,0,6,2,13152,343726,0,64,315892,3141,191492,22176,0.560,1.670,2.660,0,0,0,0,0,56,874,54,820,0,3563520,0,0,6
0,1033,2782,3.254,1.252,95.369,0.125,0,7,10,0,6,2,13152,343727,0,0,315892,3141,191580,22176,0.560,1.670,2.660,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1536,4931,6.415,2.516,91.069,0,0,7,10,0,7,2,13152,343756,0,0,315892,3141,193441,22176,0.560,1.670,2.660,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1182,2713,4.545,1.894,93.434,0.126,0,7,10,0,7,2,13152,343800,0,0,315892,3141,188486,22176,0.560,1.670,2.660,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1116,2625,4.786,1.637,93.451,0.126,0,7,10,0,7,2,13152,343800,0,18,315892,3141,188210,22176,0.560,1.670,2.660,0,0,0,0,0,56,874,54,820,0,1875968,0,0,6
0,986,2180,3.038,1.266,95.570,0.127,0,7,10,0,7,2,13152,343799,0,46,315892,3141,188249,22176,0.520,1.640,2.640,0,0,0,0,0,56,874,54,820,0,3309568,0,0,6
0,1522,6486,4.949,2.538,92.513,0,0,7,10,0,7,2,13184,343813,2,0,315892,3141,188049,22176,0.520,1.640,2.640,0,0,0,0,0,56,874,54,820,8192,0,0,0,6
0,1494,21696,4.391,2.258,93.225,0.125,0,7,10,0,7,2,13184,343819,0,0,315892,3141,188182,22176,0.520,1.640,2.640,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,659,1267,1.375,1.375,97.125,0.125,0,7,10,0,7,2,13184,343819,0,56,315892,3141,188136,22176,0.520,1.640,2.640,0,0,0,0,0,56,874,54,820,0,688128,0,0,6
0,809,1796,3.522,1.006,95.472,0,0,7,10,0,6,2,13184,343847,0,0,315892,3141,194277,22176,0.520,1.640,2.640,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,793,1540,1.515,0.758,97.601,0.126,0,7,10,0,6,2,13184,343847,0,156,315892,3141,194151,22176,0.480,1.610,2.630,0,0,0,0,0,56,874,54,820,0,1015808,0,0,6
0,1471,3122,2.635,1.129,96.110,0.125,0,7,10,0,6,2,13184,343893,0,0,315892,3141,194882,22176,0.480,1.610,2.630,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1040,2810,2.138,1.509,96.352,0,0,7,10,0,6,2,13184,343825,0,0,315892,3141,194964,22176,0.480,1.610,2.630,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,985,2210,2.267,1.511,96.096,0.126,0,7,10,0,7,2,13184,343826,0,0,315892,3141,194802,22176,0.480,1.610,2.630,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,988,1503,4.511,1.378,93.985,0.125,0,7,10,0,7,2,13184,343963,0,22,315892,3141,195588,22176,0.480,1.610,2.630,0,0,0,0,0,56,874,54,820,0,712704,0,0,6
0,1080,2242,1.768,1.263,96.843,0.126,0,7,10,0,7,2,13184,343963,0,396,315892,3141,195899,22176,0.440,1.580,2.620,0,0,0,0,0,56,874,54,820,0,6275072,0,0,6
0,1344,6544,5.500,2,92.500,0,0,7,10,0,7,2,13184,343983,0,0,315892,3141,196206,22176,0.440,1.580,2.620,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,864,2490,1.757,1.506,96.612,0.125,0,7,10,0,7,2,13152,343978,0,0,315892,3141,196035,22176,0.440,1.580,2.620,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1044,2570,2.771,1.763,95.466,0,0,7,12,0,7,1,13152,344025,0,0,315892,3141,197945,22176,0.440,1.580,2.620,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,736,1329,1.506,1.004,97.365,0.125,0,7,12,0,6,1,13152,344024,0,28,315892,3141,197945,22176,0.440,1.580,2.620,0,0,0,0,0,56,874,54,820,0,786432,0,0,6
0,1234,7443,3.279,0.883,95.712,0.126,0,7,12,0,6,1,13152,344029,0,300,315892,3141,197823,22176,0.480,1.580,2.610,0,0,0,0,0,56,874,54,820,0,4349952,0,0,6
0,860,2323,3.275,1.134,95.466,0.126,0,7,12,0,6,1,13152,344027,0,0,315892,3141,197828,22176,0.480,1.580,2.610,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,795,2270,1.633,1.131,97.236,0,0,7,12,0,6,1,13152,344037,0,0,315892,3141,197532,22176,0.480,1.580,2.610,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,850,1697,4.020,0.754,95.101,0.126,0,7,12,0,6,1,13152,344068,0,0,315892,3141,197427,22176,0.480,1.580,2.610,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,799,1993,1.763,1.008,97.103,0.126,0,7,12,0,7,1,13152,344069,0,0,315892,3141,197313,22176,0.480,1.580,2.610,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,797,1342,2.390,0.881,96.478,0.252,0,7,12,0,7,1,13152,344069,0,26,315892,3141,200693,22176,0.440,1.550,2.590,0,0,0,0,0,56,874,54,820,0,524288,0,0,6
0,1049,3059,2.018,1.387,96.469,0.126,0,7,12,0,7,1,13184,344113,0,26,315892,3141,194974,22176,0.440,1.550,2.590,0,0,0,0,0,56,874,54,820,0,1327104,0,0,6
0,899,2552,2.133,1.004,96.738,0.125,0,7,12,0,7,1,13184,344114,0,0,315892,3141,195923,22176,0.440,1.550,2.590,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,697,1360,2.130,1.003,96.867,0,0,7,12,0,7,1,13184,344112,0,0,315892,3141,195556,22176,0.440,1.550,2.590,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,622,1107,1.759,0.628,97.487,0.126,0,7,12,0,6,1,13184,344122,0,0,315892,3141,195556,22176,0.440,1.550,2.590,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,729,1572,3.759,0.627,95.113,0.501,0,7,12,0,6,1,13184,344150,0,28,315892,3141,195559,22176,0.410,1.520,2.580,0,0,0,0,0,56,874,54,820,0,360448,0,0,6
0,913,2567,2.005,1.504,96.366,0.125,0,7,12,0,6,1,13184,344150,0,52,315892,3141,195324,22176,0.410,1.520,2.580,0,0,0,0,0,56,874,54,820,0,2293760,0,0,6
