"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/raw_vm-adv_time_sys.csv --raw --vm-adv --time --sys 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"raw","advanced virtual memory",,,,,"system","system",
0,0,0,0,0,0,22-03 22:14:15,790,1553
0,0,0,0,0,0,22-03 22:14:16,926,2710
0,0,0,0,0,0,22-03 22:14:17,564,923
0,0,0,0,0,0,22-03 22:14:18,808,2265
0,0,0,0,0,0,22-03 22:14:19,659,1107
0,0,0,0,0,0,22-03 22:14:20,648,1137
0,0,0,0,0,0,22-03 22:14:21,1032,2698
0,0,0,0,0,0,22-03 22:14:22,642,1155
0,0,0,0,0,0,22-03 22:14:23,952,2792
0,0,0,0,0,0,22-03 22:14:24,535,953
0,0,0,0,0,0,22-03 22:14:25,1105,20919
0,0,0,0,0,0,22-03 22:14:26,887,2392
0,0,0,0,0,0,22-03 22:14:27,513,929
0,0,0,0,0,0,22-03 22:14:28,1087,8215
0,0,0,0,0,0,22-03 22:14:29,927,3348
0,0,0,0,0,0,22-03 22:14:30,904,1978
0,0,0,0,0,0,22-03 22:14:31,931,2548
0,0,0,0,0,0,22-03 22:14:32,1005,6750
0,0,0,0,0,0,22-03 22:14:33,952,2481
0,0,0,0,0,0,22-03 22:14:34,624,1162
0,0,0,0,0,0,22-03 22:14:35,1169,2812
0,0,0,0,0,0,22-03 22:14:36,1285,3914
0,0,0,0,0,0,22-03 22:14:37,1039,2063
0,0,0,0,0,0,22-03 22:14:38,1094,3537
0,0,0,0,0,0,22-03 22:14:39,1039,4621
0,0,0,0,0,0,22-03 22:14:40,1254,2864
0,0,0,0,0,0,22-03 22:14:41,1152,3432
0,0,0,0,0,0,22-03 22:14:42,1044,2503
0,0,0,0,0,0,22-03 22:14:43,1042,2715
0,0,0,0,0,0,22-03 22:14:44,1061,2283
0,0,0,0,0,0,22-03 22:14:45,952,1766
0,0,0,0,0,0,22-03 22:14:46,1249,3245
0,0,0,0,0,0,22-03 22:14:47,1085,6114
0,0,0,0,0,0,22-03 22:14:48,1198,3140
0,0,0,0,0,0,22-03 22:14:49,1164,2510
0,0,0,0,0,0,22-03 22:14:50,1181,2574
0,0,0,0,0,0,22-03 22:14:51,1311,3539
0,0,0,0,0,0,22-03 22:14:52,694,1352
0,0,0,0,0,0,22-03 22:14:53,1193,3182
0,0,0,0,0,0,22-03 22:14:54,888,1861
0,0,0,0,0,0,22-03 22:14:55,1307,2936
0,0,0,0,0,0,22-03 22:14:56,1137,2906
0,0,0,0,0,0,22-03 22:14:57,980,2281
0,0,0,0,0,0,22-03 22:14:58,1539,4910
0,0,0,0,0,0,22-03 22:14:59,1222,2837
0,0,0,0,0,0,22-03 22:15:00,1169,2808
0,0,0,0,0,0,22-03 22:15:01,911,1886
0,0,0,0,0,0,22-03 22:15:02,1708,24723
0,0,0,0,0,0,22-03 22:15:03,1291,3528
0,0,0,0,0,0,22-03 22:15:04,652,1207
0,0,0,0,0,0,22-03 22:15:05,859,1869
0,0,0,0,0,0,22-03 22:15:06,755,1490
0,0,0,0,0,0,22-03 22:15:07,1464,3146
0,0,0,0,0,0,22-03 22:15:08,1042,2752
0,0,0,0,0,0,22-03 22:15:09,978,2229
0,0,0,0,0,0,22-03 22:15:10,1045,1583
0,0,0,0,0,0,22-03 22:15:11,1051,2235
0,0,0,0,0,0,22-03 22:15:12,1307,6442
0,0,0,0,0,0,22-03 22:15:13,881,2506
0,0,0,0,0,0,22-03 22:15:14,1040,2565
0,0,0,0,0,0,22-03 22:15:15,805,1484
0,0,0,0,0,0,22-03 22:15:16,1181,7317
0,0,0,0,0,0,22-03 22:15:17,866,2348
0,0,0,0,0,0,22-03 22:15:18,768,2244
0,0,0,0,0,0,22-03 22:15:19,877,1717
0,0,0,0,0,0,22-03 22:15:20,862,2105
0,0,0,0,0,0,22-03 22:15:21,736,1329
0,0,0,0,0,0,22-03 22:15:22,1018,2940
0,0,0,0,0,0,22-03 22:15:23,925,2583
0,0,0,0,0,0,22-03 22:15:24,686,1347
0,0,0,0,0,0,22-03 22:15:25,638,1141
0,0,0,0,0,0,22-03 22:15:26,745,1567
0,0,0,0,0,0,22-03 22:15:27,909,2543
0,0,0,0,0,0,22-03 22:15:28,853,2410
0,0,0,0,0,0,22-03 22:15:29,734,1497
0,0,0,0,0,0,22-03 22:15:30,710,1455
0,0,0,0,0,0,22-03 22:15:31,888,2142
0,0,0,0,0,0,22-03 22:15:32,899,2525
0,0,0,0,0,0,22-03 22:15:33,930,2645
0,0,0,0,0,0,22-03 22:15:34,612,1140
0,0,0,0,0,0,22-03 22:15:35,704,1203
0,0,0,0,0,0,22-03 22:15:36,623,1103
0,0,0,0,0,0,22-03 22:15:37,1228,3472
0,0,0,0,0,0,22-03 22:15:38,763,2319
0,0,0,0,0,0,22-03 22:15:39,1132,7699
0,0,0,0,0,0,22-03 22:15:40,1268,20715
0,0,0,0,0,0,22-03 22:15:41,653,1127
0,0,0,0,0,0,22-03 22:15:42,994,3338
0,0,0,0,0,0,22-03 22:15:43,910,2538
0,0,0,0,0,0,22-03 22:15:44,1395,2118
0,0,0,0,0,0,22-03 22:15:45,845,1521
0,0,0,0,0,0,22-03 22:15:46,775,1362
0,0,0,0,0,0,22-03 22:15:47,1377,3890
0,0,0,0,0,0,22-03 22:15:48,955,2620
0,0,0,0,0,0,22-03 22:15:49,971,1602
0,0,0,0,0,0,22-03 22:15:50,1166,5161
0,0,0,0,0,0,22-03 22:15:51,691,1221
0,0,0,0,0,0,22-03 22:15:52,1648,5111
0,0,0,0,0,0,22-03 22:15:53,1258,4402
0,0,0,0,0,0,22-03 22:15:54,1415,2331
0,0,0,0,0,0,22-03 22:15:55,2704,6779
0,0,0,0,0,0,22-03 22:15:56,7713,14077
0,0,0,0,0,0,22-03 22:15:57,3422,6319
0,0,0,0,0,0,22-03 22:15:58,888,2356
0,0,0,0,0,0,22-03 22:15:59,3998,6992
0,0,0,0,0,0,22-03 22:16:00,1326,1913
0,0,0,0,0,0,22-03 22:16:01,859,1773
0,0,0,0,0,0,22-03 22:16:02,1105,4696
0,0,0,0,0,0,22-03 22:16:03,651,1123
0,0,0,0,0,0,22-03 22:16:04,1004,3118
0,0,0,0,0,0,22-03 22:16:05,684,1199
0,0,0,0,0,0,22-03 22:16:06,677,1179
0,0,0,0,0,0,22-03 22:16:07,1032,2996
0,0,0,0,0,0,22-03 22:16:08,782,1715
0,0,0,0,0,0,22-03 22:16:09,923,2341
0,0,0,0,0,0,22-03 22:16:10,1033,4273
0,0,0,0,0,0,22-03 22:16:11,795,1450
0,0,0,0,0,0,22-03 22:16:12,1364,3211
0,0,0,0,0,0,22-03 22:16:13,869,1607
0,0,0,0,0,0,22-03 22:16:14,1281,4167
0,0,0,0,0,0,22-03 22:16:15,1054,2773
0,0,0,0,0,0,22-03 22:16:16,1116,4455
0,0,0,0,0,0,22-03 22:16:17,1133,3572
0,0,0,0,0,0,22-03 22:16:18,892,20209
0,0,0,0,0,0,22-03 22:16:19,1035,5269
0,0,0,0,0,0,22-03 22:16:20,629,1043
0,0,0,0,0,0,22-03 22:16:21,802,1332
0,0,0,0,0,0,22-03 22:16:22,1180,3401
0,0,0,0,0,0,22-03 22:16:23,1156,2151
0,0,0,0,0,0,22-03 22:16:24,999,2553
0,0,0,0,0,0,22-03 22:16:25,1329,2044
0,0,0,0,0,0,22-03 22:16:26,1287,3086
0,0,0,0,0,0,22-03 22:16:27,1023,2958
0,0,0,0,0,0,22-03 22:16:28,1099,2621
0,0,0,0,0,0,22-03 22:16:29,1486,4378
0,0,0,0,0,0,22-03 22:16:30,868,1737
0,0,0,0,0,0,22-03 22:16:31,894,1773
0,0,0,0,0,0,22-03 22:16:32,1382,7934
0,0,0,0,0,0,22-03 22:16:33,1017,3163
0,0,0,0,0,0,22-03 22:16:34,925,2281
0,0,0,0,0,0,22-03 22:16:35,717,1180
0,0,0,0,0,0,22-03 22:16:36,1242,2516
0,0,0,0,0,0,22-03 22:16:37,1206,3984
0,0,0,0,0,0,22-03 22:16:38,652,1196
0,0,0,0,0,0,22-03 22:16:39,900,2440
0,0,0,0,0,0,22-03 22:16:40,655,1103
0,0,0,0,0,0,22-03 22:16:41,621,1155
0,0,0,0,0,0,22-03 22:16:42,986,3209
0,0,0,0,0,0,22-03 22:16:43,951,1716
0,0,0,0,0,0,22-03 22:16:44,961,2903
0,0,0,0,0,0,22-03 22:16:45,1134,2810
0,0,0,0,0,0,22-03 22:16:46,1397,3158
0,0,0,0,0,0,22-03 22:16:47,1571,5571
0,0,0,0,0,0,22-03 22:16:48,1371,3436
0,0,0,0,0,0,22-03 22:16:49,1761,5848
0,0,0,0,0,0,22-03 22:16:50,1056,2437
0,0,0,0,0,0,22-03 22:16:51,1443,3413
0,0,0,0,0,0,22-03 22:16:52,1266,3150
0,0,0,0,0,0,22-03 22:16:53,1412,4572
0,0,0,0,0,0,22-03 22:16:54,1881,5654
0,0,0,0,0,0,22-03 22:16:55,1209,19266
0,0,0,0,0,0,22-03 22:16:56,970,2136
0,0,0,0,0,0,22-03 22:16:57,1377,3539
0,0,0,0,0,0,22-03 22:16:58,1602,5415
0,0,0,0,0,0,22-03 22:16:59,1663,5718
0,0,0,0,0,0,22-03 22:17:00,1730,4625
0,0,0,0,0,0,22-03 22:17:01,815,1413
0,0,0,0,0,0,22-03 22:17:02,1018,4544
0,0,0,0,0,0,22-03 22:17:03,979,2621
0,0,0,0,0,0,22-03 22:17:04,1060,3150
0,0,0,0,0,0,22-03 22:17:05,660,1112
0,0,0,0,0,0,22-03 22:17:06,754,1211
0,0,0,0,0,0,22-03 22:17:07,883,1777
0,0,0,0,0,0,22-03 22:17:08,889,2320
0,0,0,0,0,0,22-03 22:17:09,980,2711
0,0,0,0,0,0,22-03 22:17:10,640,1148
0,0,0,0,0,0,22-03 22:17:11,972,2551
0,0,0,0,0,0,22-03 22:17:12,623,1128
0,0,0,0,0,0,22-03 22:17:13,943,2422
0,0,0,0,0,0,22-03 22:17:14,930,2874
0,0,0,0,0,0,22-03 22:17:15,731,1450
0,0,0,0,0,0,22-03 22:17:16,756,1449
0,0,0,0,0,0,22-03 22:17:17,581,1056
0,0,0,0,0,0,22-03 22:17:18,928,3032
0,0,0,0,0,0,22-03 22:17:19,1252,5512
0,0,0,0,0,0,22-03 22:17:20,1064,7787
0,0,0,0,0,0,22-03 22:17:21,695,1272
0,0,0,0,0,0,22-03 22:17:22,976,2682
0,0,0,0,0,0,22-03 22:17:23,991,2621
0,0,0,0,0,0,22-03 22:17:24,740,2353
0,0,0,0,0,0,22-03 22:17:25,812,1643
0,0,0,0,0,0,22-03 22:17:26,690,1222
0,0,0,0,0,0,22-03 22:17:27,849,2179
0,0,0,0,0,0,22-03 22:17:28,879,2512
0,0,0,0,0,0,22-03 22:17:29,988,3399
0,0,0,0,0,0,22-03 22:17:30,659,1150
0,0,0,0,0,0,22-03 22:17:31,746,1419
0,0,0,0,0,0,22-03 22:17:32,706,1454
0,0,0,0,0,0,22-03 22:17:33,1366,21954
0,0,0,0,0,0,22-03 22:17:34,713,2497
0,0,0,0,0,0,22-03 22:17:35,710,1289
0,0,0,0,0,0,22-03 22:17:36,660,1216
0,0,0,0,0,0,22-03 22:17:37,904,1871
0,0,0,0,0,0,22-03 22:17:38,816,2407
0,0,0,0,0,0,22-03 22:17:39,806,2115
0,0,0,0,0,0,22-03 22:17:40,1102,2268
0,0,0,0,0,0,22-03 22:17:41,1504,2681
0,0,0,0,0,0,22-03 22:17:42,1543,2704
0,0,0,0,0,0,22-03 22:17:43,1882,4138
0,0,0,0,0,0,22-03 22:17:44,2239,5960
0,0,0,0,0,0,22-03 22:17:45,1853,4296
0,0,0,0,0,0,22-03 22:17:46,1768,3180
0,0,0,0,0,0,22-03 22:17:47,1551,2860
0,0,0,0,0,0,22-03 22:17:48,1714,3867
0,0,0,0,0,0,22-03 22:17:49,1654,3034
0,0,0,0,0,0,22-03 22:17:50,1836,4125
0,0,0,0,0,0,22-03 22:17:51,1512,2792
0,0,0,0,0,0,22-03 22:17:52,1606,3132
0,0,0,0,0,0,22-03 22:17:53,1797,4371
0,0,0,0,0,0,22-03 22:17:54,1558,3554
0,0,0,0,0,0,22-03 22:17:55,2030,4297
0,0,0,0,0,0,22-03 22:17:56,1544,2710
0,0,0,0,0,0,22-03 22:17:57,1457,2594
0,0,0,0,0,0,22-03 22:17:58,1702,3967
0,0,0,0,0,0,22-03 22:17:59,1610,3114
0,0,0,0,0,0,22-03 22:18:00,1464,3575
0,0,0,0,0,0,22-03 22:18:01,692,1380
0,0,0,0,0,0,22-03 22:18:02,881,3411
0,0,0,0,0,0,22-03 22:18:03,715,2259
0,0,0,0,0,0,22-03 22:18:04,728,2107
0,0,0,0,0,0,22-03 22:18:05,1287,3601
0,0,0,0,0,0,22-03 22:18:06,671,1205
0,0,0,0,0,0,22-03 22:18:07,956,1913
0,0,0,0,0,0,22-03 22:18:08,754,2373
0,0,0,0,0,0,22-03 22:18:09,565,1041
0,0,0,0,0,0,22-03 22:18:10,912,2806
0,0,0,0,0,0,22-03 22:18:11,943,19920
0,0,0,0,0,0,22-03 22:18:12,583,1021
0,0,0,0,0,0,22-03 22:18:13,1095,2933
0,0,0,0,0,0,22-03 22:18:14,911,2004
0,0,0,0,0,0,22-03 22:18:15,845,2446
0,0,0,0,0,0,22-03 22:18:16,984,2557
0,0,0,0,0,0,22-03 22:18:17,680,1157
0,0,0,0,0,0,22-03 22:18:18,734,2284
0,0,0,0,0,0,22-03 22:18:19,710,1422
0,0,0,0,0,0,22-03 22:18:20,827,2259
0,0,0,0,0,0,22-03 22:18:21,842,1937
0,0,0,0,0,0,22-03 22:18:22,748,1712
0,0,0,0,0,0,22-03 22:18:23,714,2225
0,0,0,0,0,0,22-03 22:18:24,559,986
0,0,0,0,0,0,22-03 22:18:25,791,2427
0,0,0,0,0,0,22-03 22:18:26,842,1509
0,0,0,0,0,0,22-03 22:18:27,783,1914
0,0,0,0,0,0,22-03 22:18:28,828,2467
0,0,0,0,0,0,22-03 22:18:29,852,1714
0,0,0,0,0,0,22-03 22:18:30,850,2422
0,0,0,0,0,0,22-03 22:18:31,857,1650
0,0,0,0,0,0,22-03 22:18:32,636,1175
0,0,0,0,0,0,22-03 22:18:33,665,2037
0,0,0,0,0,0,22-03 22:18:34,708,1469
0,0,0,0,0,0,22-03 22:18:35,969,2700
0,0,0,0,0,0,22-03 22:18:36,722,1437
0,0,0,0,0,0,22-03 22:18:37,744,1636
0,0,0,0,0,0,22-03 22:18:38,783,1977
0,0,0,0,0,0,22-03 22:18:39,861,2268
0,0,0,0,0,0,22-03 22:18:40,962,2262
0,0,0,0,0,0,22-03 22:18:41,832,1745
0,0,0,0,0,0,22-03 22:18:42,563,1250
0,0,0,0,0,0,22-03 22:18:43,735,1404
0,0,0,0,0,0,22-03 22:18:44,854,2768
0,0,0,0,0,0,22-03 22:18:45,1049,3306
0,0,0,0,0,0,22-03 22:18:46,746,1509
0,0,0,0,0,0,22-03 22:18:47,575,1060
0,0,0,0,0,0,22-03 22:18:48,895,18033
0,0,0,0,0,0,22-03 22:18:49,1183,3695
0,0,0,0,0,0,22-03 22:18:50,956,2794
0,0,0,0,0,0,22-03 22:18:51,715,1313
0,0,0,0,0,0,22-03 22:18:52,840,1733
0,0,0,0,0,0,22-03 22:18:53,579,1046
0,0,0,0,0,0,22-03 22:18:54,825,2256
0,0,0,0,0,0,22-03 22:18:55,862,2451
0,0,0,0,0,0,22-03 22:18:56,713,1392
0,0,0,0,0,0,22-03 22:18:57,868,1888
0,0,0,0,0,0,22-03 22:18:58,623,1081
0,0,0,0,0,0,22-03 22:18:59,988,2799
0,0,0,0,0,0,22-03 22:19:00,1096,3253
0,0,0,0,0,0,22-03 22:19:01,737,1262
0,0,0,0,0,0,22-03 22:19:02,1033,3799
0,0,0,0,0,0,22-03 22:19:03,683,1391
0,0,0,0,0,0,22-03 22:19:04,979,2812
0,0,0,0,0,0,22-03 22:19:05,941,2399
0,0,0,0,0,0,22-03 22:19:06,637,1173
0,0,0,0,0,0,22-03 22:19:07,853,1854
0,0,0,0,0,0,22-03 22:19:08,585,1040
0,0,0,0,0,0,22-03 22:19:09,816,2274
0,0,0,0,0,0,22-03 22:19:10,841,2665
0,0,0,0,0,0,22-03 22:19:11,762,1430
0,0,0,0,0,0,22-03 22:19:12,745,1976
0,0,0,0,0,0,22-03 22:19:13,716,1279
0,0,0,0,0,0,22-03 22:19:14,936,2784
0,0,0,0,0,0,22-03 22:19:15,920,2480
0,0,0,0,0,0,22-03 22:19:16,705,1324
0,0,0,0,0,0,22-03 22:19:17,730,1544
0,0,0,0,0,0,22-03 22:19:18,731,1574
0,0,0,0,0,0,22-03 22:19:19,911,2676
0,0,0,0,0,0,22-03 22:19:20,712,2316
0,0,0,0,0,0,22-03 22:19:21,706,1268
0,0,0,0,0,0,22-03 22:19:22,913,1873
0,0,0,0,0,0,22-03 22:19:23,835,2151
0,0,0,0,0,0,22-03 22:19:24,846,2495
0,0,0,0,0,0,22-03 22:19:25,870,2683
0,0,0,0,0,0,22-03 22:19:26,876,19667
0,0,0,0,0,0,22-03 22:19:27,700,1230
0,0,0,0,0,0,22-03 22:19:28,609,1116
0,0,0,0,0,0,22-03 22:19:29,971,2770
0,0,0,0,0,0,22-03 22:19:30,669,2260
0,0,0,0,0,0,22-03 22:19:31,770,1301
0,0,0,0,0,0,22-03 22:19:32,795,1856
0,0,0,0,0,0,22-03 22:19:33,635,1095
0,0,0,0,0,0,22-03 22:19:34,929,3407
0,0,0,0,0,0,22-03 22:19:35,827,1709
0,0,0,0,0,0,22-03 22:19:36,794,1873
0,0,0,0,0,0,22-03 22:19:37,909,2054
0,0,0,0,0,0,22-03 22:19:38,569,1013
0,0,0,0,0,0,22-03 22:19:39,969,2802
0,0,0,0,0,0,22-03 22:19:40,663,1193
0,0,0,0,0,0,22-03 22:19:41,863,2360
0,0,0,0,0,0,22-03 22:19:42,521,997
0,0,0,0,0,0,22-03 22:19:43,660,1233
0,0,0,0,0,0,22-03 22:19:44,848,2857
0,0,0,0,0,0,22-03 22:19:45,788,1937
0,0,0,0,0,0,22-03 22:19:46,1158,3904
0,0,0,0,0,0,22-03 22:19:47,613,1036
0,0,0,0,0,0,22-03 22:19:48,685,1418
0,0,0,0,0,0,22-03 22:19:49,846,2498
0,0,0,0,0,0,22-03 22:19:50,684,1220
0,0,0,0,0,0,22-03 22:19:51,915,2451
0,0,0,0,0,0,22-03 22:19:52,843,1663
0,0,0,0,0,0,22-03 22:19:53,863,2210
0,0,0,0,0,0,22-03 22:19:54,899,2416
0,0,0,0,0,0,22-03 22:19:55,749,1204
0,0,0,0,0,0,22-03 22:19:56,1174,3570
0,0,0,0,0,0,22-03 22:19:57,652,1133
0,0,0,0,0,0,22-03 22:19:58,675,1251
0,0,0,0,0,0,22-03 22:19:59,938,2750
0,0,0,0,0,0,22-03 22:20:00,749,1588
0,0,0,0,0,0,22-03 22:20:01,882,2352
0,0,0,0,0,0,22-03 22:20:02,936,3406
0,0,0,0,0,0,22-03 22:20:03,696,1366
0,0,0,0,0,0,22-03 22:20:04,1279,21284
0,0,0,0,0,0,22-03 22:20:05,627,1120
0,0,0,0,0,0,22-03 22:20:06,907,2441
0,0,0,0,0,0,22-03 22:20:07,1077,2925
0,0,0,0,0,0,22-03 22:20:08,664,1270
0,0,0,0,0,0,22-03 22:20:09,758,2288
0,0,0,0,0,0,22-03 22:20:10,843,1438
0,0,0,0,0,0,22-03 22:20:11,880,2576
0,0,0,0,0,0,22-03 22:20:12,606,1021
0,0,0,0,0,0,22-03 22:20:13,799,2303
0,0,0,0,0,0,22-03 22:20:14,1059,3386
0,0,0,0,0,0,22-03 22:20:15,667,1144
0,0,0,0,0,0,22-03 22:20:16,952,2550
0,0,0,0,0,0,22-03 22:20:17,571,1118
0,0,0,0,0,0,22-03 22:20:18,818,2179
0,0,0,0,0,0,22-03 22:20:19,915,2594
0,0,0,0,0,0,22-03 22:20:20,652,1141
0,0,0,0,0,0,22-03 22:20:21,1004,2974
0,0,0,0,0,0,22-03 22:20:22,763,1611
0,0,0,0,0,0,22-03 22:20:23,562,1021
0,0,0,0,0,0,22-03 22:20:24,799,2547
0,0,0,0,0,0,22-03 22:20:25,704,1083
0,0,0,0,0,0,22-03 22:20:26,886,2495
0,0,0,0,0,0,22-03 22:20:27,613,1145
0,0,0,0,0,0,22-03 22:20:28,781,1711
0,0,0,0,0,0,22-03 22:20:29,1065,3340
0,0,0,0,0,0,22-03 22:20:30,747,1796
0,0,0,0,0,0,22-03 22:20:31,968,2472
0,0,0,0,0,0,22-03 22:20:32,546,1050
0,0,0,0,0,0,22-03 22:20:33,594,1078
0,0,0,0,0,0,22-03 22:20:34,644,1303
0,0,0,0,0,0,22-03 22:20:35,816,2985
0,0,0,0,0,0,22-03 22:20:36,902,2444
0,0,0,0,0,0,22-03 22:20:37,853,1524
0,0,0,0,0,0,22-03 22:20:38,581,1094
0,0,0,0,0,0,22-03 22:20:39,662,1251
0,0,0,0,0,0,22-03 22:20:40,872,2368
0,0,0,0,0,0,22-03 22:20:41,1501,21680
0,0,0,0,0,0,22-03 22:20:42,783,1577
0,0,0,0,0,0,22-03 22:20:43,781,1249
0,0,0,0,0,0,22-03 22:20:44,768,1705
0,0,0,0,0,0,22-03 22:20:45,828,2350
0,0,0,0,0,0,22-03 22:20:46,863,2407
0,0,0,0,0,0,22-03 22:20:47,649,1078
0,0,0,0,0,0,22-03 22:20:48,799,2063
0,0,0,0,0,0,22-03 22:20:49,1018,2145
0,0,0,0,0,0,22-03 22:20:50,857,2640
0,0,0,0,0,0,22-03 22:20:51,1036,2784
0,0,0,0,0,0,22-03 22:20:52,982,2466
0,0,0,0,0,0,22-03 22:20:53,701,1258
0,0,0,0,0,0,22-03 22:20:54,665,1279
0,0,0,0,0,0,22-03 22:20:55,1733,6000
0,0,0,0,0,0,22-03 22:20:56,1190,3477
0,0,0,0,0,0,22-03 22:20:57,630,1068
0,0,0,0,0,0,22-03 22:20:58,647,1528
0,0,0,0,0,0,22-03 22:20:59,770,1736
0,0,0,0,0,0,22-03 22:21:00,901,2486
0,0,0,0,0,0,22-03 22:21:01,1164,4650
0,0,0,0,0,0,22-03 22:21:02,584,1047
0,0,0,0,0,0,22-03 22:21:03,882,2494
0,0,0,0,0,0,22-03 22:21:04,632,1087
0,0,0,0,0,0,22-03 22:21:05,1273,3311
0,0,0,0,0,0,22-03 22:21:06,865,2367
0,0,0,0,0,0,22-03 22:21:07,772,1569
0,0,0,0,0,0,22-03 22:21:08,629,1146
0,0,0,0,0,0,22-03 22:21:09,551,981
0,0,0,0,0,0,22-03 22:21:10,1139,3344
0,0,0,0,0,0,22-03 22:21:11,1289,3172
0,0,0,0,0,0,22-03 22:21:12,600,1041
0,0,0,0,0,0,22-03 22:21:13,705,1933
0,0,0,0,0,0,22-03 22:21:14,781,1553
0,0,0,0,0,0,22-03 22:21:15,929,2615
0,0,0,0,0,0,22-03 22:21:16,838,2432
0,0,0,0,0,0,22-03 22:21:17,758,1641
0,0,0,0,0,0,22-03 22:21:18,679,1893
0,0,0,0,0,0,22-03 22:21:19,929,19823
0,0,0,0,0,0,22-03 22:21:20,868,2577
0,0,0,0,0,0,22-03 22:21:21,906,2602
0,0,0,0,0,0,22-03 22:21:22,810,1634
0,0,0,0,0,0,22-03 22:21:23,654,1215
0,0,0,0,0,0,22-03 22:21:24,872,2382
0,0,0,0,0,0,22-03 22:21:25,1212,3152
0,0,0,0,0,0,22-03 22:21:26,839,2764
0,0,0,0,0,0,22-03 22:21:27,658,1079
0,0,0,0,0,0,22-03 22:21:28,593,1091
