"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/disk_tcp_ipc_aio_swap_io_sys_proc_raw_unix.csv --disk --tcp --ipc --aio --swap --io --sys --proc --raw --unix 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"dsk/total",,"tcp sockets",,,,,"sysv ipc",,,"async","swap",,"io/total",,"system",,"procs",,,"raw","unix sockets",,,
0,5070848,7,18,0,7,2,0,0,5,0,108527616,914878464,0,538,2803,6610,0,0,0,0,56,981,55,926
0,0,7,18,1,7,2,0,0,5,0,108527616,914878464,0,0,2465,5683,0,0,0,0,56,983,55,928
0,0,7,18,1,7,2,0,0,5,0,108527616,914878464,0,0,2611,6848,0,0,8,0,56,983,55,928
0,0,7,18,1,8,2,0,0,5,0,108527616,914878464,0,0,2635,7807,0,0,8,0,56,983,55,928
0,0,7,18,1,8,2,0,0,5,0,108527616,914878464,0,0,2558,5740,0,1,0,0,56,983,55,928
0,4849664,7,18,1,8,2,0,0,5,0,108527616,914878464,0,108,2486,5852,1,0,0,0,56,983,55,928
0,0,7,18,1,8,2,0,0,5,0,108527616,914878464,0,0,2488,5610,0,0,0,0,56,983,55,928
0,0,7,18,1,8,2,0,0,5,0,108527616,914878464,0,0,2584,7028,0,0,8,0,56,983,55,928
0,0,7,18,1,8,2,0,0,5,0,108527616,914878464,0,0,2661,7322,0,0,8,0,56,983,55,928
0,0,7,18,1,8,2,0,0,5,0,108527616,914878464,0,0,2432,5570,0,0,0,0,56,983,55,928
0,4931584,7,18,1,7,2,0,0,5,0,108527616,914878464,0,116,2670,6073,6,0,1,0,56,983,55,928
0,0,7,18,1,7,2,0,0,5,0,108527616,914878464,0,0,2542,6115,0,0,0,0,56,983,55,928
0,0,7,18,1,7,2,0,0,5,0,108527616,914878464,0,0,2598,6759,1,0,8,0,56,983,55,928
0,0,7,19,2,7,2,0,0,5,0,108527616,914878464,0,0,2818,8338,0,0,8,0,56,983,55,928
0,0,7,20,1,8,1,0,0,5,0,108527616,914878464,0,0,2652,6419,1,0,0,0,56,983,55,928
0,843776,7,20,1,8,1,0,0,5,0,108527616,914878464,0,34,2632,6231,1,0,0,0,56,983,55,928
0,0,7,20,1,8,1,0,0,5,0,108527616,914878464,0,0,2606,5735,0,0,0,0,56,983,55,928
0,0,7,20,1,8,1,0,0,5,0,108527616,914878464,0,0,2494,6792,0,0,8,0,56,983,55,928
0,0,7,22,1,8,1,0,0,5,0,108527616,914878464,0,0,2635,7102,0,0,8,0,56,985,55,930
0,0,7,20,1,8,2,0,0,5,0,108527616,914878464,0,44,2688,5957,0,1,0,0,56,983,55,928
0,4734976,7,20,1,7,1,0,0,5,0,108527616,914878464,0,106,2530,5966,0,0,0,0,56,983,55,928
0,1556480,7,20,0,7,1,0,0,5,0,108527616,914878464,0,40,2600,5707,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2787,8108,0,0,9,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2689,7265,1,0,8,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2575,6440,3,0,0,0,56,981,55,926
0,229376,7,20,0,9,1,0,0,5,0,108527616,914878464,0,50,2742,8380,4,0,0,0,56,981,55,926
0,14467072,7,20,0,9,1,0,0,5,0,108527616,914878464,0,390,2678,6422,0,1,0,0,56,981,55,926
0,1703936,7,20,0,9,1,0,0,5,0,108527616,914878464,0,30,2610,6778,0,0,8,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2617,6865,1,0,8,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,3329,35392,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2603,6321,2,0,0,0,56,981,55,926
0,5193728,7,20,0,8,1,0,0,5,0,108527616,914878464,0,272,2592,5926,0,0,0,0,56,981,55,926
0,2637824,7,20,0,8,1,0,0,5,0,108527616,914878464,0,24,2657,6189,1,0,4,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2674,7410,0,0,12,0,56,981,55,926
0,0,7,19,1,8,2,0,0,5,0,108527616,914878464,0,0,2588,6330,0,0,1,0,56,981,55,926
0,0,7,20,0,10,1,0,0,5,0,108527616,914878464,0,0,2634,6853,0,0,0,0,56,981,55,926
0,4022272,7,20,0,10,1,0,0,5,0,108527616,914878464,0,390,2555,6275,0,0,0,0,56,981,55,926
0,253952,7,20,0,10,1,0,0,5,0,108527616,914878464,0,32,2471,5830,5,0,0,0,56,981,55,926
0,0,7,20,0,10,1,0,0,5,0,108527616,914878464,0,0,2734,8391,0,0,16,0,56,981,55,926
0,0,7,20,0,10,1,0,0,5,0,108527616,914878464,0,0,2977,7593,1,0,18,0,56,985,55,930
0,0,7,20,0,10,1,0,0,5,0,108527616,914878464,0,0,2620,5992,0,0,0,0,56,985,55,930
0,4964352,7,20,0,10,1,0,0,5,0,108527616,914878464,0,88,2717,6293,3,0,0,0,56,985,55,930
0,106496,7,20,0,9,1,0,0,5,0,108527616,914878464,0,16,2486,6498,1,0,0,0,56,985,55,930
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2676,8116,0,0,16,0,56,985,55,930
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2488,5600,1,0,0,0,56,985,55,930
0,0,7,19,1,9,2,0,0,5,0,108527616,914878464,0,0,2690,6869,0,0,0,0,56,985,55,930
0,5169152,7,20,0,10,1,0,0,5,0,108527616,914878464,0,58,3677,15148,2,0,40,0,56,999,55,944
0,9904128,7,20,0,10,1,0,0,5,0,108527616,914878464,0,378,9002,13436,2,0,3,0,56,999,55,944
0,0,7,20,0,10,1,0,0,5,0,108527616,914878464,0,0,3832,9125,1,0,16,0,56,999,55,944
0,843776,7,20,0,10,1,0,0,5,0,108527616,914878464,0,122,2716,6275,0,0,0,0,56,999,55,944
0,3424256,7,20,0,10,1,0,0,5,0,108527616,914878464,0,170,4204,9299,1,0,1,0,56,999,55,944
0,524288,7,20,0,9,1,0,0,5,0,108527616,914878464,0,44,2439,5763,0,0,0,0,56,999,55,944
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2760,8125,0,0,8,0,56,999,55,944
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2890,8645,0,0,16,0,56,999,55,944
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2575,5809,0,0,0,0,56,999,55,944
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2542,5611,0,0,0,0,56,999,55,944
8192,7143424,7,20,0,9,1,0,0,5,0,108527616,914878464,2,264,2749,6945,0,0,0,0,56,999,55,944
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2451,5635,2,0,0,0,56,999,55,944
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2632,7513,1,0,12,0,56,999,55,944
16384,0,7,20,0,9,1,0,0,5,0,108527616,914878464,4,0,2546,6324,1,0,5,0,56,999,55,944
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2646,6198,0,0,0,0,56,999,55,944
0,14811136,7,20,0,9,1,0,0,5,0,108527616,914878464,0,1946,3931,10966,0,0,0,0,56,999,55,944
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2516,5547,0,0,0,0,56,999,55,944
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2605,6698,0,0,8,0,56,999,55,944
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2564,6775,0,0,8,0,56,999,55,944
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2647,6614,0,0,0,0,56,993,55,938
0,2736128,7,20,0,8,1,0,0,5,0,108527616,914878464,0,290,2644,6058,0,0,0,0,56,993,55,938
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,3455,36672,0,0,0,0,56,993,55,938
0,1138688,7,20,0,9,1,0,0,5,0,108527616,914878464,0,8,2640,7189,2,0,8,0,56,993,55,938
0,2539520,7,20,0,9,1,0,0,5,0,108527616,914878464,0,54,2705,6974,0,0,8,0,56,989,55,934
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2557,5693,0,0,0,0,56,989,55,934
0,335872,7,20,0,9,1,0,0,5,0,108527616,914878464,0,48,2636,6193,0,0,1,0,56,989,55,934
8192,8355840,7,20,0,9,1,0,0,5,0,108527616,914878464,2,542,2673,6169,1,0,0,0,56,989,55,934
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2571,6791,0,0,8,0,56,989,55,934
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2539,6912,1,0,8,0,56,989,55,934
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2503,6068,0,0,0,0,56,989,55,934
0,1155072,7,20,0,8,1,0,0,5,0,108527616,914878464,0,94,3491,6348,0,0,1,0,56,989,55,934
0,4538368,7,19,1,8,2,0,0,5,0,108527616,914878464,0,232,3178,7060,0,0,0,0,56,989,55,934
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2620,7292,0,0,8,0,56,989,55,934
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2564,6946,0,0,8,0,56,989,55,934
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2567,5893,0,0,0,0,56,981,55,926
0,647168,7,20,0,9,1,0,0,5,0,108527616,914878464,0,14,2513,5605,0,0,0,0,56,981,55,926
0,516096,7,20,0,9,1,0,0,5,0,108527616,914878464,0,26,2497,5969,1,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2588,7224,5,0,9,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2648,7356,0,0,8,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2385,5607,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,27,2529,5765,2,0,0,0,56,981,55,926
0,5586944,7,20,0,7,1,0,0,5,0,108527616,914878464,0,179,2447,5668,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2776,8008,0,0,8,0,56,981,55,926
0,466944,7,20,0,8,1,0,0,5,0,108527616,914878464,0,30,2480,7012,2,0,8,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2431,6063,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2508,5627,0,0,0,0,56,981,55,926
0,3899392,7,20,0,8,1,0,0,5,0,108527616,914878464,0,38,2503,5739,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2688,6928,2,0,8,0,56,981,55,926
0,819200,7,20,0,8,1,0,0,5,0,108527616,914878464,0,22,2661,6899,0,0,8,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2470,5533,0,0,0,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2497,5720,1,0,1,0,56,981,55,926
0,10518528,7,20,0,6,1,0,0,5,0,108527616,914878464,0,1546,3783,10300,0,0,0,0,56,981,55,926
0,2588672,7,20,0,6,1,0,0,5,0,108527616,914878464,0,28,2633,7390,0,0,8,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2675,7654,0,0,8,0,56,981,55,926
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2527,5713,0,0,0,0,56,981,55,926
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2655,6297,0,0,0,0,56,981,55,926
0,5087232,7,18,0,7,2,0,0,5,0,108527616,914878464,0,310,2937,6203,0,0,0,0,56,981,55,926
0,0,7,18,0,8,2,0,0,5,0,108527616,914878464,0,0,2743,7781,0,1,8,0,56,981,55,926
0,327680,7,18,0,7,2,0,0,5,0,108527616,914878464,0,18,3640,37206,1,0,8,0,56,981,55,926
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2655,6249,1,0,0,0,56,981,55,926
0,0,7,18,0,6,2,0,0,5,0,108527616,914878464,0,0,2567,5873,0,0,0,0,56,981,55,926
0,5521408,7,18,0,6,2,0,0,5,0,108527616,914878464,0,286,2564,5802,1,0,0,0,56,981,55,926
0,696320,7,18,0,6,2,0,0,5,0,108527616,914878464,0,4,2693,6960,1,0,9,0,56,981,55,926
0,3006464,7,16,1,6,3,0,0,5,0,108527616,914878464,0,64,2689,7079,2,0,8,0,56,981,55,926
0,221184,7,18,0,7,2,0,0,5,0,108527616,914878464,0,40,2617,6647,0,0,0,0,56,981,55,926
0,221184,7,18,0,7,2,0,0,5,0,108527616,914878464,0,14,2421,5638,1,0,0,0,56,981,55,926
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2579,8028,0,0,8,0,56,983,55,928
0,180224,7,18,0,7,2,0,0,5,0,108527616,914878464,0,4,2781,7295,0,0,8,0,56,981,55,926
0,2285568,7,18,0,7,2,0,0,5,0,108527616,914878464,0,350,2838,7375,0,0,10,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2512,6532,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2599,5869,1,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2434,5513,0,0,0,0,56,981,55,926
0,4653056,7,20,0,6,1,0,0,5,0,108527616,914878464,0,106,2744,7212,0,0,8,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2625,7231,0,0,8,0,56,981,55,926
0,352256,7,20,0,7,1,0,0,5,0,108527616,914878464,0,24,2547,7102,0,0,1,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2583,5687,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2464,5547,0,0,0,0,56,981,55,926
0,4325376,7,20,0,7,1,0,0,5,0,108527616,914878464,0,74,2623,6186,1,0,4,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2636,7447,0,0,12,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2487,5678,0,1,0,0,56,981,55,926
0,630784,7,20,0,7,1,0,0,5,0,108527616,914878464,0,20,2461,5626,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2461,5477,0,0,0,0,56,981,55,926
0,1236992,7,20,0,6,1,0,0,5,0,108527616,914878464,0,56,2617,6393,1,0,0,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2586,7926,1,0,16,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2529,5711,0,0,0,0,56,981,55,926
0,204800,7,20,0,7,1,0,0,5,0,108527616,914878464,0,30,2641,6967,1,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2401,5558,1,0,1,0,56,981,55,926
0,34324480,7,20,0,7,1,0,0,5,0,108527616,914878464,0,2716,4317,12086,2,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2668,8106,2,0,16,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2689,6095,1,0,0,0,56,981,55,926
0,3022848,7,20,0,7,1,0,0,5,0,108527616,914878464,0,50,2567,5682,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2389,5596,0,0,0,0,56,981,55,926
0,696320,7,20,0,7,1,0,0,5,0,108527616,914878464,0,4,2518,5604,0,0,0,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2780,8151,2,0,16,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2499,5681,1,0,0,0,56,981,55,926
0,385024,7,18,0,6,2,0,0,5,0,108527616,914878464,0,22,2550,5676,2,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,3453,35441,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2473,6064,1,0,0,0,56,981,55,926
0,2457600,7,20,0,7,1,0,0,5,0,108527616,914878464,0,40,2701,8138,0,0,16,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2443,5791,1,0,1,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2493,5582,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2451,5552,0,0,0,0,56,981,55,926
0,385024,7,20,0,7,1,0,0,5,0,108527616,914878464,0,40,2632,5863,1,0,0,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2683,7391,1,0,12,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2529,6274,1,0,4,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2460,5507,1,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2595,6558,1,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2537,5728,0,1,0,0,56,981,55,926
0,475136,7,20,0,7,1,0,0,5,0,108527616,914878464,0,18,2712,7207,0,0,8,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2504,6831,0,0,8,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2507,5699,1,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2498,5782,0,0,1,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2431,5651,1,0,0,0,56,981,55,926
0,21069824,7,20,0,6,1,0,0,5,0,108527616,914878464,0,2736,4314,12636,2,0,8,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2704,6768,2,0,8,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2554,5843,1,0,0,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2314,5515,2,0,0,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2576,6440,1,0,0,0,56,981,55,926
0,1933312,7,20,0,6,1,0,0,5,0,108527616,914878464,0,16,2618,6816,0,0,8,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2610,6878,0,0,8,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2764,6766,2,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2540,5566,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2624,5878,0,0,0,0,56,981,55,926
8192,466944,7,20,0,7,1,0,0,5,0,108527616,914878464,2,10,2534,6919,0,0,9,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2702,6928,0,0,9,0,56,981,55,926
0,253952,7,20,0,6,1,0,0,5,0,108527616,914878464,0,18,2294,5560,0,0,0,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2699,7709,0,0,8,0,56,981,55,926
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2684,5896,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2610,7702,0,0,8,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2537,6907,1,0,8,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,12,2452,5802,1,1,0,0,56,981,55,926
0,1605632,7,20,0,7,1,0,0,5,0,108527616,914878464,0,12,2463,5550,1,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2586,5783,0,0,0,0,56,981,55,926
0,5414912,7,20,0,7,1,0,0,5,0,108527616,914878464,0,602,2646,7396,0,1,9,0,56,981,55,926
0,1163264,7,20,0,8,1,0,0,5,0,108527616,914878464,0,102,3794,36882,0,0,8,0,56,981,55,926
0,0,7,18,0,8,2,0,0,5,0,108527616,914878464,0,0,2548,5618,0,0,1,0,56,981,55,926
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2494,5620,0,0,0,0,56,981,55,926
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2431,5586,0,0,0,0,56,981,55,926
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2578,6771,0,0,8,0,56,981,55,926
0,2244608,7,18,0,8,2,0,0,5,0,108527616,914878464,0,46,2711,7689,0,0,8,0,56,981,55,926
0,0,7,18,0,8,2,0,0,5,0,108527616,914878464,0,0,2534,5842,0,0,0,0,56,981,55,926
0,0,7,18,0,8,2,0,0,5,0,108527616,914878464,0,0,2505,5836,1,0,0,0,56,981,55,926
0,0,7,18,0,8,2,0,0,5,0,108527616,914878464,0,0,2569,5819,1,0,0,0,56,981,55,926
0,0,7,18,0,8,2,0,0,5,0,108527616,914878464,0,0,2596,7071,0,0,8,0,56,981,55,926
0,1040384,7,18,0,8,2,0,0,5,0,108527616,914878464,0,36,2674,6911,1,0,8,0,56,981,55,926
0,262144,7,18,0,8,2,0,0,5,0,108527616,914878464,0,48,2616,6009,0,0,0,0,56,981,55,926
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2494,5560,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2673,6619,0,0,1,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2553,6991,0,0,9,0,56,981,55,926
0,15835136,7,19,1,8,1,0,0,5,0,108527616,914878464,0,2292,4774,13482,2,0,8,0,56,981,55,926
0,1867776,7,20,0,8,1,0,0,5,0,108527616,914878464,0,18,2587,5867,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2496,5645,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2425,5562,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2520,6743,0,0,8,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2606,6941,0,0,8,0,56,981,55,926
0,237568,7,20,0,8,1,0,0,5,0,108527616,914878464,0,16,2504,5620,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2461,5563,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2433,5752,0,0,0,0,56,981,55,926
0,655360,7,20,0,7,1,0,0,5,0,108527616,914878464,0,38,2530,6815,2,0,8,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2582,6921,0,0,8,0,56,981,55,926
